date,equity,cash,pos,qty,has_buy_model,has_sell_model,bsp_rows,buy_ret_th,buy_mr_th,sell_ret_th,sell_mr_th
2020-03-03,100000.0,100000.0,0,0.0,1,1,1769,-0.5,0.4,-0.5,0.4
2020-03-04,100000.0,100000.0,0,0.0,1,1,1801,-0.5,0.4,-0.5,0.4
2020-03-05,100000.0,100000.0,0,0.0,1,1,1801,-0.5,0.4,-0.5,0.4
2020-03-06,100000.0,100000.0,0,0.0,1,1,1848,-0.5,0.4,-0.5,0.4
2020-03-09,100000.0,100000.0,0,0.0,1,1,1900,-0.5,0.4,-0.5,0.4
2020-03-10,100000.0,100000.0,0,0.0,1,1,1950,-0.5,0.4,-0.5,0.4
2020-03-11,100000.0,100000.0,0,0.0,1,1,1962,-0.5,0.4,-0.5,0.4
2020-03-12,100000.0,100000.0,0,0.0,1,1,2016,-0.5,0.4,-0.5,0.4
2020-03-13,100000.0,100000.0,0,0.0,1,1,2044,-0.5,0.4,-0.5,0.4
2020-03-16,100000.0,100000.0,0,0.0,1,1,2055,-0.5,0.4,-0.5,0.4
2020-03-17,100000.0,100000.0,0,0.0,1,1,2126,-0.5,0.4,-0.5,0.4
2020-03-18,100000.0,100000.0,0,0.0,1,1,2160,-0.5,0.4,-0.5,0.4
2020-03-19,100000.0,100000.0,0,0.0,1,1,2213,-0.5,0.4,-0.5,0.4
2020-03-20,100000.0,100000.0,0,0.0,1,1,2242,-0.5,0.4,-0.5,0.4
2020-03-23,100000.0,100000.0,0,0.0,1,1,2303,-0.5,0.4,-0.5,0.4
2020-03-24,100000.0,100000.0,0,0.0,1,1,2352,-0.5,0.4,-0.5,0.4
2020-03-25,100000.0,100000.0,0,0.0,1,1,2392,-0.5,0.4,-0.5,0.4
2020-03-26,100000.0,100000.0,0,0.0,1,1,2404,-0.5,0.4,-0.5,0.4
2020-03-27,100000.0,100000.0,0,0.0,1,1,2454,-0.5,0.4,-0.5,0.4
2020-03-30,100000.0,100000.0,0,0.0,1,1,2512,-0.5,0.4,-0.5,0.4
2020-03-31,100000.0,100000.0,0,0.0,1,1,2544,-0.5,0.4,-0.5,0.4
2020-04-01,100000.0,100000.0,0,0.0,1,1,2579,-0.5,0.4,-0.5,0.4
2020-04-02,100000.0,100000.0,0,0.0,1,1,2612,-0.5,0.4,-0.5,0.4
2020-04-03,100000.0,100000.0,0,0.0,1,1,2649,-0.5,0.4,-0.5,0.4
2020-04-06,100000.0,100000.0,0,0.0,1,1,2680,-0.5,0.4,-0.5,0.4
2020-04-07,100000.0,100000.0,0,0.0,1,1,2718,-0.5,0.4,-0.5,0.4
2020-04-08,100000.0,100000.0,0,0.0,1,1,2739,-0.5,0.4,-0.5,0.4
2020-04-09,100000.0,100000.0,0,0.0,1,1,2778,-0.5,0.4,-0.5,0.4
2020-04-13,100000.0,100000.0,0,0.0,1,1,2821,-0.5,0.4,-0.5,0.4
2020-04-14,100000.0,100000.0,0,0.0,1,1,2867,-0.5,0.4,-0.5,0.4
2020-04-15,100000.0,100000.0,0,0.0,1,1,2928,-0.5,0.4,-0.5,0.4
2020-04-16,100000.0,100000.0,0,0.0,1,1,2969,-0.5,0.4,-0.5,0.4
2020-04-17,100000.0,100000.0,0,0.0,1,1,2994,-0.5,0.4,-0.5,0.4
2020-04-20,100000.0,100000.0,0,0.0,1,1,3022,-0.5,0.4,-0.5,0.4
2020-04-21,100000.0,100000.0,0,0.0,1,1,3072,-0.5,0.4,-0.5,0.4
2020-04-22,100000.0,100000.0,0,0.0,1,1,3127,-0.5,0.4,-0.5,0.4
2020-04-23,100000.0,100000.0,0,0.0,1,1,3171,-0.5,0.4,-0.5,0.4
2020-04-24,100000.0,100000.0,0,0.0,1,1,3234,-0.5,0.4,-0.5,0.4
2020-04-27,100000.0,100000.0,0,0.0,1,1,3291,-0.5,0.4,-0.5,0.4
2020-04-28,100000.0,100000.0,0,0.0,1,1,3331,-0.5,0.4,-0.5,0.4
2020-04-29,100000.0,100000.0,0,0.0,1,1,3377,-0.0500000000000001,0.4,-0.5,0.4
2020-04-30,100000.0,100000.0,0,0.0,1,1,3410,-1.1102230246251565e-16,0.4,-0.5,0.4
2020-05-01,99648.97186507874,0.0,1,467.8794810079761,1,1,3443,-1.1102230246251565e-16,0.4,-0.5,0.4
2020-05-04,99590.15218215034,0.0,1,462.39275783336586,1,1,3485,-0.5,0.4,-0.5,0.4
2020-05-05,100413.21129109373,100413.21129109373,0,0.0,1,1,3527,-0.5,0.4,-0.5,0.4
2020-05-06,100798.01939431432,100798.01939431432,0,0.0,1,1,3570,-0.5,0.4,-0.5,0.4
2020-05-07,100903.48403075403,100903.48403075403,0,0.0,1,1,3605,-0.5,0.4,-0.5,0.4
2020-05-08,100903.48403075403,100903.48403075403,0,0.0,1,1,3651,-0.5,0.4,-0.5,0.4
2020-05-11,100903.48403075403,100903.48403075403,0,0.0,1,1,3690,-0.5,0.4,-0.5,0.4
2020-05-12,98783.27786108015,0.0,1,448.912873715429,1,1,3729,-0.5,0.4,-0.5,0.4
2020-05-13,100203.26858813319,100203.26858813319,0,0.0,1,1,3769,-0.5,0.4,-0.5,0.4
2020-05-14,101945.6606833064,101945.6606833064,0,0.0,1,1,3827,-0.5,0.4,-0.5,0.4
2020-05-15,100867.56688672432,100867.56688672432,0,0.0,1,1,3868,-0.5,0.4,-0.5,0.4
2020-05-18,100867.56688672432,100867.56688672432,0,0.0,1,1,3912,-0.5,0.4,-0.5,0.4
2020-05-19,101848.09315722073,101848.09315722073,0,0.0,1,1,3956,-0.5,0.4,-0.5,0.4
2020-05-20,101848.09315722073,101848.09315722073,0,0.0,1,1,4012,-0.5,0.4,-0.5,0.4
2020-05-21,102132.93975243643,102132.93975243643,0,0.0,1,1,4057,-0.5,0.4,-0.5,0.4
2020-05-22,102132.93975243643,0.0,1,444.6362200802631,1,1,4082,-0.5,0.4,-0.5,0.4
2020-05-26,103377.41071810546,0.0,1,450.78014528454827,1,1,4126,-0.5,0.4,-0.5,0.4
2020-05-27,102834.95732118563,102834.95732118563,0,0.0,1,1,4166,-0.5,0.4,-0.5,0.4
2020-05-28,102931.40265208788,0.0,1,447.72249957411,1,1,4223,-0.5,0.4,-0.5,0.4
2020-05-29,103735.40986752631,103735.40986752631,0,0.0,1,1,4267,-0.5,0.4,-0.5,0.4
2020-06-01,103735.40986752631,103735.40986752631,0,0.0,1,1,4287,-0.5,0.4,-0.5,0.4
2020-06-02,103432.04005113742,103432.04005113742,0,0.0,1,1,4361,-0.5,0.4,-0.5,0.4
2020-06-03,104188.70138515192,104188.70138515192,0,0.0,1,1,4392,-0.5,0.4,-0.5,0.4
2020-06-04,103970.50168455511,103970.50168455511,0,0.0,1,1,4451,-0.5,0.4,-0.5,0.4
2020-06-05,106342.93238389374,106342.93238389374,0,0.0,1,1,4457,-1.1102230246251565e-16,0.4,-0.5,0.4
2020-06-08,106342.93238389374,106342.93238389374,0,0.0,1,1,4513,-0.5,0.4,-0.5,0.4
2020-06-09,106544.33116069227,106544.33116069227,0,0.0,1,1,4552,-0.5,0.4,-0.5,0.4
2020-06-10,106399.39161841925,0.0,1,434.17690205835,1,1,4582,-0.5,0.4,-0.5,0.4
2020-06-11,104743.7359558704,0.0,1,443.47235681388037,1,1,4626,-0.5,0.4,-0.5,0.4
2020-06-12,105687.71400151773,105687.71400151773,0,0.0,1,1,4660,-0.5,0.4,-0.5,0.4
2020-06-15,106438.26268480066,106438.26268480066,0,0.0,1,1,4684,-0.5,0.4,-0.5,0.4
2020-06-16,107362.62472033869,107362.62472033869,0,0.0,1,1,4749,-0.5,0.4,-0.5,0.4
2020-06-17,106595.46701644504,0.0,1,438.3758307963688,1,1,4779,-0.5,0.4,-0.5,0.4
2020-06-18,107438.72183423545,107438.72183423545,0,0.0,1,1,4836,-0.5,0.4,-0.5,0.4
2020-06-19,105852.0749637964,0.0,1,436.25154535029844,1,1,4853,-0.5,0.4,-0.5,0.4
2020-06-22,106949.24760035242,106949.24760035242,0,0.0,1,1,4906,-0.5,0.4,-0.5,0.4
2020-06-23,106949.24760035242,106949.24760035242,0,0.0,1,1,4929,-0.5,0.4,-0.5,0.4
2020-06-24,106819.45424148545,106819.45424148545,0,0.0,1,1,4952,-0.5,0.4,-0.5,0.4
2020-06-25,108801.43720920014,108801.43720920014,0,0.0,1,1,5005,-0.5,0.4,-0.5,0.4
2020-06-26,106538.86167138391,0.0,1,444.46750801578605,1,1,5064,-0.5,0.4,-0.5,0.4
2020-06-29,107677.66607142428,107677.66607142428,0,0.0,1,1,5103,-0.5,0.4,-0.5,0.4
2020-06-30,108487.19153565273,108487.19153565273,0,0.0,1,1,5132,-0.5,0.4,-0.5,0.4
2020-07-01,109381.74045647557,109381.74045647557,0,0.0,1,1,5176,-0.5,0.4,-0.5,0.4
2020-07-02,109355.75493055148,0.0,1,433.09209873485736,1,1,5219,-0.5,0.4,-0.5,0.4
2020-07-06,110728.65688354097,110728.65688354097,0,0.0,1,1,5252,-0.5,0.4,-0.5,0.4
2020-07-07,110104.74647306728,0.0,1,427.75736780523425,1,1,5297,-0.5,0.4,-0.5,0.4
2020-07-08,110489.22891964023,110489.22891964023,0,0.0,1,1,5361,-0.5,0.4,-0.5,0.4
2020-07-09,110489.22891964023,110489.22891964023,0,0.0,1,1,5393,-0.5,0.4,-0.5,0.4
2020-07-10,110856.30365151659,110856.30365151659,0,0.0,1,1,5437,-0.5,0.4,-0.5,0.4
2020-07-13,107825.85496721434,0.0,1,415.12995675373196,1,1,5489,-0.5,0.4,-0.5,0.4
2020-07-14,108757.76965452828,108757.76965452828,0,0.0,1,1,5536,-0.5,0.4,-0.5,0.4
2020-07-15,108757.76965452828,108757.76965452828,0,0.0,1,1,5566,-0.5,0.4,-0.5,0.4
2020-07-16,108416.26862111082,108416.26862111082,0,0.0,1,1,5605,-0.5,0.4,-0.5,0.4
2020-07-17,108416.26862111082,108416.26862111082,0,0.0,1,1,5626,-0.5,0.4,-0.5,0.4
2020-07-20,108416.26862111082,108416.26862111082,0,0.0,1,1,5689,-0.5,0.4,-0.5,0.4
2020-07-21,106931.15310401481,0.0,1,403.1486695219982,1,1,5737,-0.5,0.4,-0.5,0.4
2020-07-22,106790.0510696821,106790.0510696821,0,0.0,1,1,5760,-0.5,0.4,-0.5,0.4
2020-07-23,104073.0463014485,0.0,1,403.05583169299604,1,1,5805,-0.5,0.4,-0.5,0.4
2020-07-24,101732.92728038892,0.0,1,398.82753363803084,1,1,5839,-0.5,0.4,-0.5,0.4
2020-07-27,102398.96926156442,102398.96926156442,0,0.0,1,1,5888,-0.5,0.4,-0.5,0.4
2020-07-28,102188.00938554217,0.0,1,396.4924897588258,1,1,5919,-0.5,0.4,-0.5,0.4
2020-07-29,103440.89268826983,103440.89268826983,0,0.0,1,1,5955,-0.5,0.4,-0.5,0.4
2020-07-30,104701.27880927206,104701.27880927206,0,0.0,1,1,6020,-0.5,0.4,-0.5,0.4
2020-07-31,106493.16096345123,106493.16096345123,0,0.0,1,1,6049,-0.5,0.4,-0.5,0.4
2020-08-03,106493.16096345123,106493.16096345123,0,0.0,1,1,6081,-0.5,0.4,-0.5,0.4
2020-08-04,106493.16096345123,106493.16096345123,0,0.0,1,1,6123,-0.5,0.4,-0.5,0.4
2020-08-05,106493.16096345123,106493.16096345123,0,0.0,1,1,6164,-0.5,0.4,-0.5,0.4
2020-08-06,106493.16096345123,106493.16096345123,0,0.0,1,1,6214,-0.5,0.4,-0.5,0.4
2020-08-07,106928.93860422238,106928.93860422238,0,0.0,1,1,6239,-0.5,0.4,-0.5,0.4
2020-08-10,107055.16675824834,107055.16675824834,0,0.0,1,1,6271,-0.5,0.4,-0.5,0.4
2020-08-11,106049.88888919096,0.0,1,397.8163736559043,1,1,6317,-0.5,0.4,-0.5,0.4
2020-08-12,106399.96729800815,106399.96729800815,0,0.0,1,1,6355,-0.5,0.4,-0.5,0.4
2020-08-13,106478.4680854495,106478.4680854495,0,0.0,1,1,6404,-0.5,0.4,-0.5,0.4
2020-08-14,106923.86805686004,0.0,1,393.1024560913972,1,1,6430,-0.5,0.4,-0.5,0.4
2020-08-17,107368.07383224332,107368.07383224332,0,0.0,1,1,6461,-0.5,0.4,-0.5,0.4
2020-08-18,107368.07383224332,107368.07383224332,0,0.0,1,1,6500,-0.5,0.4,-0.5,0.4
2020-08-19,106778.82097181218,0.0,1,387.6663555468058,1,1,6533,-0.5,0.4,-0.5,0.4
2020-08-20,108027.1066366729,108027.1066366729,0,0.0,1,1,6559,-0.5,0.4,-0.5,0.4
2020-08-21,108468.68170008065,0.0,1,384.2319578465485,1,1,6601,-0.5,0.4,-0.5,0.4
2020-08-24,109595.89264128264,109595.89264128264,0,0.0,1,1,6643,-0.5,0.4,-0.5,0.4
2020-08-25,109791.14599257403,109791.14599257403,0,0.0,1,1,6701,-0.5,0.4,-0.5,0.4
2020-08-26,109791.14599257403,109791.14599257403,0,0.0,1,1,6750,-0.5,0.4,-0.5,0.4
2020-08-27,110326.12218869104,0.0,1,377.8550660616858,1,1,6769,-0.5,0.4,-0.5,0.4
2020-08-28,110725.28695601546,110725.28695601546,0,0.0,1,1,6819,-0.5,0.4,-0.5,0.4
2020-08-31,110725.28695601546,110725.28695601546,0,0.0,1,1,6854,-0.5,0.4,-0.5,0.4
2020-09-01,111392.7323522343,111392.7323522343,0,0.0,1,1,6877,-0.5,0.4,-0.5,0.4
2020-09-02,111084.13469656373,111084.13469656373,0,0.0,1,1,6898,-0.5,0.4,-0.5,0.4
2020-09-03,107225.09629253553,0.0,1,378.8604914583264,1,1,6955,-0.5,0.4,-0.5,0.4
2020-09-04,111368.04992160336,111368.04992160336,0,0.0,1,1,7002,-0.5,0.4,-0.5,0.4
2020-09-08,109001.7105062659,0.0,1,404.72935729342754,1,1,7045,-0.5,0.4,-0.5,0.4
2020-09-09,111941.05553049094,111941.05553049094,0,0.0,1,1,7088,-0.5,0.4,-0.5,0.4
2020-09-10,112003.97640852901,112003.97640852901,0,0.0,1,1,7146,-0.5,0.4,-0.5,0.4
2020-09-11,110156.97035532375,0.0,1,408.36689659063484,1,1,7183,-0.5,0.4,-0.5,0.4
2020-09-14,112102.02384704917,112102.02384704917,0,0.0,1,1,7228,-0.5,0.4,-0.5,0.4
2020-09-15,112602.97274128831,0.0,1,403.6382863436509,1,1,7280,-0.5,0.4,-0.5,0.4
2020-09-16,113663.51940996267,0.0,1,412.9914955670469,1,1,7311,-0.5,0.4,-0.5,0.4
2020-09-17,111120.52999210107,0.0,1,410.87273060492174,1,1,7351,-0.5,0.4,-0.5,0.4
2020-09-18,110745.4605755669,0.0,1,415.1813023002433,1,1,7377,-0.5,0.4,-0.5,0.4
2020-09-21,110757.43259469542,110757.43259469542,0,0.0,1,1,7440,-0.5,0.4,-0.5,0.4
2020-09-22,110757.43259469542,110757.43259469542,0,0.0,1,1,7495,-0.5,0.4,-0.5,0.4
2020-09-23,110441.78843143205,0.0,1,420.85888435116243,1,1,7525,-0.5,0.4,-0.5,0.4
2020-09-24,112301.98470026418,112301.98470026418,0,0.0,1,1,7569,-0.5,0.4,-0.5,0.4
2020-09-25,112368.41044960202,0.0,1,414.628281058271,1,1,7624,-0.5,0.4,-0.5,0.4
2020-09-28,115038.61657961729,115038.61657961729,0,0.0,1,1,7635,-0.5,0.4,-0.5,0.4
2020-09-29,115521.08480312306,115521.08480312306,0,0.0,1,1,7662,-0.5,0.4,-0.5,0.4
2020-09-30,116934.24992135448,116934.24992135448,0,0.0,1,1,7712,-0.5,0.4,-0.5,0.4
2020-10-01,117902.61685922377,117902.61685922377,0,0.0,1,1,7753,-0.5,0.4,-0.5,0.4
2020-10-02,117810.02548616561,0.0,1,431.30157600646396,1,1,7778,-0.5,0.4,-0.5,0.4
2020-10-05,119241.68111488802,119241.68111488802,0,0.0,1,1,7841,-0.5,0.4,-0.5,0.4
2020-10-06,119512.73671620384,119512.73671620384,0,0.0,1,1,7881,-0.5,0.4,-0.5,0.4
2020-10-07,119512.73671620384,119512.73671620384,0,0.0,1,1,7923,-0.5,0.4,-0.5,0.4
2020-10-08,119512.73671620384,119512.73671620384,0,0.0,1,1,7945,-0.5,0.4,-0.5,0.4
2020-10-09,119512.73671620384,119512.73671620384,0,0.0,1,1,7981,-0.5,0.4,-0.5,0.4
2020-10-12,119512.73671620384,119512.73671620384,0,0.0,1,1,8046,-0.5,0.4,-0.5,0.4
2020-10-13,118701.00971251621,0.0,1,401.8450513304994,1,1,8075,-0.5,0.4,-0.5,0.4
2020-10-14,117878.10494293796,0.0,1,404.10731896790526,1,1,8116,-0.5,0.4,-0.5,0.4
2020-10-15,117105.3353507437,117105.3353507437,0,0.0,1,1,8181,-0.5,0.4,-0.5,0.4
2020-10-16,115912.39804600405,0.0,1,403.01935970934267,1,1,8214,-0.5,0.4,-0.5,0.4
2020-10-19,116468.93879163949,116468.93879163949,0,0.0,1,1,8258,-0.5,0.4,-0.5,0.4
2020-10-20,117390.04803536645,0.0,1,411.2167584522592,1,1,8298,-0.5,0.4,-0.5,0.4
2020-10-21,117320.75797528554,0.0,1,413.6839138761831,1,1,8361,-0.5,0.4,-0.5,0.4
2020-10-22,117544.14728877867,117544.14728877867,0,0.0,1,1,8386,-0.5,0.4,-0.5,0.4
2020-10-23,117915.24331270704,117915.24331270704,0,0.0,1,1,8411,-0.5,0.4,-0.5,0.4
2020-10-26,117060.87652138463,117060.87652138463,0,0.0,1,1,8439,-0.5,0.4,-0.5,0.4
2020-10-27,117060.87652138463,117060.87652138463,0,0.0,1,1,8477,-0.5,0.4,-0.5,0.4
2020-10-28,115421.73606939483,115421.73606939483,0,0.0,1,1,8516,-0.5,0.4,-0.5,0.4
2020-10-29,114519.26283926661,114519.26283926661,0,0.0,1,1,8569,-0.5,0.4,-0.5,0.4
2020-10-30,113818.42745539035,0.0,1,422.2064969782267,1,1,8616,-0.5,0.4,-0.5,0.4
2020-11-02,114299.3345657322,114299.3345657322,0,0.0,1,1,8667,-0.5,0.4,-0.5,0.4
2020-11-03,114299.3345657322,114299.3345657322,0,0.0,1,1,8698,-0.5,0.4,-0.5,0.4
2020-11-04,114299.3345657322,114299.3345657322,0,0.0,1,1,8741,-0.5,0.4,-0.5,0.4
2020-11-05,114299.3345657322,114299.3345657322,0,0.0,1,1,8772,-0.5,0.4,-0.5,0.4
2020-11-06,114299.3345657322,114299.3345657322,0,0.0,1,1,8828,-0.5,0.4,-0.5,0.4
2020-11-09,114299.3345657322,114299.3345657322,0,0.0,1,1,8831,-0.5,0.4,-0.5,0.4
2020-11-10,114765.21554958397,114765.21554958397,0,0.0,1,1,8859,-0.5,0.4,-0.5,0.4
2020-11-11,114981.64782029983,114981.64782029983,0,0.0,1,1,8890,-0.5,0.4,-0.5,0.4
2020-11-12,114981.64782029983,114981.64782029983,0,0.0,1,1,8922,-0.5,0.4,-0.5,0.4
2020-11-13,115223.75622613478,115223.75622613478,0,0.0,1,1,8969,-0.5,0.4,-0.5,0.4
2020-11-16,115090.0124923222,115090.0124923222,0,0.0,1,1,9013,-0.5,0.4,-0.5,0.4
2020-11-17,115115.87210837472,0.0,1,394.9357489651939,1,1,9059,-0.5,0.4,-0.5,0.4
2020-11-18,114476.07619505111,114476.07619505111,0,0.0,1,1,9098,-0.5,0.4,-0.5,0.4
2020-11-19,115021.93495994926,115021.93495994926,0,0.0,1,1,9126,-0.5,0.4,-0.5,0.4
2020-11-20,114857.71683658681,0.0,1,395.70632135529115,1,1,9154,-0.5,0.4,-0.5,0.4
2020-11-23,115708.896594114,115708.896594114,0,0.0,1,1,9190,-0.5,0.4,-0.5,0.4
2020-11-24,115925.27785665782,115925.27785665782,0,0.0,1,1,9216,-0.5,0.4,-0.5,0.4
2020-11-25,115925.27785665782,115925.27785665782,0,0.0,1,1,9242,-0.5,0.4,-0.5,0.4
2020-11-27,115925.27785665782,115925.27785665782,0,0.0,1,1,9263,-0.5,0.4,-0.5,0.4
2020-11-30,116183.84151112022,116183.84151112022,0,0.0,1,1,9318,-0.5,0.4,-0.5,0.4
2020-12-01,116183.84151112022,116183.84151112022,0,0.0,1,1,9354,-0.5,0.4,-0.5,0.4
2020-12-02,115844.75748850561,115844.75748850561,0,0.0,1,1,9412,-0.5,0.4,-0.5,0.4
2020-12-03,115844.75748850561,115844.75748850561,0,0.0,1,1,9448,-0.5,0.4,-0.5,0.4
2020-12-04,116068.90834634344,0.0,1,380.47894953892165,1,1,9487,-0.5,0.4,-0.5,0.4
2020-12-07,116152.4380382101,116152.4380382101,0,0.0,1,1,9526,-0.5,0.4,-0.5,0.4
2020-12-08,116451.53649661013,116451.53649661013,0,0.0,1,1,9560,-0.5,0.4,-0.5,0.4
2020-12-09,114302.03748160704,0.0,1,379.06094541887325,1,1,9595,-0.5,0.4,-0.5,0.4
2020-12-10,115003.7155169286,0.0,1,380.31586863629286,1,1,9625,-0.5,0.4,-0.5,0.4
2020-12-11,114909.51931722146,0.0,1,380.8608243585611,1,1,9657,-0.5,0.4,-0.5,0.4
2020-12-14,116452.12800274743,116452.12800274743,0,0.0,1,1,9669,-0.5,0.4,-0.5,0.4
2020-12-15,116585.70815277369,116585.70815277369,0,0.0,1,1,9726,-0.5,0.4,-0.5,0.4
2020-12-16,116698.86154146935,116698.86154146935,0,0.0,1,1,9750,-0.5,0.4,-0.5,0.4
2020-12-17,116642.5342600998,0.0,1,375.5152091304481,1,1,9774,-0.5,0.4,-0.5,0.4
2020-12-18,117657.60414501077,117657.60414501077,0,0.0,1,1,9804,-0.5,0.4,-0.5,0.4
2020-12-21,117558.70909748247,0.0,1,380.3627304412673,1,1,9840,-0.5,0.4,-0.5,0.4
2020-12-22,118308.2571711409,0.0,1,383.8186386294475,1,1,9881,-0.5,0.4,-0.5,0.4
2020-12-23,118876.23245040719,118876.23245040719,0,0.0,1,1,9930,-0.5,0.4,-0.5,0.4
2020-12-24,118876.23245040719,118876.23245040719,0,0.0,1,1,9941,-0.5,0.4,-0.5,0.4
2020-12-28,118967.80484669714,118967.80484669714,0,0.0,1,1,9997,-0.5,0.4,-0.5,0.4
2020-12-29,119360.24700085438,0.0,1,381.80617683083096,1,1,10030,-0.5,0.4,-0.5,0.4
