bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
0.1399993896484375,0.0025789700661685015,7,0.33499908447265625,0.006209436139670666,16,0.41790976792912615,0.1399993896484375,2,0,2,buy,True,0,False,57.791350066284906,-5.067229471991084,36.83849022019291,54.150001525878906,67,0.013397747595270636,0.015982309254873428,0.005169123319205583,0.522971,,522,0,0.0002950666101670444,48.02644911289972,2025/07/14 19:05,21358.0
0.16500091552734375,0.00303953055155456,11,0.33499908447265625,0.006209436139670666,16,0.49254139242524314,0.16500091552734375,2,0,2,buy,True,0,False,36.662432343779486,18.455957144061117,30.593607277206697,54.16999816894531,71,0.013215768193947899,0.010905623590851121,-0.004620289206193555,0.616365,,522,1,0.00020132652582583195,49.72817898143709,2025/07/14 19:25,29977.0
0.16500091552734375,0.00303953055155456,12,0.33499908447265625,0.006209436139670666,16,0.49254139242524314,0.16500091552734375,2,0,2,buy,True,0,False,38.932458489789475,52.552615365849434,43.47251078180946,54.209999084472656,72,0.013074912143988834,0.012511487944152577,-0.0011268483996725136,0.616365,,522,2,0.00023095906454387815,54.085513603995246,2025/07/14 19:30,24104.0
0.2550010681152344,0.004697449918614873,18,0.33499908447265625,0.006209436139670666,16,0.7611992985492724,0.2550010681152344,2,0,2,buy,True,0,False,58.71184883811427,46.265393403561674,54.563030359930075,54.14500045776367,78,0.01889337916245609,0.019080776112431863,0.00037479389995154905,0.952562,,522,3,0.0003520818285671562,45.74683181991351,2025/07/15 13:30,43009.0
0.2949981689453125,0.005434248314903067,19,0.33499908447265625,0.006209436139670666,16,0.8805939556810677,0.2949981689453125,2,0,2,buy,True,0,False,53.77263125635827,24.13732576582231,43.894196092846286,54.08000183105469,79,0.016522559440948957,0.007039280554920424,-0.018966557772057066,1,,522,4,0.00012991030891456654,41.232674658324065,2025/07/15 13:35,28374.0
0.5499992370605469,0.010149460250944998,9,0.5699996948242188,0.010630356325599857,22,0.9649114588213248,0.5499992370605469,2,0,2,buy,True,0,False,21.641639917574498,-13.63303113116087,9.88341623466271,53.66999816894531,114,-0.004747056075816746,-0.0389584689036937,-0.0684228256557539,1,,522,5,-0.0007222823351548473,35.07450304668173,2025/07/15 16:30,29966.0
0.220001220703125,0.004086203939071689,7,0.31980133056640625,0.005975338986125373,6,0.6879309110861942,0.220001220703125,2,0,2,buy,True,0,False,50.74238621443806,5.113003540865606,35.53259198991391,53.619998931884766,132,-0.05382276576099224,-0.04708672470984965,0.01347208210228519,0.821819,,522,6,-0.0008760613643435459,40.87483057346525,2025/07/15 18:00,17453.0
0.22769927978515625,0.004114722517148584,8,1.2426986694335938,0.0229725231794244,46,0.18322968019989808,0.22769927978515625,2,0,2,buy,True,0,False,50.41057933371822,1.638434334875143,34.15319766743719,55.130001068115234,520,0.08848669840943388,0.0631600659119087,-0.05065326499505035,0.850576,,522,7,0.0011448277766373774,46.990242496050506,2025/07/22 17:50,23459.0
0.24769973754882812,0.004476148051700602,9,1.2426986694335938,0.0229725231794244,46,0.19932405468956244,0.24769973754882812,2,0,2,buy,True,0,False,41.64514885520862,-10.947434015849012,24.114287898189406,55.099998474121094,521,0.08036230188293911,0.047864715776960054,-0.06499517221195811,0.925288,,522,8,0.0008676685301809454,44.62801177823436,2025/07/22 17:55,9636.0
0.2677001953125,0.0048375735862526215,10,1.2426986694335938,0.0229725231794244,46,0.2154184291792268,0.2677001953125,2,0,2,buy,True,1,False,35.25886519096061,-3.0588367945274086,22.486297862464603,55.119998931884766,522,0.07167607962878716,0.03693119061217942,-0.06948977803321549,1,0.02324312305048326,,9,0.000669511077950635,46.55675006104908,2025/07/22 18:00,19850.0
0.17000198364257812,0.0031221667816447,6,0.3811988830566406,0.0070502557815780255,18,0.44596663631178135,0.17000198364257812,2,,2,buy,True,0,False,62.93654658070494,32.95692649298206,52.94333988479731,54.279998779296875,733,-0.15503044530559076,-0.10921643377014334,0.09162802307089485,,,,10,-0.002005937553135896,39.63940086101158,2025/07/25 16:05,29304.0
1.6800003051757812,0.030053671901923384,27,2.095001220703125,0.03893692424162287,81,0.8019089862925899,1.6800003051757812,2,,2,buy,True,0,False,29.505105825416152,46.827061280510705,35.279090977114336,54.3213996887207,1014,-0.11453882761314045,-0.17862597189078855,-0.1281742885552962,,,,11,-0.003237673167918807,25.88930766935765,2025/07/31 13:30,54815.0
1.6800003051757812,0.030053671901923384,100,2.095001220703125,0.03893692424162287,81,0.8019089862925899,1.6800003051757812,2,,2,buy,True,0,False,23.079196991388528,-5.755844994472845,13.467516329434737,54.255001068115234,1087,-0.046209094981845916,-0.0594331013912921,-0.026448012818892364,,,,12,-0.001092125904284756,35.61555082359189,2025/07/31 19:35,41064.0
1.7000007629394531,0.030411461834261987,101,2.095001220703125,0.03893692424162287,81,0.8114557386123614,1.7000007629394531,2,,2,buy,True,0,False,20.180646421673284,2.7893430033818234,14.383545282242796,54.2599983215332,1088,-0.049572216761491664,-0.06302470388007464,-0.02690497423716595,,,,13,-0.0011583758958914245,36.16125993487247,2025/07/31 19:40,34317.0
1.8550033569335938,0.033184316749523164,102,2.095001220703125,0.03893692424162287,81,0.8854426138763857,1.8550033569335938,2,,2,buy,True,0,False,16.96763488859755,-2.310434309856852,10.541611822446084,54.060001373291016,1089,-0.05587268935311288,-0.08107457971959775,-0.050403780732969736,,,,14,-0.0014908333776436891,26.485826512721488,2025/07/31 19:45,53347.0
1.9300003051757812,0.03452594369397803,103,2.095001220703125,0.03893692424162287,81,0.9212406590045011,1.9300003051757812,2,,2,buy,True,0,False,14.395025933464613,-1.0406277973330162,9.249808023198737,54.0099983215332,1090,-0.06435437966926447,-0.09828114093387086,-0.06785352252921278,,,,15,-0.0018081511727712036,24.705963814461725,2025/07/31 19:50,71608.0
0.22999954223632812,0.004251377980100113,8,1.1399993896484375,0.02152566860566042,26,0.20175409243618744,0.22999954223632812,2,,2,buy,True,0,False,57.08993120877366,20.398367689108255,44.85941003555186,53.93000030517578,1130,0.06779764829023766,0.06072578897127556,-0.014143718637924185,,,,16,0.0011263487233046697,51.50019757512028,2025/08/01 16:40,16467.0
0.22999954223632812,0.004251377980100113,9,1.1399993896484375,0.02152566860566042,26,0.20175409243618744,0.22999954223632812,2,,2,buy,True,0,False,50.20272512337087,8.879488610954127,36.428312952565285,53.915000915527344,1131,0.06453325399917102,0.051475676834904505,-0.026115154328533036,,,,17,0.0009547750910977588,50.24272212394402,2025/08/01 16:45,11080.0
0.22999954223632812,0.004251377980100113,10,1.1399993896484375,0.02152566860566042,26,0.20175409243618744,0.22999954223632812,2,,2,buy,True,0,False,44.032737081443464,7.012808829879049,31.69276099758866,53.91999816894531,1132,0.06043469557535562,0.04404046188009403,-0.032788467390523185,,,,18,0.0008168593010366041,50.6748393687166,2025/08/01 16:50,12299.0
0.22999954223632812,0.004251377980100113,11,1.1399993896484375,0.02152566860566042,26,0.20175409243618744,0.22999954223632812,2,,2,buy,True,0,False,37.879588339936404,0.9606958908940868,25.5732908569223,53.900001525878906,1133,0.05557137478162931,0.03611809160672408,-0.03890656634981046,,,,19,0.0006699289836886501,48.846775804980105,2025/08/01 16:55,23434.0
0.2739982604980469,0.005064662998634183,12,1.1399993896484375,0.02152566860566042,26,0.24034947999625222,0.2739982604980469,2,,2,buy,True,0,False,31.307711597548504,-8.123548856778882,18.163958112772708,53.834999084472656,1134,0.04931992467030496,0.02431412422500756,-0.050011600890594796,,,,20,0.0004510340572117688,43.36976902834711,2025/08/01 17:00,9151.0
0.3400001525878906,0.006284661038401522,13,1.1399993896484375,0.02152566860566042,26,0.2982459075638126,0.3400001525878906,2,,2,buy,True,0,False,24.90824286787071,-13.488569510196015,12.109305408515137,53.7599983215332,1135,0.04121712988655843,0.008805950751572311,-0.06482235826997224,,,,21,0.0001633860589936667,38.06620674330532,2025/08/01 17:05,11672.0
0.3999977111816406,0.007393673243317757,14,1.1399993896484375,0.02152566860566042,26,0.3508753731043621,0.3999977111816406,2,,2,buy,True,0,False,21.060101210485847,-2.028748733823349,13.363817895716116,53.75,1136,0.03212525046347599,-0.004242267228853791,-0.07273503538465956,,,,22,-7.872710300808693e-05,37.40944487577859,2025/08/01 17:10,25127.0
