bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.24500083923339844,0.01498018013395174,32,0.26000022888183594,0.015648524373367376,11,0.9423100905989803,0.24500083923339844,,122,False,False,88.68907583165202,92.68072250111948,90.0196247214745,0.059533465981910706,0.05970382346753311,0.00034071497124481265,0.006626542639984162,0.003625760319961445,72.69467971115664,2025/05/12 17:10,2,94211.0
0.12999916076660156,0.007798389932311436,8,0.23999977111816406,0.014607411239217038,29,0.5416636864315857,0.12999916076660156,,190,True,False,31.333444323430435,2.2044231537701506,21.623770600210342,0.019539575045963077,0.011761414279110483,-0.015556321533705189,0.007255074077542136,0.0007097786201802908,51.127790034612346,2025/05/13 16:20,2,117549.0
0.07489967346191406,0.004522899677526433,7,0.10989952087402344,0.0065926526917242925,23,0.6815286624203821,0.07489967346191406,,286,False,False,52.15111141976841,89.45542984711048,64.58588422888243,-0.003853742651627351,-0.0021594962007362994,0.003388492901782103,0.015930230598274545,-0.0001300034932725417,52.23373057415944,2025/05/14 17:50,2,60533.0
0.0950002670288086,0.0060664283495831485,8,0.17500019073486328,0.011301271851136394,7,0.5428580770677,0.0950002670288086,,716,True,False,50.28577536099159,10.154132466999613,36.908561062994266,-0.038365378301828776,-0.03180804846247298,0.013114659678711588,0.012521716540291286,-0.002034680423315342,40.559356085060955,2025/05/22 14:40,2,194583.0
0.06999969482421875,0.004405267042906881,39,0.23000049591064453,0.014268020095312998,77,0.30434584302554596,0.06999969482421875,,1399,False,False,67.99979019888127,97.20721340762452,77.73559793512902,-0.005096078196087131,-0.0016229670804204233,0.006946222231333416,0.014411058606573074,-0.00010185632164619181,55.60865033987194,2025/06/04 19:35,2,94957.0
0.10509967803955078,0.006574893981661651,5,0.25500011444091797,0.016211069412699085,32,0.41215541518473225,0.10509967803955078,,1444,True,False,57.67719392657088,-1.585682644865713,37.922901736092015,0.020272182751020464,0.012951714549124915,-0.014640936403791098,0.008192762575277988,0.0008132088616811485,43.070216025188714,2025/06/05 16:50,2,235267.0
0.07999992370605469,0.00488997070424532,20,0.14999961853027344,0.009085379554863422,34,0.5333341810459926,0.07999992370605469,,1618,False,False,82.45082982336535,63.31837487099864,76.07334483924312,0.010093815391145814,0.012265605834933524,0.004343580887575419,0.012773782542539733,0.0007475315354282538,54.80223888794224,2025/06/09 18:20,2,77243.0
0.18989944458007812,0.011558091360488652,39,0.20000076293945312,0.012322906258806651,20,0.9494936008697477,0.18989944458007812,,1698,True,False,14.097959258860438,10.392942119491842,12.862953545737572,-0.018270051362003777,-0.026682951416376,-0.016825800108744446,0.016003542196890243,-0.0016350579894003133,24.4171233045829,2025/06/10 18:30,2,147508.0
0.15000152587890625,0.009247936635570924,21,0.2800006866455078,0.016969738584576233,32,0.5357184215366381,0.15000152587890625,,1767,False,False,83.48888027566201,76.90738214071277,81.29504756401226,0.0004161226673220685,0.01045865249860256,0.020085059662560984,0.029932846650692478,0.0006407851182857205,57.1573573747516,2025/06/11 17:45,2,46036.0
0.4349994659423828,0.027026994998468314,115,0.5099992752075195,0.032723726272647316,22,0.8529413414663792,0.4349994659423828,,2082,True,False,21.783047897815834,24.387604882533907,22.651233559388523,-0.029799062918022833,-0.03153006107411471,-0.00346199631218376,0.00736911337519107,-0.0020031230876766813,29.52913478108266,2025/06/17 18:00,2,159606.0
0.08539962768554688,0.005310922144946398,9,0.1100006103515625,0.006794354955094842,14,0.7763559439589403,0.08539962768554688,,2211,False,False,73.75709502484722,107.78951634779591,85.10123546583011,0.0137388522051145,0.016447953858484965,0.005418203306740931,0.007757224649202243,0.001020646990330449,59.98012071597222,2025/06/20 15:45,2,107082.0
0.16499900817871094,0.010082432660335877,10,0.3249988555908203,0.020261772882831246,30,0.5076910436461591,0.16499900817871094,,2278,True,False,35.70817264924607,-14.870608990043472,18.84857876948289,0.040675395833247405,0.026434019801225617,-0.028482752064043576,0.005555564712921674,0.0016293548218770189,50.36148201458939,2025/06/23 14:50,2,103887.0
0.07999992370605469,0.004778968028666288,23,0.1499004364013672,0.00887515228388562,10,0.5336870634042066,0.07999992370605469,,2394,False,False,69.13878528516798,75.3385364577349,71.20536900935696,0.006435883929147254,0.007822208453667656,0.0027726490490408047,0.012187867266676373,0.00046604103295220736,58.880067434169106,2025/06/24 18:00,2,118755.0
0.125,0.007312079849125872,12,0.4799995422363281,0.028889530475390727,89,0.2604169150195901,0.125,,2525,True,False,13.870420028303835,-8.891226262491802,6.283204598038623,0.03716580757520265,0.019445308731022237,-0.03544099768836083,0.02003536631379404,0.0011446815820762804,47.49770680963019,2025/06/26 15:55,2,35699.0
