bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,divergence_rate,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
1.2599945068359375,0.008897009958186477,40,1.2599945068359375,1p,0,1p,buy,0.9442069905964409,True,0,False,34.9812549992357,65.35629446677649,45.10626815508263,141.27999877929688,78,-0.03859328972247095,-0.0423576233067422,-0.007528667168542502,0.298577,,129,0,-0.0002999468807095019,52.33658139209513,2025/07/15 13:30,13158.0
1.470001220703125,0.010379898823515215,42,1.470001220703125,1p,0,1p,buy,1.549159491926929,True,0,False,39.29316603502749,36.97409204797792,38.520141372677635,140.38499450683594,80,-0.054969253705715135,-0.1094590363687189,-0.10897956532600753,0.348341,,129,1,-0.0007755283601863402,31.010748451584973,2025/07/15 13:40,6673.0
1.5149993896484375,0.010697637635100949,45,1.5149993896484375,1p,0,1p,buy,2.2089022720209255,True,0,False,30.68272682609179,1.4344748923608819,20.933309514848155,140.10499572753906,83,-0.11739168929532513,-0.2186892243691716,-0.20259507014769293,0.359004,,129,2,-0.0015512136404573552,28.573606719050332,2025/07/15 13:55,10087.0
1.67999267578125,0.011862679944248637,46,1.67999267578125,1p,0,1p,buy,2.3622778460685345,True,0,False,26.46029363637287,1.1256944980593673,18.015427256935038,140.1300048828125,84,-0.14447447675012826,-0.2528056265693408,-0.2166622996384251,0.398102,,129,3,-0.0017940099215125683,29.431851785286995,2025/07/15 14:00,32151.0
2.019989013671875,0.014263445017071054,51,2.019989013671875,1p,0,1p,buy,2.3622778460685345,True,0,False,19.130469088770106,1.444165679108366,13.23503461888286,139.60000610351562,89,-0.24234704071752694,-0.33207610049944947,-0.17945811956384505,0.47867,,129,4,-0.0023609647404277023,28.986356133877052,2025/07/15 14:25,81414.0
2.4550018310546875,0.017335135684923772,52,2.4550018310546875,1p,0,1p,buy,2.5217468198855078,True,0,False,16.838050648842817,3.0835400092790763,12.253213768988237,139.3249969482422,90,-0.271258090809051,-0.3869022911751472,-0.23128840073219237,0.581754,,129,5,-0.0027526878303645685,26.15335886132381,2025/07/15 14:30,9812.0
2.8699951171875,0.020265465443722413,53,2.8699951171875,1p,0,1p,buy,3.197749811454982,True,0,False,15.202823474143173,5.391460425945326,11.93236912474389,138.9600067138672,91,-0.3079193068558443,-0.4545641710430175,-0.2932897283743464,0.680093,,129,6,-0.003236800493048888,22.947744245159058,2025/07/15 14:35,19869.0
2.970001220703125,0.02097162352142092,60,2.970001220703125,1p,0,1p,buy,3.197749811454982,True,0,False,20.596183427584755,8.395131060383378,16.52916597185096,138.64999389648438,98,-0.4678714177096811,-0.5330486184904828,-0.13035440156160338,0.703792,,129,7,-0.00381099729653277,29.380167141893494,2025/07/15 15:10,11810.0
3.0399932861328125,0.02146584798013362,61,3.0399932861328125,1p,0,1p,buy,3.197749811454982,True,0,False,19.802944359040367,15.04350994777404,18.216466221951592,138.77000427246094,99,-0.4820736829841567,-0.5388827440820592,-0.11361812219580492,0.720377,,129,8,-0.003854956061979332,32.07117682261948,2025/07/15 15:15,10670.0
3.0699920654296875,0.02167767385452411,68,3.0699920654296875,1p,0,1p,buy,3.197749811454982,True,0,False,21.928765945046266,-0.8518543018141713,14.335225862759454,138.5500030517578,106,-0.47693996380814363,-0.46336006907952765,0.027159789457231964,0.727486,,129,9,-0.0033247466614566195,32.635589434684604,2025/07/15 15:50,7641.0
3.17999267578125,0.02245440464215434,69,3.17999267578125,1p,0,1p,buy,3.197749811454982,True,0,False,19.422099663322093,4.382101972977054,14.408767099873746,138.55499267578125,107,-0.47292233978249765,-0.4568518436799138,0.03214099220516764,0.753553,,129,10,-0.0032794636232079855,32.77318573287806,2025/07/15 15:55,4185.0
3.17999267578125,0.02245440464215434,71,3.17999267578125,1p,0,1p,buy,3.197749811454982,True,0,False,18.339578675660487,7.0047473625070396,14.561301571276005,138.44000244140625,109,-0.45823972234201155,-0.43177819603496914,0.05292305261408481,0.753553,,129,11,-0.0031017857890420636,33.32834470902898,2025/07/15 16:05,2849.0
3.5,0.02471402429511331,72,3.5,1p,0,1p,buy,3.197749811454982,True,0,False,17.914785544894997,15.366026760302056,17.065199283364016,138.36500549316406,110,-0.453033235626865,-0.43220728876627845,0.04165189372117306,0.829384,,129,12,-0.00310625359324429,32.308559867611564,2025/07/15 16:10,7036.0
3.6111907958984375,0.025499159161178158,77,3.6111907958984375,1p,0,1p,buy,3.197749811454982,True,0,False,20.466395130586662,6.036119139213113,15.656303133462146,138.00880432128906,115,-0.4255345763649202,-0.41287161317941923,0.02532592637100195,0.855732,,129,13,-0.002973297384840845,31.616083772831033,2025/07/15 16:35,5633.0
3.6949920654296875,0.026090892478651487,78,3.6949920654296875,1p,0,1p,buy,3.197749811454982,True,0,False,21.555106836319627,28.08737707071743,23.73253024778556,138.27000427246094,116,-0.4197088017059422,-0.3964057030700303,0.0466061972718238,0.87559,,129,14,-0.0028556165472236657,38.34474754376144,2025/07/15 16:40,20435.0
3.989990234375,0.02817391873988817,81,3.989990234375,1p,0,1p,buy,3.197749811454982,True,0,False,19.90375252648587,6.136448255408752,15.314651102793498,137.68499755859375,119,-0.4097795461248189,-0.4132569275883782,-0.006954762927118496,0.945495,,129,15,-0.002980950397190884,30.391229710360136,2025/07/15 16:55,9827.0
4.06500244140625,0.028703591170459706,82,4.06500244140625,1p,0,1p,buy,3.197749811454982,True,0,False,16.672424151611356,-2.715546097635716,10.209767401862331,137.55499267578125,120,-0.41495214619975684,-0.4356425464995084,-0.04138080059950311,0.96327,,129,16,-0.0031442352307035197,28.883272715043972,2025/07/15 17:00,6733.0
4.17498779296875,0.029480214213494622,90,4.17498779296875,1p,0,1p,buy,3.197749811454982,True,0,False,18.75023513781641,13.466795776225396,16.98908868395274,137.4949951171875,128,-0.390014395680461,-0.36641755640522433,0.047193678550473295,0.989333,,129,17,-0.0026522609133646066,33.57545012327897,2025/07/15 17:40,7708.0
4.220001220703125,0.02979806076967567,91,4.220001220703125,1p,0,1p,buy,3.197749811454982,True,1,False,19.903670080651793,26.824279737664085,22.210539966322557,137.55999755859375,129,-0.3834801719515165,-0.35734327703573854,0.05227378983155595,1,0.008078607421102396,,18,-0.0025874005868798695,35.58233829321665,2025/07/15 17:45,16585.0
