bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,divergence_rate,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
,,,0.529998779296875,0.0038297476814391756,5,1.80999755859375,0.012969780040752794,11,1.0,0.6491738324060023,0.529998779296875,2s,6,2s,sell,,False,0,False,55.697971932668366,110.0574348888677,73.81779291806815,138.9199981689453,284,-0.0033102797303286593,0.020527911373761754,0.04767638220818082,0.278948,,717,0,0.00014808327437502495,57.92246113666703,2025/07/17 17:40,5597.0
,,,0.5308990478515625,0.003836252982101492,6,1.80999755859375,0.012969780040752794,11,1.0,0.6496712190187153,0.5308990478515625,2s,6,2s,sell,,False,0,False,62.63993767174326,104.2917321061927,76.52386914989307,138.8249969482422,285,0.004030844361977824,0.03339534073120376,0.05872899273845187,0.279421,,717,1,0.00024087986882580025,55.12831138606024,2025/07/17 17:45,4846.0
,,,0.5500030517578125,0.00397429766734252,7,1.80999755859375,0.012969780040752794,11,1.0,0.6602259315461136,0.5500030517578125,2s,6,2s,sell,,False,0,False,68.96732494037917,106.93164855219467,81.622099477651,138.89500427246094,286,0.012960818728981813,0.048680716196997764,0.0714397949360319,0.289476,,717,2,0.0003510849260875961,56.78277978598274,2025/07/17 17:50,2440.0
,,,0.5500030517578125,0.00397429766734252,8,1.80999755859375,0.012969780040752794,11,1.0,0.6602259315461136,0.5500030517578125,2s,6,2s,sell,,False,0,False,73.8132905355949,102.88908410688927,83.50522172602636,138.8699951171875,287,0.02198998286112666,0.05810663938970606,0.0722333130571588,0.289476,,717,3,0.0004190171410380091,55.98858725159328,2025/07/17 17:55,2830.0
,,,0.6199951171875,0.004480057229004335,9,1.80999755859375,0.012969780040752794,11,1.0,0.698895633114146,0.6199951171875,2s,6,2s,sell,,False,0,False,78.87668740729134,109.25706863747001,89.00348115068424,139.00999450683594,288,0.032791482389408634,0.07599748050253652,0.08641199622625577,0.326314,,717,4,0.0005479326852369962,59.41097761721185,2025/07/17 18:00,3354.0
,,,0.660003662109375,0.004769157200811024,10,1.80999755859375,0.012969780040752794,11,1.0,0.7209998313943685,0.660003662109375,2s,6,2s,sell,,False,0,False,82.24434026972068,102.45025744429677,88.97964599457939,138.9824981689453,289,0.04362418852091048,0.08695501304691788,0.0866616490520148,0.347371,,717,5,0.0006268401244771916,58.449632298867755,2025/07/17 18:05,4536.0
,,,0.7899932861328125,0.005708456460849612,13,1.80999755859375,0.012969780040752794,11,1.0,0.7928174001011634,0.7899932861328125,2s,6,2s,sell,,False,0,False,87.22214839835173,101.54375149713863,91.99601609794738,139.1699981689453,292,0.07509287179685416,0.12283103850955968,0.09547633342541104,0.415787,,717,6,0.000884994553265714,62.03975474165435,2025/07/17 18:20,5193.0
,,,0.80999755859375,0.005853006446752957,14,1.80999755859375,0.012969780040752794,11,1.0,0.8038694992412747,0.80999755859375,2s,6,2s,sell,,False,0,False,88.71527393285288,97.67402713985973,91.70152500185516,139.16000366210938,293,0.08671660733668261,0.13321154949599645,0.09298988431862767,0.426316,,717,7,0.0009595979116560616,61.65185084789095,2025/07/17 18:25,3237.0
,,,0.875,0.006322711206438881,15,1.80999755859375,0.012969780040752794,11,1.0,0.8397824987354577,0.875,2s,6,2s,sell,,False,0,False,90.52351724211341,101.37297709767668,94.1400038606345,139.260498046875,294,0.09894188471255302,0.14784299421603464,0.09780221900696323,0.460528,,717,8,0.0010647462909440981,64.08356435541548,2025/07/17 18:30,5659.0
,,,0.94000244140625,0.006792415966124805,18,1.80999755859375,0.012969780040752794,11,1.0,0.8756954982296409,0.94000244140625,2s,6,2s,sell,,False,0,False,88.3524059168096,89.3402330753313,88.68168163631684,139.28500366210938,297,0.12543756877598372,0.15927503170340174,0.06767492585483603,0.49474,,717,9,0.0011464655337485032,62.5895774393874,2025/07/17 18:45,3752.0
