side,seen_idx,exec_px,qty,fee,reason,ts,pred,th,gate,pnl,entry_px,entry_idx
buy,643541,469.28,213.09239686327993,0.0,5m BUY signal,2024-01-04 05:45:00,0.5769914388656616,0.44999999999999973,FREE,,,
sell,643961,469.08,213.09239686327993,0.0,5m SELL signal,2024-01-08 09:30:00,7.518478870391846,-0.5,FREE,-42.61847937265356,469.28,643541.0
buy,643981,470.275,212.5509149340861,0.0,5m BUY signal,2024-01-08 11:10:00,0.46769338846206665,0.34999999999999987,FREE,,,
sell,643991,471.08,212.5509149340861,0.0,5m SELL signal,2024-01-08 12:00:00,8.529417037963867,-0.5,FREE,171.10348652194077,470.275,643981.0
buy,644317,473.81,211.32623838067852,0.0,5m BUY signal,2024-01-10 08:00:00,1.2974125146865845,-0.5,FREE,,,
sell,644322,474.02,211.32623838067852,0.0,5m SELL signal,2024-01-10 08:25:00,2.8797690868377686,-0.5,FREE,44.378510059938165,473.81,644317.0
buy,644329,473.64,211.4957848095795,0.0,5m BUY signal,2024-01-10 09:00:00,1.1385945081710815,-0.5,FREE,,,
sell,644334,474.16,211.4957848095795,0.0,5m SELL signal,2024-01-10 09:25:00,2.7485527992248535,-0.5,FREE,109.97780810098952,473.64,644329.0
buy,644342,474.29,211.43781510322844,0.0,5m BUY signal,2024-01-10 10:05:00,0.8937374353408813,-0.5,FREE,,,
sell,644346,474.7,211.43781510322844,0.0,5m SELL signal,2024-01-10 10:25:00,2.776528835296631,-0.5,FREE,86.68950419231693,474.29,644342.0
buy,644406,476.24,210.75409631593848,0.0,5m BUY signal,2024-01-10 15:25:00,0.9338539838790894,-0.5,FREE,,,
sell,644443,476.56,210.75409631593848,0.0,5m SELL signal,2024-01-10 18:30:00,2.678938150405884,-0.5,FREE,67.44131082109888,476.24,644406.0
buy,644529,473.82,211.9728423036673,0.0,5m BUY signal,2024-01-11 10:05:00,1.362123966217041,-0.5,FREE,,,
sell,644575,475.76,211.9728423036673,0.0,5m SELL signal,2024-01-11 13:55:00,5.625357151031494,-0.5,FREE,411.2273140691141,473.82,644529.0
buy,644591,475.7701,211.96834238720078,0.0,5m BUY signal,2024-01-11 15:15:00,1.1011499166488647,-0.5,FREE,,,
sell,644599,476.32,211.96834238720078,0.0,5m SELL signal,2024-01-11 15:55:00,5.066009044647217,-0.5,FREE,116.56139147871738,475.7701,644591.0
buy,644647,476.12,212.05738226890588,0.0,5m BUY signal,2024-01-11 19:55:00,0.12591320276260376,-0.5,FREE,,,
sell,646960,488.86,212.05738226890588,0.0,5m SELL signal,2024-01-31 09:30:00,1.4526605606079102,1.2499999999999996,FREE,2701.611050105863,476.12,644647.0
buy,646986,486.5,213.0860676176307,0.0,5m BUY signal,2024-01-31 11:40:00,1.8577327728271484,1.2499999999999996,FREE,,,
sell,646991,487.38,213.0860676176307,0.0,5m SELL signal,2024-01-31 12:05:00,2.582826852798462,1.2499999999999996,FREE,187.51573950351406,486.5,646986.0
buy,646997,486.725,213.37282374129302,0.0,5m BUY signal,2024-01-31 12:35:00,1.4637359380722046,1.2499999999999996,FREE,,,
sell,647002,487.39,213.37282374129302,0.0,5m SELL signal,2024-01-31 13:00:00,1.4138259887695312,1.2499999999999996,FREE,141.8929277879521,486.725,646997.0
buy,647169,484.08,214.8318058239729,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2024-02-01 10:55:00,2.102882146835327,1.8499999999999996,FORCE_BUY,,,
sell,648614,499.43,214.8318058239729,0.0,5m SELL signal,2024-02-13 06:15:00,0.6224847435951233,-0.5,FREE,3297.668219397989,484.08,647169.0
buy,648644,494.98,216.76320009428014,0.0,5m BUY signal,2024-02-13 08:45:00,2.120965003967285,1.8499999999999996,FREE,,,
sell,648745,494.51,216.76320009428014,0.0,5m SELL signal,2024-02-13 17:10:00,1.160868763923645,-0.5,FREE,-101.87870404431757,494.98,648644.0
buy,649227,499.65,214.53331347667861,0.0,5m BUY signal,2024-02-16 09:55:00,1.763045310974121,1.7499999999999996,FREE,,,
sell,651850,516.61,214.53331347667861,0.0,5m SELL signal,2024-03-08 09:00:00,1.8641674518585205,1.2499999999999996,FREE,3638.484996564477,499.65,649227.0
buy,651868,517.6889,214.08621099503378,0.0,5m BUY signal,2024-03-08 10:30:00,1.227187156677246,0.19999999999999984,FREE,,,
sell,656328,517.08,214.08621099503378,0.0,5m SELL signal,2024-04-12 08:00:00,2.416073799133301,-0.5,FREE,-130.3570938748651,517.6889,651868.0
buy,656332,516.27,214.42210080251047,0.0,5m BUY signal,2024-04-12 08:20:00,2.3886585235595703,2.2499999999999996,FREE,,,
sell,656348,515.18,214.42210080251047,0.0,5m SELL signal,2024-04-12 09:40:00,4.08179235458374,-0.5,FREE,-233.72008987474325,516.27,656332.0
buy,656585,506.18,218.23457641834392,0.0,5m BUY signal,2024-04-15 13:30:00,2.264422655105591,2.1499999999999995,FREE,,,
sell,658589,509.8,218.23457641834392,0.0,5m SELL signal,2024-04-30 06:45:00,1.459746241569519,1.3499999999999996,FREE,790.009166634406,506.18,656585.0
buy,658604,509.54,218.345933701126,0.0,5m BUY signal,2024-04-30 08:00:00,1.1310690641403198,0.6499999999999997,FREE,,,
sell,658624,509.43,218.345933701126,0.0,5m SELL signal,2024-04-30 09:40:00,2.0479483604431152,1.3499999999999996,FREE,-24.018052707126838,509.54,658604.0
buy,658633,508.31,218.82703272680965,0.0,5m BUY signal,2024-04-30 10:25:00,1.0786939859390259,0.6499999999999997,FREE,,,
sell,658655,506.74,218.82703272680965,0.0,5m SELL signal,2024-04-30 12:15:00,3.0379669666290283,1.3499999999999996,FREE,-343.55844138108966,508.31,658633.0
buy,658666,505.0,219.58101101778914,0.0,5m BUY signal,2024-04-30 13:10:00,1.199419617652893,0.6499999999999997,FREE,,,
sell,658865,502.01,219.58101101778914,0.0,5m SELL signal,2024-05-01 14:00:00,2.1415390968322754,-0.5,FREE,-656.5472229431915,505.0,658666.0
