bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume,zs_cnt
2.0400009155273438,1.9500007629394531,1.0,0.8615382809611468,2.0400009155273438,,295,False,False,,0.21660510402237806,0.3225501867098828,0.21189016537500943,0.007370253769809263,67.26479041809824,2024/11/22 15:30,2s,1064130.0,
1.1899986267089844,1.9500007629394531,2.0,0.6205121082356347,1.1899986267089844,,332,False,False,,-0.049728522925103116,-0.05578715863724426,-0.012117271424282289,-0.001278343356408054,44.49436189463134,2024/12/03 14:30,2s,1500890.0,
1.2249984741210938,1.7858009338378906,1.0,0.055996428395961015,1.2249984741210938,,476,True,False,,0.218740798225516,0.1857323314578565,-0.06601693353531901,0.004854150073114253,53.43209418488539,2025/01/03 15:30,2s,816506.0,
3.4339027404785156,3.204998016357422,1.0,0.5007801983167712,3.4339027404785156,,681,False,False,,0.2346800051695955,0.30403100405877126,0.13870199777835152,0.007241734491062489,74.88498461160124,2025/02/18 17:30,2s,1192754.0,
1.9199981689453125,3.204998016357422,2.0,0.21840791934022954,1.9199981689453125,,741,False,False,,-0.04310941205778381,0.03019010715686221,0.14659903842929206,0.0007319798869187144,50.59716508937455,2025/03/03 14:30,2s,2056219.0,
0.8950004577636719,4.0,1.0,0.3424997329711914,0.8950004577636719,,821,True,False,,0.22461837696981926,0.17341630897765015,-0.10240413598433823,0.00423183280999211,49.616486551484755,2025/03/18 16:30,2s,1673599.0,
1.6599998474121094,5.369998931884766,1.0,0.4990690574001945,1.6599998474121094,,999,True,False,,-0.009776746988930777,-0.07905850790862701,-0.13856352183939247,-0.002305217454768783,45.18085328640954,2025/04/23 19:30,2s,2206212.0,
2.8999977111816406,5.369998931884766,2.0,0.7169458547303321,2.8999977111816406,,1031,True,False,,-0.21153586710608946,-0.3356184614749438,-0.24816518873770865,-0.009905746332971936,34.87401097653354,2025/04/30 16:30,2s,2118598.0,
1.529998779296875,5.369998931884766,3.0,0.605214273079811,1.529998779296875,,1067,True,False,,-0.08515975503785767,-0.13697030259583443,-0.10362109511595352,-0.0040506745674179735,41.76422425924612,2025/05/07 17:30,2s,1343612.0,
3.770000457763672,5.369998931884766,4.0,0.6294230429071835,3.770000457763672,,1147,True,False,,-0.36605048341204244,-0.3664459186983393,-0.0007908705725937493,-0.010709934631422767,31.35687002216639,2025/05/23 13:30,2s,2065296.0,
1.2649993896484375,5.369998931884766,5.0,0.6778398721898569,1.2649993896484375,,1178,True,False,,-0.14684775847856327,-0.20274584907059534,-0.11179618118406415,-0.006040150120511734,31.268507182270554,2025/05/30 16:30,2s,1144212.0,
1.529998779296875,3.770000457763672,1.0,0.3368701070442373,1.529998779296875,,1194,False,False,,0.034954314301590454,0.16825065741031153,0.26659268621744214,0.004995473707660748,64.61163364365225,2025/06/03 18:30,2s,2162972.0,
1.3299980163574219,5.369998931884766,6.0,0.6405957748489927,1.3299980163574219,0.4922843368226944,1209,True,False,,-0.0639338234860505,-0.10941774721095499,-0.09096784744980896,-0.00327103908005535,38.639687870724636,2025/06/05 19:30,"1,2s",2065431.0,1
2.7399978637695312,3.770000457763672,2.0,0.7108753261970508,2.7399978637695312,,1227,False,False,,0.3055475512279057,0.48492003633074177,0.3587449702056721,0.01412626421762068,73.93220232274419,2025/06/10 16:30,2s,1307503.0,
