bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.44000244140625,0.0038667935483442726,12,0.8199996948242188,0.007154695842049899,28,0.5365885428781436,0.44000244140625,,143,False,False,53.40340420562898,81.23203995052997,62.67961612059598,-0.03224463011178323,-0.015060444317995803,0.03436837158757486,0.02223584733330194,-0.00013202873082007662,57.62398168497647,2025/05/13 18:55,2,8507.0
0.7949981689453125,0.007095663713397343,33,0.8905029296875,0.00801175844987575,9,0.8927518848526388,0.7949981689453125,,215,True,False,35.30946378381287,13.282150368277911,27.967025978634553,-0.11648710185591586,-0.12490309384394038,-0.016831983976049042,0.010742052814241445,-0.0011192323415675483,34.032524387257695,2025/05/14 18:25,2,11088.0
0.5500030517578125,0.004901988116911703,7,2.3600006103515625,0.020600564426029234,120,0.23305208030258948,0.5500030517578125,,565,False,False,63.36643439355977,122.23788186971177,82.99025021894377,-0.2500290149466162,-0.18375641112460528,0.1325452076440219,0.0027494240230044346,-0.0016298214457024075,49.61904481950912,2025/05/21 15:05,2,6338.0
0.5800018310546875,0.005212094153640431,11,1.0298995971679688,0.009341484541130565,33,0.5631634701572698,0.5800018310546875,,667,True,False,19.005623887912865,-5.847057193756292,10.721396860689811,0.02612677754122621,0.0008194951086863966,-0.05061456486507963,0.009575476216895354,7.393522840070237e-06,43.94548752327401,2025/05/22 17:05,2,4232.0
0.69000244140625,0.0062028268128093995,19,1.2099990844726562,0.010760330078351069,49,0.5702503830463376,0.69000244140625,,903,False,False,82.60438759477469,72.56057558676258,79.25645025877066,0.0027181274660448146,0.04614204076020201,0.08684782658831439,0.015277397300190874,0.00041314469338621807,53.50940273094134,2025/05/28 17:15,2,16159.0
0.26000213623046875,0.002340253283541061,13,1.0999984741210938,0.00999998612837358,17,0.23636590626929024,0.26000213623046875,,994,True,False,47.92160278040379,26.387276386439936,40.743493982415835,0.08715131687566624,0.06972815730034654,-0.034846319150639404,0.004330597011843321,0.0006287273161773168,51.478587713264865,2025/05/29 18:20,2,6786.0
0.8799972534179688,0.0080379724738311,21,1.839996337890625,0.016528892768009725,43,0.4782603287280447,0.8799972534179688,,1070,False,False,78.46481887145175,65.57681550499163,74.16881774929838,-0.0029115779632850765,0.040331953886820315,0.08648706370021078,0.0027184038609879527,0.00036643064474523306,54.995782177176885,2025/05/30 18:10,2,21552.0
0.9899978637695312,0.008982016447152566,18,1.0900039672851562,0.009988124207077419,13,0.9082516151159453,0.9899978637695312,,1127,True,False,21.39259403815442,11.203098335228425,17.996095470512422,-0.09392309043387545,-0.13155682502190302,-0.07526746917605515,0.0060422595663405625,-0.0011995248729935583,38.33211833426469,2025/06/02 16:25,2,10741.0
0.3000030517578125,0.002699325655977597,6,0.37000274658203125,0.0033181126310983583,14,0.8108130399818545,0.3000030517578125,,1233,False,False,57.63329952217447,103.09607400106145,72.78755768180346,0.08510653103525836,0.06458688171098004,-0.041039298648556655,0.00358938906241699,0.0005805132509405449,58.8872654099631,2025/06/03 18:45,2,9783.0
0.8000030517578125,0.007118098194700194,28,1.4000015258789062,0.01230337915998617,8,0.5714301284461665,0.8000030517578125,,1439,False,False,75.78403278731975,77.59926474778851,76.389110107476,0.12445013955483701,0.1260611850554625,0.003222091001250954,0.007156154876907854,0.0011177155580833036,58.56901816968875,2025/06/06 16:25,2,8130.0
