klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,profit_target_pct,profit_target_distance,has_profit_target,exit_type,exit_klu_idx,exit_price,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,feat_zs_cnt,direction_encoded
5060.0,2023/05/25 07:40,4422.5,4423.75,4420.0,4422.25,4393.0,3a,3a,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-1.353919686843368,-0.03945974961646985,-0.7164195930381538,-0.00016189406844209283,39.19097123104893,25.804840683494856,24.85639322178268,27.7017356069192,4393.0,10.75,-1.353919686843368,-0.7164195930381538,-0.03945974961646985,39.19097123104893,25.804840683494856,24.85639322178268,27.7017356069192,1.5267175572519083,31.297709923664126,51.99360786437055,-0.005652911249293386,0.08484162895927602,1.25,2.25,0.25,0,5883.0,5924.0,0.503137543105885,275.0,1,best_24h,5335.0,4444.5,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012461765039084626,10.75,15.0,0.0024262258082717375,1.4028497409326426,0
5067.0,2023/05/25 08:15,4428.75,4431.75,4428.75,4430.75,2760.0,1p,1p,0,sell,False,0.6824629172368407,11.75,8.0,0.002658371040723982,1.2321059388701168,0.019198600627733466,0.6352515700627919,0.0001435230202681678,64.70097256233295,84.07300179498485,74.15403068798412,103.91094400898629,2760.0,11.75,1.2321059388701168,0.6352515700627919,0.019198600627733466,64.70097256233295,84.07300179498485,74.15403068798412,103.91094400898629,21.794871794871796,11.538461538461538,44.874827144836196,0.04515946937623483,0.06773920406435224,1.0,0.0,2.0,1,5068.0,5068.0,0.3949669920442363,26.0,1,best_24h,5093.0,4413.25,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5068.0,2023/05/25 08:20,4430.75,4435.25,4430.0,4434.25,6027.0,1p,1p,0,sell,False,1.0334061290010226,15.25,9.0,0.0034502262443438913,1.8656923279614122,0.25241014162291,1.185256305603616,0.0002677497536224549,71.09076945441451,87.19620884692978,78.50142340763267,104.58577972552399,6027.0,15.25,1.8656923279614122,1.185256305603616,0.25241014162291,71.09076945441451,87.19620884692978,78.50142340763267,104.58577972552399,28.915662650602407,9.036144578313253,45.41097894741593,0.07899339840884727,0.11851015801354402,1.0,0.75,3.5,1,5069.0,5073.0,0.4735862885493601,25.0,1,best_24h,5093.0,4413.25,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5073.0,2023/05/25 08:45,4432.75,4440.5,4432.75,4437.25,16863.0,1p,1p,0,sell,False,1.1036163265641523,20.5,14.0,0.004638009049773756,1.7189973057528052,1.1168454151835134,1.976344068059916,0.00044628769052138304,66.56724395644704,68.93115164188373,69.38864423754299,68.01616645056521,16863.0,20.5,1.7189973057528052,1.976344068059916,1.1168454151835134,66.56724395644704,68.93115164188373,69.38864423754299,68.01616645056521,36.324786324786324,10.683760683760683,44.16923270720107,0.10151711691387966,0.17483503468501493,3.25,0.0,4.5,1,5074.0,5078.0,0.5408755422840724,20.0,1,best_24h,5093.0,4413.25,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5078.0,2023/05/25 09:10,4438.5,4441.25,4438.0,4439.5,5653.0,1p,1p,0,sell,False,1.1036163265641523,21.25,19.0,0.004807692307692308,1.9204427408492837,2.3011023661875702,3.261323736612212,0.0007359590587497872,67.60388840164896,81.64089856224965,76.12171074487742,92.6792741969941,5653.0,21.25,1.9204427408492837,3.261323736612212,2.3011023661875702,67.60388840164896,81.64089856224965,76.12171074487742,92.6792741969941,34.15637860082305,6.995884773662551,51.10829025438178,0.022530134054297626,0.07323118521856692,1.75,0.5,1.0,1,5079.0,5137.0,0.5912828021173555,15.0,1,best_24h,5093.0,4413.25,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5084.0,2023/05/25 09:40,4421.5,4424.0,4413.75,4415.0,48905.0,2s,2s,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-4.13363880605243,1.7389370432596245,-0.3278823597665905,-7.400963581429935e-05,30.171475160017295,23.492942588478577,41.558316288774094,-12.63780481211245,48905.0,27.5,-4.13363880605243,-0.3278823597665905,1.7389370432596245,30.171475160017295,23.492942588478577,41.558316288774094,-12.63780481211245,16.358024691358025,32.71604938271605,43.79094086093435,-0.1470089336198123,0.23222883035967146,2.5,1.25,6.5,0,5085.0,5087.0,1.4949037372593432,288.0,1,best_24h,5372.0,4481.0,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.8192771084337349,20.75,33.0,0.004705215419501134,27.5,7.0,0.006191950464396285,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
5087.0,2023/05/25 09:55,4416.0,4418.5,4413.75,4417.75,31881.0,2s,2s,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-4.885254042374727,-0.030271744750862428,-2.4728987659382256,-0.0005584913271397292,38.16397613543003,18.266811533521942,26.522330439129746,1.7557737223063299,31881.0,27.5,-4.885254042374727,-2.4728987659382256,-0.030271744750862428,38.16397613543003,18.266811533521942,26.522330439129746,1.7557737223063299,9.174311926605505,28.74617737003058,42.48919218116259,0.0396286231884058,0.10761823845935996,0.75,2.25,1.75,1,5088.0,5091.0,1.4317242940410841,285.0,1,best_24h,5372.0,4481.0,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.8192771084337349,20.75,33.0,0.004705215419501134,27.5,10.0,0.006191950464396285,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
5091.0,2023/05/25 10:15,4416.5,4416.75,4413.5,4415.5,28935.0,2s,2s,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-3.2406041701495183,-1.8081604412642307,-3.42846252633899,-0.0007747291052281121,38.463597082753786,17.955096354255396,22.266227293354703,9.332834476056782,28935.0,27.75,-3.2406041701495183,-3.42846252633899,-1.8081604412642307,38.463597082753786,17.955096354255396,22.266227293354703,9.332834476056782,13.829787234042554,30.585106382978722,39.89233443668123,-0.022642363862787278,0.07363770250368189,0.25,2.0,1.0,0,5092.0,5093.0,1.4834107122636169,281.0,1,best_24h,5372.0,4481.0,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.8313253012048193,20.75,33.0,0.004705215419501134,27.75,14.0,0.0062482409231635234,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
5093.0,2023/05/25 10:25,4414.5,4415.75,4412.0,4413.25,26930.0,2s,2s,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-3.025332221678723,-2.578229871724418,-4.090895982563779,-0.000924762479649957,36.48428350615222,12.646938822278855,17.352734698058946,3.2353470707186744,26930.0,29.25,-3.025332221678723,-4.090895982563779,-2.578229871724418,36.48428350615222,12.646938822278855,17.352734698058946,3.2353470707186744,15.64102564102564,29.230769230769234,38.590924039578496,-0.028315777551251555,0.08499546690843154,1.25,1.25,1.25,0,5094.0,5965.0,1.5351498328895938,279.0,1,best_24h,5372.0,4481.0,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.9036144578313253,20.75,33.0,0.004705215419501134,29.25,16.0,0.006585983675766957,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
5093.0,2023/05/25 10:25,4414.5,4415.75,4412.0,4413.25,26930.0,1p,1p,1,buy,False,3.8088640656355635,29.25,16.0,0.006585983675766957,-2.9542564528894575,-2.6907624715021305,-4.167890697946859,-0.000942150957487896,36.17042565795486,12.646938620400922,17.352731512394357,3.2353528364140516,26930.0,29.25,-2.9542564528894575,-4.167890697946859,-2.6907624715021305,36.17042565795486,12.646938620400922,17.352731512394357,3.2353528364140516,15.64102564102564,29.230769230769234,35.806342868515245,-0.028315777551251555,0.08499546690843154,1.25,1.25,1.25,0,6014.0,6043.0,1.5351498328895938,279.0,1,best_24h,5372.0,4481.0,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
5098.0,2023/05/25 10:50,4425.25,4428.0,4422.5,4424.5,20893.0,2,2,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,1.4735092248615604,-2.717341866527243,-1.9805872540964629,-0.00044776823282095417,51.517139511555065,66.75121950847134,49.762890075974326,100.72787837346536,20893.0,16.0,1.4735092248615604,-1.9805872540964629,-2.717341866527243,51.517139511555065,66.75121950847134,49.762890075974326,100.72787837346536,31.372549019607842,8.403361344537815,34.55707122360362,-0.016948195017230664,0.12436404748445451,2.75,2.0,0.75,0,5099.0,5101.0,0.2090631709797717,11.0,1,best_24h,5109.0,4415.25,0.5470085470085471,29.25,16.0,0.006585983675766957,16.0,6.0,0.003626473254759746,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5101.0,2023/05/25 11:05,4425.5,4428.0,4425.0,4427.5,12376.0,2,2,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,2.488654418423649,-1.9184614546124616,-0.6741342454006372,-0.00015238886436214348,55.48202615034599,82.16239837288039,69.12918061761351,108.22883388341415,12376.0,16.0,2.488654418423649,-0.6741342454006372,-1.9184614546124616,55.48202615034599,82.16239837288039,69.12918061761351,108.22883388341415,33.77049180327869,9.836065573770492,38.32677445480618,0.045192633600723085,0.06779661016949153,0.5,0.5,2.0,1,5102.0,5102.0,0.2766798418972332,8.0,1,best_24h,5109.0,4415.25,0.5470085470085471,29.25,16.0,0.006585983675766957,16.0,9.0,0.003626473254759746,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5102.0,2023/05/25 11:10,4427.5,4431.25,4427.25,4430.25,17133.0,2,2,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,2.9831380545459405,-1.5455691977942192,-0.05400017052124895,-1.2205481021141681e-05,58.87912604266346,86.28178156365541,74.84671426629414,109.15191615837799,17133.0,19.25,2.9831380545459405,-0.05400017052124895,-1.5455691977942192,58.87912604266346,86.28178156365541,74.84671426629414,109.15191615837799,33.77483443708609,9.933774834437086,39.485251604138206,0.062111801242236024,0.09034953978203172,1.0,0.25,2.75,1,5103.0,5103.0,0.33858134416793634,7.0,1,best_24h,5109.0,4415.25,0.6581196581196581,29.25,16.0,0.006585983675766957,19.25,10.0,0.004363100634632819,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5103.0,2023/05/25 11:15,4430.25,4434.0,4429.5,4432.5,17932.0,2,2,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,3.4520505975919784,-1.114062873095222,0.6119624257007672,0.00013830076565857886,61.46977730204132,88.25711844503434,79.31684899254087,106.13765735002127,17932.0,22.0,3.4520505975919784,0.6119624257007672,-1.114062873095222,61.46977730204132,88.25711844503434,79.31684899254087,106.13765735002127,33.10344827586207,10.344827586206897,40.40637308819636,0.050787201625190445,0.1015916017609211,1.5,0.75,2.25,1,5104.0,5104.0,0.38917089678510997,6.0,1,best_24h,5109.0,4415.25,0.7521367521367521,29.25,16.0,0.006585983675766957,22.0,11.0,0.004986400725294651,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5104.0,2023/05/25 11:20,4432.5,4434.5,4424.0,4425.25,36440.0,2,2,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,2.659950970418482,-0.7815690017929118,0.5484064834163291,0.00012393661187818205,50.44218543908234,75.27643512773979,77.97004437094051,69.88921664133835,36440.0,22.5,2.659950970418482,0.5484064834163291,-0.7815690017929118,50.44218543908234,75.27643512773979,77.97004437094051,69.88921664133835,32.87671232876712,14.04109589041096,40.387773967715184,-0.16356457980823463,0.23734177215189875,2.0,1.25,7.25,0,5105.0,5137.0,0.22597593356307555,5.0,1,best_24h,5109.0,4415.25,0.7692307692307693,29.25,16.0,0.006585983675766957,22.5,12.0,0.0050997280145058934,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5109.0,2023/05/25 11:45,4418.0,4418.25,4414.0,4415.25,20858.0,2,2,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-1.3049638395640932,-0.5348992121917331,-1.1873811319737797,-0.0002684289079385174,38.02666253810844,18.17773970535832,35.325386363295365,-16.11755361051577,20858.0,20.5,-1.3049638395640932,-1.1873811319737797,-0.5348992121917331,38.02666253810844,18.17773970535832,35.325386363295365,-16.11755361051577,23.04832713754647,23.79182156133829,34.60985690141714,-0.062245359891353554,0.09628454916175805,0.25,1.25,2.75,0,6014.0,6043.0,1.6193873506596457,288.0,1,best_24h,5397.0,4486.75,0.9111111111111111,22.5,12.0,0.0050997280145058934,20.5,6.0,0.004622843612583155,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
5109.0,2023/05/25 11:45,4418.0,4418.25,4414.0,4415.25,20858.0,2s,2s,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-1.3260866402697258,-0.5017904050050797,-1.1648337251399425,-0.0002633330038243481,38.13348957414404,18.177739705665672,35.32538636978453,-16.117553622572046,20858.0,20.5,-1.3260866402697258,-1.1648337251399425,-0.5017904050050797,38.13348957414404,18.177739705665672,35.32538636978453,-16.117553622572046,23.04832713754647,23.79182156133829,35.46061275953296,-0.062245359891353554,0.09628454916175805,0.25,1.25,2.75,0,5110.0,5965.0,1.6193873506596457,288.0,1,best_24h,5397.0,4486.75,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.8072289156626506,20.75,33.0,0.004705215419501134,20.5,6.0,0.004622843612583155,2.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
5114.0,2023/05/25 12:10,4423.0,4424.0,4421.5,4422.75,9918.0,2s,2s,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,-0.04535661701823823,-1.189863998179073,-1.2125423066881922,-0.0002741904219719629,50.63115030035078,45.50446243096614,32.48681648521265,71.53975432247312,9918.0,10.0,-0.04535661701823823,-1.2125423066881922,-1.189863998179073,50.63115030035078,45.50446243096614,32.48681648521265,71.53975432247312,24.206349206349206,25.0,27.34048007068827,-0.005652272213429799,0.056541897546081646,1.0,1.25,0.25,0,5115.0,5115.0,-0.016957775139901647,175.0,1,best_24h,5289.0,4423.5,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.41025641025641024,29.25,16.0,0.006585983675766957,10.0,6.0,0.0022655188038060714,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5115.0,2023/05/25 12:15,4423.0,4427.5,4422.75,4427.0,13265.0,2s,2s,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,0.8667260107103099,-1.0815232468402844,-0.6481602414851295,-0.00014655590205293938,56.357453567563624,62.435073719409516,42.469568896611605,102.36608336500535,13265.0,13.5,0.8667260107103099,-0.6481602414851295,-1.0815232468402844,56.357453567563624,62.435073719409516,42.469568896611605,102.36608336500535,26.254826254826252,24.324324324324326,25.660216772291232,0.09043635541487678,0.10739924255271041,0.5,0.25,4.0,1,5116.0,5116.0,0.0790603117235148,174.0,1,best_24h,5289.0,4423.5,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.5299145299145299,29.25,16.0,0.006585983675766957,13.5,7.0,0.003058450385138197,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5116.0,2023/05/25 12:20,4427.0,4429.75,4426.0,4429.75,11931.0,2s,2s,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,1.7636837551063884,-0.8610627774519859,0.020779100101208314,4.697813368220062e-06,59.621108093726974,74.95671581293968,53.29861786872096,118.27291170137711,11931.0,15.75,1.7636837551063884,0.020779100101208314,-0.8610627774519859,59.621108093726974,74.95671581293968,53.29861786872096,118.27291170137711,24.8062015503876,24.418604651162788,23.883587115327796,0.0621188163541902,0.08472661545413465,0.0,1.0,2.75,1,5117.0,5117.0,0.14109148371804278,173.0,1,best_24h,5289.0,4423.5,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.6068376068376068,29.25,16.0,0.006585983675766957,15.75,8.0,0.003568192115994563,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5117.0,2023/05/25 12:25,4429.5,4433.75,4428.75,4429.75,19327.0,2s,2s,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,2.2491245655030894,-0.5799222067640997,0.544640075987445,0.00012312055591740076,59.621108093726974,76.55342235630577,61.05021936458256,107.55982833975222,19327.0,19.75,2.2491245655030894,0.544640075987445,-0.5799222067640997,59.621108093726974,76.55342235630577,61.05021936458256,107.55982833975222,26.53846153846154,24.23076923076923,22.502291931765424,0.005643977875606727,0.11289867344058707,4.0,0.75,0.25,1,5118.0,5137.0,0.14109148371804278,172.0,1,best_24h,5289.0,4423.5,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.7435897435897436,29.25,16.0,0.006585983675766957,19.75,9.0,0.004474399637516991,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5125.0,2023/05/25 13:05,4425.0,4426.75,4422.25,4424.5,13022.0,2s,2s,1,buy,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,0.13237136974590835,0.7755508872813778,0.841736572154332,0.00019021919757733876,48.959710327093845,34.04398907314262,48.485912614257984,5.160141990911882,13022.0,11.5,0.13237136974590835,0.841736572154332,0.7755508872813778,48.959710327093845,34.04398907314262,48.485912614257984,5.160141990911882,30.737704918032787,16.80327868852459,26.071599997999922,-0.011299435028248588,0.1017581547854599,1.75,2.25,0.5,0,5126.0,6043.0,1.418239349078992,277.0,1,best_24h,5402.0,4487.25,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.5444444444444444,22.5,12.0,0.0050997280145058934,11.5,9.0,0.0025937411897378067,1.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,0
5129.0,2023/05/25 13:25,4431.25,4432.75,4430.75,4432.25,6774.0,2s,2s,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,1.037896453884678,0.9950446292051854,1.5139928561475244,0.0003420514929054339,61.27715460953443,70.1914702514296,55.53127095846238,99.51186883736405,6774.0,10.5,1.037896453884678,1.5139928561475244,0.9950446292051854,61.27715460953443,70.1914702514296,55.53127095846238,99.51186883736405,27.615062761506277,16.736401673640167,26.82188471977153,0.022566995768688293,0.045139084805055574,0.5,0.5,1.0,1,5130.0,5130.0,0.19741666196626995,160.0,1,best_24h,5289.0,4423.5,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.7094017094017094,29.25,16.0,0.006585983675766957,10.5,5.0,0.002374356944994064,2.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5130.0,2023/05/25 13:30,4432.5,4437.5,4432.0,4435.0,14379.0,2s,2s,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,1.5791394496581637,1.192437060412456,1.9820067852415377,0.00044772252411542387,64.85367091720025,74.66316595996946,61.90856929229807,100.17235929531225,14379.0,15.25,1.5791394496581637,1.9820067852415377,1.192437060412456,64.85367091720025,74.66316595996946,61.90856929229807,100.17235929531225,30.89430894308943,16.260162601626014,27.122784579689327,0.05640157924421885,0.12409747292418773,2.5,0.5,2.5,1,5131.0,5131.0,0.2593010146561443,159.0,1,best_24h,5289.0,4423.5,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.8717948717948718,29.25,16.0,0.006585983675766957,15.25,6.0,0.0034484708010628076,2.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5131.0,2023/05/25 13:35,4435.0,4439.25,4433.75,4436.75,16913.0,2s,2s,0,sell,False,340427.651405393,18.103689211850195,28.434879821129122,0.0039517757345749645,2.0372183556689882,1.4470893548710795,2.4656985327055736,0.000556893243458382,66.9458958664155,78.20681652233259,67.34131836897623,99.9378128290453,16913.0,17.0,2.0372183556689882,2.4656985327055736,1.4470893548710795,66.9458958664155,78.20681652233259,67.34131836897623,99.9378128290453,27.016129032258064,16.129032258064516,26.987846028269594,0.03945885005636979,0.1240484916831125,2.5,1.25,1.75,1,5132.0,5137.0,0.29864202400405704,158.0,1,best_24h,5289.0,4423.5,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.9316239316239316,29.25,16.0,0.006585983675766957,17.0,7.0,0.0038441969585618183,2.0,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5137.0,2023/05/25 14:05,4437.75,4450.0,4437.75,4443.25,50260.0,1p,1p,0,sell,False,0.48795369401417976,27.75,13.0,0.006275086211770027,1.3905845890683253,3.9245250784921453,4.619817373026308,0.0010427419393644348,76.39941297898513,75.48280502995142,77.28750402390482,71.87340704204465,50260.0,27.75,1.3905845890683253,4.619817373026308,3.9245250784921453,76.39941297898513,75.48280502995142,77.28750402390482,71.87340704204465,37.407407407407405,8.88888888888889,24.572279669098116,0.12393667962368317,0.2760407864345671,6.75,0.0,5.5,1,5879.0,6111.0,0.4444944578855568,152.0,1,best_24h,5289.0,4423.5,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.4028497409326426,1
5137.0,2023/05/25 14:05,4437.75,4450.0,4437.75,4443.25,50260.0,1,1,0,sell,False,0.6007206799664481,27.75,13.0,0.006275086211770027,1.67840036417374,3.253957524052339,4.093157706139209,0.0009237470870509664,72.17846553469549,75.48052327725733,77.26749775597963,71.90657431981273,50260.0,27.75,1.67840036417374,4.093157706139209,3.253957524052339,72.17846553469549,75.48052327725733,77.26749775597963,71.90657431981273,37.407407407407405,8.88888888888889,30.71421232224222,0.12393667962368317,0.2760407864345671,6.75,0.0,5.5,1,5138.0,6092.0,0.4444944578855568,152.0,1,best_24h,5289.0,4423.5,0.5681231673302368,21.355095541401273,34.018046709129514,0.004662099111631858,10.39676220806794,17.848195329087048,0.0022679226225772635,0.5008891899288628,25.116592639593907,39.52918781725889,0.005487236686670708,9.923223350253807,20.854060913705585,0.0021661287856992975,2.0558375634517767,0.0012839963034036194,9.731432360742705,16.896551724137932,0.002144468958849843,1.0,1
