klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,profit_target_pct,profit_target_distance,has_profit_target,exit_type,exit_klu_idx,exit_price,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_zs_cnt,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,direction_encoded
150.0,2023/07/05 04:00,442.93,443.31,442.71,442.91,14057.0,1,1,1,buy,False,2.1828975738268173,1.3900000000000432,16.0,0.003129925692411716,-0.13592369809161314,0.005574206914408547,-0.062387642131398025,-0.00014056651995257745,20.715447185012934,51.93838924445751,54.18562689026928,47.44391395283397,14057.0,1.3900000000000432,-0.13592369809161314,-0.062387642131398025,0.005574206914408547,20.715447185012934,51.93838924445751,54.18562689026928,47.44391395283397,14.191338390018956,73.98091509665193,25.08687574920748,-0.004515386178398801,0.13552890153825817,0.37999999999999545,0.20000000000004547,0.01999999999998181,0,151.0,161.0,0.18288139802668765,136.0,1,best_24h,286.0,443.72,0.5705332395255669,2.2809905594405544,25.865384615384617,0.005127585060369672,1.1881437062937033,15.627622377622378,0.0026730522091093977,1.0,0.001791042066385391,1.2498328282828322,14.217171717171718,0.00281854347404249,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,0
161.0,2023/07/05 04:55,442.71,442.71,442.69,442.7,1333.0,1,1,1,buy,False,2.1828975738268173,1.410000000000025,27.0,0.0031749605944607633,-0.09992414452733833,-0.24396801140761543,-0.2939300836712846,-0.0006630902325348658,27.4425318547153,12.0549853459548,16.29065631421261,3.5836434094391763,1333.0,1.410000000000025,-0.09992414452733833,-0.2939300836712846,-0.24396801140761543,27.4425318547153,12.0549853459548,16.29065631421261,3.5836434094391763,10.698153577939586,70.28290672794759,45.193958037651505,-0.0022588150256354963,0.004517834150304233,0.0,0.009999999999990905,0.009999999999990905,0,162.0,162.0,0.2304043370228233,125.0,1,best_24h,286.0,443.72,0.5705332395255669,2.2809905594405544,25.865384615384617,0.005127585060369672,1.1881437062937033,15.627622377622378,0.0026730522091093977,1.0,0.001791042066385391,1.2498328282828322,14.217171717171718,0.00281854347404249,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,0
162.0,2023/07/05 05:05,442.75,442.75,442.59,442.59,2946.0,1,1,1,buy,False,2.1828975738268173,1.5100000000000477,28.0,0.0034001351047062544,-0.09477897483339115,-0.2558153832617893,-0.3032048706784849,-0.0006840917392272347,25.30394170675173,8.0366568973032,13.539323175242806,-2.9686756585760143,2946.0,1.5100000000000477,-0.09477897483339115,-0.3032048706784849,-0.2558153832617893,25.30394170675173,8.0366568973032,13.539323175242806,-2.9686756585760143,10.227272727274023,69.31818181818008,47.2719406267986,-0.036137775268215704,0.036150839377307446,0.0,0.0,0.160000000000025,0,163.0,163.0,0.25531530310220574,124.0,1,best_24h,286.0,443.72,0.5705332395255669,2.2809905594405544,25.865384615384617,0.005127585060369672,1.1881437062937033,15.627622377622378,0.0026730522091093977,1.0,0.001791042066385391,1.2498328282828322,14.217171717171718,0.00281854347404249,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,0
163.0,2023/07/05 05:10,442.6,442.6,442.49,442.49,2965.0,1,1,1,buy,False,2.1828975738268173,1.6100000000000136,29.0,0.003625309614951618,-0.09468470439906196,-0.26765097131167204,-0.314993323511203,-0.0007107758984420474,23.51023146494002,5.357771264868799,10.812139205118138,-5.550964615629876,2965.0,1.6100000000000136,-0.09468470439906196,-0.314993323511203,-0.26765097131167204,23.51023146494002,5.357771264868799,10.812139205118138,-5.550964615629876,10.11235955056297,69.66292134831109,49.22736539088013,-0.024853140533215915,0.024859318854666464,0.0,0.0,0.11000000000001364,0,164.0,165.0,0.2779723835566946,123.0,1,best_24h,286.0,443.72,0.5705332395255669,2.2809905594405544,25.865384615384617,0.005127585060369672,1.1881437062937033,15.627622377622378,0.0026730522091093977,1.0,0.001791042066385391,1.2498328282828322,14.217171717171718,0.00281854347404249,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,0
165.0,2023/07/05 05:20,442.54,442.54,442.3,442.3,7649.0,1,1,1,buy,False,2.1828975738268173,1.8000000000000114,31.0,0.004053141184417949,-0.09111722134602429,-0.28915972190414174,-0.3347183325771539,-0.0007554704078688931,21.433053933062908,3.8627131547551934,7.380537305444857,-3.172935146624134,7649.0,1.8000000000000114,-0.09111722134602429,-0.3347183325771539,-0.28915972190414174,21.433053933062908,3.8627131547551934,7.380537305444857,-3.172935146624134,17.30769230769476,58.974358974352626,49.287853536761475,-0.05423238577303952,0.05426181324892812,0.0,0.0,0.2400000000000091,0,166.0,166.0,0.32104906172281616,121.0,1,best_24h,286.0,443.72,0.5705332395255669,2.2809905594405544,25.865384615384617,0.005127585060369672,1.1881437062937033,15.627622377622378,0.0026730522091093977,1.0,0.001791042066385391,1.2498328282828322,14.217171717171718,0.00281854347404249,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,0
166.0,2023/07/05 05:25,442.28,442.3,442.23,442.23,2202.0,1,1,1,buy,False,2.1828975738268173,1.8700000000000045,32.0,0.004210763341589742,-0.0963736237862346,-0.30120642487742105,-0.34939323677053835,-0.0007887015319823533,20.38362046491261,2.575142103170129,5.778738904686614,-3.8320514998628417,2202.0,1.8700000000000045,-0.0963736237862346,-0.34939323677053835,-0.30120642487742105,20.38362046491261,2.575142103170129,5.778738904686614,-3.8320514998628417,19.14893617021594,64.53900709219374,49.641384579534574,-0.011305055620863374,0.01582886733147755,0.020000000000038654,0.0,0.049999999999954525,0,167.0,167.0,0.33692874748434276,120.0,1,best_24h,286.0,443.72,0.5705332395255669,2.2809905594405544,25.865384615384617,0.005127585060369672,1.1881437062937033,15.627622377622378,0.0026730522091093977,1.0,0.001791042066385391,1.2498328282828322,14.217171717171718,0.00281854347404249,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,0
167.0,2023/07/05 05:30,442.2,442.2,441.97,442.01,5565.0,1,1,1,buy,False,2.1828975738268173,2.1299999999999955,33.0,0.004796217068227866,-0.1172038595127558,-0.3158569073165155,-0.3744588370728934,-0.0008454229460811536,17.485833144899118,3.323187104923234,4.960221638098821,0.049118038572061096,5565.0,2.1299999999999955,-0.1172038595127558,-0.3744588370728934,-0.3158569073165155,17.485833144899118,3.323187104923234,4.960221638098821,0.049118038572061096,3.546099290781028,82.97872340425026,52.652948444462254,-0.04296698326549021,0.052039731203466603,0.0,0.03999999999996362,0.18999999999999773,0,168.0,168.0,0.3868690753602942,119.0,1,best_24h,286.0,443.72,0.5705332395255669,2.2809905594405544,25.865384615384617,0.005127585060369672,1.1881437062937033,15.627622377622378,0.0026730522091093977,1.0,0.001791042066385391,1.2498328282828322,14.217171717171718,0.00281854347404249,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,0
168.0,2023/07/05 05:35,441.99,441.99,441.76,441.79,4716.0,1,1,1,buy,False,2.1828975738268173,2.340000000000032,34.0,0.005269083539743372,-0.1464363855468035,-0.3341614555098659,-0.40737964828326767,-0.0009199234909555497,15.164219586594115,3.1769965314882125,4.365813269228617,0.7993630560074028,4716.0,2.340000000000032,-0.1464363855468035,-0.40737964828326767,-0.3341614555098659,15.164219586594115,3.1769965314882125,4.365813269228617,0.7993630560074028,2.424242424243698,83.63636363636107,55.63246621150749,-0.04524989253150267,0.0520644693951508,0.0,0.03000000000002956,0.19999999999998863,0,169.0,169.0,0.43685914122094355,118.0,1,best_24h,286.0,443.72,0.5705332395255669,2.2809905594405544,25.865384615384617,0.005127585060369672,1.1881437062937033,15.627622377622378,0.0026730522091093977,1.0,0.001791042066385391,1.2498328282828322,14.217171717171718,0.00281854347404249,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,0
169.0,2023/07/05 05:40,441.7,441.7,441.59,441.59,4900.0,1,1,1,buy,False,2.1828975738268173,2.5100000000000477,35.0,0.0056518802071606564,-0.17651642235083265,-0.35622600830372,-0.4444842194791363,-0.0010039211407104627,13.419833097481515,2.117997687658808,3.6165414087053476,-0.8790897544342711,4900.0,2.5100000000000477,-0.17651642235083265,-0.4444842194791363,-0.35622600830372,13.419833097481515,2.117997687658808,3.6165414087053476,-0.8790897544342711,2.247191011237067,83.14606741572679,58.42563591820413,-0.02490378084673164,0.024909984374649256,0.0,0.0,0.11000000000001364,0,170.0,197.0,0.48234787925452394,117.0,1,best_24h,286.0,443.72,0.5705332395255669,2.2809905594405544,25.865384615384617,0.005127585060369672,1.1881437062937033,15.627622377622378,0.0026730522091093977,1.0,0.001791042066385391,1.2498328282828322,14.217171717171718,0.00281854347404249,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,0
177.0,2023/07/05 06:20,442.13,442.13,442.13,442.13,2784.0,3a,3a,0,sell,False,80968.83355494044,2.353306058394159,31.80948905109489,0.005297823969773624,0.10805830317715537,-0.3771393233982515,-0.32311017180967383,-0.0007303825643374817,39.87747828077681,71.86060855844202,48.5928375161539,118.39615064301826,2784.0,0.5400000000000205,0.10805830317715537,-0.32311017180967383,-0.3771393233982515,39.87747828077681,71.86060855844202,48.5928375161539,118.39615064301826,25.789473684211313,50.0,57.50911206588267,0.0,0.0,0.0,0.0,0.0,0,178.0,178.0,0.2012982606925534,170.0,1,best_24h,347.0,441.24,0.5705332395255669,2.2809905594405544,25.865384615384617,0.005127585060369672,1.1881437062937033,15.627622377622378,0.0026730522091093977,1.5562913907284768,0.0014890965493003065,0.5400000000000205,9.0,0.0012228537783917671,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,1
178.0,2023/07/05 06:25,442.14,442.14,442.1,442.1,950.0,3a,3a,0,sell,False,80968.83355494044,2.353306058394159,31.80948905109489,0.005297823969773624,0.1296261662014524,-0.36093605262306994,-0.29612296952234374,-0.0006694105867926486,39.02236270063416,77.7316337758066,58.3057696027048,116.58336212201021,950.0,0.5500000000000114,0.1296261662014524,-0.29612296952234374,-0.36093605262306994,39.02236270063416,77.7316337758066,58.3057696027048,116.58336212201021,25.654450261781008,51.30890052355904,55.78227072784325,-0.00904690821910789,0.009047726758643659,0.0,0.0,0.03999999999996362,0,179.0,179.0,0.19452612531101868,169.0,1,best_24h,347.0,441.24,0.5705332395255669,2.2809905594405544,25.865384615384617,0.005127585060369672,1.1881437062937033,15.627622377622378,0.0026730522091093977,1.5562913907284768,0.0014890965493003065,0.5500000000000114,10.0,0.001245499218732334,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,1
179.0,2023/07/05 06:30,442.2,442.29,442.2,442.27,1389.0,3a,3a,0,sell,False,80968.83355494044,2.353306058394159,31.80948905109489,0.005297823969773624,0.16462819007595142,-0.3403571021125804,-0.2580430070746047,-0.0005833368231208235,46.07857675663003,83.6729410357202,66.76149341370993,117.49583627974073,1389.0,0.7000000000000455,0.16462819007595142,-0.2580430070746047,-0.3403571021125804,46.07857675663003,83.6729410357202,66.76149341370993,117.49583627974073,34.40860215054076,40.8602150537639,52.40988262682733,0.01582994120307399,0.020352781546818594,0.020000000000038654,0.0,0.06999999999999318,1,180.0,1014.0,0.23288941144549094,168.0,1,best_24h,347.0,441.24,0.5705332395255669,2.2809905594405544,25.865384615384617,0.005127585060369672,1.1881437062937033,15.627622377622378,0.0026730522091093977,1.5562913907284768,0.0014890965493003065,0.7000000000000455,11.0,0.0015851808238412227,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,1
179.0,2023/07/05 06:30,442.2,442.29,442.2,442.27,1389.0,2,2,0,sell,False,80968.83355494044,2.353306058394159,31.80948905109489,0.005297823969773624,0.1645950874603619,-0.3403053762522634,-0.2580078325220825,-0.0005832573532522015,46.085007376451735,83.6729410357202,66.76149341370993,117.49583627974073,1389.0,0.7000000000000455,0.1645950874603619,-0.2580078325220825,-0.3403053762522634,46.085007376451735,83.6729410357202,66.76149341370993,117.49583627974073,34.40860215054076,40.8602150537639,52.39930312134917,0.01582994120307399,0.020352781546818594,0.020000000000038654,0.0,0.06999999999999318,1,1015.0,1063.0,0.23288941144549094,168.0,1,best_24h,347.0,441.24,0.2788844621514072,2.5100000000000477,35.0,0.0056518802071606564,0.7000000000000455,11.0,0.0015851808238412227,1.5562913907284768,0.001791042066385391,1.2498328282828322,14.217171717171718,0.00281854347404249,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,1
185.0,2023/07/05 07:00,442.21,442.22,442.08,442.08,5627.0,2,2,1,buy,False,80968.83355494044,2.353306058394159,31.80948905109489,0.005297823969773624,0.1385511051452527,-0.2106155053562227,-0.14133995278359635,-0.00031955799591603295,40.22869450765424,51.76222796417128,70.5707878659543,14.145108160605247,5627.0,0.21000000000003638,0.1385511051452527,-0.14133995278359635,-0.2106155053562227,40.22869450765424,51.76222796417128,70.5707878659543,14.145108160605247,41.30434782609071,18.115942028985568,49.09636911176101,-0.029397797426561015,0.03166847629389323,0.010000000000047748,0.0,0.12999999999999545,0,186.0,186.0,0.3709735794426446,101.0,1,best_24h,286.0,443.72,0.30000000000003246,0.7000000000000455,11.0,0.0015851808238412227,0.21000000000003638,7.0,0.0004748016007597648,1.5562913907284768,0.001791042066385391,1.2498328282828322,14.217171717171718,0.00281854347404249,0.48046020569190934,3.316878758620685,33.93103448275862,0.007434192866254529,1.4340001379310339,19.453793103448277,0.0032170687812850206,2.12551724137931,0
