klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,feat_zs_cnt,feat_break_bi_amp,feat_break_bi_klu_cnt,feat_break_bi_amp_rate,feat_bi_amp,feat_bi_klu_cnt,feat_bi_amp_rate,feat_level,feat_bsp_type,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,profit_target_pct,profit_target_distance,has_profit_target,exit_type,exit_klu_idx,exit_price,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,direction_encoded
23.0,2022/04/01 06:00,454.36,454.57,454.31,454.31,29697.0,1p,1p,0,sell,False,1.6924610266029652,0.9499999999999886,11.0,0.002094263921343831,0.08983224315609623,0.06765548243546218,0.1125716040135103,0.00024795993205061135,58.99572257918695,73.69040602974555,66.66427891090532,87.742660267426,29697.0,0.9499999999999886,0.0,0.9499999999999886,11.0,0.002094263921343831,0.9499999999999886,0.0,0.0,1.0,1.0,0.08983224315609623,0.1125716040135103,0.06765548243546218,58.99572257918695,73.69040602974555,66.66427891090532,87.742660267426,44.41087613293131,21.75226586102628,14.718825826958918,-0.011004489831853898,0.057229644956085256,0.20999999999997954,0.0,0.05000000000001137,0,24.0,1002.0,1.0367370297814222,78.0,1,best_24h,101.0,449.6,0.5502424357003944,5.153050790861161,32.64674868189807,0.012751166348356047,2.5783785588752197,15.532513181019333,0.0063933607617837444,0.48114603682294926,6.8212521008403355,45.83613445378151,0.016968051438550954,3.3189078431372576,19.514005602240896,0.008169727335015912,1.887955182072829,0.004067254062369489,3.059017616580304,21.435233160621763,0.007597775791473749,1
50.0,2022/04/01 08:15,454.15,454.35,454.11,454.11,66951.0,2,2,0,sell,False,0.6507936507936952,4.775838040345823,27.961095100864554,0.011671631613196062,0.002649653323452573,-0.0019251824099735253,-0.0006003557482472388,-1.322073742915741e-06,50.44962958846756,82.26245584205292,67.82345434229639,111.14045884156596,66951.0,0.410000000000025,1.0,0.6299999999999955,19.0,0.0013859251600413479,0.410000000000025,10.0,0.0009032030664846125,2.0,2.0,0.002649653323452573,-0.0006003557482472388,-0.0019251824099735253,50.44962958846756,82.26245584205292,67.82345434229639,111.14045884156596,6.613756613757365,58.10307662159238,38.058569853045746,-0.008807662666511862,0.052850630904408426,0.20000000000004547,0.0,0.03999999999996362,0,51.0,1002.0,0.9931514390786353,51.0,1,best_24h,101.0,449.6,0.6507936507936952,0.6299999999999955,19.0,0.0013859251600413479,0.410000000000025,10.0,0.0009032030664846125,0.48114603682294926,6.8212521008403355,45.83613445378151,0.016968051438550954,3.3189078431372576,19.514005602240896,0.008169727335015912,1.887955182072829,0.004067254062369489,3.059017616580304,21.435233160621763,0.007597775791473749,1
59.0,2022/04/01 09:00,453.2,453.28,452.79,452.79,72852.0,1p,1p,1,buy,False,2.92810478031,1.5600000000000023,10.0,0.0034334763948497904,-0.24029686672219483,-0.12236633897256617,-0.2425147723336636,-0.0005344160746152447,24.187500523717986,20.56294594938921,40.657557872750864,-19.6262778973341,72852.0,1.5600000000000023,0.0,1.5600000000000023,10.0,0.0034334763948497904,1.5600000000000023,0.0,0.0,1.0,1.0,-0.24029686672219483,-0.2425147723336636,-0.12236633897256617,24.187500523717986,20.56294594938921,40.657557872750864,-19.6262778973341,2.3175329089678574,58.12372535690065,61.82473639461474,-0.0904677846425349,0.10821793767529146,0.07999999999998408,0.0,0.40999999999996817,0,60.0,65.0,0.8812032067845915,270.0,1,best_24h,329.0,456.78,0.5502424357003944,5.153050790861161,32.64674868189807,0.012751166348356047,2.5783785588752197,15.532513181019333,0.0063933607617837444,0.48114603682294926,6.8212521008403355,45.83613445378151,0.016968051438550954,3.3189078431372576,19.514005602240896,0.008169727335015912,1.887955182072829,0.004067254062369489,3.059017616580304,21.435233160621763,0.007597775791473749,0
65.0,2022/04/01 09:30,453.32,453.46,452.64,452.67,1421564.0,1p,1p,1,buy,False,2.92810478031,1.7100000000000364,16.0,0.003763618355893114,-0.10540013395745751,-0.1949283447319783,-0.24762841171070704,-0.000545918256190779,32.554409597991466,37.31955715292542,43.87863888249869,24.20139369377887,1421564.0,1.7100000000000364,0.0,1.7100000000000364,16.0,0.003763618355893114,1.7100000000000364,0.0,0.0,1.0,1.0,-0.10540013395745751,-0.24762841171070704,-0.1949283447319783,32.554409597991466,37.31955715292542,43.87863888249869,24.20139369377887,8.199643493761005,44.7415329768292,62.4562012585885,-0.14338657019323595,0.18115942028985357,0.13999999999998636,0.03000000000002956,0.6499999999999773,0,66.0,66.0,0.9079461859632749,264.0,1,best_24h,329.0,456.78,0.5502424357003944,5.153050790861161,32.64674868189807,0.012751166348356047,2.5783785588752197,15.532513181019333,0.0063933607617837444,0.48114603682294926,6.8212521008403355,45.83613445378151,0.016968051438550954,3.3189078431372576,19.514005602240896,0.008169727335015912,1.887955182072829,0.004067254062369489,3.059017616580304,21.435233160621763,0.007597775791473749,0
66.0,2022/04/01 09:35,452.67,453.24,452.43,452.5712,1048378.0,1p,1p,1,buy,False,2.92810478031,1.920000000000016,17.0,0.004225817101353617,-0.15465109261067306,-0.2142597313083124,-0.29158527761364894,-0.0006429329652861623,31.405746656461687,28.55678810194956,38.77135528898231,8.127653727884052,1048378.0,1.920000000000016,0.0,1.920000000000016,17.0,0.004225817101353617,1.920000000000016,0.0,0.0,1.0,1.0,-0.15465109261067306,-0.29158527761364894,-0.2142597313083124,31.405746656461687,28.55678810194956,38.77135528898231,8.127653727884052,7.553366174055665,42.36453201970607,62.97624703335109,-0.021826054300050753,0.17903322060871346,0.5699999999999932,0.14119999999996935,0.09880000000003974,0,67.0,67.0,0.9299752171592,263.0,1,best_24h,329.0,456.78,0.5502424357003944,5.153050790861161,32.64674868189807,0.012751166348356047,2.5783785588752197,15.532513181019333,0.0063933607617837444,0.48114603682294926,6.8212521008403355,45.83613445378151,0.016968051438550954,3.3189078431372576,19.514005602240896,0.008169727335015912,1.887955182072829,0.004067254062369489,3.059017616580304,21.435233160621763,0.007597775791473749,0
67.0,2022/04/01 09:40,452.55,452.76,452.23,452.48,709171.0,1p,1p,1,buy,False,2.92810478031,2.1200000000000045,18.0,0.00466600638274459,-0.1851471852582639,-0.23740312946559544,-0.3299767220947274,-0.0007277084848389599,30.34149972419172,24.668489365263817,34.07039998107615,5.864668133639157,709171.0,2.1200000000000045,0.0,2.1200000000000045,18.0,0.00466600638274459,2.1200000000000045,0.0,0.0,1.0,1.0,-0.1851471852582639,-0.3299767220947274,-0.23740312946559544,30.34149972419172,24.668489365263817,34.07039998107615,5.864668133639157,8.098591549295648,38.028169014086046,63.11262197262657,-0.015467904098993079,0.11719700152576623,0.20999999999997954,0.25,0.06999999999999318,0,68.0,68.0,0.9503182461103152,262.0,1,best_24h,329.0,456.78,0.5502424357003944,5.153050790861161,32.64674868189807,0.012751166348356047,2.5783785588752197,15.532513181019333,0.0063933607617837444,0.48114603682294926,6.8212521008403355,45.83613445378151,0.016968051438550954,3.3189078431372576,19.514005602240896,0.008169727335015912,1.887955182072829,0.004067254062369489,3.059017616580304,21.435233160621763,0.007597775791473749,0
68.0,2022/04/01 09:45,452.49,452.94,452.2,452.69,766165.0,1p,1p,1,buy,False,2.92810478031,2.150000000000034,19.0,0.004732034774953305,-0.16342368709608013,-0.25783109035260543,-0.3395429339006455,-0.0007488976903100129,35.741261717093394,27.262436618785415,31.801078860312572,18.1851521357311,766165.0,2.150000000000034,0.0,2.150000000000034,19.0,0.004732034774953305,2.150000000000034,0.0,0.0,1.0,1.0,-0.16342368709608013,-0.3395429339006455,-0.25783109035260543,35.741261717093394,27.262436618785415,31.801078860312572,18.1851521357311,10.474631751227543,35.35188216039412,62.48212856641863,0.044199871820369205,0.16364440513047523,0.25,0.29000000000002046,0.19999999999998863,1,69.0,69.0,0.9034880381718118,261.0,1,best_24h,329.0,456.78,0.5502424357003944,5.153050790861161,32.64674868189807,0.012751166348356047,2.5783785588752197,15.532513181019333,0.0063933607617837444,0.48114603682294926,6.8212521008403355,45.83613445378151,0.016968051438550954,3.3189078431372576,19.514005602240896,0.008169727335015912,1.887955182072829,0.004067254062369489,3.059017616580304,21.435233160621763,0.007597775791473749,0
69.0,2022/04/01 09:50,452.7,452.82,451.66,451.82,958199.0,1p,1p,1,buy,False,3.0168819102783004,2.6899999999999977,20.0,0.005920545834708919,-0.247582420952161,-0.28877889297162557,-0.41257010344770606,-0.0009102003130757462,26.556687276570827,20.776583762116644,28.126247160913927,6.077256964522078,958199.0,2.6899999999999977,0.0,2.6899999999999977,20.0,0.005920545834708919,2.6899999999999977,0.0,0.0,1.0,1.0,-0.247582420952161,-0.41257010344770606,-0.28877889297162557,26.556687276570827,20.776583762116644,28.126247160913927,6.077256964522078,9.343065693430736,36.204379562044316,62.231573595557236,-0.19438922023414965,0.2568303591196847,0.12000000000000455,0.15999999999996817,0.8799999999999955,0,70.0,70.0,1.0977823026869062,260.0,1,best_24h,329.0,456.78,0.5502424357003944,5.153050790861161,32.64674868189807,0.012751166348356047,2.5783785588752197,15.532513181019333,0.0063933607617837444,0.48114603682294926,6.8212521008403355,45.83613445378151,0.016968051438550954,3.3189078431372576,19.514005602240896,0.008169727335015912,1.887955182072829,0.004067254062369489,3.059017616580304,21.435233160621763,0.007597775791473749,0
70.0,2022/04/01 09:55,451.82,452.29,451.66,452.26,754194.0,1p,1p,1,buy,False,3.0168819102783004,2.6899999999999977,21.0,0.005920545834708919,-0.22592777704291322,-0.3170198651019897,-0.4299837536234463,-0.000948775021890366,35.57384159303271,23.607153402386366,26.61988257473807,17.581695057682964,754194.0,2.6899999999999977,0.0,2.6899999999999977,21.0,0.005920545834708919,2.6899999999999977,0.0,0.0,1.0,1.0,-0.22592777704291322,-0.4299837536234463,-0.3170198651019897,35.57384159303271,23.607153402386366,26.61988257473807,17.581695057682964,8.791208791208843,34.065934065934464,61.9989154083288,0.0973839139480319,0.1394854536598316,0.03000000000002956,0.15999999999996817,0.4399999999999977,1,71.0,71.0,0.9994251094503122,259.0,1,best_24h,329.0,456.78,0.5502424357003944,5.153050790861161,32.64674868189807,0.012751166348356047,2.5783785588752197,15.532513181019333,0.0063933607617837444,0.48114603682294926,6.8212521008403355,45.83613445378151,0.016968051438550954,3.3189078431372576,19.514005602240896,0.008169727335015912,1.887955182072829,0.004067254062369489,3.059017616580304,21.435233160621763,0.007597775791473749,0
71.0,2022/04/01 10:00,452.25,452.4199,451.53,451.915,1190956.0,1p,1p,1,buy,False,3.0168819102783004,2.82000000000005,22.0,0.006206668867613184,-0.23876532720170274,-0.3468655310022025,-0.4662481946030539,-0.0010290097793028091,32.2322109630626,21.62495242116349,24.954905856879876,14.965045549730718,1190956.0,2.82000000000005,0.0,2.82000000000005,22.0,0.006206668867613184,2.82000000000005,0.0,0.0,1.0,1.0,-0.23876532720170274,-0.4662481946030539,-0.3468655310022025,32.2322109630626,21.62495242116349,24.954905856879876,14.965045549730718,8.21576656953236,29.78215381455535,61.624475504645126,-0.07407407407406955,0.1970854649746443,0.16989999999998417,0.38500000000004775,0.33499999999997954,0,72.0,75.0,1.0765298784063269,258.0,1,best_24h,329.0,456.78,0.5502424357003944,5.153050790861161,32.64674868189807,0.012751166348356047,2.5783785588752197,15.532513181019333,0.0063933607617837444,0.48114603682294926,6.8212521008403355,45.83613445378151,0.016968051438550954,3.3189078431372576,19.514005602240896,0.008169727335015912,1.887955182072829,0.004067254062369489,3.059017616580304,21.435233160621763,0.007597775791473749,0
