klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,profit_target_pct,profit_target_distance,has_profit_target,exit_type,exit_klu_idx,exit_price,feat_zs_cnt,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,direction_encoded
108.0,2023/01/03 03:05,4190.5,4197.5,4190.0,4192.75,7168.0,1,1,0,sell,False,0.6200031279218742,22.75,11.0,0.005449428109467633,2.6851479686174087,1.7799194138160843,3.1224933981247887,0.0007467398736039876,75.5613008812018,85.44965191102466,80.77927235230052,94.79041102847293,7168.0,22.75,2.6851479686174087,3.1224933981247887,1.7799194138160843,75.5613008812018,85.44965191102466,80.77927235230052,94.79041102847293,49.28909952606635,4.265402843601896,39.51261189074628,0.0536928767450185,0.17899761336515513,4.75,0.5,2.25,1,109.0,115.0,1.580108520660664,117.0,1,best_24h,225.0,4126.5,1.0,0.5724721913169434,31.635802469135804,34.387205387205384,0.007346714553658743,15.479517396184063,18.673400673400675,0.003597643617025158,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
115.0,2023/01/03 03:40,4196.5,4205.5,4194.5,4202.75,5540.0,1,1,0,sell,False,0.72161520458776,30.75,18.0,0.007365710521588119,2.836785252566168,3.6518674247217957,5.07026005100488,0.0012109775265802029,77.04635969743082,82.6666265007662,77.58346680132803,92.83294589964254,5540.0,30.75,2.836785252566168,5.07026005100488,3.6518674247217957,77.04635969743082,82.6666265007662,77.58346680132803,92.83294589964254,45.72490706319702,5.204460966542751,52.586616275228785,0.1489336351721673,0.2622481821432829,2.75,2.0,6.25,1,116.0,118.0,1.8142882636369044,110.0,1,best_24h,225.0,4126.5,1.0,0.5724721913169434,31.635802469135804,34.387205387205384,0.007346714553658743,15.479517396184063,18.673400673400675,0.003597643617025158,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
118.0,2023/01/03 03:55,4204.5,4206.0,4203.0,4204.25,2182.0,1,1,0,sell,False,0.72161520458776,31.25,21.0,0.007485478172345649,2.9408480732953084,4.782455849155286,6.25287988580294,0.001492199089885554,76.88720590862445,88.16902893469995,83.91125871419075,96.68456937571835,2182.0,31.25,2.9408480732953084,6.25287988580294,4.782455849155286,76.88720590862445,88.16902893469995,83.91125871419075,96.68456937571835,41.221374045801525,5.343511450381679,57.676105383399964,-0.005946010227137591,0.07137758743754462,1.5,1.25,0.25,0,119.0,120.0,1.8493191413450676,107.0,1,best_24h,225.0,4126.5,1.0,0.5724721913169434,31.635802469135804,34.387205387205384,0.007346714553658743,15.479517396184063,18.673400673400675,0.003597643617025158,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
120.0,2023/01/03 04:05,4204.25,4211.5,4203.5,4211.5,5158.0,1,1,0,sell,False,0.72161520458776,36.75,23.0,0.008802922330678484,3.057023231681283,5.4875742949512025,7.016085910791844,0.0016733273656279353,82.16577302213545,92.72158861744239,87.9971740623797,102.17041772756775,5158.0,36.75,3.057023231681283,7.016085910791844,5.4875742949512025,82.16577302213545,92.72158861744239,87.9971740623797,102.17041772756775,46.07142857142857,5.357142857142857,60.37388313031198,0.17244455015757865,0.19031759248245508,0.0,0.75,7.25,1,121.0,121.0,2.0182832719933517,105.0,1,best_24h,225.0,4126.5,1.0,0.5724721913169434,31.635802469135804,34.387205387205384,0.007346714553658743,15.479517396184063,18.673400673400675,0.003597643617025158,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
121.0,2023/01/03 04:10,4211.5,4212.0,4205.25,4206.75,4084.0,1,1,0,sell,False,0.72161520458776,37.25,24.0,0.008922689981436013,2.4869721045826267,5.798445808024031,7.041931860315344,0.001679080601260393,70.76300812061396,86.50575043631962,87.500032853693,84.51718560157286,4084.0,37.25,2.4869721045826267,7.041931860315344,5.798445808024031,70.76300812061396,86.50575043631962,87.500032853693,84.51718560157286,40.70175438596491,5.263157894736842,61.56855123823408,-0.11278641814080492,0.16051364365971107,0.5,1.5,4.75,0,122.0,123.0,1.9076484221786414,104.0,1,best_24h,225.0,4126.5,1.0,0.5724721913169434,31.635802469135804,34.387205387205384,0.007346714553658743,15.479517396184063,18.673400673400675,0.003597643617025158,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
123.0,2023/01/03 04:20,4211.5,4214.75,4208.75,4209.5,4317.0,1,1,0,sell,False,0.72161520458776,40.0,26.0,0.009581412060602432,2.0101726366382486,6.362198021809993,7.3672843401291175,0.0017556699520012136,70.41309450381448,84.73460235006658,87.14818571567749,79.90743561884477,4317.0,40.0,2.0101726366382486,7.3672843401291175,6.362198021809993,70.41309450381448,84.73460235006658,87.14818571567749,79.90743561884477,37.05035971223021,4.316546762589928,63.476952422395456,-0.04748901816454945,0.14256014256014254,3.25,0.75,2.0,0,124.0,125.0,1.9717306093360258,102.0,1,best_24h,225.0,4126.5,1.0,0.5724721913169434,31.635802469135804,34.387205387205384,0.007346714553658743,15.479517396184063,18.673400673400675,0.003597643617025158,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
125.0,2023/01/03 04:30,4213.75,4214.75,4210.0,4211.5,2585.0,1,1,0,sell,False,0.72161520458776,40.0,28.0,0.009581412060602432,1.5192747884816473,6.805147760492903,7.564785154733727,0.0018017371466453568,69.29214331385195,83.15919260507488,85.89312161906562,77.69133457709339,2585.0,40.0,1.5192747884816473,7.564785154733727,6.805147760492903,69.29214331385195,83.15919260507488,85.89312161906562,77.69133457709339,37.68115942028986,0.36231884057971014,68.24458312611308,-0.05339661821417977,0.11282660332541568,1.0,1.5,2.25,0,126.0,130.0,2.0182832719933517,100.0,1,best_24h,225.0,4126.5,1.0,0.5724721913169434,31.635802469135804,34.387205387205384,0.007346714553658743,15.479517396184063,18.673400673400675,0.003597643617025158,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
130.0,2023/01/03 04:55,4213.25,4214.75,4213.0,4213.25,2726.0,1,1,0,sell,False,0.72161520458776,40.0,33.0,0.009581412060602432,-0.39965551809198985,6.977708983262794,6.777881224216799,0.0016125946913088604,68.7165665690404,80.9444139043445,81.28360666462659,80.26602838378031,2726.0,40.0,-0.39965551809198985,6.777881224216799,6.977708983262794,68.7165665690404,80.9444139043445,81.28360666462659,80.26602838378031,22.608695652173914,1.3043478260869565,75.60027592451915,0.0,0.04153809636838358,1.5,0.25,0.0,0,131.0,131.0,2.0589805969263635,95.0,1,best_24h,225.0,4126.5,1.0,0.5724721913169434,31.635802469135804,34.387205387205384,0.007346714553658743,15.479517396184063,18.673400673400675,0.003597643617025158,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
131.0,2023/01/03 05:00,4213.25,4215.25,4212.25,4215.0,2027.0,1,1,0,sell,False,0.72161520458776,40.5,34.0,0.009701179711359961,-0.4680369310961279,6.9192043668757774,6.6851859013277135,0.001590206832313295,70.53893890742563,86.01422465417838,82.86047932781051,92.32171530691409,2027.0,40.5,-0.4680369310961279,6.6851859013277135,6.9192043668757774,70.53893890742563,86.01422465417838,82.86047932781051,92.32171530691409,20.52401746724891,2.6200873362445414,75.72586268462763,0.041535631638283985,0.07122084396700101,0.25,1.0,1.75,1,132.0,132.0,2.099644128113879,94.0,1,best_24h,225.0,4126.5,1.0,0.5724721913169434,31.635802469135804,34.387205387205384,0.007346714553658743,15.479517396184063,18.673400673400675,0.003597643617025158,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
132.0,2023/01/03 05:05,4215.0,4215.75,4212.0,4212.5,1770.0,1,1,0,sell,False,10.827311625668822,41.0,35.0,0.009820947362117492,-0.9181544108599216,6.7816829520617405,6.32260574663178,0.001503728727371623,64.71969860642024,73.34281643610375,79.68792503020876,60.652599247893704,1770.0,41.0,-0.9181544108599216,6.32260574663178,6.7816829520617405,64.71969860642024,73.34281643610375,79.68792503020876,60.652599247893704,19.82758620689655,2.586206896551724,75.2327904035625,-0.05931198102016608,0.08903133903133903,0.75,0.5,2.5,0,133.0,1060.0,2.0415430267062313,93.0,1,best_24h,225.0,4126.5,1.0,0.5724721913169434,31.635802469135804,34.387205387205384,0.007346714553658743,15.479517396184063,18.673400673400675,0.003597643617025158,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
132.0,2023/01/03 05:05,4215.0,4215.75,4212.0,4212.5,1770.0,1p,1p,0,sell,False,2.3603708495591778,41.0,35.0,0.009820947362117492,-0.9131886553940909,6.773831693271374,6.317237365574329,0.0015024500198717165,64.86107483035325,73.34281643309306,79.68792497443039,60.65259935041843,1770.0,41.0,-0.9131886553940909,6.317237365574329,6.773831693271374,64.86107483035325,73.34281643309306,79.68792497443039,60.65259935041843,19.82758620689655,2.586206896551724,73.949796796029,-0.05931198102016608,0.08903133903133903,0.75,0.5,2.5,0,1061.0,1076.0,2.0415430267062313,93.0,1,best_24h,225.0,4126.5,1.2452153110047848,0.5724721913169434,31.635802469135804,34.387205387205384,0.007346714553658743,15.479517396184063,18.673400673400675,0.003597643617025158,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
164.0,2023/01/03 07:45,4189.0,4190.75,4188.5,4189.5,2341.0,2,2,0,sell,False,12765.918540602881,25.16551246537396,33.54293628808864,0.0058334352012643104,0.8998386140268657,-4.578381993783468,-4.128462686770035,-0.0009846958542504443,43.40225137516607,75.91739863301028,56.081692498719626,115.58881090159157,2341.0,11.5,0.8998386140268657,-4.128462686770035,-4.578381993783468,43.40225137516607,75.91739863301028,56.081692498719626,115.58881090159157,12.274368231046932,39.35018050541516,65.1627512624599,0.011936022917164,0.05371851498149696,1.25,0.5,0.5,1,165.0,168.0,1.5037593984962405,61.0,1,best_24h,225.0,4126.5,1.2452153110047848,0.3150684931506849,36.5,27.0,0.008658008658008658,11.5,7.0,0.002751689896512532,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
168.0,2023/01/03 08:05,4188.75,4194.5,4188.5,4193.0,5057.0,2,2,0,sell,False,12765.918540602881,25.16551246537396,33.54293628808864,0.0058334352012643104,2.1579788527165205,-3.8401059873242622,-2.761116560966002,-0.000658703759901185,51.92570082690099,78.21979711724386,71.93132274993405,90.79674585186348,5057.0,15.25,2.1579788527165205,-2.761116560966002,-3.8401059873242622,51.92570082690099,78.21979711724386,71.93132274993405,90.79674585186348,24.88888888888889,20.88888888888889,54.834158448092026,0.10146225007460459,0.1432493732839919,1.5,0.25,4.25,1,169.0,178.0,1.5859766277128546,57.0,1,best_24h,225.0,4126.5,1.2452153110047848,0.4178082191780822,36.5,27.0,0.008658008658008658,15.25,11.0,0.0036489800801579233,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
178.0,2023/01/03 08:55,4192.5,4194.75,4192.25,4193.25,3848.0,2,2,0,sell,False,12765.918540602881,25.16551246537396,33.54293628808864,0.0058334352012643104,2.4288285572489725,-1.819444014067654,-0.6050297354431677,-0.0001443829028528232,54.076535144736276,79.75706398569187,70.2816420152624,98.7079079265508,3848.0,15.5,2.4288285572489725,-0.6050297354431677,-1.819444014067654,54.076535144736276,79.75706398569187,70.2816420152624,98.7079079265508,24.100719424460433,20.863309352517987,30.668381674168565,0.017889087656529516,0.05963384817222256,1.5,0.25,0.75,1,179.0,179.0,1.5918440350563408,47.0,1,best_24h,225.0,4126.5,1.2452153110047848,0.4246575342465753,36.5,27.0,0.008658008658008658,15.5,21.0,0.0037087994257342825,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
179.0,2023/01/03 09:00,4193.25,4195.5,4192.75,4193.0,4971.0,2,2,0,sell,False,12765.918540602881,25.16551246537396,33.54293628808864,0.0058334352012643104,2.4171095630922728,-1.5173053186811198,-0.30875053713498346,-7.367619979689163e-05,53.66981069207281,78.928951748037,73.16407859285394,90.45869805840312,4971.0,16.25,2.4171095630922728,-0.30875053713498346,-1.5173053186811198,53.66981069207281,78.928951748037,73.16407859285394,90.45869805840312,25.830258302583026,16.605166051660518,30.030578014212427,-0.005961962678113635,0.06558941029157474,2.25,0.25,0.25,0,180.0,182.0,1.5859766277128546,46.0,1,best_24h,225.0,4126.5,1.2452153110047848,0.4452054794520548,36.5,27.0,0.008658008658008658,16.25,22.0,0.0038882574624633606,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
182.0,2023/01/03 09:15,4193.5,4198.5,4193.5,4198.0,6653.0,2,2,0,sell,False,12765.918540602881,25.16551246537396,33.54293628808864,0.0058334352012643104,2.5168605408778046,-0.7044096430007534,0.554020627438149,0.00013218170119429608,59.843107091773376,80.39407709409886,74.90728365710568,91.36766396808522,6653.0,19.25,2.5168605408778046,0.554020627438149,-0.7044096430007534,59.843107091773376,80.39407709409886,74.90728365710568,91.36766396808522,24.264705882352942,19.11764705882353,26.63634288844052,0.10730893048765948,0.1192321449862883,0.5,0.0,4.5,1,183.0,183.0,1.7031919961886612,43.0,1,best_24h,225.0,4126.5,1.2452153110047848,0.5273972602739726,36.5,27.0,0.008658008658008658,19.25,25.0,0.004606089609379673,0.0023716884224596274,15.291348600508906,13.913486005089059,0.003562129694985643,0.5031099994139349,39.50212404418012,35.146134239592186,0.009159641807768409,16.500637213254034,26.42395921835174,0.003839515460102246,1.8853016142735768,1
