klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,profit_target_pct,profit_target_distance,has_profit_target,exit_type,exit_klu_idx,exit_price,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,feat_zs_cnt,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,direction_encoded
141.0,2023/03/01 11:45,4263.75,4271.5,4263.75,4268.25,22013.0,2s,2s,0,sell,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,0.6370776854509383,-3.8882742701470887,-3.5697354274216195,-0.0008362837727850979,49.33071767146932,44.83184352996108,36.52594262222431,61.443645345434604,22013.0,19.5,0.6370776854509383,-3.5697354274216195,-3.8882742701470887,49.33071767146932,44.83184352996108,36.52594262222431,61.443645345434604,29.457364341085274,24.031007751937985,24.355869371926417,0.10554089709762532,0.18176487833479918,3.25,0.0,4.5,1,142.0,142.0,0.790722192936215,173.0,1,best_24h,314.0,4234.5,0.5659618805480565,28.233576642335766,32.62408759124087,0.006483508818371214,13.528284671532846,20.42214111922141,0.003111138485895834,0.08064516129032258,31.0,33.0,0.007209302325581395,19.5,5.0,0.004586077140169332,1.0,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,1
142.0,2023/03/01 11:50,4268.25,4277.75,4268.25,4276.25,29880.0,2s,2s,0,sell,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,2.3686660959952333,-3.5921910081476844,-2.407857960150068,-0.0005640149619089298,57.2640596021588,61.27948144715852,44.77712223053571,94.28419988040415,29880.0,25.75,2.3686660959952333,-2.407857960150068,-3.5921910081476844,57.2640596021588,61.27948144715852,44.77712223053571,94.28419988040415,26.455026455026452,24.6031746031746,22.87523177430177,0.18743044573302875,0.22257365430797166,1.5,0.0,8.0,1,143.0,143.0,0.9763227126571178,172.0,1,best_24h,314.0,4234.5,0.5659618805480565,28.233576642335766,32.62408759124087,0.006483508818371214,13.528284671532846,20.42214111922141,0.003111138485895834,0.28225806451612906,31.0,33.0,0.007209302325581395,25.75,6.0,0.006055973659454374,1.0,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,1
143.0,2023/03/01 11:55,4276.0,4279.75,4274.5,4276.75,22657.0,2s,2s,0,sell,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,3.459139077776884,-3.1597986234255737,-1.4302290845371317,-0.0003349716197176959,57.709732833266095,70.58271736116873,53.378987274080046,104.9901775353461,22657.0,27.75,3.459139077776884,-1.4302290845371317,-3.1597986234255737,57.709732833266095,70.58271736116873,53.378987274080046,104.9901775353461,25.87601078167116,25.067385444743934,21.354665332373184,0.017539756782039288,0.12282138261785003,3.0,1.5,0.75,1,144.0,147.0,0.9878996901853043,171.0,1,best_24h,314.0,4234.5,0.5659618805480565,28.233576642335766,32.62408759124087,0.006483508818371214,13.528284671532846,20.42214111922141,0.003111138485895834,0.3467741935483871,31.0,33.0,0.007209302325581395,27.75,7.0,0.006526340545625588,1.0,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,1
147.0,2023/03/01 12:15,4278.25,4283.0,4274.25,4278.0,22369.0,2s,2s,0,sell,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,4.074083230791914,-1.1850352295418465,0.8520063858541107,0.00019946229892341951,58.099696580587846,80.33086696669257,74.34172163950518,92.30915762106736,22369.0,31.0,4.074083230791914,0.8520063858541107,-1.1850352295418465,58.099696580587846,80.33086696669257,74.34172163950518,92.30915762106736,32.7683615819209,19.774011299435028,18.120595574907973,-0.005843510781277391,0.2047142773586009,4.75,3.75,0.25,0,148.0,1042.0,1.0168302945301542,167.0,1,best_24h,314.0,4234.5,0.5659618805480565,28.233576642335766,32.62408759124087,0.006483508818371214,13.528284671532846,20.42214111922141,0.003111138485895834,0.45161290322580644,31.0,33.0,0.007209302325581395,31.0,11.0,0.00729068673565381,1.0,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,1
147.0,2023/03/01 12:15,4278.25,4283.0,4274.25,4278.0,22369.0,1p,1p,0,sell,False,0.8764680437891532,31.0,11.0,0.00729068673565381,2.844468379140616,1.3211511534781226,2.7433853430484305,0.0006425600026989009,62.37072209227918,80.3421746346361,74.41927069425158,92.18798251540514,22369.0,31.0,2.844468379140616,2.7433853430484305,1.3211511534781226,62.37072209227918,80.3421746346361,74.41927069425158,92.18798251540514,32.7683615819209,19.774011299435028,4.6220846891790615,-0.005843510781277391,0.2047142773586009,4.75,3.75,0.25,0,1110.0,1122.0,1.0168302945301542,167.0,1,best_24h,314.0,4234.5,0.5659618805480565,28.233576642335766,32.62408759124087,0.006483508818371214,13.528284671532846,20.42214111922141,0.003111138485895834,0.4953498038885948,32.82837837837838,35.11486486486486,0.007536006854611035,13.536148648648648,22.51689189189189,0.0031199328384738574,2.0486486486486486,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,1
157.0,2023/03/01 13:05,4274.75,4275.0,4271.25,4272.0,15210.0,2,2,1,buy,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,-0.09312218876529021,1.2312320970792772,1.184671002696632,0.00027718713158857297,46.69744107048585,26.474666216436482,40.01830368364308,-0.6126087179767126,15210.0,11.75,-0.09312218876529021,1.184671002696632,1.2312320970792772,46.69744107048585,26.474666216436482,40.01830368364308,-0.6126087179767126,16.334661354581673,15.53784860557769,37.17984867579865,-0.06433124744137085,0.08779631255487269,0.25,0.75,2.75,0,158.0,158.0,0.2808988764044944,288.0,1,best_24h,445.0,4284.0,0.3790322580645161,31.0,11.0,0.00729068673565381,11.75,11.0,0.0027434041559654446,0.4953498038885948,32.82837837837838,35.11486486486486,0.007536006854611035,13.536148648648648,22.51689189189189,0.0031199328384738574,2.0486486486486486,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,0
158.0,2023/03/01 13:10,4272.0,4272.75,4269.25,4270.25,11173.0,2,2,1,buy,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,-0.8324021101735619,1.1271818333075818,0.7109807782208009,0.0001663645023106402,43.9980946357728,20.370865912998468,33.46915776009488,-5.825717781194356,11173.0,13.75,-0.8324021101735619,0.7109807782208009,1.1271818333075818,43.9980946357728,20.370865912998468,33.46915776009488,-5.825717781194356,16.334661354581673,18.725099601593627,35.01115818596888,-0.040964419475655434,0.08198161269543831,0.75,1.0,1.75,0,159.0,159.0,0.32199519934430065,287.0,1,best_24h,445.0,4284.0,0.4435483870967742,31.0,11.0,0.00729068673565381,13.75,12.0,0.003210366565491478,0.4953498038885948,32.82837837837838,35.11486486486486,0.007536006854611035,13.536148648648648,22.51689189189189,0.0031199328384738574,2.0486486486486486,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,0
159.0,2023/03/01 13:15,4270.25,4272.5,4269.0,4272.25,7921.0,2,2,1,buy,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,-1.0174144965429952,1.0000050212397074,0.49129777296820976,0.00011496297917109342,47.71769994115943,22.247243941998978,29.728519820729577,7.284692184537782,7921.0,14.0,-1.0174144965429952,0.49129777296820976,1.0000050212397074,47.71769994115943,22.247243941998978,29.728519820729577,7.284692184537782,16.400000000000002,15.6,32.688932601256816,0.046835665359171004,0.08198641368001874,0.25,1.25,2.0,1,160.0,161.0,0.27503072151676516,286.0,1,best_24h,445.0,4284.0,0.45161290322580644,31.0,11.0,0.00729068673565381,14.0,13.0,0.003268736866682232,0.4953498038885948,32.82837837837838,35.11486486486486,0.007536006854611035,13.536148648648648,22.51689189189189,0.0031199328384738574,2.0486486486486486,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,0
161.0,2023/03/01 13:25,4271.5,4271.5,4266.75,4268.0,11734.0,2,2,1,buy,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,-1.704328575322223,0.6377136577692402,-0.21445062989187136,-5.0187588182705584e-05,41.078340883399726,17.156967175728358,23.709034007344663,4.052833512495752,11734.0,16.25,-1.704328575322223,-0.21445062989187136,0.6377136577692402,41.078340883399726,17.156967175728358,23.709034007344663,4.052833512495752,9.375,23.660714285714285,31.274668443968405,-0.08193842912325881,0.11132595066502607,0.0,1.25,3.5,0,162.0,163.0,0.37488284910965325,284.0,1,best_24h,445.0,4284.0,0.5241935483870968,31.0,11.0,0.00729068673565381,16.25,15.0,0.0037940695773990194,0.4953498038885948,32.82837837837838,35.11486486486486,0.007536006854611035,13.536148648648648,22.51689189189189,0.0031199328384738574,2.0486486486486486,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,0
163.0,2023/03/01 13:35,4268.0,4268.0,4264.0,4264.75,12484.0,2,2,1,buy,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,-2.4364713290247533,0.08585672704137352,-1.1323789374710032,-0.0002650691790360712,36.53722771207245,10.77125434416305,17.171736589719078,-2.0297101469490073,12484.0,19.0,-2.4364713290247533,-1.1323789374710032,0.08585672704137352,36.53722771207245,10.77125434416305,17.171736589719078,-2.0297101469490073,7.30593607305936,30.59360730593607,34.223582107389,-0.07614807872539832,0.09380863039399624,0.0,0.75,3.25,0,164.0,164.0,0.5041327158684565,287.0,1,best_24h,450.0,4286.25,0.6129032258064516,31.0,11.0,0.00729068673565381,19.0,17.0,0.004436142890497315,0.4953498038885948,32.82837837837838,35.11486486486486,0.007536006854611035,13.536148648648648,22.51689189189189,0.0031199328384738574,2.0486486486486486,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,0
164.0,2023/03/01 13:40,4264.75,4268.25,4263.75,4267.5,12966.0,2,2,1,buy,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,-2.246435993665044,-0.19494777216675696,-1.318165768999279,-0.0003085826217086017,42.374268297479404,15.801525884614446,16.714999688017535,13.974578277808263,12966.0,19.25,-2.246435993665044,-1.318165768999279,-0.19494777216675696,42.374268297479404,15.801525884614446,16.714999688017535,13.974578277808263,7.339449541284404,30.73394495412844,36.168025037756216,0.06448209156457002,0.10554089709762532,0.75,1.0,2.75,1,165.0,166.0,0.4393673110720563,286.0,1,best_24h,450.0,4286.25,0.6209677419354839,31.0,11.0,0.00729068673565381,19.25,18.0,0.004494513191688069,0.4953498038885948,32.82837837837838,35.11486486486486,0.007536006854611035,13.536148648648648,22.51689189189189,0.0031199328384738574,2.0486486486486486,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,0
166.0,2023/03/01 13:50,4264.5,4266.0,4261.25,4265.5,13789.0,2,2,1,buy,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,-2.1980980916375112,-0.7643358071156039,-1.8633848529343595,-0.0004363137009688096,40.1398271760469,20.562834885477418,17.28257005710158,27.123364542229098,13789.0,21.75,-2.1980980916375112,-1.8633848529343595,-0.7643358071156039,40.1398271760469,20.562834885477418,17.28257005710158,27.123364542229098,7.239819004524888,31.221719457013574,39.58548535393049,0.023449407902450464,0.1114696391903784,0.5,3.25,1.0,1,167.0,169.0,0.4864611417184386,284.0,1,best_24h,450.0,4286.25,0.7016129032258065,31.0,11.0,0.00729068673565381,21.75,20.0,0.005078216203595611,0.4953498038885948,32.82837837837838,35.11486486486486,0.007536006854611035,13.536148648648648,22.51689189189189,0.0031199328384738574,2.0486486486486486,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,0
169.0,2023/03/01 14:05,4266.5,4266.5,4260.25,4263.0,14687.0,2,2,1,buy,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,-1.6812053040837887,-1.424004927102573,-2.2646075791444673,-0.0005304112326116975,37.31119550308524,28.602140041653172,25.116199600018366,35.574020924922785,14687.0,22.75,-1.6812053040837887,-2.2646075791444673,-1.424004927102573,37.31119550308524,28.602140041653172,25.116199600018366,35.574020924922785,4.3478260869565215,35.65217391304348,46.078168323426574,-0.08203445447087777,0.14670500557479021,0.0,2.75,3.5,0,170.0,170.0,0.5453905700211119,281.0,1,best_24h,450.0,4286.25,0.7338709677419355,31.0,11.0,0.00729068673565381,22.75,23.0,0.005311697408358627,0.4953498038885948,32.82837837837838,35.11486486486486,0.007536006854611035,13.536148648648648,22.51689189189189,0.0031199328384738574,2.0486486486486486,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,0
170.0,2023/03/01 14:10,4262.75,4263.5,4260.25,4262.75,9280.0,2,2,1,buy,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,-1.6531086772584325,-1.630643511759877,-2.457197850389093,-0.0005755870106197935,36.957882124684815,27.00460129761005,25.745666832548928,29.5224702277323,9280.0,22.75,-1.6531086772584325,-2.457197850389093,-1.630643511759877,36.957882124684815,27.00460129761005,25.745666832548928,29.5224702277323,4.464285714285714,31.25,48.14401344318181,0.0,0.07628660289889092,0.75,2.5,0.0,0,171.0,174.0,0.5512873145270072,280.0,1,best_24h,450.0,4286.25,0.7338709677419355,31.0,11.0,0.00729068673565381,22.75,24.0,0.005311697408358627,0.4953498038885948,32.82837837837838,35.11486486486486,0.007536006854611035,13.536148648648648,22.51689189189189,0.0031199328384738574,2.0486486486486486,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,0
174.0,2023/03/01 14:30,4263.0,4263.25,4258.25,4259.0,13193.0,2,2,1,buy,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,-1.2892571364443812,-2.200031776238672,-2.8446603444608627,-0.0006666235206070461,35.017856788817326,26.725505289556395,31.36534485062427,17.44582616742065,13193.0,24.75,-1.2892571364443812,-2.8446603444608627,-2.200031776238672,35.017856788817326,26.725505289556395,31.36534485062427,17.44582616742065,9.917355371900827,28.512396694214875,45.97314471798148,-0.09383063570255688,0.11741912757588212,0.25,0.75,4.0,0,175.0,175.0,0.7689598497299835,288.0,1,best_24h,462.0,4291.75,0.7983870967741935,31.0,11.0,0.00729068673565381,24.75,28.0,0.00577865981788466,0.4953498038885948,32.82837837837838,35.11486486486486,0.007536006854611035,13.536148648648648,22.51689189189189,0.0031199328384738574,2.0486486486486486,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,0
175.0,2023/03/01 14:35,4259.0,4260.0,4256.75,4259.0,17945.0,2,2,1,buy,False,1.3106321858336467,23.575613496932515,33.39325153374233,0.005416171170032861,-1.386303350012012,-2.3733196949901734,-3.0664713699961794,-0.0007187063032458667,35.017856788817326,24.483670193037597,29.071453298095374,15.308103982922042,17945.0,26.25,-1.386303350012012,-3.0664713699961794,-2.3733196949901734,35.017856788817326,24.483670193037597,29.071453298095374,15.308103982922042,10.16949152542373,25.847457627118644,45.79859236417608,0.0,0.07634932753861515,1.0,2.25,0.0,0,176.0,179.0,0.8863583000704391,288.0,1,best_24h,463.0,4296.75,0.8467741935483871,31.0,11.0,0.00729068673565381,26.25,29.0,0.006128881625029185,0.4953498038885948,32.82837837837838,35.11486486486486,0.007536006854611035,13.536148648648648,22.51689189189189,0.0031199328384738574,2.0486486486486486,1.2998805256869772,0.0018165845081805434,13.689268867924529,16.34198113207547,0.003167503674284594,0
