klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,profit_target_pct,profit_target_distance,has_profit_target,exit_type,exit_klu_idx,exit_price,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_zs_cnt,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,direction_encoded
31.0,2025/08/11 16:05,6397.4599609375,6405.58984375,6397.02001953125,6405.25,24454000.0,1p,1p,0,sell,False,2.304132352494186,21.7998046875,17.0,0.003414868683667021,3.14368017564074,0.6608817134138499,2.23272180123422,0.0003493077517412277,71.5324983890092,93.00562503114568,84.44598961838804,110.124895856661,24454000.0,21.7998046875,3.14368017564074,2.23272180123422,0.6608817134138499,71.5324983890092,93.00562503114568,84.44598961838804,110.124895856661,42.46742834235317,8.18901583483664,28.84957376631056,0.1217676876458079,0.13396588087241854,0.33984375,0.43994140625,7.7900390625,1,32.0,32.0,0.5960762777604309,45.0,1,best_24h,76.0,6367.06982421875,0.5354609460707931,43.88912288287214,23.51145038167939,0.0067543827835614655,15.86161885734733,11.396946564885496,0.0024472363988846213,1.1677018633540373,0.418236611031749,51.58032877604167,23.02,0.007951893225708903,20.700061848958335,15.326666666666666,0.003196945987195858,1.68,0.0011037578723138881,12.826698452818627,8.764705882352942,0.0019598964637067783,1
32.0,2025/08/11 16:10,6405.330078125,6407.25,6403.7900390625,6404.08984375,22825000.0,1p,1p,0,sell,False,2.5857687249832932,23.4599609375,18.0,0.0036749267745255047,3.527935307501969,1.1018736268515963,2.865841280602581,0.0004482952451005041,69.11294021542639,90.39156656593212,86.42784860090273,98.3190024959909,22825000.0,23.4599609375,3.527935307501969,2.865841280602581,1.1018736268515963,69.11294021542639,90.39156656593212,86.42784860090273,98.3190024959909,45.8280771310146,5.412386616207124,32.42278709551313,-0.019362536510578194,0.05402989349111343,1.919921875,0.2998046875,1.240234375,0,33.0,76.0,0.5780683974535317,44.0,1,best_24h,76.0,6367.06982421875,0.5354609460707931,43.88912288287214,23.51145038167939,0.0067543827835614655,15.86161885734733,11.396946564885496,0.0024472363988846213,1.1677018633540373,0.418236611031749,51.58032877604167,23.02,0.007951893225708903,20.700061848958335,15.326666666666666,0.003196945987195858,1.68,0.0011037578723138881,12.826698452818627,8.764705882352942,0.0019598964637067783,1
60.0,2025/08/11 18:30,6382.7998046875,6386.2998046875,6382.7900390625,6383.93994140625,19834000.0,2,2,0,sell,False,1.0630967579111676,29.17549681432039,25.46925566343042,0.00450923481800824,-0.7007882712618922,-2.4119552592330855,-2.7623493948640316,-0.00043244862691954643,40.283523623833126,25.47365629484117,21.931125809454457,32.558717265614604,19834000.0,5.02978515625,-0.7007882712618922,-2.7623493948640316,-2.4119552592330855,40.283523623833126,25.47365629484117,21.931125809454457,32.558717265614604,14.916016862154075,28.24847650874779,44.49308405892879,0.017862642627655165,0.05498795359897993,2.35986328125,0.009765625,1.14013671875,1,61.0,62.0,0.26425870766860415,16.0,1,best_24h,76.0,6367.06982421875,0.19360234555603587,25.97998046875,25.0,0.004054778644309181,5.02978515625,5.0,0.0007882106760653068,1.1677018633540373,0.418236611031749,51.58032877604167,23.02,0.007951893225708903,20.700061848958335,15.326666666666666,0.003196945987195858,1.68,0.0011037578723138881,12.826698452818627,8.764705882352942,0.0019598964637067783,1
76.0,2025/08/11 19:50,6377.240234375,6378.169921875,6365.22021484375,6367.06982421875,81947000.0,1p,1p,1,buy,False,1.3493478596377253,42.02978515625,45.0,0.006559722994459402,-1.5936098094705793,-2.48226567727179,-3.27907058200708,-0.0005138301523032776,24.075400787640035,21.181072081337746,32.94256725573956,-2.3419182674658856,81947000.0,42.02978515625,-1.5936098094705793,-3.27907058200708,-2.48226567727179,24.075400787640035,21.181072081337746,32.94256725573956,-2.3419182674658856,8.339989153478282,44.32579007050239,46.1150444631683,-0.15947980290014507,0.20344476065496003,0.9296875,1.849609375,10.17041015625,0,77.0,77.0,1.7560677310063784,84.0,1,best_24h,160.0,6478.8798828125,0.5354609460707931,43.88912288287214,23.51145038167939,0.0067543827835614655,15.86161885734733,11.396946564885496,0.0024472363988846213,1.1677018633540373,0.418236611031749,51.58032877604167,23.02,0.007951893225708903,20.700061848958335,15.326666666666666,0.003196945987195858,1.68,0.0011037578723138881,12.826698452818627,8.764705882352942,0.0019598964637067783,0
77.0,2025/08/11 19:55,6367.27001953125,6376.18994140625,6364.06005859375,6374.490234375,201675000.0,1p,1p,1,buy,False,0.9469080136964906,43.18994140625,46.0,0.00674079229095946,-1.3430570835000024,-2.7097106080722484,-3.3812391498222496,-0.0005298807065400817,39.53222012234415,32.6141263184489,32.83308694090941,32.17620507352788,201675000.0,43.18994140625,-1.3430570835000024,-3.3812391498222496,-2.7097106080722484,39.53222012234415,32.6141263184489,32.83308694090941,32.17620507352788,7.594641189569715,39.353315135406945,47.322198394715805,0.11339576964071553,0.19059975394355894,1.69970703125,3.2099609375,7.22021484375,1,78.0,1009.0,1.6376156304165255,83.0,1,best_24h,160.0,6478.8798828125,0.5354609460707931,43.88912288287214,23.51145038167939,0.0067543827835614655,15.86161885734733,11.396946564885496,0.0024472363988846213,1.1677018633540373,0.418236611031749,51.58032877604167,23.02,0.007951893225708903,20.700061848958335,15.326666666666666,0.003196945987195858,1.68,0.0011037578723138881,12.826698452818627,8.764705882352942,0.0019598964637067783,0
94.0,2025/08/12 14:50,6415.3798828125,6420.2099609375,6414.10009765625,6416.39013671875,31033572.0,1,1,0,sell,False,5.210595230255852,56.14990234375,18.0,0.008822968643724161,2.452448200971169,6.025394271385206,7.251618371870791,0.0011329449317299652,65.04087685733104,87.49542252963411,84.51298771762427,93.46029215365382,31033572.0,56.14990234375,2.452448200971169,7.251618371870791,6.025394271385206,65.04087685733104,87.49542252963411,84.51298771762427,93.46029215365382,27.356692764748715,15.537947090708066,26.088569738930648,0.015747374663760444,0.09525674978914937,3.81982421875,1.27978515625,1.01025390625,1,95.0,96.0,-0.3282228503100314,32.0,1,best_24h,126.0,6437.4501953125,0.5354609460707931,43.88912288287214,23.51145038167939,0.0067543827835614655,15.86161885734733,11.396946564885496,0.0024472363988846213,1.0,0.418236611031749,51.58032877604167,23.02,0.007951893225708903,20.700061848958335,15.326666666666666,0.003196945987195858,1.68,0.0011037578723138881,12.826698452818627,8.764705882352942,0.0019598964637067783,1
96.0,2025/08/12 15:00,6416.7001953125,6421.77001953125,6416.39990234375,6421.06005859375,30889295.0,1,1,0,sell,False,5.210595230255852,57.7099609375,20.0,0.00906810438716256,2.4086193136734835,6.605610329951631,7.809919986788373,0.0012196720798111104,68.03239161679856,87.79212204847389,85.50279509532427,92.37077595477314,30889295.0,57.7099609375,2.4086193136734835,7.809919986788373,6.605610329951631,68.03239161679856,87.79212204847389,85.50279509532427,92.37077595477314,37.04933134271465,7.340935802547569,30.77982057739808,0.06794556623410501,0.08369361743706827,0.7099609375,0.30029296875,4.35986328125,1,97.0,97.0,-0.2552559323411707,30.0,1,best_24h,126.0,6437.4501953125,0.5354609460707931,43.88912288287214,23.51145038167939,0.0067543827835614655,15.86161885734733,11.396946564885496,0.0024472363988846213,1.0,0.418236611031749,51.58032877604167,23.02,0.007951893225708903,20.700061848958335,15.326666666666666,0.003196945987195858,1.68,0.0011037578723138881,12.826698452818627,8.764705882352942,0.0019598964637067783,1
97.0,2025/08/12 15:05,6421.08984375,6424.72998046875,6421.009765625,6422.7900390625,31609022.0,1,1,0,sell,False,5.210595230255852,60.669921875,21.0,0.009533210138875729,2.492724323521429,6.9172008703918095,8.163563032152524,0.0012746129191072045,69.09397624789952,88.26893061333445,86.42484026799433,91.95711130401472,31609022.0,60.669921875,2.492724323521429,8.163563032152524,6.9172008703918095,69.09397624789952,88.26893061333445,86.42484026799433,91.95711130401472,40.977033088321626,8.140572528943474,33.35645700742359,0.026478298137424347,0.057938158942947605,1.93994140625,0.080078125,1.7001953125,1,98.0,98.0,-0.22825214837849292,29.0,1,best_24h,126.0,6437.4501953125,0.5354609460707931,43.88912288287214,23.51145038167939,0.0067543827835614655,15.86161885734733,11.396946564885496,0.0024472363988846213,1.0,0.418236611031749,51.58032877604167,23.02,0.007951893225708903,20.700061848958335,15.326666666666666,0.003196945987195858,1.68,0.0011037578723138881,12.826698452818627,8.764705882352942,0.0019598964637067783,1
98.0,2025/08/12 15:10,6422.89990234375,6426.5,6422.7998046875,6423.58984375,32067575.0,1,1,0,sell,False,5.210595230255852,62.43994140625,22.0,0.009811337547315226,2.3907247196547363,7.216041460348651,8.41140382017602,0.0013130231236062925,69.59665812447223,87.2726046021273,86.70742837937198,88.40295704763793,32067575.0,62.43994140625,2.3907247196547363,8.41140382017602,7.216041460348651,69.59665812447223,87.2726046021273,86.70742837937198,88.40295704763793,47.41522386324743,4.100123345969299,36.97970540243718,0.010741898779992457,0.05761031676247353,2.91015625,0.10009765625,0.68994140625,1,99.0,99.0,-0.21577267384196072,28.0,1,best_24h,126.0,6437.4501953125,0.5354609460707931,43.88912288287214,23.51145038167939,0.0067543827835614655,15.86161885734733,11.396946564885496,0.0024472363988846213,1.0,0.418236611031749,51.58032877604167,23.02,0.007951893225708903,20.700061848958335,15.326666666666666,0.003196945987195858,1.68,0.0011037578723138881,12.826698452818627,8.764705882352942,0.0019598964637067783,1
99.0,2025/08/12 15:15,6423.7900390625,6428.75,6423.7900390625,6426.58984375,30731320.0,1,1,0,sell,False,5.210595230255852,64.68994140625,23.0,0.010164885436443285,2.4527990414833027,7.522641340534065,8.749040861275716,0.001365405446309426,71.47103979974469,88.24508133936678,87.21997936603691,90.29528528602651,30731320.0,64.68994140625,2.4527990414833027,8.749040861275716,7.522641340534065,71.47103979974469,88.24508133936678,87.21997936603691,90.29528528602651,40.451866404715126,4.454813359528488,40.06398965975751,0.04358493460207502,0.07721237629715348,2.16015625,0.0,2.7998046875,1,100.0,107.0,-0.16899089293930794,27.0,1,best_24h,126.0,6437.4501953125,0.5354609460707931,43.88912288287214,23.51145038167939,0.0067543827835614655,15.86161885734733,11.396946564885496,0.0024472363988846213,1.0,0.418236611031749,51.58032877604167,23.02,0.007951893225708903,20.700061848958335,15.326666666666666,0.003196945987195858,1.68,0.0011037578723138881,12.826698452818627,8.764705882352942,0.0019598964637067783,1
