klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,feat_zs_cnt,feat_break_bi_amp,feat_break_bi_klu_cnt,feat_break_bi_amp_rate,feat_bi_amp,feat_bi_klu_cnt,feat_bi_amp_rate,feat_level,feat_bsp_type,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,profit_target_pct,profit_target_distance,has_profit_target,exit_type,exit_klu_idx,exit_price,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,direction_encoded
54.0,2023/03/01 08:30,396.38,396.47,395.88,395.91,96349.0,1p,1p,1,buy,False,2.229864100538763,1.7789999999999964,12.0,0.004473682225223109,-0.2867252858797424,-0.1697487169155695,-0.3131113598554407,-0.0007882190078030505,18.274665568716657,17.24227458023713,31.284093978917692,-10.841364217123996,96349.0,1.7789999999999964,0.0,1.7789999999999964,12.0,0.004473682225223109,1.7789999999999964,0.0,0.0,1.0,1.0,-0.2867252858797424,-0.3131113598554407,-0.1697487169155695,18.274665568716657,17.24227458023713,31.284093978917692,-10.841364217123996,5.512501153242436,55.81695728388469,58.68565636255581,-0.11857308643220407,0.1490350611296433,0.09000000000003183,0.03000000000002956,0.46999999999997044,0,55.0,55.0,0.6365082973403,276.0,1,best_24h,330.0,398.43,0.60661539735796,2.6732881782945705,29.032945736434108,0.006618347042879244,1.4869416666666644,18.308139534883722,0.003686364802972455,0.49919465689238585,3.8763442384105975,31.602649006622517,0.009568861592474609,1.7404452980132463,22.38543046357616,0.004306610858227006,2.027814569536424,0.0021780649718591404,1.5444273631840788,18.248756218905474,0.0038353820575817666,0
55.0,2023/03/01 08:35,395.87,396.26,395.81,395.95,2534895.0,1p,1p,1,buy,False,2.4640147841157325,1.8489999999999895,13.0,0.004649712442067172,-0.3168333636192434,-0.20935288736797492,-0.3677695691775966,-0.0009260368608091386,19.772921458366042,13.578555143745433,25.38224770052694,-10.02882996981758,2534895.0,1.8489999999999895,0.0,1.8489999999999895,13.0,0.004649712442067172,1.8489999999999895,0.0,0.0,1.0,1.0,-0.3168333636192434,-0.3677695691775966,-0.20935288736797492,19.772921458366042,13.578555143745433,25.38224770052694,-10.02882996981758,1.9199240659245733,53.71472948485828,61.14368805371432,0.020208654356224032,0.11369091230640675,0.3100000000000023,0.060000000000002274,0.07999999999998408,1,56.0,56.0,0.6263417098118496,275.0,1,best_24h,330.0,398.43,0.60661539735796,2.6732881782945705,29.032945736434108,0.006618347042879244,1.4869416666666644,18.308139534883722,0.003686364802972455,0.49919465689238585,3.8763442384105975,31.602649006622517,0.009568861592474609,1.7404452980132463,22.38543046357616,0.004306610858227006,2.027814569536424,0.0021780649718591404,1.5444273631840788,18.248756218905474,0.0038353820575817666,0
56.0,2023/03/01 08:40,395.95,396.26,395.5,395.5,2562096.0,1p,1p,1,buy,False,2.89860059851435,2.158999999999992,14.0,0.005429274830948103,-0.37271423180426766,-0.25594216634350836,-0.4422992822456422,-0.0011140427877951392,16.179341349110757,9.052370095830288,19.938955165628055,-12.720800043765248,2562096.0,2.158999999999992,0.0,2.158999999999992,14.0,0.005429274830948103,2.158999999999992,0.0,0.0,1.0,1.0,-0.37271423180426766,-0.4422992822456422,-0.25594216634350836,16.179341349110757,9.052370095830288,19.938955165628055,-12.720800043765248,0.9305682163472091,53.17532664843693,63.673438661320304,-0.11365071347392061,0.19216182048040223,0.3100000000000023,0.0,0.44999999999998863,0,57.0,57.0,0.7408343868520877,274.0,1,best_24h,330.0,398.43,0.60661539735796,2.6732881782945705,29.032945736434108,0.006618347042879244,1.4869416666666644,18.308139534883722,0.003686364802972455,0.49919465689238585,3.8763442384105975,31.602649006622517,0.009568861592474609,1.7404452980132463,22.38543046357616,0.004306610858227006,2.027814569536424,0.0021780649718591404,1.5444273631840788,18.248756218905474,0.0038353820575817666,0
57.0,2023/03/01 08:45,395.52,395.85,395.37,395.77,71276.0,1p,1p,1,buy,False,2.89860059851435,2.2889999999999873,15.0,0.0057561880908013835,-0.34907269126562224,-0.2995762527517111,-0.47411259838452224,-0.0011944516541149814,24.98824300098343,13.320887896309094,17.732932742521733,4.496798203883813,71276.0,2.2889999999999873,0.0,2.2889999999999873,15.0,0.0057561880908013835,2.2889999999999873,0.0,0.0,1.0,1.0,-0.34907269126562224,-0.47411259838452224,-0.2995762527517111,24.98824300098343,13.320887896309094,17.732932742521733,4.496798203883813,0.0,52.07407670707116,66.26819304265457,0.063207928802589,0.12140526595341534,0.08000000000004093,0.14999999999997726,0.25,1,58.0,60.0,0.6721075372059593,273.0,1,best_24h,330.0,398.43,0.60661539735796,2.6732881782945705,29.032945736434108,0.006618347042879244,1.4869416666666644,18.308139534883722,0.003686364802972455,0.49919465689238585,3.8763442384105975,31.602649006622517,0.009568861592474609,1.7404452980132463,22.38543046357616,0.004306610858227006,2.027814569536424,0.0021780649718591404,1.5444273631840788,18.248756218905474,0.0038353820575817666,0
60.0,2023/03/01 09:00,395.41,395.54,395.33,395.41,81553.0,1p,1p,1,buy,False,2.89860059851435,2.3290000000000077,18.0,0.0058567767861409095,-0.2876118236641687,-0.4144115720216114,-0.5582174838536957,-0.0014073810722202574,21.52447830042928,9.025502782833756,12.982837702109679,1.1108329442819134,81553.0,2.3290000000000077,0.0,2.3290000000000077,18.0,0.0058567767861409095,2.3290000000000077,0.0,0.0,1.0,1.0,-0.2876118236641687,-0.5582174838536957,-0.4144115720216114,21.52447830042928,9.025502782833756,12.982837702109679,1.1108329442819134,0.3368364322282017,52.20964699541912,72.7271539361022,0.0,0.053120178079082384,0.12999999999999545,0.08000000000004093,0.0,0,61.0,61.0,0.7637641941276098,270.0,1,best_24h,330.0,398.43,0.60661539735796,2.6732881782945705,29.032945736434108,0.006618347042879244,1.4869416666666644,18.308139534883722,0.003686364802972455,0.49919465689238585,3.8763442384105975,31.602649006622517,0.009568861592474609,1.7404452980132463,22.38543046357616,0.004306610858227006,2.027814569536424,0.0021780649718591404,1.5444273631840788,18.248756218905474,0.0038353820575817666,0
61.0,2023/03/01 09:05,395.4,395.4,395.03,395.22,53920.0,1p,1p,1,buy,False,2.89860059851435,2.629000000000019,19.0,0.006611192001186995,-0.2733669871493396,-0.4485824454152788,-0.5852659389899486,-0.0014759660031322078,19.825743229631968,9.636049474271163,11.867241626163505,5.17366517048648,53920.0,2.629000000000019,0.0,2.629000000000019,19.0,0.006611192001186995,2.629000000000019,0.0,0.0,1.0,1.0,-0.2733669871493396,-0.5852659389899486,-0.4485824454152788,19.825743229631968,9.636049474271163,11.867241626163505,5.17366517048648,0.3253302101630163,54.49281020235516,74.59043268208225,-0.04552352048557157,0.09366377237171976,0.0,0.19000000000005457,0.17999999999994998,0,62.0,75.0,0.8122058600273213,269.0,1,best_24h,330.0,398.43,0.60661539735796,2.6732881782945705,29.032945736434108,0.006618347042879244,1.4869416666666644,18.308139534883722,0.003686364802972455,0.49919465689238585,3.8763442384105975,31.602649006622517,0.009568861592474609,1.7404452980132463,22.38543046357616,0.004306610858227006,2.027814569536424,0.0021780649718591404,1.5444273631840788,18.248756218905474,0.0038353820575817666,0
75.0,2023/03/01 10:15,394.35,394.62,394.03,394.62,1524672.0,1p,1p,1,buy,False,0.37437576381938553,2.660000000000025,6.0,0.0067054879124758,-0.1395352126556546,-0.38371021544033324,-0.45347782176816054,-0.0011457536925392536,35.28464772748595,25.041351110584582,37.03050914175001,1.0630350482537239,1524672.0,2.660000000000025,0.0,2.660000000000025,6.0,0.0067054879124758,2.660000000000025,0.0,0.0,1.0,1.0,-0.1395352126556546,-0.45347782176816054,-0.38371021544033324,35.28464772748595,25.041351110584582,37.03050914175001,1.0630350482537239,15.551743853631098,26.643796455118185,49.39329233129558,0.06846709775579607,0.14973479176713242,0.0,0.32000000000005,0.2699999999999818,1,76.0,85.0,0.965485783792003,255.0,1,best_24h,330.0,398.43,0.60661539735796,2.6732881782945705,29.032945736434108,0.006618347042879244,1.4869416666666644,18.308139534883722,0.003686364802972455,0.49919465689238585,3.8763442384105975,31.602649006622517,0.009568861592474609,1.7404452980132463,22.38543046357616,0.004306610858227006,2.027814569536424,0.0021780649718591404,1.5444273631840788,18.248756218905474,0.0038353820575817666,0
85.0,2023/03/01 11:05,395.0,395.1,393.95,394.11,1465727.0,1,1,1,buy,False,2.68302070237327e-07,2.329999999999984,5.0,0.0058796810336125575,0.013518248584917236,-0.2676664526424738,-0.2609073283500152,-0.0006597071722837016,35.03388446420732,42.6646953576292,54.00875242972732,19.97658121343295,1465727.0,2.329999999999984,1.0,2.329999999999984,5.0,0.0058796810336125575,2.329999999999984,5.0,0.0058796810336125575,1.0,1.0,0.013518248584917236,-0.2609073283500152,-0.2676664526424738,35.03388446420732,42.6646953576292,54.00875242972732,19.97658121343295,16.097171836121866,36.75283481167843,32.864667335040316,-0.22531645569619907,0.29191521766722534,0.10000000000002274,0.160000000000025,0.8899999999999864,0,86.0,86.0,1.0961406713861594,245.0,1,best_24h,330.0,398.43,0.60661539735796,2.6732881782945705,29.032945736434108,0.006618347042879244,1.4869416666666644,18.308139534883722,0.003686364802972455,0.49919465689238585,3.8763442384105975,31.602649006622517,0.009568861592474609,1.7404452980132463,22.38543046357616,0.004306610858227006,2.027814569536424,0.0021780649718591404,1.5444273631840788,18.248756218905474,0.0038353820575817666,0
86.0,2023/03/01 11:10,394.11,394.11,393.62,393.81,1685094.0,1,1,1,buy,False,0.3738490753813984,2.659999999999968,6.0,0.006712425557686404,-0.13933887094151365,-0.285083811510163,-0.3547532469809198,-0.000897279924778333,32.92559102424984,30.824082619371843,46.28052915960883,-0.08881046110212765,1685094.0,2.659999999999968,1.0,2.659999999999968,6.0,0.006712425557686404,2.659999999999968,6.0,0.006712425557686404,1.0,1.0,-0.13933887094151365,-0.3547532469809198,-0.285083811510163,32.92559102424984,30.824082619371843,46.28052915960883,-0.08881046110212765,17.402821413170248,36.65373005605958,33.06094364057585,-0.0761208799573752,0.12448554443372012,0.0,0.18999999999999773,0.30000000000001137,0,87.0,87.0,1.1731545669231367,244.0,1,best_24h,330.0,398.43,0.60661539735796,2.6732881782945705,29.032945736434108,0.006618347042879244,1.4869416666666644,18.308139534883722,0.003686364802972455,0.49919465689238585,3.8763442384105975,31.602649006622517,0.009568861592474609,1.7404452980132463,22.38543046357616,0.004306610858227006,2.027814569536424,0.0021780649718591404,1.5444273631840788,18.248756218905474,0.0038353820575817666,0
87.0,2023/03/01 11:15,393.81,393.84,393.43,393.57,1154307.0,1,1,1,buy,False,0.679546757008536,2.849999999999966,7.0,0.007191884526092577,-0.2532767475135178,-0.3167434049493527,-0.4433817787061116,-0.001121826018421232,31.302664916718527,22.186815313499217,38.249291210905625,-9.938136481313592,1154307.0,2.849999999999966,1.0,2.849999999999966,7.0,0.007191884526092577,2.849999999999966,7.0,0.007191884526092577,1.0,1.0,-0.2532767475135178,-0.4433817787061116,-0.3167434049493527,31.302664916718527,22.186815313499217,38.249291210905625,-9.938136481313592,18.187085559775525,33.15521792313219,32.78184802451159,-0.06094309438561974,0.10421167679128895,0.029999999999972715,0.13999999999998636,0.2400000000000091,0,88.0,88.0,1.2348502172421714,243.0,1,best_24h,330.0,398.43,0.60661539735796,2.6732881782945705,29.032945736434108,0.006618347042879244,1.4869416666666644,18.308139534883722,0.003686364802972455,0.49919465689238585,3.8763442384105975,31.602649006622517,0.009568861592474609,1.7404452980132463,22.38543046357616,0.004306610858227006,2.027814569536424,0.0021780649718591404,1.5444273631840788,18.248756218905474,0.0038353820575817666,0
