feature,importance
feat_bsp1_bi_amp_rate,0.061779767
klu_low,0.052303653
feat_bsp2s_break_bi_amp,0.04804481
feat_bsp3_bi_klu_cnt,0.047720306
feat_bi_amp,0.042318333
klu_open,0.042294253
feat_bsp2_break_bi_amp_rate,0.042068657
feat_bsp2_break_bi_bi_klu_cnt,0.03995346
klu_high,0.038528748
feat_bsp2s_break_bi_klu_cnt,0.031622723
feat_bsp2s_break_bi_amp_rate,0.030808263
klu_close,0.025806459
feat_break_bi_amp_rate,0.024610348
feat_divergence_rate,0.0220188
feat_bsp2s_retrace_rate,0.021602996
feat_bsp2_break_bi_amp,0.021492094
feat_bsp2s_lv,0.020910658
feat_break_bi_amp,0.019375345
feat_bsp2_bi_klu_cnt,0.019309571
feat_break_bi_klu_cnt,0.018641334
feat_bsp3_zs_height,0.018523876
feat_bsp1_bi_amp,0.018497035
feat_bsp2_bi_amp,0.016581299
feat_level,0.01523502
feat_bi_amp_rate,0.015208589
feat_bi_klu_cnt,0.014604336
feat_volume,0.014180299
feat_macd_dea,0.013879489
dmi_adx,0.012565154
feat_bsp3_bi_amp,0.012318613
feat_ppo,0.012031067
feat_bsp1_bi_klu_cnt,0.011397783
feat_macd_diff,0.011132422
feat_bsp2s_bi_klu_cnt,0.010691318
feat_kdj_d,0.010572647
feat_zs_cnt,0.01043449
feat_rsi,0.00973604
dmi_plus,0.009518772
feat_macd_value,0.009502469
feat_kdj_j,0.008542237
feat_bsp3_bi_amp_rate,0.007986005
dmi_minus,0.0076252227
feat_bsp2s_bi_amp,0.0069830664
feat_kdj_k,0.006798458
lower_shadow,0.0065841237
price_change_pct,0.006518682
feat_bsp2s_bi_amp_rate,0.00627614
upper_shadow,0.005746118
is_bullish_candle,0.0052274186
high_low_spread_pct,0.004365953
feat_bsp2_retrace_rate,0.0041112304
feat_bsp2_bi_amp_rate,0.0036681201
body_size,0.0017459299
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
