side,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx
buy,11927,406.18,246.1962676645822,0.0,5m BUY signal,2024-01-02 06:25:00,0.20926212482964002,1.44382905960083,1.2499999999999996,FREE,,,
sell,14581,421.71,246.1962676645822,0.0,5m SELL signal,2024-01-23 06:05:00,0.20241981234701104,2.8046274185180664,1.2499999999999996,FREE,3823.4280368309546,406.18,11927.0
buy,14616,422.65,245.6487117871311,0.0,5m BUY signal,2024-01-23 09:00:00,0.20241981234701104,3.199357271194458,1.9499999999999993,FREE,,,
sell,14685,422.5,245.6487117871311,0.0,5m SELL signal,2024-01-23 14:45:00,0.20241981234701104,2.7934460639953613,1.2499999999999996,FREE,-36.84730676806408,422.65,14616.0
buy,14832,427.9401,242.52595335202963,0.0,FORCE_BUY->first acceptable 5m signal,2024-01-24 11:05:00,0.1994879327610429,3.572322368621826,-0.5,FORCE_BUY,,,
sell,14992,427.69,242.52595335202963,0.0,5m SELL signal,2024-01-25 08:35:00,0.21647713392554116,2.190401315689087,-0.5,FREE,-60.655740933336524,427.9401,14832.0
buy,15039,426.6,243.14562819767826,0.0,5m BUY signal,2024-01-25 12:30:00,0.21647713392554116,3.4411792755126953,-0.5,FREE,,,
sell,15063,424.96,243.14562819767826,0.0,5m SELL signal,2024-01-25 14:30:00,0.21647713392554116,2.8187472820281982,-0.5,FREE,-398.75883024420284,426.6,15039.0
buy,15091,425.22,242.9969572430397,0.0,5m BUY signal,2024-01-25 16:50:00,0.21647713392554116,3.216606378555298,-0.5,FREE,,,
sell,15164,424.32,242.9969572430397,0.0,5m SELL signal,2024-01-26 06:55:00,0.20814235076727436,2.7051937580108643,2.4499999999999993,FREE,-218.69726151874403,425.22,15091.0
buy,15535,427.84,240.99773022009774,0.0,5m BUY signal,2024-01-30 06:05:00,0.20674724279751674,1.0839699506759644,-0.5,FREE,,,
sell,15713,420.37,240.99773022009774,0.0,5m SELL signal,2024-01-31 04:55:00,0.2301322625150288,0.33890169858932495,-0.5,FREE,-1800.253044744123,427.84,15535.0
buy,15766,420.4,240.98053247531516,0.0,5m BUY signal,2024-01-31 09:20:00,0.2301322625150288,2.201812982559204,2.1499999999999995,FREE,,,
sell,15810,420.32,240.98053247531516,0.0,5m SELL signal,2024-01-31 13:00:00,0.2301322625150288,0.13423311710357666,-0.5,FREE,-19.27844259802138,420.4,15766.0
buy,16878,431.64,234.66068346312775,0.0,FORCE_BUY->first acceptable 5m signal,2024-02-08 06:20:00,0.18118919783887807,0.7398680448532104,0.6499999999999997,FORCE_BUY,,,
sell,17604,430.56,234.66068346312775,0.0,5m SELL signal,2024-02-14 04:00:00,0.21207463631232185,0.4543951153755188,-0.5,FREE,-253.43353814017425,431.64,16878.0
buy,18196,427.64,236.26298726004183,0.0,5m BUY signal,2024-02-20 06:00:00,0.2171912930328398,1.9406856298446655,1.8999999999999995,FREE,,,
sell,18544,430.3,236.26298726004183,0.0,5m SELL signal,2024-02-21 19:05:00,0.20934591281581127,1.009909749031067,-0.5,FREE,628.4595461117171,427.64,18196.0
buy,18752,437.24,232.51295265299606,0.0,5m BUY signal,2024-02-23 04:25:00,0.2114471642428396,1.118218183517456,0.8499999999999996,FREE,,,
sell,18794,437.6,232.51295265299606,0.0,5m SELL signal,2024-02-23 08:00:00,0.2114471642428396,2.0815999507904053,1.7499999999999996,FREE,83.70466295508176,437.24,18752.0
buy,18831,436.28,233.2164391696871,0.0,5m BUY signal,2024-02-23 11:05:00,0.2114471642428396,0.8562495112419128,0.8499999999999996,FREE,,,
sell,18837,437.5,233.2164391696871,0.0,5m SELL signal,2024-02-23 11:35:00,0.2114471642428396,2.0163676738739014,1.7499999999999996,FREE,284.5240557870246,436.28,18831.0
buy,18870,436.96,233.50465062417183,0.0,5m BUY signal,2024-02-23 14:20:00,0.2114471642428396,0.9969556927680969,0.8499999999999996,FREE,,,
sell,19127,437.13,233.50465062417183,0.0,5m SELL signal,2024-02-27 04:05:00,0.2027127359074017,2.2859060764312744,2.1999999999999993,FREE,39.69579060611293,436.96,18870.0
buy,19146,437.43,233.3445075265625,0.0,5m BUY signal,2024-02-27 05:40:00,0.2027127359074017,1.7944165468215942,-0.5,FREE,,,
sell,19165,437.961,233.3445075265625,0.0,5m SELL signal,2024-02-27 07:15:00,0.2027127359074017,2.2820329666137695,2.1999999999999993,FREE,123.90593349660607,437.43,19146.0
buy,19326,434.85,235.01389872563146,0.0,5m BUY signal,2024-02-28 04:40:00,0.21316961928571956,1.756166934967041,-0.5,FREE,,,
sell,19335,435.35,235.01389872563146,0.0,5m SELL signal,2024-02-28 05:25:00,0.21316961928571956,2.526254415512085,2.1999999999999993,FREE,117.50694936281573,434.85,19326.0
buy,19364,435.52,234.92216387353892,0.0,5m BUY signal,2024-02-28 07:50:00,0.21316961928571956,1.6735960245132446,-0.5,FREE,,,
sell,19367,435.75,234.92216387353892,0.0,5m SELL signal,2024-02-28 08:05:00,0.21316961928571956,2.3999576568603516,2.1999999999999993,FREE,54.03209769091823,435.52,19364.0
buy,19387,434.98,235.3380222260669,0.0,5m BUY signal,2024-02-28 09:45:00,0.21316961928571956,1.4742172956466675,-0.5,FREE,,,
sell,19397,435.39,235.3380222260669,0.0,5m SELL signal,2024-02-28 10:35:00,0.21316961928571956,2.282957077026367,2.1999999999999993,FREE,96.48858911267993,434.98,19387.0
buy,19417,435.83,235.10043250122126,0.0,5m BUY signal,2024-02-28 12:15:00,0.21316961928571956,1.5545142889022827,-0.5,FREE,,,
sell,19432,435.965,235.10043250122126,0.0,5m SELL signal,2024-02-28 13:30:00,0.21316961928571956,2.292740821838379,2.1999999999999993,FREE,31.73855838766273,435.83,19417.0
buy,19439,435.57,235.31363513418032,0.0,5m BUY signal,2024-02-28 14:05:00,0.21316961928571956,1.75452721118927,-0.5,FREE,,,
sell,19456,435.56,235.31363513418032,0.0,5m SELL signal,2024-02-28 15:30:00,0.21316961928571956,2.3207788467407227,2.1999999999999993,FREE,-2.353136351339663,435.57,19439.0
buy,19462,434.66,235.8008717596364,0.0,5m BUY signal,2024-02-28 16:00:00,0.21316961928571956,1.5654839277267456,-0.5,FREE,,,
sell,19486,434.12,235.8008717596364,0.0,5m SELL signal,2024-02-28 18:00:00,0.21316961928571956,2.2183029651641846,2.1999999999999993,FREE,-127.33247075020849,434.66,19462.0
buy,19561,434.25,235.73028082508546,0.0,5m BUY signal,2024-02-29 08:20:00,0.2143794868811255,1.98116135597229,1.5999999999999996,FREE,,,
sell,19563,436.6,235.73028082508546,0.0,5m SELL signal,2024-02-29 08:30:00,0.2143794868811255,2.344003200531006,2.2499999999999996,FREE,553.9661599389561,434.25,19561.0
buy,19716,439.06,234.40951261383938,0.0,5m BUY signal,2024-03-01 05:15:00,0.20571793183108208,1.7629706859588623,1.5999999999999996,FREE,,,
sell,19728,439.5,234.40951261383938,0.0,5m SELL signal,2024-03-01 06:15:00,0.20571793183108208,2.2543952465057373,-0.5,FREE,103.1401855500888,439.06,19716.0
buy,19955,445.09,231.46550314269567,0.0,5m BUY signal,2024-03-04 09:30:00,0.21547856522210632,1.5687459707260132,-0.5,FREE,,,
sell,19968,445.54,231.46550314269567,0.0,5m SELL signal,2024-03-04 10:35:00,0.21547856522210632,2.4229183197021484,-0.5,FREE,104.15947641422358,445.09,19955.0
buy,19978,445.02,231.7359675299911,0.0,5m BUY signal,2024-03-04 11:25:00,0.21547856522210632,1.603508710861206,-0.5,FREE,,,
sell,19989,445.34,231.7359675299911,0.0,5m SELL signal,2024-03-04 12:20:00,0.21547856522210632,2.397669792175293,-0.5,FREE,74.15550960959557,445.02,19978.0
buy,20000,444.82,232.0068696996678,0.0,5m BUY signal,2024-03-04 13:15:00,0.21547856522210632,1.908225417137146,-0.5,FREE,,,
sell,20012,445.17,232.0068696996678,0.0,5m SELL signal,2024-03-04 14:15:00,0.21547856522210632,1.8758838176727295,-0.5,FREE,81.202404394889,444.82,20000.0
buy,20028,445.24,231.97039390935475,0.0,5m BUY signal,2024-03-04 15:35:00,0.21547856522210632,1.6187633275985718,-0.5,FREE,,,
