Strategy,Initial_Capital,Final_Capital,Total_Return,Total_Trades,Win_Rate,Profit_Factor,Sharpe_Ratio,Max_Drawdown,Avg_Hold_Days,Total_Costs,Excess_Return_vs_BuyHold
BSP Trading,"$100,000.00","$101,535.29",1.54%,66,92.4%,47.92,0.95,-0.0%,99.9,$150.06,-54.55%
