klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,profit_target_pct,profit_target_distance,has_profit_target,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_next_bi_return,feat_bsp_bi_amp,macd_value,macd_dif,macd_dea,macd_signal,rsi,rsi_oversold,rsi_overbought,kdj_k,kdj_d,kdj_j,kdj_oversold,kdj_overbought,dmi_plus,dmi_minus,dmi_adx,dmi_trend_up,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,volume_price_trend,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_zs_cnt,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,return_1,label_1,target_return_1,return_5,label_5,target_return_5,return_10,label_10,target_return_10,return_20,label_20,target_return_20,bsp_type_encoded,direction_encoded
987.0,2020/01/07 08:05,3525.5,3525.75,3522.75,3524.0,2885.0,3b,3b,0,sell,0.3121452894438138,21.0,1,28368.945856047783,28.831478733926804,29.979723046488626,0.007015033077105932,0.3794442569635541,-0.42917220870833817,-0.2394500802265611,-6.793879040220723e-05,47.00770794937387,63.5896364047242,66.8553328590399,57.058243496092786,2885.0,0.004396227752960363,3.75,0.3794442569635541,-0.2394500802265611,-0.42917220870833817,1,47.00770794937387,0,0,63.5896364047242,66.8553328590399,57.058243496092786,0,0,18.421052631578945,14.473684210526317,25.265313061712796,1,-0.042547156431711815,0.08516074089844582,0.25,1.25,1.5,0,-2885.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0004253509145044662,3.75,14.0,0.0010647359454855196,-0.0031214528944381037,1.0,-0.31214528944381037,-0.0009222474460840457,1.0,-0.09222474460840457,0.005533484676504052,0.0,0.5533484676504052,0.008867763904653714,0.0,0.8867763904653714,5,1
1008.0,2020/01/07 09:50,3511.75,3513.25,3510.25,3513.0,31400.0,1,1,1,buy,0.29888983774551664,233.0,1,1.1326363201153242,15.5,22.0,0.004396227752960363,-1.1971555142582502,-1.7966268590907462,-2.3952046162198712,-0.0006806135621419269,30.081802939087268,25.033842317180962,29.751891652666774,15.597743646209345,31400.0,0.0037034399259312013,15.5,-1.1971555142582502,-2.3952046162198712,-1.7966268590907462,0,30.081802939087268,0,0,25.033842317180962,29.751891652666774,15.597743646209345,0,0,8.333333333333332,31.944444444444443,50.013284308958035,0,0.03559478892290169,0.08546399829072003,0.25,1.5,1.25,1,31400.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.0,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,0.000853970964987294,1.0,0.0853970964987294,0.0015656134358097429,1.0,0.1565613435809743,0.010318815826928507,1.0,1.0318815826928507,0.011315115286080202,1.0,1.1315115286080202,0,0
1037.0,2020/01/07 12:15,3516.5,3516.75,3514.75,3516.0,7093.0,2,2,1,buy,0.21331058020477817,204.0,1,28368.945856047783,28.831478733926804,29.979723046488626,0.007015033077105932,-1.0298948600083164,-0.07137096419688546,-0.5863183942010437,-0.00016665322988248407,40.67446935748538,14.470746277036461,20.210897257457688,2.990444316194008,7093.0,0.0013514474713706523,8.5,-1.0298948600083164,-0.5863183942010437,-0.07137096419688546,0,40.67446935748538,0,0,14.470746277036461,20.210897257457688,2.990444316194008,1,0,2.941176470588235,28.431372549019606,37.81355304990394,0,-0.014218683349921797,0.05690305142613273,0.25,1.25,0.5,0,-7093.0,0.6538461538461539,13.0,21.0,0.0037034399259312013,8.5,10.0,0.0024125452352231603,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,-7.110352673489473e-05,0.0,-0.007110352673489473,0.008319112627986458,1.0,0.8319112627986458,0.012443117178612129,1.0,1.2443117178612129,0.012514220705347023,1.0,1.2514220705347023,2,0
1062.0,2020/01/07 14:20,3515.25,3516.25,3514.25,3515.75,7918.0,2s,2s,1,buy,0.2204366066984285,179.0,1,28368.945856047783,28.831478733926804,29.979723046488626,0.007015033077105932,-0.470756950474299,-0.03285051833706243,-0.2682289935742119,-7.625239321584065e-05,41.49483255742868,32.946029852380136,44.63088207086399,9.576325415412427,7918.0,0.0020630290958241447,5.25,-0.470756950474299,-0.2682289935742119,-0.03285051833706243,0,41.49483255742868,0,0,32.946029852380136,44.63088207086399,9.576325415412427,0,0,13.924050632911392,30.37974683544304,25.902209029068963,0,0.014223739421093807,0.056911147471010885,0.5,1.0,0.5,1,7918.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.2478448275862069,0.6923076923076923,13.0,21.0,0.0037034399259312013,5.25,12.0,0.0014916891603921011,1.0,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,0.0022043660669843756,1.0,0.22043660669843756,0.010239635924055968,1.0,1.0239635924055968,0.013937282229965264,1.0,1.3937282229965264,0.01663940837659106,1.0,1.6639408376591058,3,0
1241.0,2020/01/08 06:30,3520.5,3524.75,3519.75,3523.5,6708.0,1p,1p,0,sell,0.07804739605505889,37.0,1,0.19417565351222202,18.75,32.0,0.005347974900171135,1.0187535187940382,2.4685429495599416,2.9779197089569607,0.0008470791489201111,76.48540868542337,78.19198655058887,76.00111164745402,82.57373635685855,6708.0,0.0019859564508121143,18.75,1.0187535187940382,2.9779197089569607,2.4685429495599416,1,76.48540868542337,0,1,78.19198655058887,76.00111164745402,82.57373635685855,0,0,44.71544715447154,11.38211382113821,51.01465195707673,1,0.08521516829995739,0.14205554371759357,1.25,0.75,3.0,1,6708.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,-0.0007804739605505873,1.0,-0.07804739605505873,0.007804739605505873,0.0,0.7804739605505873,0.010713778913012728,0.0,1.0713778913012728,0.012842344259968774,0.0,1.2842344259968774,1,1
1278.0,2020/01/08 09:35,3517.5,3522.25,3514.5,3520.75,52367.0,1p,1p,1,buy,0.8804942128807782,202.0,1,0.8732280437289628,10.25,15.0,0.002908007660117739,-0.4204281547929612,0.03555759275753593,-0.17465648463894468,-4.962337741832101e-05,53.78275041514959,49.51062982591082,39.73350214711973,69.06488518349299,52367.0,0.0038412291933418692,10.25,-0.4204281547929612,-0.17465648463894468,0.03555759275753593,0,53.78275041514959,0,0,49.51062982591082,39.73350214711973,69.06488518349299,0,0,18.4,27.200000000000003,26.560752048980184,0,0.0923951670220327,0.2205150092474036,1.5,3.0,3.25,1,52367.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,-0.0006390683803166874,0.0,-0.06390683803166874,0.006461691400979852,1.0,0.6461691400979852,0.009799048498189356,1.0,0.9799048498189356,0.013491443584463525,1.0,1.3491443584463525,1,0
1293.0,2020/01/08 10:50,3519.75,3520.25,3516.75,3518.5,18256.0,2,2,1,buy,0.945004973710388,187.0,1,28368.945856047783,28.831478733926804,29.979723046488626,0.007015033077105932,-1.2535780958083993,0.736212949837696,0.10942390193349638,3.107138145803667e-05,40.76528810062186,21.13900648960556,34.11718858842711,-4.817357708037548,18256.0,0.006753394469325371,11.25,-1.2535780958083993,0.10942390193349638,0.736212949837696,0,40.76528810062186,0,0,21.13900648960556,34.11718858842711,-4.817357708037548,0,0,15.2317880794702,23.178807947019866,29.64771228348017,0,-0.035513885929398394,0.09952370796900546,0.5,1.75,1.25,0,-18256.0,0.8333333333333334,13.5,10.0,0.0038412291933418692,11.25,7.0,0.0031887755102040817,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,0.007602671593008425,1.0,0.7602671593008425,0.008739519681682628,1.0,0.8739519681682628,0.0066079295154184425,1.0,0.6607929515418443,0.01016057979252527,1.0,1.016057979252527,2,0
1461.0,2020/01/09 02:05,3544.0,3546.0,3542.5,3545.25,2408.0,3a,3a,1,buy,0.18334391086665258,19.0,1,28368.945856047783,28.831478733926804,29.979723046488626,0.007015033077105932,-0.14306769901253147,0.707361560350562,0.6358277108442962,0.00017943213452447165,64.8937396251303,54.66809953474373,48.36058136786593,67.28313586849933,2408.0,0.0028228652081863093,3.0,-0.14306769901253147,0.6358277108442962,0.707361560350562,0,64.8937396251303,0,0,54.66809953474373,48.36058136786593,67.28313586849933,0,0,22.58064516129032,19.35483870967742,37.99133342791723,1,0.03527088036117382,0.09880028228652082,0.75,1.5,1.25,1,2408.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0016975526948649032,3.0,15.0,0.0008461429981666902,0.0018334391086665125,1.0,0.18334391086665125,0.004089979550102152,1.0,0.4089979550102152,0.0011282702207178197,1.0,0.11282702207178197,0.004654114660461284,1.0,0.4654114660461284,4,0
1480.0,2020/01/09 03:40,3550.0,3552.5,3550.0,3551.75,3155.0,1p,1p,0,sell,0.2322798620398395,109.0,1,1.3001454743815952,10.0,20.0,0.0028228652081863093,-0.011065403008396313,1.4161608749417425,1.4106281734375443,0.0003975903453917355,73.90667734017926,63.06042026098493,54.42278242148436,80.33569593998607,3155.0,0.001477832512315271,10.0,-0.011065403008396313,1.4106281734375443,1.4161608749417425,0,73.90667734017926,0,1,63.06042026098493,54.42278242148436,80.33569593998607,0,0,30.434782608695656,7.608695652173914,60.252333536812294,1,0.04929577464788732,0.07042253521126761,0.75,0.0,1.75,1,3155.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,-0.00021116351094530028,1.0,-0.021116351094530028,0.0036601675230520936,0.0,0.36601675230520936,-7.038783698176676e-05,1.0,-0.007038783698176676,0.0027451256422890147,0.0,0.27451256422890147,1,1
1524.0,2020/01/09 07:20,3551.0,3551.5,3550.5,3551.0,1774.0,2,2,0,sell,0.21120811039143902,65.0,1,28368.945856047783,28.831478733926804,29.979723046488626,0.007015033077105932,0.4447073282453099,0.1400325808468021,0.36238624496945704,0.00010210176113143722,63.87363643300381,75.80361958738695,71.42961049692303,84.55163776831478,1774.0,0.0016190342108968042,4.25,0.4447073282453099,0.36238624496945704,0.1400325808468021,1,63.87363643300381,0,0,75.80361958738695,71.42961049692303,84.55163776831478,0,0,26.53061224489796,8.16326530612245,30.11691987324875,1,0.0,0.028165047176454017,0.5,0.5,0.0,0,-1774.0,0.8095238095238095,5.25,28.0,0.001477832512315271,4.25,18.0,0.0011981112129114103,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,-0.002112081103914365,1.0,-0.2112081103914365,0.00288651084201641,0.0,0.288651084201641,0.0013376513658125422,0.0,0.13376513658125422,0.006195437904815471,0.0,0.6195437904815471,2,1
1589.0,2020/01/09 12:45,3545.25,3545.5,3542.75,3543.5,18393.0,1,1,1,buy,0.5996895724566107,199.0,1,3.102155098569608,11.0,8.0,0.003095321843123461,-2.0898237233569255,-0.12611225195265696,-1.1710241136311197,-0.00032991582352256553,27.83227466428363,15.486315557743893,28.506835419167405,-10.554724165103131,18393.0,0.0035283325100557475,11.0,-2.0898237233569255,-1.1710241136311197,-0.12611225195265696,0,27.83227466428363,1,0,15.486315557743893,28.506835419167405,-10.554724165103131,1,0,12.5,40.17857142857143,24.44866269820898,0,-0.04936182215640646,0.07762331522122645,0.25,0.75,1.75,0,-18393.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.0,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,0.0016226894313531304,1.0,0.16226894313531304,0.003315930577113102,1.0,0.3315930577113102,0.003315930577113102,1.0,0.3315930577113102,0.0064907577254127435,1.0,0.6490757725412744,0,0
