klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,profit_target_pct,profit_target_distance,has_profit_target,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_next_bi_return,feat_bsp_bi_amp,macd_value,macd_dif,macd_dea,macd_signal,rsi,rsi_oversold,rsi_overbought,kdj_k,kdj_d,kdj_j,kdj_oversold,kdj_overbought,dmi_plus,dmi_minus,dmi_adx,dmi_trend_up,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,volume_price_trend,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_zs_cnt,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,return_1,label_1,target_return_1,return_5,label_5,target_return_5,return_10,label_10,target_return_10,return_20,label_20,target_return_20,bsp_type_encoded,direction_encoded
142.0,2020/01/02 05:55,3529.5,3529.5,3528.5,3529.0,791.0,1p,1p,0,sell,0.3400396712949844,54.0,1,3.745342387272126,12.5,65.0,0.0035541654819448393,-0.16786734818959426,1.4600006864563426,1.3760670123615455,0.0003901453630732633,70.18672003424697,88.10883869146296,87.7496553747394,88.8272053249101,791.0,0.0010624734381640458,12.5,-0.16786734818959426,1.3760670123615455,1.4600006864563426,0,70.18672003424697,0,1,88.10883869146296,87.7496553747394,88.8272053249101,0,1,23.25581395348837,4.651162790697675,63.98542640923228,1,-0.014166312508853945,0.028340654669122858,0.0,0.5,0.5,0,-791.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,-0.0034003967129498935,1.0,-0.34003967129498935,-0.011051289317086987,1.0,-1.1051289317086987,-0.0014168319637291038,1.0,-0.14168319637291038,0.004108812694814334,0.0,0.41088126948143344,1,1
196.0,2020/01/02 10:25,3518.0,3518.5,3515.0,3517.0,30084.0,1p,1p,1,buy,0.6966164344611886,79.0,1,2.3884089118371974,15.25,18.0,0.004319807379080802,-2.1753559052383107,-0.9461836296396955,-2.033861582258851,-0.0005769325212808022,25.774274200180272,19.154958123816453,27.208288802347212,3.0482967667549303,30084.0,0.0023470839260312944,15.25,-2.1753559052383107,-2.033861582258851,-0.9461836296396955,0,25.774274200180272,1,0,19.154958123816453,27.208288802347212,3.0482967667549303,1,0,7.6923076923076925,32.967032967032964,44.724861238125925,0,-0.02842524161455372,0.0995732574679943,0.5,2.0,1.0,0,-30084.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,0.0005686664771111793,1.0,0.056866647711117935,-7.108330963889742e-05,0.0,-0.007108330963889742,-0.0011373329542223587,0.0,-0.11373329542223587,0.009169746943417767,1.0,0.9169746943417767,1,0
236.0,2020/01/02 13:45,3519.25,3519.5,3518.25,3519.0,5886.0,2,2,1,buy,0.639386189258312,39.0,1,28368.945856047783,28.831478733926804,29.979723046488626,0.007015033077105932,-0.3154759155716208,-0.26234980058949225,-0.42008775837530266,-0.0001193328907125427,43.253232548850136,19.396539640594366,23.188734290905252,11.81215033997259,5886.0,0.006750515170894621,5.0,-0.3154759155716208,-0.42008775837530266,-0.26234980058949225,0,43.253232548850136,0,0,19.396539640594366,23.188734290905252,11.81215033997259,1,0,14.285714285714285,22.857142857142858,29.83608543435361,0,-0.0071037863181075515,0.03552902721523485,0.25,0.75,0.25,0,-5886.0,0.6060606060606061,8.25,29.0,0.0023470839260312944,5.0,13.0,0.0014191442560136237,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,0.006393861892583175,1.0,0.6393861892583175,-0.008880363739698804,0.0,-0.8880363739698804,-0.0008525149190110604,0.0,-0.08525149190110604,0.01157999431656731,1.0,1.157999431656731,2,0
275.0,2020/01/02 18:15,3541.25,3542.0,3541.0,3541.5,990.0,1p,1p,0,sell,1.4541860793449104,141.0,1,1.6722124592945409,23.75,40.0,0.006750515170894621,0.2899289832190606,3.7617669569810324,3.9067314485905626,0.0011052907202575533,87.68027535971474,89.29650737288063,90.10404982666697,87.68142246530795,990.0,0.0008469791078486731,23.75,0.2899289832190606,3.9067314485905626,3.7617669569810324,1,87.68027535971474,0,1,89.29650737288063,90.10404982666697,87.68142246530795,0,1,51.578947368421055,0.0,86.4884231191505,1,0.0070596540769502295,0.02824060999717594,0.5,0.25,0.25,1,990.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,-0.0002823662289990203,1.0,-0.02823662289990203,-0.0031060285189891124,1.0,-0.31060285189891124,-0.007270930396724551,1.0,-0.7270930396724551,0.006565014824227111,0.0,0.6565014824227111,1,1
300.0,2020/01/02 20:20,3540.75,3541.25,3540.25,3540.5,711.0,2,2,0,sell,1.4263522101398107,116.0,1,28368.945856047783,28.831478733926804,29.979723046488626,0.007015033077105932,-0.47328788096230046,1.083675177390211,0.8470312369090607,0.00023931476976844738,59.17783144124387,69.40254922864452,63.308370966156595,81.59090575362036,711.0,0.008965760677726791,2.25,-0.47328788096230046,0.8470312369090607,1.083675177390211,0,59.17783144124387,0,0,69.40254922864452,63.308370966156595,81.59090575362036,0,0,11.538461538461538,11.538461538461538,33.51966341536376,0,-0.007060650992021465,0.02824659275474896,0.5,0.25,0.25,0,-711.0,0.75,3.0,19.0,0.0008469791078486731,2.25,8.0,0.0006357728171799943,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,-0.01426352210139814,1.0,-1.426352210139814,-0.002965682813162007,1.0,-0.2965682813162007,-0.0048015816975003345,1.0,-0.48015816975003345,0.005860754130772472,0.0,0.5860754130772472,2,1
416.0,2020/01/03 06:00,3492.5,3493.0,3485.25,3490.0,11976.0,1,1,1,buy,1.1604584527220632,468.0,1,0.5885629912484741,28.25,43.0,0.00804041554005977,-1.9441625644877885,-2.1574044219314006,-3.129485704175295,-0.0008939458202444444,20.78558783797581,18.415496882860324,23.72296176803049,7.8005671125199925,11976.0,0.011333476795064917,28.25,-1.9441625644877885,-3.129485704175295,-2.1574044219314006,0,20.78558783797581,1,0,18.415496882860324,23.72296176803049,7.8005671125199925,1,0,11.11111111111111,48.61111111111111,40.27544729181385,0,-0.07158196134574087,0.22236568395380532,0.5,4.75,2.5,0,-11976.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.0,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,0.007664756446991383,1.0,0.7664756446991383,0.009742120343839478,1.0,0.9742120343839478,0.00881088825214893,1.0,0.881088825214893,0.018696275071633295,1.0,1.8696275071633295,0,0
508.0,2020/01/03 13:40,3519.5,3519.5,3511.5,3516.75,39407.0,2,2,1,buy,0.39098599559252145,376.0,1,28368.945856047783,28.831478733926804,29.979723046488626,0.007015033077105932,-1.7621009764862094,1.6299681121950158,0.7489176239519111,0.00021275989688292107,40.18794816802982,30.84958163168919,34.643002083283534,23.262740728500503,39407.0,0.00348853766196782,13.25,-1.7621009764862094,0.7489176239519111,1.6299681121950158,0,40.18794816802982,0,0,30.84958163168919,34.643002083283534,23.262740728500503,0,0,11.811023622047244,44.881889763779526,35.46255085650286,0,-0.0781360988776815,0.22782286772034746,0.0,5.25,2.75,0,-39407.0,0.33544303797468356,39.5,84.0,0.011333476795064917,13.25,10.0,0.0037591318533229307,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,-0.008246250088860485,0.0,-0.8246250088860485,-0.0010663254425250512,0.0,-0.10663254425250512,0.0004976185398450905,1.0,0.04976185398450905,0.007108836283500342,1.0,0.7108836283500342,2,0
672.0,2020/01/06 04:35,3488.5,3489.0,3487.25,3487.75,2902.0,2s,2s,1,buy,1.2257185864812559,212.0,1,28368.945856047783,28.831478733926804,29.979723046488626,0.007015033077105932,-0.6451006798654575,-3.2283130644103615,-3.5508634043430902,-0.0010161513812735697,27.214853316259862,21.252928714472525,21.73760232270469,20.283581498008196,2902.0,0.004014624704279877,36.5,-0.6451006798654575,-3.5508634043430902,-3.2283130644103615,0,27.214853316259862,1,0,21.252928714472525,21.73760232270469,20.283581498008196,0,0,4.10958904109589,43.83561643835616,64.97790254374067,0,-0.02149921169557116,0.050182808803498465,0.5,0.5,0.75,0,-2902.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,1.2478448275862069,0.9493670886075949,39.5,84.0,0.011333476795064917,36.5,148.0,0.010358283079106067,1.0,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,0.012257185864812614,1.0,1.2257185864812614,0.00809977779370663,1.0,0.8099777793706631,0.016486273385420303,1.0,1.6486273385420303,0.017633144577449578,1.0,1.7633144577449578,3,0
884.0,2020/01/06 23:30,3529.5,3532.0,3529.5,3530.5,2889.0,1,1,0,sell,0.49568049851295853,124.0,1,0.2661598458188361,5.5,12.0,0.0015596200198497094,0.4111993888072196,0.3977970244546112,0.603396718858221,0.00017103910243258775,70.28752054694154,78.74186766760971,76.74493595043216,82.7357311019648,2889.0,0.0021234428086070213,5.5,0.4111993888072196,0.603396718858221,0.3977970244546112,1,70.28752054694154,0,1,78.74186766760971,76.74493595043216,82.7357311019648,0,0,44.680851063829785,4.25531914893617,36.13762882083027,1,0.02833262501770789,0.07083156254426973,1.5,0.0,1.0,1,2889.0,0.5680475008963451,30.782649253731343,31.96875,0.00752778596938766,15.300373134328359,16.375,0.0037669633041425674,2.0,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,-0.00014162299957509727,1.0,-0.014162299957509727,-0.004177878487466313,1.0,-0.41778784874663133,0.006018977481943022,0.0,0.6018977481943022,0.005948165982155418,0.0,0.5948165982155418,0,1
917.0,2020/01/07 02:15,3529.5,3530.5,3529.25,3530.0,1410.0,2,2,0,sell,0.48158640226628896,91.0,1,28368.945856047783,28.831478733926804,29.979723046488626,0.007015033077105932,0.7478445351927474,-0.39735792300696804,-0.023435655410594336,-6.6429675792776845e-06,62.74374497345181,84.00656999864276,70.48287035194923,111.05396929202982,1410.0,0.002549213992352358,6.0,0.7478445351927474,-0.023435655410594336,-0.39735792300696804,1,62.74374497345181,0,0,84.00656999864276,70.48287035194923,111.05396929202982,0,1,31.506849315068493,16.43835616438356,38.020339440615885,1,0.014166312508853945,0.03541829000495856,0.5,0.25,0.5,1,1410.0,0.8,7.5,24.0,0.0021234428086070213,6.0,11.0,0.0017023691303731025,1.2478448275862069,0.4786063037276552,34.42629977876106,34.01825221238938,0.008352660754090429,14.423257743362832,18.329092920353983,0.0035429774535313072,1.6305309734513274,0.0020906036452442768,14.544056308654849,15.596454640250261,0.0035535759138075975,-0.0016997167138810276,1.0,-0.16997167138810276,-0.0018413597733710763,1.0,-0.18413597733710763,0.005949008498583597,0.0,0.5949008498583597,0.007294617563739392,0.0,0.7294617563739392,2,1
