bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.5200042724609375,0.0022268082517428326,2.656097412109375,0.011491292805758863,1.0,0.299724248865399,0.5200042724609375,0.0022268082517428326,8.59290042899613e-05,0.5200042724609375,,802,True,False,48.221100463311046,11.698802714193164,36.047001213605085,0.041299133960762076,0.014730780603599669,-0.05313670671432481,0.0017167120020788627,6.31512140613841e-05,41.57318860730923,2025/06/23 15:01,"2s,3b",6329.0
0.7249908447265625,0.003106216211162818,2.656097412109375,0.011491292805758863,2.0,0.42208307002929857,,,,0.7249908447265625,,823,True,False,11.370544547985709,4.881552253715011,9.207547116562143,-0.07891788522225045,-0.12177210140006878,-0.08570843235563666,0.0019125048225773545,-0.0005225277628237257,34.374367713200115,2025/06/23 15:30,2s,6558.0
0.30999755859375,0.0013297767891506552,2.656097412109375,0.011491292805758863,3.0,0.37125868903314757,,,,0.30999755859375,,837,True,False,47.80940014039615,-4.5019847243844,30.372271852135967,-0.046620489862417167,-0.041898190853089545,0.009444598018655243,0.001138264646825325,-0.00017984296659615597,44.27735766880874,2025/06/23 15:45,2s,1728.0
0.3799896240234375,0.0016303319918430372,2.656097412109375,0.011491292805758863,4.0,0.41455161716550815,,,,0.3799896240234375,,854,True,False,29.75853296910318,4.5680102758797005,21.36169207136202,-0.033274992295300385,-0.05143334890797746,-0.03631671322535415,0.0017834215306329877,-0.00022082725955786334,35.9965205272817,2025/06/23 16:02,2s,3793.0
0.2599945068359375,0.0011153296990913915,2.656097412109375,0.011491292805758863,5.0,0.3561957833055667,,,,0.2599945068359375,,869,True,False,42.74562066463224,-4.050857416502183,27.146794637587433,0.0012951073980670465,0.0024750093606087376,0.002359803925083382,0.0024908162210130523,1.0625782125255055e-05,44.33866897176169,2025/06/23 16:17,2s,779.0
1.1027984619140625,0.004724322051647306,2.656097412109375,0.011491292805758863,6.0,0.5530303900729592,,,,1.1027984619140625,,910,True,False,11.604395914745478,0.9189841294081234,8.042591986299692,-0.11266733796557574,-0.18605835024445128,-0.14678202455775108,0.006038042676917692,-0.0007990295356370138,25.240976025972458,2025/06/23 17:00,2s,1149.0
0.3499908447265625,0.001497415184718309,2.656097412109375,0.011491292805758863,7.0,0.15665536852990175,,,,0.3499908447265625,,963,True,False,41.811650249588425,-16.91603602532942,22.23575482461581,0.1331686989045763,0.1043562383166261,-0.0576249211759004,0.0035564393422283873,0.00044719977071040854,51.512392108305036,2025/06/23 17:55,2s,1374.0
1.0500030517578125,0.004483169043415785,2.656097412109375,0.011491292805758863,8.0,0.23948411558568392,,,,1.0500030517578125,,1018,True,False,17.282438560988794,58.051535298930446,30.872137473636013,-0.1119332843129865,-0.1454295664770484,-0.06699256432812381,0.007205321021592796,-0.0006225948404184977,39.3879607679994,2025/06/23 18:51,2s,2999.0
0.79998779296875,0.003437259491653002,2.154998779296875,0.009176455513975723,1.0,0.39674998229837855,,,,0.79998779296875,,1157,False,False,74.41113845814202,82.25723792597617,77.02650494742007,0.04854526341836601,0.0749938175399052,0.052897108243078375,0.005613554070272625,0.00032144694705744047,56.63916355047724,2025/06/24 14:44,2s,4414.0
0.347503662109375,0.0014921525056650232,0.6909942626953125,0.002975486485634087,1.0,0.5499392734901182,,,,0.347503662109375,,1229,True,False,44.59972899286419,15.185629464196978,34.79502914997512,0.023068828012013428,0.016387692439423063,-0.01336227114518073,0.0028167801539409365,7.042551551713243e-05,47.45890284202356,2025/06/24 16:08,2s,5410.0
0.57501220703125,0.0024657998197696895,0.6909942626953125,0.002975486485634087,2.0,0.4341614221044496,,,,0.57501220703125,,1267,True,False,12.923973212978437,-3.4743019437527423,7.457881494068044,-0.027271020550789025,-0.06186622736450431,-0.06919041362743057,0.009113620584974048,-0.0002657168020995551,37.813180983854615,2025/06/24 16:49,2s,853.0
