feature,importance
feat_bsp2s_break_bi_amp_rate,0.29780933
klu_open,0.053667113
feat_bsp2s_break_bi_amp,0.050558068
klu_low,0.037794378
feat_bsp2s_lv,0.036612254
feat_bsp2s_break_bi_klu_cnt,0.034826193
feat_bsp2s_bi_amp_rate,0.03393957
klu_close,0.026863422
feat_bsp2s_bi_klu_cnt,0.024630314
klu_high,0.024448935
feat_break_bi_amp,0.022488043
feat_bsp2_break_bi_bi_klu_cnt,0.020875279
feat_divergence_rate,0.020733446
feat_bsp2_break_bi_amp,0.018278375
feat_bsp2s_bi_amp,0.016913937
feat_bsp2s_retrace_rate,0.015844204
feat_ppo,0.013488594
feat_bi_amp,0.013367998
feat_bsp1_bi_klu_cnt,0.011985544
feat_bsp2_bi_amp,0.011984939
feat_break_bi_amp_rate,0.011654014
feat_bsp3_zs_height,0.01163384
feat_break_bi_klu_cnt,0.011143954
feat_bsp2_break_bi_amp_rate,0.011040263
feat_macd_diff,0.010386688
feat_macd_dea,0.009852369
feat_zs_cnt,0.009552997
feat_bi_amp_rate,0.0091174
feat_macd_value,0.008630939
feat_bi_klu_cnt,0.008461966
feat_kdj_d,0.0075348145
feat_bsp1_bi_amp,0.007515775
feat_rsi,0.0073005003
feat_level,0.0070513273
feat_bsp1_bi_amp_rate,0.006839919
feat_volume,0.0066429884
feat_bsp2_bi_klu_cnt,0.006233777
high_low_spread_pct,0.006188837
dmi_adx,0.0055768597
upper_shadow,0.005450592
feat_bsp3_bi_amp,0.00505352
dmi_plus,0.0048294724
feat_kdj_k,0.0047928663
feat_bsp3_bi_klu_cnt,0.00472385
feat_bsp2_retrace_rate,0.004700875
lower_shadow,0.0039070174
feat_kdj_j,0.003814607
price_change_pct,0.0037615048
dmi_minus,0.002782567
feat_bsp3_bi_amp_rate,0.00204538
feat_bsp2_bi_amp_rate,0.001884874
body_size,0.001459516
is_bullish_candle,0.0013242672
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
