bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
,,,0.5099945068359375,0.0070281056938948025,27,1.5100021362304688,0.020466280309212808,51,1.0,0.5331120306792173,,,,,0.5099945068359375,,315,False,False,91.31634299462499,86.71165337313681,89.78144645412893,0.07127982911100363,0.09515824187089095,0.04775682551977464,0.009921293252117385,0.0013064989220313641,74.53534088148852,2025/07/01 18:56,2s,5174.0,
,,,0.8300018310546875,0.011472036607596768,51,1.5100021362304688,0.020466280309212808,51,2.0,0.6026505792773812,,,,,0.8300018310546875,,412,False,False,83.2913378263969,36.36616870687129,67.64961478655503,0.10796268846775599,0.11554386025291308,0.01516234357031418,0.011478600215662278,0.0015842487968722463,56.88959957450611,2025/07/02 14:05,2s,8864.0,
,,,0.2949981689453125,0.004037199537120131,15,1.0400009155273438,0.014376568539893698,80,1.0,0.5817261489931409,,,,,0.2949981689453125,,606,True,False,28.17795374736634,18.15064095374779,24.83551614949349,0.007475443298770504,-0.00990582083170466,-0.034762528260950325,0.002542048158225934,-0.0001358213378847226,43.020348930100205,2025/07/02 17:26,2s,14250.0,
,,,0.12999725341796875,0.0017817606229333788,9,1.0400009155273438,0.014376568539893698,80,2.0,0.5288412867255988,,,,,0.12999725341796875,,622,True,False,39.04229126500653,24.209434034710156,34.09800552157441,-0.011273922851942939,-0.012078493854403405,-0.0016091420049209326,0.006247450495884443,-0.00016568188069353548,46.881517791595805,2025/07/02 17:42,2s,12234.0,
,,,0.15000152587890625,0.0020447317970406355,5,1.3950042724609375,0.01923613261218088,37,1.0,0.5053761088566334,,,,,0.15000152587890625,,842,True,False,46.455754250012106,-17.300450982778898,25.20368583908177,0.07473511069058188,0.0621603048847561,-0.02514961161165155,0.0035514566245311353,0.0008492142793726609,51.92105650712328,2025/07/03 14:56,2s,2282.0,
,,,0.20999908447265625,0.002876699787296661,9,0.31999969482421875,0.004355515033448046,23,1.0,0.18749254941229765,0.20999908447265625,0.002876699787296661,9,0.0020489212915551116,0.20999908447265625,,908,False,False,46.85333458170332,98.47713704929151,64.06126873756605,-0.040845451548813756,-0.031959078695834364,0.017772745705958784,0.0031415889962474134,-0.00043685913582628436,51.720655187155266,2025/07/03 16:05,"2s,3b",2372.0,
,,,0.4499969482421875,0.006166030796700898,31,0.31999969482421875,0.004355515033448046,23,2.0,0.8749970197649191,,,,,0.4499969482421875,,950,False,False,57.361319847992135,68.52360056180405,61.082080085929434,0.05186856259501216,0.04909475716499401,-0.0055476108600363006,0.008307239654315596,0.0006697849599696074,65.2309510706173,2025/07/03 16:48,2s,5154.0,
,,,0.220001220703125,0.0029863068572175398,15,0.94000244140625,0.012908575190135052,9,1.0,0.32979189663008895,,,,,0.220001220703125,,1004,True,False,37.53424825330679,6.0161283931945775,27.028208299936054,0.0351238921863116,0.019188787775661353,-0.0318702088213005,0.008168905765080286,0.0002610186497041169,46.08458806879389,2025/07/07 14:15,2s,4324.0,
,,,0.48000335693359375,0.006482151750866124,13,0.94000244140625,0.012908575190135052,9,2.0,0.2021297318355951,,,,,0.48000335693359375,,1026,True,False,22.03170669113301,14.431277624788962,19.498230335684994,0.04824168199771288,0.009484124055973098,-0.07751511588347956,0.0029903659319792343,0.00012860002595640625,44.85786293557739,2025/07/07 14:37,2s,17628.0,
,,,0.20999908447265625,0.0028459016379882842,9,0.94000244140625,0.012908575190135052,9,3.0,0.1914891890137004,,,,,0.20999908447265625,,1043,True,False,36.77373868291943,20.28540811987901,31.27762849523929,-0.009276430161856777,-0.01829855865373986,-0.018044256983766167,0.006387621758725744,-0.00024827370314107594,48.23163290291984,2025/07/07 14:54,2s,13552.0,
0.49500274658203125,0.00668470933398943,26,0.49500274658203125,0.00668470933398943,26,0.94000244140625,0.012908575190135052,9,4.0,0.21808648789039672,,,,,0.49500274658203125,0.6708248016775129,1073,True,False,45.38385258232514,54.72554859569682,48.49775125344904,-0.0304085662580725,-0.0400094838559113,-0.0192018351956776,,-0.0005427766989537324,39.15735176959261,2025/07/07 15:26,"1,2s",11946.0,1
