feature,importance
feat_bsp3_bi_amp_rate,0.118088335
feat_zs_cnt,0.05790925
feat_bsp2s_break_bi_klu_cnt,0.05556529
klu_open,0.044443082
klu_low,0.04418056
feat_break_bi_amp,0.03817239
feat_bsp2_break_bi_amp_rate,0.031291913
feat_bsp2s_break_bi_amp_rate,0.031083835
klu_high,0.02959701
feat_break_bi_amp_rate,0.028702464
feat_bsp2s_break_bi_amp,0.025694964
klu_close,0.025617018
feat_divergence_rate,0.024519375
feat_bsp2_bi_klu_cnt,0.024396863
feat_bsp2s_bi_amp_rate,0.021555804
feat_bsp2_break_bi_bi_klu_cnt,0.019210761
feat_bsp2_bi_amp,0.01872768
feat_bi_amp_rate,0.017919816
feat_bsp1_bi_amp_rate,0.017876131
feat_break_bi_klu_cnt,0.01664657
feat_bsp1_bi_klu_cnt,0.016253458
feat_macd_dea,0.015174395
feat_bsp2_break_bi_amp,0.01484998
feat_bsp3_zs_height,0.014779695
feat_bsp3_bi_klu_cnt,0.014105819
feat_kdj_d,0.013836783
feat_volume,0.013729723
high_low_spread_pct,0.013153324
feat_bsp1_bi_amp,0.013152417
feat_bsp2_retrace_rate,0.011180874
feat_kdj_k,0.010918564
feat_bi_klu_cnt,0.010550732
feat_bsp2_bi_amp_rate,0.010546158
dmi_plus,0.0104739005
feat_macd_value,0.010192181
upper_shadow,0.010050492
feat_bi_amp,0.009885133
feat_macd_diff,0.009437572
dmi_adx,0.009360066
feat_bsp2s_bi_amp,0.009105587
feat_rsi,0.009090641
lower_shadow,0.007936426
feat_ppo,0.007905199
price_change_pct,0.007896895
dmi_minus,0.0068994877
feat_bsp2s_lv,0.006078561
feat_kdj_j,0.005799053
feat_bsp2s_bi_klu_cnt,0.004486284
feat_level,0.003296375
feat_bsp2s_retrace_rate,0.0031903968
feat_bsp3_bi_amp,0.0021883007
is_bullish_candle,0.0017185274
body_size,0.0015779466
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
