feature,importance
feat_bsp2s_break_bi_klu_cnt,0.08919565
feat_bsp2s_break_bi_amp_rate,0.06873174
klu_high,0.06689266
feat_bsp2s_break_bi_amp,0.057598315
klu_close,0.048882324
feat_bsp2s_bi_amp_rate,0.0452476
klu_low,0.041477155
feat_zs_cnt,0.034900546
feat_break_bi_amp_rate,0.032482527
feat_divergence_rate,0.026841875
feat_bsp2_break_bi_amp,0.023631528
feat_bsp3_zs_height,0.022408232
feat_bsp2s_bi_amp,0.020931385
feat_ppo,0.019990072
klu_open,0.01977959
feat_bsp2_retrace_rate,0.019668696
feat_macd_dea,0.01876843
feat_level,0.018447721
feat_break_bi_amp,0.017292958
feat_bi_amp_rate,0.016961705
feat_bsp2s_lv,0.014841645
feat_break_bi_klu_cnt,0.014700638
feat_bsp1_bi_amp,0.014270824
feat_bsp1_bi_amp_rate,0.014232167
feat_bsp1_bi_klu_cnt,0.014065644
feat_bsp2_bi_amp_rate,0.013709534
feat_bsp2_break_bi_amp_rate,0.013509495
feat_bsp2s_retrace_rate,0.013151857
feat_bi_amp,0.012944255
feat_bsp2_bi_amp,0.012865209
feat_volume,0.011569489
feat_bi_klu_cnt,0.010650039
feat_kdj_k,0.010090273
upper_shadow,0.010026776
feat_rsi,0.00997258
dmi_adx,0.009301556
feat_macd_diff,0.008598009
lower_shadow,0.008345803
feat_kdj_d,0.008232637
dmi_minus,0.008125019
feat_bsp2_bi_klu_cnt,0.007996633
feat_macd_value,0.0075317705
feat_bsp2_break_bi_bi_klu_cnt,0.0069107735
feat_bsp3_bi_amp,0.0065885144
high_low_spread_pct,0.0062222066
feat_kdj_j,0.005613546
dmi_plus,0.0049402076
price_change_pct,0.0043205097
feat_bsp2s_bi_klu_cnt,0.0018724316
feat_bsp3_bi_amp_rate,0.0016992828
body_size,0.0013275212
feat_bsp3_bi_klu_cnt,0.0012084602
is_bullish_candle,0.00043393468
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
