bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.5999908447265625,0.004286261344759585,0.6999969482421875,0.005025825347337939,0.857133514986376,,,,0.5999908447265625,,103,True,False,39.117301774756996,-2.1477366002413874,25.362288983090867,-0.11768712801366883,-0.11614535398214798,0.0030835480630417023,0.007461567295877302,-0.0008308722065774323,38.22454118742157,2025/06/18 15:28,2,7181.0
0.459991455078125,0.003277926666258548,0.7400054931640625,0.005245661407412568,0.6216054601315545,,,,0.459991455078125,,191,False,False,85.95136835856813,90.3033083037021,87.40201500694613,0.032375576033135824,0.05107031897640013,0.037389485886528614,0.00234382120890496,0.0003631645988957603,60.128344840346905,2025/06/18 17:03,2,1503.0
0.509002685546875,0.003608694142346638,0.8979949951171875,0.006407339147491066,0.5668212944554892,,,,0.509002685546875,,283,True,False,61.480203542295094,-4.54305808199733,39.47244966753095,0.08846182064339823,0.06733134311167532,-0.04226095506344582,0.0038423834546686153,0.0004784551074936248,43.296891529111804,2025/06/18 18:36,2,5026.0
0.45989990234375,0.003289698800460558,1.279998779296875,0.009072857688431928,0.3592971413585104,,,,0.45989990234375,,312,False,False,38.313318334892124,71.11757824719153,49.248071638991924,-0.16961878519642246,-0.17038461890754775,-0.0015316674222505822,0.005774323158660728,-0.0012145651694010578,37.457071599254576,2025/06/18 19:05,2,3250.0
0.44000244140625,0.0031139591783666013,2.3000030517578125,0.016546784545020232,0.19130515547358573,0.44000244140625,0.0031139591783666013,0.002789695144026921,0.44000244140625,,403,True,False,57.0097757776144,14.456705353464926,42.82541896956457,0.2300083602239858,0.1945288228512254,-0.07095907474552077,0.007951122478592362,0.001381080657315107,54.868380565186875,2025/06/20 14:08,"2,3b",10659.0
0.5200042724609375,0.0036785814248423143,0.6199951171875,0.0043667779676319785,0.8387231738531207,,,,0.5200042724609375,,435,False,False,58.916852298345745,91.21200425770502,69.6819029514655,0.09250304126420597,0.07333127478850088,-0.038343532951410186,0.006554890770820481,0.0005177704545141568,54.16550034227833,2025/06/20 14:40,2,5462.0
0.1999969482421875,0.0014234658237878115,0.42999267578125,0.0030698411743918163,0.4651171043293116,,,,0.1999969482421875,,650,True,False,61.64087650397707,14.99369641449232,46.09181647414882,-0.033288257371964315,-0.01871511635505385,0.029146282033820928,0.0016393137743141402,-0.0001333006771546326,44.90499700615216,2025/06/20 18:27,2,5734.0
0.985198974609375,0.007007603672181422,1.8899993896484375,0.01326501576588082,0.5212694670724913,,,,0.985198974609375,,772,False,False,66.21649448230467,98.30658602016968,76.913191661593,-0.08844533647498987,-0.04139157579857056,0.09410752135283862,0.008300899132941996,-0.0002930229468962098,56.88596716404646,2025/06/23 14:01,2,7645.0
0.9600067138671875,0.006986439766262142,1.298004150390625,0.009536294779644844,0.7396021912397432,,,,0.9600067138671875,,1141,True,False,27.43977467310292,-11.423457924468245,14.485363807245866,0.0606579778984249,0.009517632372308071,-0.10228069105223365,0.007254662541444471,6.961478972588018e-05,44.880977128693395,2025/06/24 13:55,2,3313.0
0.7700042724609375,0.005650163482228572,1.1598968505859375,0.008439302469418838,0.6638558179306716,,,,0.7700042724609375,,1206,False,False,69.48865280657927,97.47964448395965,78.81898336570606,0.03839225703770193,0.07155729905372255,0.06633008403204123,0.004961750597798259,0.0005232291498162309,62.53218818331027,2025/06/24 15:01,2,13881.0
0.5099945068359375,0.003744453144369322,1.279998779296875,0.009487094549868545,0.39843358844145627,,,,0.5099945068359375,,1313,True,False,24.342293362625135,3.996407071959709,17.56033126573666,0.031016671413532537,-0.010909197656985725,-0.08385173814103652,0.006853803957906479,-8.023986973493251e-05,36.87180721922231,2025/06/24 16:56,2,4852.0
0.699005126953125,0.005183152773456284,1.759002685546875,0.012875148209733638,0.39738718575964194,,,,0.699005126953125,,1429,False,False,74.80508665185096,95.52703692337309,81.712403409025,-0.10693359347757266,-0.03636423917180309,0.14113870861153913,0.0024343599660515574,-0.0002688500807655334,57.70417178191845,2025/06/24 18:54,2,7990.0
