Date,Price,Open,High,Low,Change %
9/17/2019,7.73,8.41,8.65,6.19,-8.09%
9/16/2019,8.41,9.53,10.55,5.85,-11.75%
9/13/2019,9.53,5.14,10.85,4.76,85.41%
9/12/2019,5.14,6.75,7.49,2.83,-23.85%
9/11/2019,6.75,5.38,7.27,3.82,25.46%
9/10/2019,5.38,5.07,5.95,2.15,6.11%
9/9/2019,5.07,1.83,5.24,1.38,177.05%
9/6/2019,1.83,2.95,4.62,0.89,-37.97%
9/5/2019,2.95,3.31,4.69,0.58,-10.88%
9/4/2019,3.31,0.67,3.55,0.13,394.03%
9/3/2019,0.67,-1.23,1.01,-2.78,-154.47%
9/2/2019,-1.23,-0.94,0.07,-0.94,0.00%
8/30/2019,-1.23,-3.32,0.21,-3.65,-62.95%
8/29/2019,-3.32,-3.4,-0.25,-4.81,-2.35%
8/28/2019,-3.4,-5.17,-1.69,-10.55,-34.24%
8/27/2019,-5.17,-0.65,-0.12,-5.54,695.38%
8/26/2019,-0.65,0.06,6.72,-3.27,-1183.33%
8/23/2019,0.06,-0.07,2.2,-1.36,-185.71%
8/22/2019,-0.07,4.01,6.54,-0.99,-101.75%
8/21/2019,4.01,4.01,6.54,-0.26,0.00%
8/20/2019,4.01,5.29,7.19,3.39,-24.20%
8/19/2019,5.29,7.41,10.45,4.98,-28.61%
8/16/2019,7.41,-0.03,8.08,-1.48,-24800.00%
8/15/2019,-0.03,-0.03,5.52,-1.48,0.00%
8/14/2019,-0.03,2.95,4.93,-2.08,-101.02%
8/13/2019,2.95,6.1,6.74,0.54,-51.64%
8/12/2019,6.1,11.7,14.54,5.05,-47.86%
8/9/2019,11.7,11.7,14.54,5.34,0.00%
8/8/2019,11.7,11.7,14.54,7.22,0.00%
8/7/2019,11.7,11.7,13.13,7.22,0.00%
8/6/2019,11.7,13.66,16.44,10.01,-14.35%
8/5/2019,13.66,13.19,16.61,11.91,3.56%
8/2/2019,13.19,15.03,18.03,10.51,-12.24%
8/1/2019,15.03,20.56,22.56,10.17,-26.90%
7/31/2019,20.56,20.56,22.56,10.17,0.00%
7/30/2019,20.56,20.56,21.6,19.55,0.00%
7/29/2019,20.56,21.22,22.08,19.94,-3.11%
7/26/2019,21.22,23.85,25.38,12.3,-11.03%
7/25/2019,23.85,23.85,25.38,12.3,0.00%
7/24/2019,23.85,23.85,25.38,12.3,0.00%
7/23/2019,23.85,23.17,24.55,20.97,2.93%
7/22/2019,23.17,23.08,23.41,21.26,-7.47%
7/19/2019,25.04,25.04,27.38,21.61,0.00%
7/18/2019,25.04,25.04,27.38,21.61,0.00%
7/17/2019,25.04,25.04,25.34,21.61,0.00%
7/16/2019,25.04,25.36,26.66,24.27,-1.26%
7/15/2019,25.36,27.68,29.27,24.78,-7.00%
7/12/2019,27.27,27.27,28.03,25.79,0.00%
7/11/2019,27.27,15.12,28.23,15.06,80.36%
7/10/2019,15.12,15.12,23.97,15.06,0.00%
7/9/2019,15.12,15.78,17.44,14.25,-4.18%
7/8/2019,15.78,16.99,17.95,14.86,-25.11%
7/5/2019,21.07,21.07,22.08,4.94,0.00%
7/4/2019,21.07,21.07,21.07,21.07,0.00%
7/3/2019,21.07,21.07,22.08,17.96,0.00%
7/2/2019,21.07,23.97,25.98,20.67,-12.10%
7/1/2019,23.97,24.82,28.5,22.68,-12.36%
6/28/2019,27.35,27.35,28.11,24.65,0.00%
6/27/2019,27.35,27.35,28.11,25.74,0.00%
6/26/2019,27.35,25.08,28.32,24.52,9.05%
6/25/2019,25.08,28.16,28.54,24.56,-10.94%
6/24/2019,28.16,28.55,29.35,26.87,-1.37%
6/21/2019,28.55,28.55,29.95,22.89,0.00%
6/20/2019,28.55,28.55,29.95,23.55,0.00%
6/19/2019,28.55,19.18,28.78,17.16,48.85%
6/18/2019,19.18,21.83,22.76,18.37,-12.14%
6/17/2019,21.83,23.75,24.11,21.36,-15.19%
6/14/2019,25.74,25.74,27.48,22.71,0.00%
6/13/2019,25.74,23.78,26.43,23.14,8.24%
6/12/2019,23.78,21.34,25.08,21.05,11.43%
6/11/2019,21.34,23.9,25.43,20.94,-10.71%
6/10/2019,23.9,23.13,25.22,20.53,-0.58%
6/7/2019,24.04,24.04,28.66,19.67,0.00%
6/6/2019,24.04,23.99,30.77,22.34,0.21%
6/5/2019,23.99,23.99,30.77,23.19,0.00%
6/4/2019,23.99,23.31,25.25,20.38,2.92%
6/3/2019,23.31,20.74,24.97,20.3,57.39%
5/31/2019,14.81,14.81,21.17,14.72,0.00%
5/30/2019,14.81,15.16,16.26,14.22,-2.31%
5/29/2019,15.16,13.72,16.06,14.14,10.50%
5/28/2019,13.72,15.37,15.58,12.69,-10.74%
5/27/2019,15.37,15.37,15.37,15.37,-8.78%
5/24/2019,16.85,16.85,18.15,14.95,0.00%
5/23/2019,16.85,16.85,18.15,15.1,0.00%
5/22/2019,16.85,16.85,18.15,15.1,0.00%
5/21/2019,16.85,19.47,19.61,16.46,-13.46%
5/20/2019,19.47,19.07,19.52,17.72,2.10%
5/17/2019,19.07,21.14,21.24,18.59,-9.79%
5/16/2019,21.14,21.14,21.24,18.93,0.00%
5/15/2019,21.14,21.36,22.12,19.57,-1.03%
5/14/2019,21.36,21.1,22.12,20.68,1.23%
5/13/2019,21.1,19.84,21.99,17.91,29.05%
5/10/2019,16.35,16.35,20.72,14.95,0.00%
5/9/2019,16.35,16.35,20.16,14.95,0.00%
5/8/2019,16.35,16.35,19.12,15.54,0.00%
5/7/2019,16.35,18.93,19.41,15.87,-13.63%
5/6/2019,18.93,19.18,20.44,14.35,-19.72%
5/3/2019,23.58,23.58,24.98,16.72,0.00%
5/2/2019,23.58,23.58,24.98,16.72,0.00%
5/1/2019,23.58,23.58,24.98,17.53,0.00%
4/30/2019,23.58,22.92,24.28,20.27,2.88%
4/29/2019,22.92,21.2,24.83,20.2,8.06%
4/26/2019,21.21,20.12,22.15,15.9,4.53%
4/25/2019,20.29,20.12,21.56,15.9,0.00%
4/24/2019,20.29,20.12,21.56,15.9,0.00%
4/23/2019,20.29,17.76,20.71,17.19,14.25%
4/22/2019,17.76,17.76,20.19,17.19,0.00%
4/19/2019,17.76,17.76,17.76,17.76,0.00%
4/18/2019,17.76,17.6,19.2,16.75,0.91%
4/17/2019,17.6,17.6,19.17,16.94,0.00%
4/16/2019,17.6,16.07,18.37,15.54,9.52%
4/15/2019,16.07,16.63,16.92,15.12,6.49%
4/12/2019,15.09,15.09,17.35,13.36,0.00%
4/11/2019,15.09,15.09,16.3,13.41,0.00%
4/10/2019,15.09,15.09,16.3,13.99,0.00%
4/9/2019,15.09,15.89,16.45,14.68,-5.03%
4/8/2019,15.89,15.37,16.61,15.17,3.38%
4/5/2019,15.37,17.07,18.39,12.69,-9.96%
4/4/2019,17.07,18.5,18.9,16.56,-7.73%
4/3/2019,18.5,16.82,18.84,16.62,9.99%
4/2/2019,16.82,16.42,18.19,16.04,2.44%
4/1/2019,16.42,13.9,17.13,11.88,16.45%
3/29/2019,14.1,14.9,16.6,13,-9.03%
3/28/2019,15.5,16.1,17,14.4,-4.32%
3/27/2019,16.2,17.7,19.2,15.8,6.09%
3/26/2019,15.27,15.37,16.42,13.9,-0.65%
3/25/2019,15.37,11.68,16.5,11.45,31.59%
3/22/2019,11.68,12.65,13.24,9.51,-7.67%
3/21/2019,12.65,12.45,13.64,11.15,1.61%
3/20/2019,12.45,14.11,15.89,12.24,-11.76%
3/19/2019,14.11,14.91,16.56,13.57,-5.37%
3/18/2019,14.91,14.7,16,13.98,-10.07%
3/15/2019,16.58,16.58,16.78,14.25,0.00%
3/14/2019,16.58,15.62,17.53,15.03,6.15%
3/13/2019,15.62,14.53,15.97,14.07,7.50%
3/12/2019,14.53,16,16.86,13.95,-9.19%
3/11/2019,16,16.35,17.67,15.62,-0.87%
3/8/2019,16.14,17.54,17.89,15.67,-7.98%
3/7/2019,17.54,17.54,17.66,16.03,0.00%
3/6/2019,17.54,17.03,17.91,16.21,2.99%
3/5/2019,17.03,17.98,18.73,16.43,-5.28%
3/4/2019,17.98,20,20.47,17.05,-10.10%
3/1/2019,20,19.68,20.75,18.78,1.63%
2/28/2019,19.68,15.18,20.34,14.46,29.64%
2/27/2019,15.18,15.18,18.91,14.46,0.00%
2/26/2019,15.18,15.63,17.51,14.46,-2.88%
2/25/2019,15.63,15.45,16.89,14.61,1.17%
2/22/2019,15.45,16.46,16.51,14.63,-4.92%
2/21/2019,16.25,14.51,16.48,13.77,12.15%
2/20/2019,14.49,14.26,16.26,13.92,1.61%
2/19/2019,14.26,14.65,16.09,13.82,-1.25%
2/18/2019,14.44,14.44,14.44,14.44,0.00%
2/15/2019,14.44,15.19,16.81,14.05,-8.61%
2/14/2019,15.8,17.9,17.9,15.14,-7.49%
2/13/2019,17.08,17.41,18.29,15.92,-5.27%
2/12/2019,18.03,16.64,18.41,16.39,9.74%
2/11/2019,16.43,16.5,17.89,15.19,-4.42%
2/8/2019,17.19,16.98,17.68,16.1,0.00%
2/7/2019,17.19,16.78,17.88,15.64,1.18%
2/6/2019,16.99,17.36,17.81,16.03,-2.13%
2/5/2019,17.36,18.91,19.21,16.26,-6.21%
2/4/2019,18.51,16.83,20.26,16.83,11.78%
2/1/2019,16.56,16.77,17.98,15.4,0.00%
1/31/2019,16.56,16.77,17.73,15.4,0.00%
1/30/2019,16.56,12.74,18.17,12.74,22.30%
1/29/2019,13.54,11.67,16.03,10.92,-12.08%
1/28/2019,15.4,15.04,15.58,13.03,5.34%
1/25/2019,14.62,14.97,16.11,13.78,-0.95%
1/24/2019,14.76,15.02,17.31,14.14,-1.73%
1/23/2019,15.02,15.02,17.31,14.82,0.00%
1/22/2019,15.02,18.46,18.46,14.66,-11.70%
1/18/2019,17.01,18.49,18.9,16.25,-4.81%
1/17/2019,17.87,18.45,18.72,16.68,-0.94%
1/16/2019,18.04,16.75,19.17,15.54,9.07%
1/15/2019,16.54,16.75,18.42,15.54,0.00%
1/14/2019,16.54,15.43,17.31,11.09,7.19%
1/11/2019,15.43,17.46,17.46,14.6,-8.37%
1/10/2019,16.84,14.04,17.16,13.09,19.94%
1/9/2019,14.04,14.04,16.98,13.09,0.00%
1/8/2019,14.04,15.75,15.77,12.45,-9.65%
1/7/2019,15.54,16.2,17.21,14.79,-7.56%
1/4/2019,16.81,18.65,22.46,12.92,-9.87%
1/3/2019,18.65,18.65,22.46,12.92,0.00%
1/2/2019,18.65,18.65,22.46,13.92,0.00%
1/1/2019,18.65,18.65,18.65,18.65,0.00%
12/31/2018,18.65,19.64,21.26,14.18,-9.25%
12/28/2018,20.55,20.55,20.6,18.38,0.00%
12/27/2018,20.55,18.55,21.42,16.96,10.01%
12/26/2018,18.68,15.23,19.25,13.54,8.92%
12/25/2018,17.15,17.15,17.15,17.15,0.00%
12/24/2018,17.15,15.18,18.37,8.89,12.98%
12/21/2018,15.18,17.91,17.91,9.05,-11.18%
12/20/2018,17.09,17.91,17.91,9.05,0.00%
12/19/2018,17.09,17.91,17.91,10.36,0.00%
12/18/2018,17.09,15.95,17.35,15.04,7.15%
12/17/2018,15.95,15.8,16.51,14.65,6.83%
12/14/2018,14.93,14.73,16.01,13.62,0.00%
12/13/2018,14.93,11.31,15.7,10.17,34.38%
12/12/2018,11.11,11.31,14.11,10.17,0.00%
12/11/2018,11.11,13.39,13.68,9.92,-13.07%
12/10/2018,12.78,15.72,15.72,11.88,11.23%
12/7/2018,11.49,10.87,14.67,9.65,0.00%
12/6/2018,11.49,10.87,14.43,9.65,0.00%
12/5/2018,11.49,11.49,11.49,11.49,0.00%
12/4/2018,11.49,14.33,15.2,9.06,-19.82%
12/3/2018,14.33,15.63,20.68,14.12,-26.48%
11/30/2018,19.49,22.11,22.11,18.93,-11.85%
11/29/2018,22.11,25.44,25.44,20.98,-10.23%
11/28/2018,24.63,22.22,25.47,21.47,10.85%
11/27/2018,22.22,22.63,23.68,21.67,0.68%
11/26/2018,22.07,23.29,23.88,21.52,-10.54%
11/23/2018,24.67,24.67,25.02,22.34,0.00%
11/22/2018,24.67,24.67,24.67,24.67,-1.79%
11/21/2018,25.12,25.54,26.74,23.9,0.00%
11/20/2018,25.12,26.97,27.34,24.45,-6.86%
11/19/2018,26.97,26.71,28.76,24.74,7.66%
11/16/2018,25.05,24.69,27.8,23.68,0.00%
11/15/2018,25.05,25.45,26.1,24.18,-3.17%
11/14/2018,25.87,24.44,26.32,23.43,5.85%
11/13/2018,24.44,28.44,28.44,24.07,-4.38%
11/12/2018,25.56,25.56,25.56,25.56,0.00%
11/9/2018,25.56,27.06,27.32,24.36,-5.54%
11/8/2018,27.06,27.06,27.32,25.51,0.00%
11/7/2018,27.06,28.9,29.46,24.39,-7.77%
11/6/2018,29.34,28.33,29.74,27.67,2.12%
11/5/2018,28.73,31.04,31.04,27.81,-6.23%
11/2/2018,30.64,28.16,30.83,27.54,7.25%
11/1/2018,28.57,27.64,29.92,27.61,3.36%
10/31/2018,27.64,26.12,28.18,25.2,4.22%
10/30/2018,26.52,26.12,28.05,25.2,0.00%
10/29/2018,26.52,26.12,28.05,25.63,0.00%
10/26/2018,26.52,27.86,28.33,25.83,-0.49%
10/25/2018,26.65,27.86,28.28,25.83,0.00%
10/24/2018,26.65,27.02,27.77,25.65,-6.92%
10/23/2018,28.63,28.54,29.27,24.97,0.32%
10/22/2018,28.54,29.01,29.49,26.92,-5.09%
10/19/2018,30.07,29.65,31.06,27.61,0.00%
10/18/2018,30.07,31.44,31.56,28.67,-3.09%
10/17/2018,31.03,29.17,31.63,27.66,6.38%
10/16/2018,29.17,29.26,30.74,28.42,-1.69%
10/15/2018,29.67,30.81,30.81,28.54,-2.40%
10/12/2018,30.4,29.16,30.89,29.11,2.81%
10/11/2018,29.57,31.52,34.92,28.33,-6.19%
10/10/2018,31.52,31.52,34.92,31.05,0.00%
10/9/2018,31.52,34.81,37.46,30.54,-7.27%
10/8/2018,33.99,33.99,33.99,33.99,0.00%
10/5/2018,33.99,30.89,35.09,30.2,8.59%
10/4/2018,31.3,29.52,33.68,29.52,3.16%
10/3/2018,30.34,24.45,30.96,24.12,24.09%
10/2/2018,24.45,25.66,25.85,23.15,-6.21%
10/1/2018,26.07,23.61,26.26,23.58,8.58%
9/28/2018,24.01,22.26,24.05,21.11,7.86%
9/27/2018,22.26,22.32,23.88,21.29,-2.07%
9/26/2018,22.73,25.32,25.95,22.51,-10.23%
9/25/2018,25.32,25.19,27.22,25,-4.78%
9/24/2018,26.59,26.05,29.02,22.25,2.07%
9/21/2018,26.05,26.55,27.55,24.34,-3.38%
9/20/2018,26.96,26.55,27.55,24.76,0.00%
9/19/2018,26.96,25.21,27.57,23.85,8.71%
9/18/2018,24.8,21.85,25.58,20.01,17.98%
9/17/2018,21.02,21.17,22.77,19.17,-0.71%
9/14/2018,21.17,21.53,21.96,20.02,0.24%
9/13/2018,21.12,21.04,21.86,19.51,0.38%
9/12/2018,21.04,22.71,22.99,20.31,-9.00%
9/11/2018,23.12,21.42,23.62,21.23,5.91%
9/10/2018,21.83,23.44,24.17,21.46,-5.21%
9/7/2018,23.03,23.56,24.54,22.65,-2.25%
9/6/2018,23.56,25.29,25.61,23.01,-5.34%
9/5/2018,24.89,23.93,25.11,23.29,2.26%
9/4/2018,24.34,22.14,25.38,22.14,6.06%
9/3/2018,22.95,22.95,22.95,22.95,13.33%
8/31/2018,20.25,20.65,23.28,19.06,0.00%
8/30/2018,20.25,20.65,21.24,19.28,0.00%
8/29/2018,20.25,18.68,22.09,18.68,1.91%
8/28/2018,19.87,18.68,22.09,18.68,0.00%
8/27/2018,19.87,18.3,20.66,18.3,6.14%
8/24/2018,18.72,20.58,21.31,18.54,-9.04%
8/23/2018,20.58,22.35,22.53,20.04,-7.92%
8/22/2018,22.35,24.52,24.52,21.45,-3.95%
8/21/2018,23.27,23,24.35,22.37,1.17%
8/20/2018,23,25.02,25.44,22.53,-7.00%
8/17/2018,24.73,24.32,25.67,23.44,0.00%
8/16/2018,24.73,25.42,25.84,24.32,-1.08%
8/15/2018,25,26.15,26.43,23.23,-2.87%
8/14/2018,25.74,25.44,26.75,24.98,-1.98%
8/13/2018,26.26,26.31,27.63,25.08,-5.64%
8/10/2018,27.83,27.42,27.47,25.2,0.00%
8/9/2018,27.83,29.21,29.21,27.28,-3.37%
8/8/2018,28.8,30.1,31.04,28.24,-4.32%
8/7/2018,30.1,28.98,30.4,28.01,2.42%
8/6/2018,29.39,29.55,30.47,27.76,-3.19%
8/3/2018,30.36,32.11,33.13,29.88,-5.45%
8/2/2018,32.11,32.11,33.13,30.34,0.00%
8/1/2018,32.11,29.44,33.23,28.33,12.16%
7/31/2018,28.63,30.34,30.93,27.43,-6.86%
7/30/2018,30.74,27.86,30.9,27.86,10.34%
7/27/2018,27.86,29.45,30.06,27.11,-4.10%
7/26/2018,29.05,29.94,30.17,27.28,-6.71%
7/25/2018,31.14,29.94,30.12,27.28,0.00%
7/24/2018,31.14,32.49,33.26,30.34,-4.16%
7/23/2018,32.49,29.37,33.14,28.63,9.06%
7/20/2018,29.79,23.87,29.98,23.3,22.64%
7/19/2018,24.29,23.87,26.79,23.41,0.00%
7/18/2018,24.29,23.87,26.53,23.41,0.00%
7/17/2018,24.29,25.17,26.82,23.69,-5.04%
7/16/2018,25.58,24.51,26.6,23.35,-0.58%
7/13/2018,25.73,25.32,26.05,24.15,0.00%
7/12/2018,25.73,26.05,27.23,25.13,-2.76%
7/11/2018,26.46,30.45,30.45,25.69,-5.47%
7/10/2018,27.99,29.53,30.26,26.52,-5.22%
7/9/2018,29.53,27.7,29.72,27.7,5.05%
7/6/2018,28.11,28.23,29.32,26.43,2.55%
7/5/2018,27.41,29.04,31.15,27.19,-8.17%
7/4/2018,29.85,29.85,29.85,29.85,0.00%
7/3/2018,29.85,31.67,32.98,29.59,-5.75%
7/2/2018,31.67,33,33.18,30.33,-2.85%
6/29/2018,32.6,32.22,33.63,30.27,1.18%
6/28/2018,32.22,33.91,35.36,31.53,-6.12%
6/27/2018,34.32,33.91,35.36,31.53,0.00%
6/26/2018,34.32,33.91,35.36,33.72,0.00%
6/25/2018,34.32,35.19,35.19,33.36,-1.29%
6/22/2018,34.77,34.73,37.24,34.58,-2.22%
6/21/2018,35.56,36.93,37.43,34.6,-3.71%
6/20/2018,36.93,34.56,37.66,33.9,6.86%
6/19/2018,34.56,38.23,38.23,33.7,-4.42%
6/18/2018,36.16,37.13,37.63,35.48,-1.53%
6/15/2018,36.72,36.78,37.31,34.49,0.96%
6/14/2018,36.37,39.81,39.94,35.91,-8.64%
6/13/2018,39.81,41.78,42.51,39.05,-4.72%
6/12/2018,41.78,42.55,43.52,41.09,-1.81%
6/11/2018,42.55,44.22,45.29,42.28,-4.66%
6/8/2018,44.63,45.15,46.99,41.88,-1.15%
6/7/2018,45.15,45.15,46.99,42.46,0.00%
6/6/2018,45.15,42.83,45.7,42.57,5.42%
6/5/2018,42.83,42.63,43.38,40.69,1.44%
6/4/2018,42.22,42.48,43.5,41.04,-1.54%
6/1/2018,42.88,42.71,44.81,41.1,1.35%
5/31/2018,42.31,47.3,48.55,40.04,-6.60%
5/30/2018,45.3,47.3,48.55,41.59,0.00%
5/29/2018,45.3,47.38,47.38,40.8,0.73%
5/28/2018,44.97,44.97,44.97,44.97,0.00%
5/25/2018,44.97,46.31,47.33,44.06,-2.89%
5/24/2018,46.31,46.34,48.61,45.76,0.81%
5/23/2018,45.94,46.29,47.44,44.15,-6.17%
5/22/2018,48.96,49.03,50.43,48.06,0.72%
5/21/2018,48.61,49.24,51.45,48.06,-4.50%
5/18/2018,50.9,54.02,55.32,50.12,-5.78%
5/17/2018,54.02,51.27,54.43,49.82,6.23%
5/16/2018,50.85,49.81,51.09,47.66,2.96%
5/15/2018,49.39,44.9,50.6,44.35,10.00%
5/14/2018,44.9,42.46,45.27,41.77,4.74%
5/11/2018,42.87,42.79,43.74,41.04,0.19%
5/10/2018,42.79,46.6,46.6,42.43,-8.98%
5/9/2018,47.01,45.69,48.8,45.44,2.89%
5/8/2018,45.69,44.86,47.22,44.07,1.85%
5/7/2018,44.86,44.06,45.65,43.78,-3.65%
5/4/2018,46.56,46.56,46.56,43.96,0.00%
5/3/2018,46.56,48.15,48.78,45.47,-3.30%
5/2/2018,48.15,45.79,48.15,45.19,5.15%
5/1/2018,45.79,45.71,46.82,44.86,-0.69%
4/30/2018,46.11,47.31,48.2,44.28,-2.54%
4/27/2018,47.31,53.99,54.6,46.53,-11.70%
4/26/2018,53.58,53.99,54.6,49.13,0.00%
4/25/2018,53.58,50.58,54.15,49.99,2.43%
4/24/2018,52.31,49.26,52.49,47.36,5.32%
4/23/2018,49.67,49.27,51.96,48.92,-0.02%
4/20/2018,49.68,48.01,50.29,47.21,3.48%
4/19/2018,48.01,44.14,49.22,43.27,8.77%
4/18/2018,44.14,43.04,44.37,41.13,1.59%
4/17/2018,43.45,44.53,45.84,41.8,-2.43%
4/16/2018,44.53,44.58,48.07,44.53,-3.68%
4/13/2018,46.23,46.6,50.56,45.27,-1.66%
4/12/2018,47.01,46.6,49.19,46.24,0.00%
4/11/2018,47.01,48.81,49.8,45.69,-4.49%
4/10/2018,49.22,49.66,51.17,47.77,-0.89%
4/9/2018,49.66,49.11,51.48,49.11,-1.33%
4/6/2018,50.33,54.16,54.16,49.42,-4.21%
4/5/2018,52.54,50.38,52.91,49.42,4.29%
4/4/2018,50.38,50.07,50.83,47.84,1.43%
4/3/2018,49.67,48.17,50.4,47.32,3.11%
4/2/2018,48.17,46.48,49.26,46.48,2.75%
3/30/2018,46.88,46.88,46.88,46.88,0.00%
3/29/2018,46.88,48.64,49.6,46.48,-5.20%
3/28/2018,49.45,50.33,51.43,47.49,-1.75%
3/27/2018,50.33,53.97,54.78,50.15,-12.55%
3/26/2018,57.55,54.96,57.97,54.34,3.92%
3/23/2018,55.38,55.04,56.82,52.67,2.94%
3/22/2018,53.8,56.76,57.73,52.84,-5.91%
3/21/2018,57.18,54.88,59.98,53.81,4.19%
3/20/2018,54.88,54.62,55.8,53.92,1.24%
3/19/2018,54.21,53.94,56.31,52.66,-1.02%
3/16/2018,54.77,54.67,56.77,52.07,-1.32%
3/15/2018,55.5,54.67,55.87,52.85,0.00%
3/14/2018,55.5,58.47,58.47,54.59,-5.08%
3/13/2018,58.47,59.84,61.35,57.51,-2.95%
3/12/2018,60.25,61.95,64.05,59.65,-4.64%
3/9/2018,63.18,58.91,63.36,58.91,4.36%
3/8/2018,60.54,65.9,65.9,59.77,-4.00%
3/7/2018,63.06,65.9,65.9,60.76,0.00%
3/6/2018,63.06,63.9,64.7,61.67,-1.31%
3/5/2018,63.9,64.05,64.58,59.72,3.03%
3/2/2018,62.02,59.18,62.47,57.73,4.80%
3/1/2018,59.18,63.64,65.4,58.01,-6.42%
2/28/2018,63.24,63.64,65.4,60.26,0.00%
2/27/2018,63.24,63.64,65.4,62.52,0.00%
2/26/2018,63.24,61.41,63.83,60.66,-4.62%
2/23/2018,66.3,66.7,67.77,62,0.00%
2/22/2018,66.3,68.4,68.4,64.33,-2.49%
2/21/2018,67.99,61.55,68.18,60.56,1.98%
2/20/2018,66.67,65.28,68.86,65.28,-1.62%
2/16/2018,67.77,70.32,71.28,65.81,-5.28%
2/15/2018,71.55,73.54,74.11,69.91,-3.25%
2/14/2018,73.95,72.11,74.63,69.56,2.55%
2/13/2018,72.11,77.52,77.52,71.57,-7.47%
2/12/2018,77.93,78.16,83.16,74.35,-0.29%
2/9/2018,78.16,71.63,78.57,70.5,9.12%
2/8/2018,71.63,71.46,74.32,68.26,1.39%
2/7/2018,70.65,69.43,71.49,67.33,1.76%
2/6/2018,69.43,66.72,71.3,66.43,4.06%
2/5/2018,66.72,68.98,73.16,66.34,-3.85%
2/2/2018,69.39,60.94,69.91,60.94,12.39%
2/1/2018,61.74,55.39,63.44,55.39,9.86%
1/31/2018,56.2,59.74,60.31,55.83,-5.29%
1/30/2018,59.34,57.3,60.49,56.83,2.84%
1/29/2018,57.7,53.38,58.17,53.22,7.29%
1/26/2018,53.78,53.43,54.34,51.61,1.41%
1/25/2018,53.03,56.64,57.25,52.48,-6.37%
1/24/2018,56.64,58.47,58.88,55.3,-3.13%
1/23/2018,58.47,58.47,58.88,55.66,0.00%
1/22/2018,58.47,58.2,59.32,56.43,-0.95%
1/19/2018,59.03,57.44,59.44,56.25,2.04%
1/18/2018,57.85,53.77,58.22,53.35,7.59%
1/17/2018,53.77,51.88,54.32,50.41,3.64%
1/16/2018,51.88,53.81,54.36,51.28,-5.03%
1/12/2018,54.63,54.61,57.03,54.04,-1.44%
1/11/2018,55.43,58.12,62.34,55.02,-3.95%
1/10/2018,57.71,58.12,62.34,56.93,0.00%
1/9/2018,57.71,51.42,58.12,51.42,11.37%
1/8/2018,51.82,51.06,52.33,50.18,1.49%
1/5/2018,51.06,50.01,51.78,48.73,-0.29%
1/4/2018,51.21,50.01,51.78,49.11,0.00%
1/3/2018,51.21,53.66,54.56,50.45,-4.57%
1/2/2018,53.66,51.66,55.29,49.69,2.95%
12/29/2017,52.12,52.12,54.07,51.58,0.00%
12/28/2017,52.12,54.89,55.43,50.39,-8.35%
12/27/2017,56.87,54.89,55.43,50.39,0.00%
12/26/2017,56.87,57.97,59.12,55.14,-3.28%
12/22/2017,58.8,63.85,64.08,58.57,-7.91%
12/21/2017,63.85,63.85,64.08,59.74,0.00%
12/20/2017,63.85,55.64,64.22,54.86,13.90%
12/19/2017,56.06,55.64,61.32,54.86,0.00%
12/18/2017,56.06,50.54,56.41,50.54,5.30%
12/15/2017,53.24,52.83,54.23,50.54,0.00%
12/14/2017,53.24,56.55,57.58,53.01,-5.85%
12/13/2017,56.55,56.99,57.78,54.38,-0.77%
12/12/2017,56.99,56.96,58.2,54.88,0.78%
12/11/2017,56.55,57.34,58.47,55.22,-2.08%
12/8/2017,57.75,55.34,58.47,55.34,3.59%
12/7/2017,55.75,52.85,56.76,50.26,5.49%
12/6/2017,52.85,52.85,53.56,50.26,0.00%
12/5/2017,52.85,55.62,57.36,52.4,-5.66%
12/4/2017,56.02,55.93,60.89,55.66,-3.98%
12/1/2017,58.34,62.32,62.5,56.27,-6.39%
11/30/2017,62.32,62.05,64.07,61.06,0.44%
11/29/2017,62.05,57.41,62.23,56.7,8.08%
11/28/2017,57.41,57.94,58.34,56.44,-1.83%
11/27/2017,58.48,58.16,59.22,56.28,-0.86%
11/24/2017,58.99,58.79,60.3,56.83,-0.35%
11/22/2017,59.2,58.44,60.63,57.56,1.30%
11/21/2017,58.44,61.61,61.61,57.38,-4.51%
11/20/2017,61.2,62.62,62.9,60.49,-0.97%
11/17/2017,61.8,65.72,65.96,61.32,-6.56%
11/16/2017,66.14,63.64,66.49,63.23,3.93%
11/15/2017,63.64,68.63,68.69,63.29,-6.71%
11/14/2017,68.22,71.86,72.57,67.87,-5.07%
11/13/2017,71.86,74.2,74.2,70.79,2.54%
11/10/2017,70.08,70.48,74.38,69.67,0.00%
11/9/2017,70.08,68.32,70.43,65.98,2.58%
11/8/2017,68.32,68.16,68.82,66.66,0.23%
11/7/2017,68.16,69.56,70.9,67.26,-2.01%
11/6/2017,69.56,71.02,72.78,69.16,-2.60%
11/3/2017,71.42,77.6,78.63,71.16,-7.96%
11/2/2017,77.6,77.6,78.63,72.76,0.00%
11/1/2017,77.6,77.6,78.63,73.89,0.00%
10/31/2017,77.6,78.88,79.73,77.02,-2.11%
10/30/2017,79.27,82.22,82.22,78.88,-3.12%
10/27/2017,81.82,83.8,84.24,80.91,-2.83%
10/26/2017,84.2,83.85,84.38,80.91,0.89%
10/25/2017,83.46,79.64,85.51,79.3,3.73%
10/24/2017,80.46,79.64,83.75,79.3,0.00%
10/23/2017,80.46,79.64,81.1,79.3,0.00%
