timestamp,Open,High,Low,Close,Volume
2012-03-14,102.94,108.0,102.62,106.63,0
2012-03-15,106.84,109.98,106.56,108.42,0
2012-03-16,106.57,108.48,104.84,105.78,0
2012-03-19,106.83,108.84,104.59,106.49,0
2012-03-20,107.77,110.48,107.12,109.38,0
2012-03-21,106.43,111.93,104.65,104.65,0
2012-03-22,107.31,108.07,102.47,102.53,0
2012-03-23,102.25,103.73,98.12,98.6,0
2012-03-26,98.48,100.29,96.08,96.08,0
2012-03-27,96.22,101.22,96.13,101.15,0
2012-03-28,100.65,107.92,99.65,102.74,0
2012-03-29,105.54,107.28,101.82,101.94,0
2012-03-30,100.37,102.0,99.87,100.28,0
2012-04-02,102.92,103.0,99.35,100.38,0
2012-04-03,100.3,101.35,98.08,98.37,0
2012-04-04,101.05,102.38,99.04,99.73,0
2012-04-05,100.47,100.47,97.16,99.47,0
2012-04-09,104.77,105.4,102.7,104.59,0
2012-04-10,103.78,111.79,103.43,109.13,0
2012-04-11,109.1,111.6,108.18,111.19,0
2012-04-12,108.98,109.57,104.2,104.27,0
2012-04-13,105.15,110.83,105.06,110.76,0
2012-04-16,108.81,112.75,107.31,110.97,0
2012-04-17,107.86,108.09,106.19,107.01,0
2012-04-18,107.44,107.8,105.4,106.06,0
2012-04-19,104.4,107.35,102.63,103.96,0
2012-04-20,103.16,103.16,101.04,101.08,0
2012-04-23,106.48,107.43,103.63,104.01,0
2012-04-24,103.32,103.33,99.84,99.84,0
2012-04-25,98.18,98.18,93.19,93.28,0
2012-04-26,93.35,93.59,88.85,89.65,0
2012-04-27,88.33,90.24,87.88,88.62,0
2012-04-30,90.3,91.4,89.11,89.32,0
2012-05-01,88.97,88.97,85.75,87.06,0
2012-05-02,87.6,89.0,85.77,86.29,0
2012-05-03,86.13,88.74,85.1,88.35,0
2012-05-04,87.77,92.9,87.65,91.31,0
2012-05-07,94.48,94.51,89.99,90.91,0
2012-05-08,91.77,97.64,91.15,91.33,0
2012-05-09,100.17,105.52,98.87,102.07,0
2012-05-10,99.59,101.13,97.95,98.65,0
2012-05-11,99.95,100.57,97.4,100.12,0
2012-05-14,103.65,106.36,102.54,105.85,0
2012-05-15,103.94,110.65,102.27,109.61,0
2012-05-16,107.74,110.73,104.54,109.22,0
2012-05-17,108.82,113.3,107.73,112.84,0
2012-05-18,110.52,117.8,109.88,117.44,0
2012-05-21,115.67,115.67,107.46,108.5,0
2012-05-22,106.86,113.39,103.57,110.48,0
2012-05-23,112.16,115.95,106.53,107.48,0
2012-05-24,106.02,108.55,104.46,104.52,0
2012-05-25,105.13,105.36,101.8,103.1,0
2012-05-29,103.83,103.97,100.98,100.98,0
2012-05-30,103.51,109.75,103.39,109.73,0
2012-05-31,108.54,111.44,106.25,108.75,0
