timestamp,Open,High,Low,Close
2015-05-19,233.3135,233.3135,233.3135,233.3135
2015-05-20,233.9562,233.9562,233.9562,233.9562
2015-05-21,235.7248,235.7248,235.7248,235.7248
2015-05-22,236.5916,236.5916,236.5916,236.5916
2015-05-25,237.9453,237.9453,237.9453,237.9453
2015-05-26,237.9667,237.9667,237.9667,237.9667
2015-05-27,237.4583,237.4583,237.4583,237.4583
2015-05-28,237.4991,237.4991,237.4991,237.4991
2015-05-29,236.7361,236.7361,236.7361,236.7361
2015-06-01,228.3749,228.3749,228.3749,228.3749
2015-06-02,225.6743,225.6743,225.6743,225.6743
2015-06-03,226.1679,226.1679,226.1679,226.1679
2015-06-04,225.351,225.351,225.351,225.351
2015-06-05,225.501,225.501,225.501,225.501
2015-06-08,227.633,227.633,227.633,227.633
2015-06-09,230.7865,230.7865,230.7865,230.7865
2015-06-10,229.5437,229.5437,229.5437,229.5437
2015-06-11,229.6595,229.6595,229.6595,229.6595
2015-06-12,230.5408,230.5408,230.5408,230.5408
2015-06-15,235.0697,235.0697,235.0697,235.0697
2015-06-16,242.7791,242.7791,242.7791,242.7791
2015-06-17,252.4302,252.4302,252.4302,252.4302
2015-06-18,250.7357,250.7357,250.7357,250.7357
2015-06-19,247.5543,247.5543,247.5543,247.5543
2015-06-22,247.2098,247.2098,247.2098,247.2098
2015-06-23,244.6968,244.6968,244.6968,244.6968
2015-06-24,242.0277,242.0277,242.0277,242.0277
2015-06-25,242.1982,242.1982,242.1982,242.1982
2015-06-26,241.481,241.481,241.481,241.481
2015-06-29,253.7345,253.7345,253.7345,253.7345
2015-06-30,266.2373,266.2373,266.2373,266.2373
2015-07-01,257.3546,257.3546,257.3546,257.3546
2015-07-02,255.2324,255.2324,255.2324,255.2324
2015-07-03,255.4825,255.4825,255.4825,255.4825
2015-07-06,255.4825,275.8429,255.4825,275.8429
2015-07-07,266.806,266.806,266.806,266.806
2015-07-08,273.0458,273.0458,273.0458,273.0458
2015-07-09,271.5013,271.5013,271.5013,271.5013
2015-07-10,286.6241,286.6241,286.6241,286.6241
2015-07-13,289.5325,289.5325,289.5325,289.5325
2015-07-14,295.3308,295.3308,295.3308,295.3308
2015-07-15,292.7715,292.7715,292.7715,292.7715
2015-07-16,277.9898,277.9898,277.9898,277.9898
2015-07-17,278.2459,278.2459,278.2459,278.2459
2015-07-20,278.3147,278.3147,278.3147,278.3147
2015-07-21,279.3978,279.3978,279.3978,279.3978
2015-07-22,277.6709,277.6709,277.6709,277.6709
2015-07-23,277.9235,277.9235,277.9235,277.9235
2015-07-24,284.5543,284.5543,284.5543,284.5543
2015-07-27,289.5223,289.5223,289.5223,289.5223
2015-07-28,294.9909,294.9909,294.9909,294.9909
2015-07-29,291.837,291.837,291.837,291.837
2015-07-30,287.3425,287.3425,287.3425,287.3425
2015-07-31,285.6684,285.6684,285.6684,285.6684
2015-08-03,284.266,284.266,284.266,284.266
2015-08-04,285.3975,285.3975,285.3975,285.3975
2015-08-05,283.3226,283.3226,283.3226,283.3226
