bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.9499969482421875,0.007633563451490352,10,6.769996643066406,0.057348551190618526,12,1.0,0.19497789502984705,0.9499969482421875,,137,True,False,35.1637260778578,-10.787096703891116,19.846785150608163,0.22932677917114885,0.13613082024137668,-0.18639191785954434,0.010445351542731528,0.0010993559022013351,43.007370022782254,2025/05/12 18:25,2s,27202.0
1.618804931640625,0.01322769217169118,26,3.19000244140625,0.025562965125431977,7,1.0,0.7519755094231321,1.618804931640625,,211,False,False,83.39021923001371,89.58450760914707,85.45498202305816,0.21039953513568585,0.24846994441703885,0.07614081856270599,0.030958351655849946,0.0020152942287662247,70.29673227044938,2025/05/13 18:05,2s,11205.0
0.94000244140625,0.007249748687774775,11,1.84619140625,0.014080166831915914,22,1.0,0.7183450145464163,0.94000244140625,,623,False,False,66.55271175097744,86.61101560576626,73.23881303590704,-0.01599091437730659,0.016343737322557672,0.06466930339972853,0.025229752253825854,0.00012554637704420487,59.36286213444362,2025/05/20 19:55,2s,180616.0
0.8599090576171875,0.0066939778905708335,10,1.410003662109375,0.01085787506146815,15,1.0,0.6170270328766531,0.8599090576171875,,979,False,False,71.07517541368716,95.48232910635403,79.21089331124278,-0.00030490043993964546,0.033557863966194645,0.06772552881226858,0.018945286412598954,0.0002603006513157901,57.580308080890404,2025/05/28 17:10,2s,7463.0
1.8600006103515625,0.01431871206886871,20,4.8699951171875,0.03663303014706929,80,1.0,0.7576983331244517,1.8600006103515625,,1206,False,False,87.06335709019982,79.44526362861393,84.52399260300452,0.2260578631315715,0.2968757196417755,0.141635713020408,0.00994230125385885,0.0022654309692846206,63.14562695017314,2025/06/02 16:35,2s,12011.0
1.4000091552734375,0.010732151690497242,12,4.8699951171875,0.03663303014706929,80,2.0,0.7761812257175085,1.4000091552734375,,1238,False,False,81.30998904297377,103.92367677646075,88.84788495413609,0.01681140298020199,0.13735754758494068,0.24109228920947737,0.017747527405061636,0.0010479109941063146,68.67779959038731,2025/06/02 19:15,2s,53354.0
2.0500030517578125,0.01529054180477765,26,5.230010986328125,0.04038306855191835,21,1.0,0.5200756227498439,2.0500030517578125,,1304,True,False,24.26584290380165,23.946256250587403,24.159314019396902,-0.15543928538704038,-0.21701093891550727,-0.12314330705693377,0.004707547783690433,-0.001635162950959881,35.698860949386315,2025/06/03 18:15,2s,16862.0
1.2599945068359375,0.009628568706702778,15,4.0500030517578125,0.03030078513237336,80,1.0,0.6197512630876985,1.2599945068359375,,1433,False,False,77.34255333724616,82.91432534919119,79.19981067456116,0.1269810405796314,0.19393822839123231,0.13391437562320185,0.013926706069422642,0.001473899184371931,61.532560334176864,2025/06/05 16:00,2s,9323.0
0.850006103515625,0.006524455875652814,5,4.0500030517578125,0.03030078513237336,80,2.0,0.3753094141006175,0.850006103515625,,1464,False,False,47.40726450107092,95.97726432888878,63.59726444367687,-0.1564145112341363,-0.14465860913776396,0.02351180419274468,0.007549801390221901,-0.0011038364766624992,47.932930727050376,2025/06/05 18:35,2s,9738.0
0.9000091552734375,0.006732060280033985,10,3.0865020751953125,0.023716782616189393,16,1.0,0.14142487776662696,0.9000091552734375,,1524,True,False,44.45184556765337,-16.688494392162397,24.07173224771478,0.2645715618796305,0.17488416646125415,-0.17937479083675267,0.021801373739230856,0.0013152096187260055,48.381426639850496,2025/06/06 17:05,2s,5432.0
2.7550048828125,0.020304417823516472,15,3.0865020751953125,0.023716782616189393,16,2.0,0.0960662853413883,2.7550048828125,,1574,True,False,26.335538000450626,11.76440678206049,21.478494260987247,0.18927314497421782,0.09662355931510547,-0.1852991713182247,0.029414006451094505,0.0007233305197360784,46.521861964789906,2025/06/09 14:45,2s,7001.0
0.9545974731445312,0.007559371890816282,27,2.4650039672851562,0.019170228553709902,19,1.0,0.452167023117183,0.9545974731445312,,2242,False,False,79.75052480322353,76.44372730250223,78.64825896964976,0.06604780878281626,0.10912003272272841,0.08614444787982431,0.005655669794127719,0.0008604322267139556,58.3333773261841,2025/06/20 18:30,2s,7178.0
1.1650009155273438,0.00920840154248671,13,2.4650039672851562,0.019170228553709902,19,2.0,0.6328580315884281,1.1650009155273438,,2260,False,False,55.18583078084012,72.64664933841976,61.00610363336666,0.04027073447119445,0.07975995418350124,0.07897843942461358,0.03500940797320725,0.0006284603032623682,61.436385061395335,2025/06/23 13:30,2s,31084.0
0.6702041625976562,0.005279284962033861,6,2.6400070190429688,0.020449317538576605,57,1.0,0.43939415832685513,0.6702041625976562,,2597,False,False,46.56652277147238,80.62857573405071,57.92054042566515,0.026955761081415525,0.0159731490256263,-0.021965224111578453,0.015828273225100192,0.00012547077367983342,53.54102809899665,2025/06/27 15:45,2s,6636.0
1.4799957275390625,0.011276157924107143,6,10.849998474121094,0.08757060807505206,46,1.0,0.45898584588902147,1.4799957275390625,,2780,True,False,52.624133960539694,14.120904233067577,39.78972405138232,-0.2126355944070088,-0.3544983565692803,-0.283725524324543,0.03745087809466093,-0.002703556568948042,35.007742145039856,2025/07/01 18:00,2s,9686.0
