bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.3950004577636719,0.006484985367808276,0.00016608507319751278,0.3950004577636719,,393,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149F6AE70>,0.10889241079497176,0.09948660252760533,-0.018811616534732872,0.024374160186650683,0.0016429729026551563,48.854612977456874,2025/06/18 13:42,3a,4779.0
