bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
1.2900009155273438,0.011015292535258668,7,0.011491422473939096,1.2900009155273438,,180,False,False,48.392369883888975,93.12232204825773,63.30235393867856,-0.40712501626835496,-0.3177458560571438,0.17875832042242235,0.035726379243407644,-0.002686649534319677,48.045316778862016,2025/05/29 19:00,3a,130106.0
