bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume,zs_cnt
1.6682814173854394,0.7975390499057547,323,True,False,,-0.0936392805414303,-0.20594209747268444,-0.22460563386250829,-0.024656606415649512,34.33327539251724,2001/04/16,1,6249600.0,1
0.9888771355416601,0.14009461653271546,421,False,False,,0.10013230386946562,0.12091295346401942,0.041561299189107614,0.01298670262572262,62.77561630127948,2001/09/04,1,8825400.0,1
3.468171076362783,0.5586419201742912,694,True,False,,-0.48731193663799866,-0.5402907050017607,-0.10595753672752406,-0.10126181898425989,15.724567167692726,2002/10/09,1,24401800.0,1
0.793234297130474,0.6571160281589276,988,True,False,,0.01622032281266177,-0.02413751413144194,-0.08071567388820741,-0.003747625123992999,36.07170673001976,2003/12/09,1,9832600.0,1
0.7469899680657743,0.14530624725092672,1209,True,False,,-0.0951570921279721,-0.09695597656097643,-0.003597768866008655,-0.01783624485559238,31.172728223486857,2004/10/26,1,5467400.0,1
0.6367234919627336,0.20855202145834137,1434,False,False,,0.05684035222751094,0.07824634808158049,0.0428119917081391,0.011038460632721188,63.12796732555039,2005/09/16,1,10342400.0,1
0.4055106848971253,0.48874211659095845,1529,True,False,,-0.04764260130409318,-0.06405010027189473,-0.032814997935603094,-0.009609653696312693,33.354067760608075,2006/02/02,1,6312000.0,1
0.49890174464121806,0.21829558267586957,1738,True,False,,-0.04925574547787622,-0.06212043520200261,-0.02572937944825278,-0.007871121958325386,38.73347814687537,2006/11/30,1,11959000.0,1
1.22458071205884,0.5541020045241116,1862,False,False,,0.08283385916032612,0.13414972490459043,0.10263173148852861,0.01256822218612391,76.8069564614371,2007/06/01,1,14896400.0,1
1.9914154308542678,4.099381508604118,1910,True,False,,-0.24878979543193394,-0.3096036372419828,-0.12162768362009774,-0.031548949625410695,31.10910999704592,2007/08/09,1,28907400.0,1
1.66206381269469,0.6377018360126241,2167,False,False,,0.11010809186450858,0.18278074654016763,0.1453453093513181,0.01729822529410633,60.20068358168322,2008/08/15,1,17501800.0,1
3.100168372202204,0.7150129683145989,2307,True,False,,-0.3175085041504322,-0.33764632922232796,-0.04027565014379153,-0.04263288636190028,31.344838207962013,2009/03/09,1,19174600.0,1
0.8924372925222936,0.49594466489844696,2365,False,False,,0.09600142673999598,0.1382460545735995,0.08448925566720705,0.016949816363428703,66.75852732103704,2009/06/01,1,16402200.0,1
1.135705935772842,1.1266816060892353,2904,False,False,,0.12025936474133336,0.14325288865041408,0.04598704781816143,0.01496209530700304,65.59899729404253,2011/07/20,1,11716800.0,2
0.8765896895474956,1.5423413249118831,3159,True,False,,-0.05949227305413267,-0.12024571282758423,-0.12150687954690312,-0.013884542331368587,31.993050866527284,2012/07/24,1,13691000.0,3
3.5154235927640975,1.0895907871533483,3919,False,False,,0.4507299303895566,0.45850512295710644,0.015550385135099654,0.014605601016085754,69.32875521995959,2015/08/03,1,4273800.0,5
5.575500984161884,1.10458950955554,4023,False,False,,0.8953324144581274,0.8729726700719809,-0.04471948877229304,0.02588282601579116,64.61673445405286,2015/12/30,1,3417900.0,1
5.426709879313236,1.1069356440070364,4325,True,False,,-0.8523204347163663,-1.0895907475771303,-0.4745406257215279,-0.04164480267215623,23.761073621442293,2017/03/14,1,8266600.0,1
4.1868905387645725,0.6922636829244992,4547,False,False,,0.8240622521610306,0.9462850641844547,0.24444562404684822,0.038669336527361264,71.1550181266052,2018/01/30,1,11304000.0,1
3.4493085574284414,0.6064559373147121,4776,True,False,,-0.33815880629993167,-0.5273574683830944,-0.37839732416632543,-0.02111933518389819,38.733674213568094,2018/12/27,1,7415700.0,1
18.28540124343592,3.4485794511236425,5603,False,False,,1.8362571972165544,1.932816082573801,0.1931177707144931,0.0370289966200203,78.39801122907902,2022/04/08,1,10513400.0,3
8.007254258638007,0.7287902697562557,5734,True,False,,-0.8156569476637918,-0.8373443380038239,-0.04337478068006417,-0.01964693007504079,36.53771452816002,2022/10/17,1,11020300.0,1
3.4527727070000367,0.2889366793560722,6008,True,False,,-0.16166241225439343,-0.3169095147211465,-0.3104942049335061,-0.007429067260145324,34.82478877564685,2023/11/17,1,10563500.0,1
6.759397481283955,0.6078990237674937,6159,True,False,,-0.9082950274230385,-0.9819906216599463,-0.14739118847381572,-0.019519663092115985,31.26997307217549,2024/06/27,1,5229400.0,1
