date,equity,cash,pos,buy_th,sell_th,p_day
2018-10-01,100000.0,100000.0,0,0.3,0.3,0.20066544529120486
2018-10-02,100000.0,100000.0,0,0.3,0.3,0.1987168881668028
2018-10-03,100000.0,100000.0,0,0.3,0.3,0.21660321122121906
2018-10-04,100000.0,100000.0,0,0.3,0.3,0.23545717087713514
2018-10-05,100000.0,100000.0,0,0.3,0.3,0.23150275660374744
2018-10-08,100000.0,100000.0,0,0.3,0.3,0.08603342351744635
2018-10-09,100000.0,100000.0,0,0.3,0.3,0.10531719962437558
2018-10-10,100000.0,100000.0,0,0.3,0.3,0.37706741807316346
2018-10-11,100000.0,100000.0,0,0.3,0.3,0.10161202783278789
2018-10-12,100000.0,100000.0,0,0.3,0.3,0.06917198694055549
2018-10-15,100000.0,100000.0,0,0.3,0.3,0.08885791587488466
2018-10-16,100000.0,100000.0,0,0.3,0.3,0.045350372392383854
2018-10-17,100000.0,100000.0,0,0.3,0.3,0.05681544486444998
2018-10-18,100000.0,100000.0,0,0.3,0.3,0.12807048480928798
2018-10-19,100000.0,100000.0,0,0.3,0.3,0.13882742939660944
2018-10-22,100000.0,100000.0,0,0.3,0.3,0.07460482289229874
2018-10-23,100000.0,100000.0,0,0.3,0.3,0.0243029740469676
2018-10-24,100000.0,100000.0,0,0.3,0.3,0.29273098147033466
2018-10-25,100000.0,100000.0,0,0.3,0.3,0.09860288507263959
2018-10-26,100000.0,100000.0,0,0.3,0.3,0.05924536675532951
2018-10-29,100000.0,100000.0,0,0.3,0.3,0.19189132443549115
2018-10-30,100000.0,100000.0,0,0.3,0.3,0.11581550601417567
2018-10-31,100000.0,100000.0,0,-0.5,-0.5,0.17218534620356904
2018-11-01,100000.0,100000.0,0,-0.5,-0.5,0.1313429367462682
2018-11-02,100000.0,100000.0,0,1.5499999999999994,-0.5,0.19870527032170435
2018-11-05,100000.0,100000.0,0,1.5499999999999994,-0.5,0.13526573972886582
2018-11-06,100000.0,100000.0,0,-0.5,1.2999999999999996,0.13963518977510084
2018-11-07,100000.0,100000.0,0,-0.5,2.4499999999999993,0.1575917890781218
2018-11-08,100000.0,100000.0,0,-0.5,-0.5,0.20523497281672742
2018-11-09,100000.0,100000.0,0,-0.5,1.7499999999999996,0.2130366808968339
2018-11-12,100000.0,100000.0,0,-0.5,1.7499999999999996,0.3115575923952012
2018-11-13,100000.0,100000.0,0,2.2999999999999994,0.24999999999999978,0.25293910701244987
2018-11-14,100000.0,100000.0,0,-0.5,0.24999999999999978,0.24351551708283883
2018-11-15,100000.0,100000.0,0,-0.5,0.5499999999999998,0.1371034194569437
2018-11-16,100000.0,100000.0,0,-0.5,0.8499999999999996,0.1457770988075794
2018-11-19,100000.0,100000.0,0,2.3999999999999995,-0.5,0.24716247965077018
2018-11-20,100000.0,100000.0,0,2.3999999999999995,-0.5,0.2302663157123838
2018-11-21,100000.0,100000.0,0,-0.5,-0.5,0.23157848277464685
2018-11-23,100000.0,100000.0,0,-0.5,-0.5,0.22602920457933195
2018-11-26,100000.0,100000.0,0,-0.5,-0.5,0.16951046444562065
2018-11-27,100000.0,100000.0,0,-0.5,-0.5,0.16671639523162599
2018-11-28,100000.0,100000.0,0,-0.5,-0.5,0.11182141548358099
2018-11-29,100000.0,100000.0,0,0.9999999999999996,-0.5,0.13890028150153835
2018-11-30,100000.0,100000.0,0,0.7999999999999998,-0.5,0.10646526464607771
2018-12-03,100000.0,100000.0,0,0.6499999999999997,1.1499999999999997,0.16405471298006896
2018-12-04,100000.0,100000.0,0,0.9999999999999996,1.0499999999999996,0.29869751373397707
2018-12-06,100000.0,100000.0,0,-0.5,1.1499999999999997,0.17379277407772412
2018-12-07,100000.0,100000.0,0,2.1499999999999995,0.7999999999999998,0.27540980076847554
2018-12-10,100000.0,100000.0,0,-0.5,1.6499999999999995,0.1868928943840994
2018-12-11,100000.0,100000.0,0,-0.5,2.3999999999999995,0.2275415774524466
2018-12-12,100000.0,100000.0,0,-0.5,1.2499999999999996,0.2541806743238256
2018-12-13,100000.0,100000.0,0,-0.5,1.4499999999999995,0.2052691309190291
2018-12-14,100000.0,100000.0,0,-0.5,0.5499999999999998,0.20823310076290616
2018-12-17,100000.0,100000.0,0,-0.5,0.5499999999999998,0.3033210513924966
2018-12-18,100000.0,100000.0,0,-0.5,-0.5,0.24422477999988637
2018-12-19,100000.0,100000.0,0,-0.5,-0.5,0.2905661147402059
2018-12-20,100000.0,100000.0,0,-0.5,-0.5,0.21978868811405047
2018-12-21,100000.0,100000.0,0,-0.5,-0.5,0.23563230361304544
2018-12-24,100000.0,100000.0,0,1.6499999999999995,-0.5,0.1787190520002199
2018-12-26,100000.0,100000.0,0,1.6499999999999995,-0.5,0.12043843296740231
2018-12-27,100000.0,100000.0,0,1.2999999999999996,-0.5,0.11395048054954321
2018-12-28,100000.0,100000.0,0,1.2999999999999996,-0.5,0.1558203336229241
