feature,importance
feat_bsp3_bi_klu_cnt,0.073278196
klu_high,0.06052272
klu_low,0.059455562
feat_bsp2_bi_amp_rate,0.044118647
feat_zs_cnt,0.04361358
feat_bsp3_bi_amp,0.03401217
feat_bsp2s_break_bi_amp_rate,0.031503305
feat_bi_amp_rate,0.030102652
feat_bsp2s_lv,0.029578334
feat_bsp2s_break_bi_klu_cnt,0.028929563
feat_break_bi_amp,0.028117646
feat_divergence_rate,0.026324933
feat_break_bi_amp_rate,0.025674768
feat_bsp1_bi_amp,0.024170924
feat_break_bi_klu_cnt,0.024114378
klu_close,0.02339185
feat_bsp2s_break_bi_amp,0.023267535
feat_bsp2_bi_klu_cnt,0.02227803
feat_bsp2s_bi_amp,0.021186657
klu_open,0.02082091
feat_bsp2s_bi_amp_rate,0.020128168
feat_bsp3_zs_height,0.018145178
feat_macd_value,0.016644135
feat_bsp1_bi_klu_cnt,0.015433829
feat_bsp2s_retrace_rate,0.015404092
feat_bsp2_break_bi_amp,0.015002844
price_change_pct,0.014353333
feat_bsp2_break_bi_bi_klu_cnt,0.013424475
feat_bi_klu_cnt,0.011849339
feat_rsi,0.0117415525
feat_bi_amp,0.011692582
feat_macd_dea,0.011450668
feat_bsp1_bi_amp_rate,0.011438652
feat_bsp2_retrace_rate,0.010683526
feat_kdj_k,0.010481197
feat_volume,0.010315528
feat_kdj_d,0.010035017
dmi_minus,0.009703399
dmi_adx,0.009535849
lower_shadow,0.009125007
upper_shadow,0.009085734
dmi_plus,0.00865479
feat_macd_diff,0.00862243
feat_bsp2_break_bi_amp_rate,0.007999094
feat_ppo,0.0076155234
feat_kdj_j,0.0073062275
high_low_spread_pct,0.0054148845
feat_bsp2_bi_amp,0.0044818996
feat_bsp2s_bi_klu_cnt,0.0030675842
feat_level,0.0029228136
body_size,0.0021040624
feat_bsp3_bi_amp_rate,0.0010239811
is_bullish_candle,0.0006503296
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
