feature,importance
feat_bsp2s_break_bi_klu_cnt,0.08587803
feat_bsp2s_bi_amp_rate,0.0681781
feat_bsp2_break_bi_bi_klu_cnt,0.04925416
klu_low,0.042319674
feat_break_bi_amp_rate,0.037707705
klu_open,0.03643092
klu_high,0.033206757
feat_bsp1_bi_klu_cnt,0.030726034
feat_bsp2_break_bi_amp,0.029282296
feat_bsp2_break_bi_amp_rate,0.028471157
feat_bsp2_bi_amp,0.027679402
feat_divergence_rate,0.026997656
feat_break_bi_amp,0.026882788
feat_zs_cnt,0.02682192
feat_ppo,0.024889763
feat_bsp2s_break_bi_amp,0.02448356
klu_close,0.023867944
feat_bi_amp_rate,0.021615162
feat_break_bi_klu_cnt,0.021528231
feat_bsp2_bi_klu_cnt,0.020293714
feat_bsp1_bi_amp_rate,0.019598033
feat_volume,0.01822833
feat_bsp3_bi_amp_rate,0.018220453
feat_macd_value,0.01598454
feat_bsp2s_break_bi_amp_rate,0.01476688
feat_level,0.014604902
feat_rsi,0.012878213
feat_macd_dea,0.012752057
dmi_plus,0.011840669
feat_bsp2s_lv,0.011809878
feat_bsp1_bi_amp,0.0115073705
feat_bi_klu_cnt,0.010658502
high_low_spread_pct,0.010641611
feat_bsp2_retrace_rate,0.010604286
feat_macd_diff,0.009638423
feat_bsp2s_retrace_rate,0.009167341
feat_kdj_d,0.00904585
feat_bsp2s_bi_klu_cnt,0.008624342
feat_bi_amp,0.008545
dmi_minus,0.008063408
upper_shadow,0.0080076065
dmi_adx,0.007625618
feat_bsp3_bi_amp,0.0074736597
feat_bsp3_zs_height,0.006247543
lower_shadow,0.006137204
feat_kdj_k,0.005896911
feat_kdj_j,0.005597201
feat_bsp2s_bi_amp,0.0053428616
price_change_pct,0.004560101
feat_bsp2_bi_amp_rate,0.00371927
body_size,0.0022123684
is_bullish_candle,0.001803602
feat_bsp3_bi_klu_cnt,0.0016809271
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
