bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.34999847412109375,0.008661184742456958,0.9300003051757812,0.0224963788520345,0.37634232179627064,0.34999847412109375,0.008661184742456958,0.0006513031460203228,0.34999847412109375,,1561,False,False,,-0.014340675619435994,0.019851319943107626,0.06838399112508724,,0.0004886826026721053,61.46491094782146,2025/06/24 14:28,"2,3b",18814.0
