bsp1_bi_amp,bsp1_bi_amp_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
1.779998779296875,0.013815576140104206,1.779998779296875,1.2175180240139332,128,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148F6C050>,-0.2478529846340459,-0.32521318855708614,-0.1547204078460805,0.00779163790482147,-0.002541663447392327,20.453053613611203,2025/06/17 15:39,1p,226495.0
0.8000030517578125,0.0062715825264134,0.8000030517578125,0.7094483065998156,157,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148F6DD90>,0.05176429366583406,0.09453393672652055,0.08553928612137299,0.006162358697800968,0.0007384442875355723,61.38199333924844,2025/06/17 16:08,1p,120541.0
0.619903564453125,0.004888058397294134,0.619903564453125,0.6420878146857704,298,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148197BF0>,-0.044469252704132656,-0.005540024623826412,0.07785845616061249,0.006080531481363854,-4.360049159903097e-05,57.88955268314469,2025/06/17 18:31,1p,142827.0
0.7698974609375,0.006044104859517327,0.7698974609375,1.928307860552826,334,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148196090>,0.004321221828590477,-0.051643316249226245,-0.11192907615563344,0.0067529873107761325,-0.00040649694675424044,40.32539445647278,2025/06/17 19:07,1p,134939.0
0.980010986328125,0.007642603283013717,0.980010986328125,0.025499295112717695,436,False,False,<Math.KDJ.KDJ_Item object at 0x000002414A48BDD0>,0.23991226085899092,0.24284763858807423,0.005870755458166621,0.006191494545228236,0.0018897892317672445,65.3369263109542,2025/06/18 14:20,1p,251665.0
2.2874069213867188,0.017709870366454293,2.2874069213867188,1.8526949045451708,489,True,False,<Math.KDJ.KDJ_Item object at 0x000002414A488650>,-0.2746409210967191,-0.3221511105336532,-0.09502037887386816,0.006363892481077991,-0.0025237930866523583,25.301649415173117,2025/06/18 15:18,1p,104528.0
0.7966995239257812,0.006260245775720438,0.7966995239257812,0.8370674268110929,525,False,False,<Math.KDJ.KDJ_Item object at 0x000002414718D4F0>,0.07665992993923407,0.138967925241559,0.12461599060464984,0.009448688954714544,0.0010893965685517825,68.5615654611843,2025/06/18 16:07,1p,222686.0
1.2599945068359375,0.009781806775229421,1.2599945068359375,3.273911920455214e-07,859,True,False,<Math.KDJ.KDJ_Item object at 0x00000241497E5310>,-0.3754244984131184,-0.32186710389171935,0.10711478904279814,0.018737744668485917,-0.002510114592269531,36.57528150776191,2025/06/20 15:13,1p,157373.0
2.600006103515625,0.01990054515865988,2.600006103515625,0.4241472594936353,1177,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149D0B1D0>,0.3935243084363056,0.5295719063322792,0.2720951957919473,0.009155731487453096,0.004020013423495136,74.77894915940064,2025/06/23 14:10,1p,375244.0
2.9697036743164062,0.0228808880614369,2.9697036743164062,1.0950853985466893,1310,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148F39910>,-0.3911095824613954,-0.46653940280926065,-0.15085964069573055,0.012537485973121695,-0.0036413798092934766,23.790547997436775,2025/06/23 16:37,1p,291800.0
2.4700088500976562,0.019369580576537423,2.4700088500976562,0.5288248087159287,1380,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148596C90>,0.23654782409824576,0.24227368070779676,0.011451713219101989,0.003769562831427305,0.0018721200956116999,67.75077679829879,2025/06/23 17:48,1p,112771.0
