bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
0.8449859619140625,0.005493878626523399,10,1.375,0.009020534449047875,6,0.6145352450284091,0.8449859619140625,2,11,2,buy,True,0,False,43.01889800808271,8.711094320352672,31.582963445506028,152.99000549316406,337,-0.5485190569681448,-0.4630370277514544,0.17096405843338092,1,,632,0,-0.0030112246117740163,34.066744494043235,2025/07/18 15:35,35503.0
0.44000244140625,0.0028867763199848795,5,5.7400054931640625,0.03913284551255511,136,0.07665540423789866,0.44000244140625,2,11,2,buy,True,0,False,61.97757945031945,20.828272828378317,48.261143909672406,152.0930938720703,613,0.17216686089289912,0.15146469318247568,-0.04140433542084687,0.551801,,632,1,0.0009964375695201428,54.03577437438743,2025/07/23 19:05,35361.0
0.5099945068359375,0.003345981583536365,6,5.7400054931640625,0.03913284551255511,136,0.08884913219043163,0.5099945068359375,2,11,2,buy,True,0,False,56.1826162742028,21.412837217502954,44.592689921969516,152.10000610351562,614,0.16486252155384457,0.1356451641976264,-0.05843471471243633,0.639577,,632,2,0.0008923251807323256,54.2927940844702,2025/07/23 19:10,51072.0
0.5999908447265625,0.003936431255310218,8,5.7400054931640625,0.03913284551255511,136,0.10452792169643546,0.5999908447265625,2,11,2,buy,True,0,False,43.99240576946686,-2.3842181247384246,28.5335311380651,151.82000732421875,616,0.14264759680222466,0.08767598296554979,-0.10994322767334974,0.75244,,632,3,0.0005767948506162018,43.07023734877783,2025/07/23 19:20,35799.0
0.6300048828125,0.004133347922719368,9,5.7400054931640625,0.03913284551255511,136,0.10975684318818003,0.6300048828125,2,11,2,buy,True,0,False,37.08001131271758,-4.394355427778123,23.25522239921901,151.8699951171875,617,0.12679383553722584,0.0633787904772305,-0.1268300901199907,0.79008,,632,4,0.00041697820367276776,45.23003992598281,2025/07/23 19:25,23276.0
0.7550048828125,0.004953450281344564,15,5.7400054931640625,0.03913284551255511,136,0.13153382583198867,0.7550048828125,2,11,2,buy,True,0,False,31.96660781171553,41.942111215566946,35.29177561299934,151.88999938964844,623,0.04663774374420379,0.002907473925887416,-0.08746053963663275,0.946841,,632,5,1.9132227421020847e-05,47.1491301542132,2025/07/23 19:55,202589.0
0.797393798828125,0.005231556281376399,24,5.7400054931640625,0.03913284551255511,136,0.13891864733888568,0.797393798828125,2,11,2,buy,True,0,False,39.725958797823026,4.755619216337891,28.06917893732798,151.6226043701172,632,0.11265291915858693,0.061609426027786185,-0.10208698626160148,1.0,,632,6,0.00040485501250489005,39.664845541630065,2025/07/24 14:10,46976.0
0.797393798828125,0.005231556281376399,24,5.7400054931640625,0.03913284551255511,136,0.13891864733888568,0.797393798828125,2,11,2,buy,True,1,False,39.725958797823026,4.755619216337891,28.06917893732798,151.6226043701172,632,0.11265291915858693,0.061609426027786185,-0.10208698626160148,1,0.009941792775275671,,7,0.00040485501250489005,39.664845541630065,2025/07/24 14:10,46976.0
0.8249969482421875,0.005501263417386829,7,0.904998779296875,0.0060713725621867835,13,0.9116000674422525,0.8249969482421875,2,12,2,buy,True,0,False,34.45345396709439,-7.660280979353033,20.415542318278582,149.25,820,-0.25344601586889137,-0.23937173624236152,0.028148559253059702,0.412498,,1035,8,-0.0015987039210878574,35.553793245987265,2025/07/28 16:50,28725.0
0.875,0.005834694904593011,8,0.904998779296875,0.0060713725621867835,13,0.9668521328612376,0.875,2,12,2,buy,True,0,False,29.156612147997848,-2.6244387665813846,18.56292850980477,149.22000122070312,821,-0.25138063472276356,-0.24311911013825238,0.016523049169022364,0.4375,,1035,9,-0.0016241403700304078,34.94425361313034,2025/07/28 16:55,47398.0
