side,seen_idx,exec_px,qty,fee,reason,ts,pred,th,gate,pnl,entry_px,entry_idx,exec_idx,exec_ts
buy,358861,321.04,311.48766508846245,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-03 05:35:00,1.1718549728393555,1.1450000000000014,FORCE_BUY,,,,358862,2020-01-03 05:40:00
sell,359424,322.74,311.48766508846245,0.0,5m SELL signal,2020-01-08 05:15:00,2.0157206058502197,1.8150000000000022,FREE,529.5290306503827,321.04,358861.0,359425,2020-01-08 05:20:00
buy,360151,327.43,307.0260178684005,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-14 04:00:00,0.7775856852531433,0.5650000000000008,FORCE_BUY,,,,360152,2020-01-14 04:05:00
sell,361675,324.11,307.0260178684005,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-01-27 06:30:00,1.731802225112915,1.0700000000000014,FORCE_SELL,-1019.3263793230876,327.43,360151.0,361676,2020-01-27 06:35:00
buy,362483,324.53,306.628671159299,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-01-31 10:35:00,1.182924747467041,1.1100000000000014,FORCE_BUY,,,,362484,2020-01-31 10:40:00
sell,365408,324.47,306.628671159299,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-02-24 19:35:00,2.1225790977478027,-0.5,FORCE_SELL,-18.397720269541207,324.53,362483.0,365409,2020-02-24 19:40:00
buy,366949,299.51,332.1819135623444,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-03-06 04:00:00,2.118675947189331,-0.5,FORCE_BUY,,,,366950,2020-03-06 04:05:00
sell,367442,279.92,332.1819135623444,0.0,5m SELL signal,2020-03-10 13:15:00,2.527366876602173,-0.5,FREE,-6507.443686686318,299.51,366949.0,367443,2020-03-10 13:20:00
buy,367449,276.765,335.96864214901257,0.0,5m BUY signal,2020-03-10 13:50:00,5.485583305358887,2.4700000000000024,FREE,,,,367450,2020-03-10 13:55:00
sell,367457,279.88,335.96864214901257,0.0,5m SELL signal,2020-03-10 14:30:00,2.3992762565612793,-0.5,FREE,1046.5423202941772,276.765,367449.0,367458,2020-03-10 14:35:00
buy,367715,264.02,356.15068390525585,0.0,5m BUY signal,2020-03-12 04:00:00,5.452146053314209,-0.5,FREE,,,,367716,2020-03-12 04:05:00
sell,367750,262.81,356.15068390525585,0.0,5m SELL signal,2020-03-12 06:55:00,3.0168590545654297,-0.5,FREE,-430.9423275253523,264.02,367715.0,367751,2020-03-12 07:00:00
buy,367756,261.56,357.85273450504775,0.0,5m BUY signal,2020-03-12 07:25:00,6.324714660644531,-0.5,FREE,,,,367757,2020-03-12 07:30:00
sell,367942,260.12,357.85273450504775,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-03-13 07:05:00,3.0448484420776367,-0.5,FORCE_SELL,-515.3079376872679,261.56,367756.0,367943,2020-03-13 07:10:00
buy,373995,285.55,325.9837271912205,0.0,5m BUY signal,2020-04-28 15:50:00,2.6598148345947266,-0.5,FREE,,,,373996,2020-04-28 15:55:00
sell,374045,289.25,325.9837271912205,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-04-29 04:00:00,3.364901065826416,2.3450000000000024,FORCE_SELL,1206.1397906075122,285.55,373995.0,374046,2020-04-29 04:05:00
buy,374277,292.98,321.8335486724709,0.0,5m BUY signal,2020-04-30 07:25:00,2.8843021392822266,-0.5,FREE,,,,374278,2020-04-30 07:30:00
sell,374290,292.89,321.8335486724709,0.0,5m SELL signal,2020-04-30 08:30:00,2.299771547317505,2.2650000000000023,FREE,-28.965019380532624,292.98,374277.0,374291,2020-04-30 08:35:00
buy,374338,288.8,326.39137143587254,0.0,5m BUY signal,2020-04-30 12:30:00,3.576476812362671,-0.5,FREE,,,,374339,2020-04-30 12:35:00
sell,374344,289.41,326.39137143587254,0.0,5m SELL signal,2020-04-30 13:00:00,2.339289426803589,2.2650000000000023,FREE,199.0987365758867,288.8,374338.0,374345,2020-04-30 13:05:00
buy,374367,289.33,326.4816189377385,0.0,5m BUY signal,2020-04-30 14:55:00,2.5077197551727295,-0.5,FREE,,,,374368,2020-04-30 15:00:00
sell,374372,290.77,326.4816189377385,0.0,5m SELL signal,2020-04-30 15:20:00,2.4485294818878174,2.2650000000000023,FREE,470.1335312703427,289.33,374367.0,374373,2020-04-30 15:25:00
buy,374387,289.28,328.16323402421955,0.0,5m BUY signal,2020-04-30 16:35:00,2.566525936126709,-0.5,FREE,,,,374388,2020-04-30 16:40:00
sell,374415,287.03,328.16323402421955,0.0,5m SELL signal,2020-04-30 18:55:00,2.4317924976348877,2.2650000000000023,FREE,-738.367276554494,289.28,374387.0,374416,2020-04-30 19:00:00
buy,374518,283.58,332.1556282600033,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-05-01 11:30:00,3.255371332168579,2.2750000000000026,FORCE_BUY,,,,374519,2020-05-01 11:35:00
sell,374663,280.59,332.1556282600033,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-05-04 07:35:00,4.76829195022583,2.1150000000000024,FORCE_SELL,-993.145328497413,283.58,374518.0,374664,2020-05-04 07:40:00
buy,374818,285.82,326.07776829289173,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-05-05 04:30:00,3.3704171180725098,-0.5,FORCE_BUY,,,,374819,2020-05-05 04:35:00
sell,375004,288.1,326.07776829289173,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-05-06 04:00:00,2.136038064956665,-0.5,FORCE_SELL,743.4573117078028,285.82,374818.0,375005,2020-05-06 04:05:00
buy,375723,292.58,321.0848487428468,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-05-11 15:55:00,3.062729597091675,-0.5,FORCE_BUY,,,,375724,2020-05-11 16:00:00
sell,375789,291.84,321.0848487428468,0.0,5m SELL signal,2020-05-12 05:25:00,2.3856899738311768,-0.5,FREE,-237.60278806970956,292.58,375723.0,375790,2020-05-12 05:40:00
buy,375880,291.41,321.55863648163205,0.0,5m BUY signal,2020-05-12 13:10:00,2.4553022384643555,-0.5,FREE,,,,375881,2020-05-12 13:15:00
sell,375888,291.37,321.55863648163205,0.0,5m SELL signal,2020-05-12 13:50:00,2.338188886642456,-0.5,FREE,-12.862345459271863,291.41,375880.0,375889,2020-05-12 13:55:00
buy,375898,290.68,322.3219344697025,0.0,5m BUY signal,2020-05-12 14:40:00,2.864337921142578,-0.5,FREE,,,,375899,2020-05-12 14:45:00
sell,375983,286.77,322.3219344697025,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-05-13 05:45:00,3.592729091644287,-0.5,FORCE_SELL,-1260.2787637765448,290.68,375898.0,375984,2020-05-13 05:50:00
buy,377113,295.52,312.77836067906264,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-05-21 04:00:00,1.0594828128814697,0.8300000000000012,FORCE_BUY,,,,377114,2020-05-21 04:05:00
sell,377432,295.3963,312.77836067906264,0.0,5m SELL signal,2020-05-22 14:35:00,5.402284622192383,-0.5,FREE,-38.69068321599544,295.52,377113.0,377433,2020-05-22 14:40:00
buy,377637,299.43,308.5648414142223,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-05-26 15:40:00,1.1542706489562988,1.0100000000000013,FORCE_BUY,,,,377638,2020-05-26 15:45:00
sell,377689,302.13,308.5648414142223,0.0,5m SELL signal,2020-05-27 04:00:00,3.9565207958221436,-0.5,FREE,833.1250718183967,299.43,377637.0,377690,2020-05-27 04:05:00
buy,378286,303.7,306.9696922505071,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-06-01 05:50:00,1.0312767028808594,1.0250000000000012,FORCE_BUY,,,,378287,2020-06-01 05:55:00
sell,379606,322.0,306.9696922505071,0.0,5m SELL signal,2020-06-10 04:00:00,2.960726737976074,-0.5,FREE,5617.545368184283,303.7,378286.0,379607,2020-06-10 04:05:00
buy,379617,321.36,307.58103343497413,0.0,5m BUY signal,2020-06-10 04:55:00,2.8030283451080322,-0.5,FREE,,,,379618,2020-06-10 05:00:00
sell,379637,320.57,307.58103343497413,0.0,5m SELL signal,2020-06-10 06:35:00,2.4358651638031006,-0.5,FREE,-242.98901641363585,321.36,379617.0,379638,2020-06-10 06:40:00
buy,379673,320.99,307.1785784237816,0.0,5m BUY signal,2020-06-10 09:35:00,2.9418673515319824,-0.5,FREE,,,,379674,2020-06-10 09:40:00
sell,379694,319.595,307.1785784237816,0.0,5m SELL signal,2020-06-10 11:20:00,2.381819725036621,-0.5,FREE,-428.5141169011697,320.99,379673.0,379695,2020-06-10 11:25:00
buy,379750,318.35,308.3798893398727,0.0,5m BUY signal,2020-06-10 16:00:00,3.1740992069244385,-0.5,FREE,,,,379751,2020-06-10 16:05:00
sell,379812,313.18,308.3798893398727,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-06-11 05:10:00,3.004225969314575,-0.5,FORCE_SELL,-1594.3240278871467,318.35,379750.0,379813,2020-06-11 05:15:00
buy,380783,311.44,310.10279265175103,0.0,5m BUY signal,2020-06-18 06:05:00,2.7513904571533203,2.3650000000000024,FREE,,,,380784,2020-06-18 06:10:00
sell,381141,308.28,310.10279265175103,0.0,5m SELL signal,2020-06-22 04:00:00,3.1013643741607666,2.030000000000002,FREE,-979.924824779541,311.44,380783.0,381142,2020-06-22 04:05:00
buy,381159,309.11,309.27012687613404,0.0,5m BUY signal,2020-06-22 05:30:00,2.5393145084381104,-0.5,FREE,,,,381160,2020-06-22 05:35:00
sell,381187,308.14,309.27012687613404,0.0,5m SELL signal,2020-06-22 07:50:00,2.9621381759643555,2.030000000000002,FREE,-299.9920230698585,309.11,381159.0,381188,2020-06-22 07:55:00
buy,381190,308.47,308.9392709035301,0.0,5m BUY signal,2020-06-22 08:05:00,2.724400758743286,-0.5,FREE,,,,381191,2020-06-22 08:10:00
sell,381215,309.57,308.9392709035301,0.0,5m SELL signal,2020-06-22 10:10:00,3.1742665767669678,2.030000000000002,FREE,339.83319799387255,308.47,381190.0,381216,2020-06-22 10:15:00
buy,381220,309.05,309.45908459345026,0.0,5m BUY signal,2020-06-22 10:35:00,2.536282539367676,-0.5,FREE,,,,381221,2020-06-22 10:40:00
sell,381229,309.17,309.45908459345026,0.0,5m SELL signal,2020-06-22 11:20:00,3.053737163543701,2.030000000000002,FREE,37.13509015121544,309.05,381220.0,381230,2020-06-22 11:25:00
buy,381254,310.2683,308.3636490861523,0.0,5m BUY signal,2020-06-22 13:25:00,2.574249267578125,-0.5,FREE,,,,381255,2020-06-22 13:30:00
sell,381268,310.42,308.3636490861523,0.0,5m SELL signal,2020-06-22 14:35:00,2.9828293323516846,2.030000000000002,FREE,46.77876556637093,310.2683,381254.0,381269,2020-06-22 14:40:00
buy,381484,312.05,306.7529048207768,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-06-23 16:35:00,2.7436811923980713,2.4950000000000028,FORCE_BUY,,,,381485,2020-06-23 16:40:00
sell,381725,304.43,306.7529048207768,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-06-25 04:40:00,2.360576629638672,-0.5,FORCE_SELL,-2337.4571347343203,312.05,381484.0,381726,2020-06-25 04:45:00
buy,381910,305.24,305.93889010152367,0.0,5m BUY signal,2020-06-26 04:05:00,1.8810240030288696,-0.5,FREE,,,,381911,2020-06-26 04:10:00
sell,382003,302.61,305.93889010152367,0.0,5m SELL signal,2020-06-26 11:55:00,2.2480626106262207,-0.5,FREE,-804.6192809670058,305.24,381910.0,382004,2020-06-26 12:00:00
buy,382008,301.48,307.08560280490275,0.0,5m BUY signal,2020-06-26 12:20:00,2.6163411140441895,-0.5,FREE,,,,382009,2020-06-26 12:25:00
sell,382144,302.42,307.08560280490275,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-06-29 07:50:00,2.1614279747009277,-0.5,FORCE_SELL,288.6604666366079,301.48,382008.0,382145,2020-06-29 07:55:00
buy,383055,315.2,294.6346065998055,0.0,5m BUY signal,2020-07-07 04:00:00,1.3577303886413574,-0.5,FREE,,,,383056,2020-07-07 04:05:00
sell,383086,314.79,294.6346065998055,0.0,5m SELL signal,2020-07-07 06:35:00,2.9829251766204834,-0.5,FREE,-120.80018870591088,315.2,383055.0,383087,2020-07-07 06:40:00
buy,383092,314.45,294.95318114661404,0.0,5m BUY signal,2020-07-07 07:05:00,1.7085086107254028,-0.5,FREE,,,,383093,2020-07-07 07:10:00
sell,383097,314.81,294.95318114661404,0.0,5m SELL signal,2020-07-07 07:30:00,3.168942928314209,-0.5,FREE,106.18314521278508,314.45,383092.0,383098,2020-07-07 07:35:00
buy,383159,316.03,293.814545950592,0.0,5m BUY signal,2020-07-07 12:40:00,1.4907556772232056,-0.5,FREE,,,,383160,2020-07-07 12:45:00
sell,383380,315.01,293.814545950592,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-07-08 15:05:00,3.427224636077881,-0.5,FORCE_SELL,-299.6908368695985,316.03,383159.0,383381,2020-07-08 15:10:00
buy,383525,310.76,297.83279739958806,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-07-09 11:15:00,2.169207811355591,1.9750000000000023,FORCE_BUY,,,,383526,2020-07-09 11:20:00
sell,383710,315.46,297.83279739958806,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2020-07-10 10:40:00,3.7371280193328857,-0.5,FORCE_SELL,1399.8141477780605,310.76,383525.0,383711,2020-07-10 10:45:00
buy,384293,320.93,292.75647109236917,0.0,ADAPTIVE_FORCE_BUY->first acceptable 5m signal,2020-07-15 11:20:00,1.877004861831665,1.7550000000000021,FORCE_BUY,,,,384294,2020-07-15 11:25:00
