feature,coef,abs_coef
k_range_over_atr,2.1678664558708016,2.1678664558708016
vix_range_over_atr,2.0625890609970647,2.0625890609970647
ctx_slope_from_last_sell,-1.2140776171474144,1.2140776171474144
ctx_days_since_last_buy,1.1866783169087212,1.1866783169087212
dp_minK,0.983443005060709,0.983443005060709
vix_ret_5,-0.9626613569714543,0.9626613569714543
vix_slope40,0.9263770808035141,0.9263770808035141
ctx_price_diff_from_last_buy,-0.7799851855971729,0.7799851855971729
k_close_pos,-0.7733573296907833,0.7733573296907833
vix_vol_20,-0.7472579815336214,0.7472579815336214
vix_ret1,0.7110956539295388,0.7110956539295388
vix_vol_10,-0.6675681935105877,0.6675681935105877
k_above_ma_20,0.6115375577269337,0.6115375577269337
k_vol_5,0.5926414886054358,0.5926414886054358
vix_vol_5,0.5258408871600687,0.5258408871600687
ctx_density_buy,-0.4827573755180156,0.4827573755180156
k_above_ma_50,0.45461542939593125,0.45461542939593125
ctx_price_diff_from_last_sell,-0.3972974532256174,0.3972974532256174
k_ret1,0.36514775999636995,0.36514775999636995
ctx_days_since_last_bsp,-0.32585007752660855,0.32585007752660855
vix_ret_20,0.3025486117376606,0.3025486117376606
ctx_days_since_last_sell,0.29855676491391114,0.29855676491391114
vix_above_ma_20,0.2914124038082284,0.2914124038082284
ctx_density_imb,-0.2698008744689264,0.2698008744689264
k_ret_5,-0.266524001181304,0.266524001181304
k_atr_14,0.2474717380734035,0.2474717380734035
vix_ret_40,0.2270137945751616,0.2270137945751616
vix_above_ma_100,0.22477555676325212,0.22477555676325212
ctx_last_dir_buy,0.22391366011871738,0.22391366011871738
bd_buy,0.22391366011871738,0.22391366011871738
vix_atr_14,0.20044479491197656,0.20044479491197656
vix_above_ma_50,0.19404578833335265,0.19404578833335265
vix_close_pos,0.19034501280040642,0.19034501280040642
k_ret_20,0.18349574433613267,0.18349574433613267
ctx_slope_from_last_buy,0.1790929917389975,0.1790929917389975
bd_sell,-0.17775535953370508,0.17775535953370508
ctx_last_dir_sell,-0.17775535953370508,0.17775535953370508
ctx_density_sell,0.1640902492208755,0.1640902492208755
vix_ret_10,0.15456485876328088,0.15456485876328088
vix_gap,-0.13733794463447763,0.13733794463447763
k_vol_40,-0.1253278338037998,0.1253278338037998
ctx_density_total,-0.12151371879670575,0.12151371879670575
k_above_ma_100,0.1177302828600785,0.1177302828600785
vix_level,-0.11009658550340166,0.11009658550340166
k_vol_20,0.1020620966102485,0.1020620966102485
k_ret_10,0.08765362224258705,0.08765362224258705
dp_maxK,-0.058890421568694444,0.058890421568694444
k_slope40,0.05702526183151718,0.05702526183151718
rg_up,0.0562638905437159,0.0562638905437159
k_ret_40,-0.056206144201310926,0.056206144201310926
ctx_has_bsp,0.04615830058500636,0.04615830058500636
k_vol_10,0.04291812158378334,0.04291812158378334
vix_vol_40,-0.041533997171061814,0.041533997171061814
k_gap,0.03638672621280575,0.03638672621280575
rg_down,-0.010105589958714885,0.010105589958714885
p,-0.004639689232659329,0.004639689232659329
bd_none,0.0,0.0
rg_unknown,0.0,0.0
