date,p_day,buy_level,sell_level,gate,reward,cum_equity
2020-03-12,0.1114230331146607,0.15,0.3,FORCE_BUY,0.0,1.0
2020-03-13,0.156754685385322,0.2,0.35,FORCE_BUY,0.0,1.0
2020-03-16,0.129163996126532,0.25,0.5,FORCE_BUY,0.0,1.0
2020-03-17,0.2002359700328035,0.1,0.25,FREE,0.0,1.0
2020-03-18,0.2071245295047303,0.25,0.4,FORCE_BUY,0.0,1.0
2020-03-19,0.2132285802009622,0.2,0.3,FREE,0.0,1.0
2020-03-20,0.2116254398104884,0.25,0.5,FORCE_BUY,0.0,1.0
2020-03-23,0.1913252629385455,0.15,0.3,FREE,0.0,1.0
2020-03-24,0.2814481109409557,0.25,0.4,FREE,0.0,1.0
2020-03-25,0.2397533055080822,0.2,0.3,FREE,0.0,1.0
2020-03-26,0.2091123533102969,0.2,0.35,FREE,0.0,1.0
2020-03-27,0.1898445444997355,0.1,0.25,FREE,0.0,1.0
2020-03-30,0.2136171152882632,0.25,0.5,FORCE_BUY,0.0,1.0
2020-03-31,0.2216170634436712,0.15,0.3,FREE,0.0,1.0
2020-04-01,0.2471788190843386,0.1,0.25,FREE,0.0,1.0
2020-04-02,0.2383421371311764,0.2,0.35,FREE,0.0,1.0
2020-04-03,0.2235823359857094,0.2,0.3,FREE,0.0,1.0
2020-04-06,0.2512510858791895,0.25,0.4,FREE,0.0,1.0
2020-04-07,0.2204837749932895,0.25,0.5,FORCE_BUY,0.0,1.0
2020-04-08,0.2058617356067612,0.15,0.3,FREE,0.0,1.0
2020-04-09,0.1987130466941963,0.25,0.4,FORCE_BUY,0.0,1.0
2020-04-13,0.1983883215150805,0.2,0.35,FORCE_BUY,0.0,1.0
2020-04-14,0.2002279730061401,0.2,0.3,FREE,0.0,1.0
2020-04-15,0.1627621766614989,0.1,0.25,FREE,0.0,1.0
2020-04-16,0.2147379612615141,0.25,0.5,FORCE_BUY,0.0,1.0
2020-04-17,0.2196951280740261,0.1,0.25,FREE,0.0,1.0
2020-04-20,0.2356519014033991,0.15,0.3,FREE,0.0,1.0
2020-04-21,0.2979755272390747,0.2,0.3,FREE,0.0,1.0
2020-04-22,0.2772913817181162,0.2,0.35,FREE,0.0,1.0
2020-04-23,0.220338240013783,0.25,0.4,FORCE_BUY,0.0,1.0
2020-04-24,0.2843090261596798,0.25,0.5,FREE,0.0,1.0
2020-04-27,0.2925115935885548,0.1,0.25,FORCE_SELL,0.0,1.0
2020-04-28,0.269742085857415,0.15,0.3,FREE,0.0,1.0
2020-04-29,0.2931140367540446,0.2,0.35,FREE,0.0,1.0
2020-04-30,0.2537176543178825,0.2,0.3,FREE,0.0,1.0
2020-05-01,0.2715776200124607,0.25,0.5,FREE,0.0,1.0
2020-05-04,0.2293538652849025,0.1,0.25,FREE,0.0,1.0
2020-05-05,0.1912652514379002,0.25,0.4,FORCE_BUY,0.0,1.0
2020-05-06,0.1589283906891517,0.2,0.3,FORCE_BUY,0.0,1.0
2020-05-07,0.1788739613967265,0.2,0.35,FORCE_BUY,0.0,1.0
2020-05-08,0.2334389848902001,0.15,0.3,FREE,0.0,1.0
2020-05-11,0.2030570848275913,0.25,0.4,FORCE_BUY,0.0,1.0
2020-05-12,0.1885368343711272,0.1,0.25,FREE,0.0,1.0
2020-05-13,0.2566379723371025,0.25,0.4,FREE,0.0,1.0
2020-05-14,0.3141882827783613,0.15,0.3,FORCE_SELL,0.0,1.0
2020-05-15,0.2684486572409802,0.25,0.4,FREE,0.0,1.0
2020-05-18,0.2400121061073005,0.1,0.25,FREE,0.0,1.0
2020-05-19,0.2125706756224541,0.15,0.3,FREE,0.0,1.0
2020-05-20,0.2295433610291509,0.2,0.3,FREE,0.0,1.0
2020-05-21,0.226064664213785,0.25,0.5,FORCE_BUY,0.0,1.0
2020-05-22,0.2289869859179863,0.25,0.5,FORCE_BUY,0.0,1.0
2020-05-26,0.2288946259761234,0.2,0.35,FREE,0.0,1.0
2020-05-27,0.2283289405478606,0.2,0.3,FREE,0.0,1.0
2020-05-28,0.2061009398503679,0.15,0.3,FREE,0.0,1.0
2020-05-29,0.2104784270633433,0.1,0.25,FREE,0.0,1.0
2020-06-01,0.2127685463686086,0.25,0.5,FORCE_BUY,0.0,1.0
2020-06-02,0.2065898815614597,0.2,0.3,FREE,0.0,1.0
2020-06-03,0.215423037931474,0.2,0.35,FREE,0.0,1.0
2020-06-04,0.1958575371049488,0.25,0.4,FORCE_BUY,0.0,1.0
2020-06-05,0.218491481668937,0.1,0.25,FREE,0.0,1.0
2020-06-08,0.1968072914609175,0.15,0.3,FREE,0.0,1.0
2020-06-09,0.1907340568717244,0.2,0.35,FORCE_BUY,0.0,1.0
2020-06-10,0.198596139947094,0.25,0.4,FORCE_BUY,0.0,1.0
2020-06-11,0.2201277633285162,0.25,0.5,FORCE_BUY,0.0,1.0
2020-06-12,0.2382346329127233,0.2,0.3,FREE,0.0,1.0
2020-06-15,0.2559592941889784,0.2,0.35,FREE,0.0,1.0
2020-06-16,0.2132915123001236,0.1,0.25,FREE,0.0,1.0
2020-06-17,0.2084767603942999,0.25,0.5,FORCE_BUY,0.0,1.0
2020-06-18,0.2197024020525069,0.25,0.4,FORCE_BUY,0.0,1.0
2020-06-19,0.2163414138396265,0.2,0.3,FREE,0.0,1.0
2020-06-22,0.2248235515978933,0.15,0.3,FREE,0.0,1.0
2020-06-23,0.2053818263167476,0.15,0.3,FREE,0.0,1.0
2020-06-24,0.2030271503091244,0.2,0.35,FREE,0.0,1.0
2020-06-25,0.2335733710262949,0.1,0.25,FREE,0.0,1.0
2020-06-26,0.255213670210424,0.25,0.5,FREE,0.0,1.0
2020-06-29,0.2282436469224117,0.25,0.4,FORCE_BUY,0.0,1.0
2020-06-30,0.2526496791804538,0.2,0.3,FREE,0.0,1.0
2020-07-01,0.2102253366376414,0.1,0.25,FREE,0.0,1.0
2020-07-02,0.2191600168619919,0.2,0.35,FREE,0.0,1.0
2020-07-06,0.2197418837338072,0.25,0.4,FORCE_BUY,0.0,1.0
2020-07-07,0.2479357673400866,0.25,0.5,FORCE_BUY,0.0,1.0
2020-07-08,0.2166374771388007,0.15,0.3,FREE,0.0,1.0
2020-07-09,0.2475578777164966,0.2,0.3,FREE,0.0,1.0
2020-07-10,0.2310801413325617,0.1,0.25,FREE,0.0,1.0
2020-07-13,0.2303548195478361,0.2,0.35,FREE,0.0,1.0
2020-07-14,0.2211794651267371,0.25,0.4,FORCE_BUY,0.0,1.0
2020-07-15,0.2023353425956301,0.2,0.3,FREE,0.0,1.0
2020-07-16,0.1917067302342046,0.15,0.3,FREE,0.0,1.0
2020-07-17,0.2110877781903634,0.25,0.5,FORCE_BUY,0.0,1.0
2020-07-20,0.209650552608196,0.1,0.25,FREE,0.0,1.0
2020-07-21,0.2090175714282902,0.25,0.4,FORCE_BUY,0.0,1.0
2020-07-22,0.1991433160539877,0.2,0.3,FORCE_BUY,0.0,1.0
2020-07-23,0.201383083264609,0.25,0.5,FORCE_BUY,0.0,1.0
2020-07-24,0.1879628036469311,0.15,0.3,FREE,0.0,1.0
2020-07-27,0.1877179459088269,0.2,0.35,FORCE_BUY,0.0,1.0
2020-07-28,0.1860762612871983,0.2,0.3,FORCE_BUY,0.0,1.0
2020-07-29,0.1728175837964054,0.25,0.5,FORCE_BUY,0.0,1.0
2020-07-30,0.1602946651529569,0.2,0.35,FORCE_BUY,0.0,1.0
2020-07-31,0.1833929347076531,0.15,0.3,FREE,0.0,1.0
2020-08-03,0.1596065734428763,0.25,0.4,FORCE_BUY,0.0,1.0
2020-08-04,0.1657029409821432,0.1,0.25,FREE,0.0,1.0
2020-08-05,0.1477503622493843,0.2,0.3,FORCE_BUY,0.0,1.0
2020-08-06,0.1674462830684043,0.15,0.3,FREE,0.0,1.0
2020-08-07,0.1479474065994657,0.2,0.35,FORCE_BUY,0.0,1.0
2020-08-10,0.1517226908166922,0.25,0.5,FORCE_BUY,0.0,1.0
2020-08-11,0.1685296169035692,0.25,0.4,FORCE_BUY,0.0,1.0
2020-08-12,0.1498518379996718,0.1,0.25,FREE,0.0,1.0
2020-08-13,0.1583965059913031,0.2,0.3,FORCE_BUY,0.0,1.0
2020-08-14,0.1318146658021466,0.15,0.3,FORCE_BUY,0.0,1.0
2020-08-17,0.1403302500266414,0.2,0.35,FORCE_BUY,0.0,1.0
2020-08-18,0.1725291541004158,0.25,0.5,FORCE_BUY,0.0,1.0
2020-08-19,0.2148854507414591,0.1,0.25,FREE,0.0,1.0
2020-08-20,0.1842883017328276,0.25,0.4,FORCE_BUY,0.0,1.0
2020-08-21,0.185493901978066,0.2,0.3,FORCE_BUY,0.0,1.0
2020-08-24,0.2185967700707273,0.2,0.35,FREE,0.0,1.0
2020-08-25,0.1924944821569469,0.25,0.5,FORCE_BUY,0.0,1.0
2020-08-26,0.2407930001198219,0.15,0.3,FREE,0.0,1.0
2020-08-27,0.2482865161198012,0.25,0.4,FORCE_BUY,0.0,1.0
2020-08-28,0.1979274027812716,0.1,0.25,FREE,0.0,1.0
2020-08-31,0.2456663191087625,0.2,0.35,FREE,0.0,1.0
2020-09-01,0.2236915501753799,0.1,0.25,FREE,0.0,1.0
2020-09-02,0.252150742957897,0.15,0.3,FREE,0.0,1.0
2020-09-03,0.3573639414081428,0.2,0.35,FORCE_SELL,0.0,1.0
2020-09-04,0.2280631712407893,0.15,0.3,FREE,0.0,1.0
2020-09-08,0.2039628259371221,0.1,0.25,FREE,0.0,1.0
2020-09-09,0.2042465401237704,0.2,0.35,FREE,0.0,1.0
2020-09-10,0.2005058545055001,0.25,0.4,FORCE_BUY,0.0,1.0
2020-09-11,0.1786994624628813,0.25,0.4,FORCE_BUY,0.0,1.0
2020-09-14,0.1941758420166738,0.2,0.3,FORCE_BUY,0.0,1.0
2020-09-15,0.1819821174754153,0.25,0.5,FORCE_BUY,0.0,1.0
2020-09-16,0.1891636387424042,0.15,0.3,FREE,0.0,1.0
2020-09-17,0.1741274901584259,0.2,0.3,FORCE_BUY,0.0,1.0
2020-09-18,0.181934682699318,0.1,0.25,FREE,0.0,1.0
2020-09-21,0.1686980016525082,0.25,0.4,FORCE_BUY,0.0,1.0
2020-09-22,0.1776323296288037,0.25,0.5,FORCE_BUY,0.0,1.0
2020-09-23,0.186902910849782,0.2,0.35,FORCE_BUY,0.0,1.0
2020-09-24,0.189847002766855,0.15,0.3,FREE,0.0,1.0
2020-09-25,0.1776132235616641,0.1,0.25,FREE,0.0,1.0
2020-09-28,0.1851394162324211,0.2,0.3,FORCE_BUY,0.0,1.0
2020-09-29,0.1830623125540116,0.25,0.4,FORCE_BUY,0.0,1.0
2020-09-30,0.1975022195377082,0.25,0.5,FORCE_BUY,0.0,1.0
2020-10-01,0.1925238738575567,0.2,0.35,FORCE_BUY,0.0,1.0
2020-10-02,0.1764196329252944,0.15,0.3,FREE,0.0,1.0
2020-10-05,0.1807365240237758,0.1,0.25,FREE,0.0,1.0
2020-10-06,0.2023463293997241,0.25,0.4,FORCE_BUY,0.0,1.0
2020-10-07,0.1777733831091264,0.2,0.3,FORCE_BUY,0.0,1.0
2020-10-08,0.1832713756296469,0.25,0.5,FORCE_BUY,0.0,1.0
2020-10-09,0.19406056060505,0.2,0.35,FORCE_BUY,0.0,1.0
2020-10-12,0.2076822932328871,0.25,0.5,FORCE_BUY,0.0,1.0
2020-10-13,0.2007654436471974,0.15,0.3,FREE,0.0,1.0
2020-10-14,0.2213657563367145,0.2,0.3,FREE,0.0,1.0
2020-10-15,0.1911985110196656,0.25,0.4,FORCE_BUY,0.0,1.0
2020-10-16,0.2151199717402435,0.1,0.25,FREE,0.0,1.0
2020-10-19,0.220357561419577,0.25,0.5,FORCE_BUY,0.0,1.0
2020-10-20,0.2180995317217275,0.2,0.3,FREE,0.0,1.0
2020-10-21,0.200350595429606,0.2,0.35,FREE,0.0,1.0
2020-10-22,0.1724154100716525,0.15,0.3,FREE,0.0,1.0
2020-10-23,0.1676028653771744,0.1,0.25,FREE,0.0,1.0
2020-10-26,0.1879158162520832,0.25,0.4,FORCE_BUY,0.0,1.0
2020-10-27,0.1997507774713662,0.2,0.35,FORCE_BUY,0.0,1.0
2020-10-28,0.2367566299959623,0.1,0.25,FREE,0.0,1.0
2020-10-29,0.2228722150457613,0.25,0.5,FORCE_BUY,0.0,1.0
2020-10-30,0.200028196844552,0.2,0.3,FREE,0.0,1.0
2020-11-02,0.1964844424398444,0.15,0.3,FREE,0.0,1.0
2020-11-03,0.2067066122846935,0.25,0.4,FORCE_BUY,0.0,1.0
2020-11-04,0.1953399108447686,0.2,0.35,FORCE_BUY,0.0,1.0
2020-11-05,0.2314314085037428,0.2,0.3,FREE,0.0,1.0
2020-11-06,0.1914052860628163,0.25,0.5,FORCE_BUY,0.0,1.0
2020-11-09,0.237714693510185,0.25,0.4,FORCE_BUY,0.0,1.0
2020-11-10,0.1902965790984083,0.1,0.25,FREE,0.0,1.0
2020-11-11,0.1867877629841514,0.15,0.3,FREE,0.0,1.0
2020-11-12,0.1987560834455669,0.2,0.35,FORCE_BUY,0.0,1.0
2020-11-13,0.1936600326221716,0.2,0.3,FORCE_BUY,0.0,1.0
2020-11-16,0.1974084443462528,0.25,0.4,FORCE_BUY,0.0,1.0
2020-11-17,0.2007388344291641,0.25,0.5,FORCE_BUY,0.0,1.0
2020-11-18,0.259412740298641,0.15,0.3,FREE,0.0,1.0
2020-11-19,0.2000864471684979,0.1,0.25,FREE,0.0,1.0
2020-11-20,0.2323491240128952,0.25,0.5,FORCE_BUY,0.0,1.0
2020-11-23,0.1860251098672035,0.2,0.35,FORCE_BUY,0.0,1.0
2020-11-24,0.1924054134281144,0.15,0.3,FREE,0.0,1.0
2020-11-25,0.1977938141153312,0.2,0.3,FORCE_BUY,0.0,1.0
2020-11-27,0.1832421098094772,0.25,0.4,FORCE_BUY,0.0,1.0
2020-11-30,0.1536813515530313,0.1,0.25,FREE,0.0,1.0
2020-12-01,0.2417177859079279,0.1,0.25,FREE,0.0,1.0
2020-12-02,0.2172459875173653,0.25,0.4,FORCE_BUY,0.0,1.0
2020-12-03,0.2050168395305526,0.2,0.35,FREE,0.0,1.0
2020-12-04,0.2092168689397748,0.2,0.3,FREE,0.0,1.0
2020-12-07,0.1971070929749973,0.25,0.5,FORCE_BUY,0.0,1.0
2020-12-08,0.1821055855956534,0.15,0.3,FREE,0.0,1.0
2020-12-09,0.232734623908825,0.1,0.25,FREE,0.0,1.0
2020-12-10,0.2050138176737951,0.2,0.35,FREE,0.0,1.0
2020-12-11,0.1892779990190645,0.2,0.3,FORCE_BUY,0.0,1.0
2020-12-14,0.2345863257694385,0.25,0.5,FORCE_BUY,0.0,1.0
2020-12-15,0.1899185959937793,0.15,0.3,FREE,0.0,1.0
2020-12-16,0.1949417219489718,0.25,0.4,FORCE_BUY,0.0,1.0
2020-12-17,0.1927557956092877,0.2,0.35,FORCE_BUY,0.0,1.0
2020-12-18,0.2021162996510404,0.25,0.5,FORCE_BUY,0.0,1.0
2020-12-21,0.299926005269031,0.2,0.3,FREE,0.0,1.0
2020-12-22,0.154920366163396,0.1,0.25,FREE,0.0,1.0
2020-12-23,0.207206862473206,0.15,0.3,FREE,0.0,1.0
2020-12-24,0.1349792007814493,0.25,0.4,FORCE_BUY,0.0,1.0
2020-12-28,0.1414614203438329,0.2,0.3,FORCE_BUY,0.0,1.0
2020-12-29,0.2029517866804341,0.2,0.35,FREE,0.0,1.0
2020-12-30,0.1830106976825312,0.25,0.5,FORCE_BUY,0.0,1.0
2020-12-31,0.1717322700214969,0.15,0.3,FREE,0.0,1.0
2021-01-04,0.2920524839632182,0.25,0.4,FREE,0.0,1.0
2021-01-05,0.1856639468553256,0.1,0.25,FREE,0.0,1.0
2021-01-06,0.2577883027235343,0.1,0.25,FORCE_SELL,0.0,1.0
2021-01-07,0.1874496422310131,0.25,0.5,FORCE_BUY,0.0,1.0
2021-01-08,0.1790081906352036,0.2,0.35,FORCE_BUY,0.0,1.0
2021-01-11,0.2029501925812622,0.2,0.3,FREE,0.0,1.0
2021-01-12,0.1884486151128274,0.25,0.5,FORCE_BUY,0.0,1.0
2021-01-13,0.1728663964258894,0.25,0.4,FORCE_BUY,0.0,1.0
2021-01-14,0.2165800856587285,0.15,0.3,FREE,0.0,1.0
2021-01-15,0.1832958597588467,0.2,0.35,FORCE_BUY,0.0,1.0
2021-01-19,0.1910209380484284,0.2,0.3,FORCE_BUY,0.0,1.0
2021-01-20,0.187310058802035,0.25,0.5,FORCE_BUY,0.0,1.0
2021-01-21,0.1763818601031761,0.1,0.25,FREE,0.0,1.0
2021-01-22,0.1732211853811424,0.25,0.4,FORCE_BUY,0.0,1.0
2021-01-25,0.1852624549888721,0.15,0.3,FREE,0.0,1.0
2021-01-26,0.2287279772010063,0.25,0.4,FORCE_BUY,0.0,1.0
2021-01-27,0.3812333526218047,0.2,0.3,FORCE_SELL,0.0,1.0
2021-01-28,0.360992185102289,0.2,0.35,FORCE_SELL,0.0,1.0
2021-01-29,0.2746614784641345,0.15,0.3,FREE,0.0,1.0
2021-02-01,0.2835734796624444,0.25,0.5,FREE,0.0,1.0
2021-02-02,0.198904323150336,0.1,0.25,FREE,0.0,1.0
2021-02-03,0.2067629389320057,0.2,0.3,FREE,0.0,1.0
2021-02-04,0.1697615763213966,0.25,0.4,FORCE_BUY,0.0,1.0
2021-02-05,0.1936725264468593,0.2,0.35,FORCE_BUY,0.0,1.0
2021-02-08,0.1672848535147904,0.1,0.25,FREE,0.0,1.0
2021-02-09,0.1995208250805695,0.25,0.5,FORCE_BUY,0.0,1.0
2021-02-10,0.2119313601450561,0.15,0.3,FREE,0.0,1.0
2021-02-11,0.1639055708922024,0.2,0.3,FORCE_BUY,0.0,1.0
2021-02-12,0.1702455135213614,0.25,0.4,FORCE_BUY,0.0,1.0
2021-02-16,0.206758631078337,0.1,0.25,FREE,0.0,1.0
2021-02-17,0.1854958182306057,0.2,0.35,FORCE_BUY,0.0,1.0
2021-02-18,0.2014185107490046,0.25,0.5,FORCE_BUY,0.0,1.0
2021-02-19,0.2541002664895181,0.15,0.3,FREE,0.0,1.0
2021-02-22,0.3096073000417828,0.1,0.25,FORCE_SELL,0.0,1.0
2021-02-23,0.2676394531280605,0.25,0.4,FREE,0.0,1.0
2021-02-24,0.2217183546838864,0.2,0.3,FREE,0.0,1.0
2021-02-25,0.4548849401014085,0.1,0.25,FORCE_SELL,0.0,1.0
2021-02-26,0.3607044304997431,0.15,0.3,FORCE_SELL,0.0,1.0
2021-03-01,0.2734849038025034,0.25,0.5,FREE,0.0,1.0
2021-03-02,0.3193854145802525,0.2,0.3,FORCE_SELL,0.0,1.0
2021-03-03,0.3233847716889269,0.25,0.4,FREE,0.0,1.0
2021-03-04,0.3143923872919585,0.2,0.35,FREE,0.0,1.0
2021-03-05,0.2627172888264569,0.25,0.5,FREE,0.0,1.0
2021-03-08,0.3146346144324478,0.2,0.3,FORCE_SELL,0.0,1.0
2021-03-09,0.2925675928002021,0.15,0.3,FREE,0.0,1.0
2021-03-10,0.3088267275497313,0.25,0.4,FREE,0.0,1.0
2021-03-11,0.3121383681758383,0.2,0.35,FREE,0.0,1.0
2021-03-12,0.2533932776709608,0.25,0.5,FREE,0.0,1.0
2021-03-15,0.2434128879526526,0.1,0.25,FREE,0.0,1.0
2021-03-16,0.2780069895312658,0.25,0.5,FREE,0.0,1.0
2021-03-17,0.2377048666170557,0.15,0.3,FREE,0.0,1.0
2021-03-18,0.3373174493351464,0.2,0.3,FORCE_SELL,0.0,1.0
2021-03-19,0.2888576147966502,0.25,0.4,FREE,0.0,1.0
2021-03-22,0.219058722346038,0.2,0.35,FREE,0.0,1.0
2021-03-23,0.2521519980707659,0.1,0.25,FORCE_SELL,0.0,1.0
2021-03-24,0.2971334917974959,0.15,0.3,FREE,0.0,1.0
2021-03-25,0.2273343685907037,0.2,0.35,FREE,0.0,1.0
2021-03-26,0.2271462023039324,0.25,0.5,FORCE_BUY,0.0,1.0
2021-03-29,0.22510392291841,0.25,0.4,FORCE_BUY,0.0,1.0
2021-03-30,0.1819891606640411,0.2,0.3,FORCE_BUY,0.0,1.0
2021-03-31,0.2395082063701481,0.25,0.5,FORCE_BUY,0.0,1.0
2021-04-01,0.1989950957550928,0.2,0.35,FORCE_BUY,0.0,1.0
2021-04-05,0.2513053653543902,0.15,0.3,FREE,0.0,1.0
2021-04-06,0.2871315469744357,0.25,0.4,FREE,0.0,1.0
2021-04-07,0.2223135123172765,0.2,0.35,FREE,0.0,1.0
2021-04-08,0.2324018354103691,0.1,0.25,FREE,0.0,1.0
2021-04-09,0.2397452596452807,0.25,0.5,FORCE_BUY,0.0,1.0
2021-04-12,0.2052945967402959,0.2,0.3,FREE,0.0,1.0
2021-04-13,0.2153693119555938,0.15,0.3,FREE,0.0,1.0
2021-04-14,0.2601418743385436,0.1,0.25,FORCE_SELL,0.0,1.0
2021-04-15,0.2190701760493857,0.1,0.25,FREE,0.0,1.0
2021-04-16,0.2147810364233022,0.25,0.4,FORCE_BUY,0.0,1.0
2021-04-19,0.2333568260860431,0.2,0.35,FREE,0.0,1.0
2021-04-20,0.289834954976251,0.25,0.5,FREE,0.0,1.0
2021-04-21,0.2416997699859394,0.25,0.4,FORCE_BUY,0.0,1.0
2021-04-22,0.3286545038828281,0.2,0.3,FORCE_SELL,0.0,1.0
2021-04-23,0.2575437065292332,0.2,0.35,FREE,0.0,1.0
2021-04-26,0.1867680030202145,0.2,0.3,FORCE_BUY,0.0,1.0
2021-04-27,0.1776343597926617,0.15,0.3,FREE,0.0,1.0
2021-04-28,0.2159011464799833,0.15,0.3,FREE,0.0,1.0
2021-04-29,0.1909426237264495,0.2,0.3,FORCE_BUY,0.0,1.0
2021-04-30,0.1949890663754236,0.25,0.5,FORCE_BUY,0.0,1.0
2021-05-03,0.2352008167250974,0.25,0.4,FORCE_BUY,0.0,1.0
2021-05-04,0.2033077676158013,0.1,0.25,FREE,0.0,1.0
2021-05-05,0.2218534213724831,0.2,0.35,FREE,0.0,1.0
2021-05-06,0.1927306938444434,0.2,0.3,FORCE_BUY,0.0,1.0
2021-05-07,0.2328410373688098,0.15,0.3,FREE,0.0,1.0
2021-05-10,0.3055676856248434,0.1,0.25,FORCE_SELL,0.0,1.0
2021-05-11,0.2180882827599939,0.25,0.5,FORCE_BUY,0.0,1.0
2021-05-12,0.3776990116068202,0.25,0.4,FREE,0.0,1.0
2021-05-13,0.2523978348553764,0.2,0.35,FREE,0.0,1.0
2021-05-14,0.2102977160925549,0.25,0.5,FORCE_BUY,0.0,1.0
2021-05-17,0.2062913712348698,0.25,0.4,FORCE_BUY,0.0,1.0
2021-05-18,0.2962622136679849,0.15,0.3,FREE,0.0,1.0
2021-05-19,0.1889412145591434,0.2,0.3,FORCE_BUY,0.0,1.0
2021-05-20,0.1432609871027012,0.1,0.25,FREE,0.0,1.0
2021-05-21,0.1685464318195124,0.25,0.5,FORCE_BUY,0.0,1.0
2021-05-24,0.1385444525741996,0.2,0.35,FORCE_BUY,0.0,1.0
2021-05-25,0.1601076303694929,0.25,0.4,FORCE_BUY,0.0,1.0
2021-05-26,0.1210310111154962,0.2,0.3,FORCE_BUY,0.0,1.0
2021-05-27,0.1568630662711349,0.15,0.3,FREE,0.0,1.0
2021-05-28,0.1872940510265599,0.1,0.25,FREE,0.0,1.0
2021-06-01,0.2005414602633287,0.25,0.5,FORCE_BUY,0.0,1.0
2021-06-02,0.1574879007309103,0.2,0.35,FORCE_BUY,0.0,1.0
2021-06-03,0.1645267136189868,0.25,0.4,FORCE_BUY,0.0,1.0
2021-06-04,0.2033691157835053,0.1,0.25,FREE,0.0,1.0
2021-06-07,0.1738880410624877,0.15,0.3,FREE,0.0,1.0
2021-06-08,0.1868110469898544,0.2,0.3,FORCE_BUY,0.0,1.0
2021-06-09,0.1809356720074393,0.25,0.5,FORCE_BUY,0.0,1.0
2021-06-10,0.1504266905253829,0.2,0.35,FORCE_BUY,0.0,1.0
2021-06-11,0.1234706339229492,0.25,0.4,FORCE_BUY,0.0,1.0
2021-06-14,0.142271954715953,0.1,0.25,FREE,0.0,1.0
2021-06-15,0.149863830228911,0.2,0.3,FORCE_BUY,0.0,1.0
2021-06-16,0.2553144592926594,0.2,0.35,FREE,0.0,1.0
2021-06-17,0.1604386655921207,0.15,0.3,FREE,0.0,1.0
2021-06-18,0.2378565227631265,0.25,0.5,FORCE_BUY,0.0,1.0
2021-06-21,0.184853394714141,0.25,0.4,FORCE_BUY,0.0,1.0
2021-06-22,0.1773030347643351,0.25,0.5,FORCE_BUY,0.0,1.0
2021-06-23,0.1394131559647753,0.1,0.25,FREE,0.0,1.0
2021-06-24,0.1438177497841453,0.15,0.3,FORCE_BUY,0.0,1.0
2021-06-25,0.1352897877610773,0.2,0.3,FORCE_BUY,0.0,1.0
2021-06-28,0.135059844765576,0.2,0.35,FORCE_BUY,0.0,1.0
2021-06-29,0.1435664149769627,0.25,0.4,FORCE_BUY,0.0,1.0
2021-06-30,0.1444107681583244,0.25,0.5,FORCE_BUY,0.0,1.0
2021-07-01,0.1376304348085431,0.1,0.25,FREE,0.0,1.0
2021-07-02,0.1721215234332723,0.15,0.3,FREE,0.0,1.0
2021-07-06,0.192502495288716,0.2,0.3,FORCE_BUY,0.0,1.0
2021-07-07,0.1852684199678221,0.2,0.35,FORCE_BUY,0.0,1.0
2021-07-08,0.1791645568573759,0.25,0.4,FORCE_BUY,0.0,1.0
2021-07-09,0.2310301865579161,0.1,0.25,FREE,0.0,1.0
2021-07-12,0.1923314268462813,0.25,0.5,FORCE_BUY,0.0,1.0
2021-07-13,0.3406261056961814,0.15,0.3,FORCE_SELL,0.0,1.0
2021-07-14,0.2445588063790415,0.1,0.25,FREE,0.0,1.0
2021-07-15,0.2618183602532311,0.2,0.3,FREE,0.0,1.0
2021-07-16,0.3566544883383101,0.15,0.3,FORCE_SELL,0.0,1.0
2021-07-19,0.3654710976101947,0.25,0.5,FREE,0.0,1.0
2021-07-20,0.3124636223456169,0.25,0.4,FREE,0.0,1.0
2021-07-21,0.2122212458184395,0.2,0.35,FREE,0.0,1.0
2021-07-22,0.2003311488015188,0.1,0.25,FREE,0.0,1.0
2021-07-23,0.2480871548971554,0.2,0.3,FREE,0.0,1.0
2021-07-26,0.1875791377832163,0.2,0.35,FORCE_BUY,0.0,1.0
2021-07-27,0.2159778905367969,0.2,0.35,FREE,0.0,1.0
2021-07-28,0.2422641139057197,0.2,0.3,FREE,0.0,1.0
2021-07-29,0.2350608643793293,0.2,0.35,FREE,0.0,1.0
2021-07-30,0.2028500626840693,0.15,0.3,FREE,0.0,1.0
2021-08-02,0.2794787636529941,0.1,0.25,FORCE_SELL,0.0,1.0
2021-08-03,0.2332963866359736,0.1,0.25,FREE,0.0,1.0
2021-08-04,0.2377380798343115,0.2,0.35,FREE,0.0,1.0
2021-08-05,0.2088163034123447,0.25,0.4,FORCE_BUY,0.0,1.0
2021-08-06,0.2106645150672316,0.25,0.5,FORCE_BUY,0.0,1.0
2021-08-09,0.1853992770306642,0.2,0.3,FORCE_BUY,0.0,1.0
2021-08-10,0.2297890852760711,0.25,0.4,FORCE_BUY,0.0,1.0
2021-08-11,0.2060438453664337,0.2,0.35,FREE,0.0,1.0
2021-08-12,0.1969806844806725,0.15,0.3,FREE,0.0,1.0
2021-08-13,0.2076714596496625,0.2,0.3,FREE,0.0,1.0
2021-08-16,0.2535430614908617,0.25,0.5,FREE,0.0,1.0
2021-08-17,0.2689323519215466,0.1,0.25,FORCE_SELL,0.0,1.0
2021-08-18,0.3284399989051254,0.15,0.3,FORCE_SELL,0.0,1.0
2021-08-19,0.2329854824872769,0.2,0.3,FREE,0.0,1.0
