bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,divergence_rate,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
,,,0.2849998474121094,0.010120733272599812,9,0.5300006866455078,0.018479800592953982,32,2.0,0.5566031964242658,0.2849998474121094,2s,16,2s,sell,,False,0,False,70.13278975493839,87.69432269086943,75.9866340669154,28.360000610351562,163,-0.01550029796181342,-0.009790992952925848,0.011418610017775145,1,,187,0,-0.00034498636310116977,48.072890873293595,2025/07/16 14:05,35410.0
,,,0.2999992370605469,0.010653382055615198,11,0.5300006866455078,0.018479800592953982,32,2.0,0.5849038949448129,0.2999992370605469,2s,16,2s,sell,,False,0,False,66.10460310609889,61.83813918957651,64.6824484672581,28.40999984741211,165,-0.01370734096789101,-0.008427132786149372,0.010560416363483278,1,,187,1,-0.00029695166735417506,52.529628477027295,2025/07/16 14:15,41734.0
,,,0.26129913330078125,0.009277869468078117,7,0.5300006866455078,0.018479800592953982,32,3.0,0.5188665325526409,0.26129913330078125,2s,16,2s,sell,,False,0,False,53.522008990593534,105.8838771301779,70.97596503712165,28.395000457763672,176,-0.02123965920226793,-0.008498930758896961,0.025481456886741936,0.951559,,187,2,-0.00029984962580616495,54.44946332537051,2025/07/16 15:10,16612.0
,,,0.1550006866455078,0.005493556115798606,24,0.5300006866455078,0.018479800592953982,32,4.0,0.41509610505518707,0.1550006866455078,2s,16,2s,sell,,False,0,False,63.18797658198438,103.37001409893047,76.58198908763308,28.360000610351562,218,0.005124996682697496,0.009808610926256733,0.009367228487118474,0.564458,,187,3,0.00034644900618538123,56.64881421349445,2025/07/16 18:40,30303.0
,,,0.16499900817871094,0.005847918032478804,25,0.5300006866455078,0.018479800592953982,32,4.0,0.4339608382246566,0.16499900817871094,2s,16,2s,sell,,False,0,False,70.25464862968582,112.65468091589449,84.38799272508871,28.3799991607666,219,0.006847259243912068,0.01373630948877036,0.013778100489716583,0.600868,,187,4,0.0004850923721443156,58.90305122566659,2025/07/16 18:45,86596.0
,,,0.2746009826660156,0.009768661777473047,8,0.5300006866455078,0.018479800592953982,32,3.0,0.44339680357573424,0.2746009826660156,2s,16,2s,sell,,False,1,False,53.505273627048815,103.68826373020867,70.23293699476876,28.350000381469727,187,-0.028623920342510482,-0.01228572607280043,0.032676388539420106,1,0.0059890813783038,,5,-0.00043430726563789535,54.60131522952732,2025/07/16 16:05,20642.0
,,,0.20000076293945312,0.007238536699756601,11,0.8199996948242188,0.028792124578799417,49,1.0,0.207317243368472,0.20000076293945312,2s,,2s,sell,,False,0,False,78.1774535147208,103.41604760257897,86.59031821067353,27.81999969482422,298,-0.0212368703438465,-0.005674369905833032,0.03112500087602694,,,,6,-0.00020430873418602797,56.40474598230506,2025/07/17 18:50,53232.0
,,,0.2350006103515625,0.008505270267443698,13,0.8199996948242188,0.028792124578799417,49,1.0,0.25,0.2350006103515625,2s,,2s,sell,,False,0,False,79.0667119880233,79.46978088620722,79.20106828741794,27.81999969482422,300,-0.014267695599604854,4.61592601972427e-05,0.028627709719604193,,,,7,1.661756227609088e-06,55.53008471774904,2025/07/17 19:00,49947.0
,,,0.3299999237060547,0.011943537232336954,15,0.8199996948242188,0.028792124578799417,49,1.0,0.3658528642804641,0.3299999237060547,2s,,2s,sell,,False,0,False,82.95393044609935,94.70626285896805,86.87137458372226,27.940000534057617,302,-0.0044523341373410245,0.018092052955356763,0.04508877418539557,,,,8,0.0006509078576475909,66.77237392779816,2025/07/17 19:10,45331.0
,,,0.3390007019042969,0.012269298306228802,18,0.8199996948242188,0.028792124578799417,49,1.0,0.37682942714390716,0.3390007019042969,2s,,2s,sell,,False,0,False,74.8518253133071,67.00030282979606,72.23465115213675,27.915000915527344,305,0.00924168693942264,0.02807182966464339,0.0376602854504415,,,,9,0.001009315606169517,59.93351986337501,2025/07/17 19:25,46961.0
