date,equity,cash,pos,buy_th,sell_th,p_day
10/1/2018,100000,100000,0,0.3,0.3,0.188300355
10/2/2018,100000,100000,0,0.3,0.3,0.187545991
10/3/2018,100000,100000,0,0.3,0.3,0.216855282
10/4/2018,100000,100000,0,0.3,0.3,0.171706551
10/5/2018,100000,100000,0,0.3,0.3,0.201587407
10/8/2018,100000,100000,0,0.3,0.3,0.144514132
10/9/2018,100000,100000,0,0.3,0.3,0.160972386
10/10/2018,100000,100000,0,0.3,0.3,0.217468671
10/11/2018,100000,100000,0,0.3,0.3,0.156199702
10/12/2018,100000,100000,0,0.3,0.3,0.13360142
10/15/2018,100000,100000,0,0.3,0.3,0.155479519
10/16/2018,100000,100000,0,0.3,0.3,0.122412618
10/17/2018,100000,100000,0,0.3,0.3,0.126271781
10/18/2018,100000,100000,0,0.3,0.3,0.128064401
10/19/2018,100000,100000,0,0.3,0.3,0.126422217
10/22/2018,100000,100000,0,0.3,0.3,0.125831893
10/23/2018,100000,100000,0,0.3,0.3,0.123619234
10/24/2018,100000,100000,0,0.3,0.3,0.128515722
10/25/2018,100000,100000,0,0.3,0.3,0.118462039
10/26/2018,100000,100000,0,0.3,0.3,0.127318258
10/29/2018,100000,100000,0,1.95,-0.5,0.1179337
10/30/2018,100000,100000,0,1.95,-0.5,0.120373503
10/31/2018,100000,100000,0,1.65,-0.5,0.1227193
11/1/2018,100000,100000,0,1.65,-0.5,0.126351699
11/2/2018,100000,100000,0,0.7,-0.5,0.132770642
11/5/2018,100000,100000,0,0.7,-0.5,0.128527437
11/6/2018,100000,100000,0,-0.5,1.15,0.128326453
11/7/2018,100000,100000,0,-0.5,1.75,0.163316387
11/8/2018,100000,100000,0,2.2,1.35,0.210278628
11/9/2018,100000,100000,0,2.3,-0.5,0.22413805
11/12/2018,100000,100000,0,2.3,-0.5,0.246968761
11/13/2018,100000,100000,0,2.3,-0.5,0.194021393
11/14/2018,100000,100000,0,2.45,0.6,0.17094051
11/15/2018,100000,100000,0,-0.5,1,0.166101785
11/16/2018,100000,100000,0,-0.5,0.8,0.176038766
11/19/2018,100000,100000,0,-0.5,0.8,0.188262542
11/20/2018,100000,100000,0,2.5,-0.5,0.404344177
11/21/2018,100000,100000,0,-0.5,-0.5,0.334919538
11/23/2018,100000,100000,0,-0.5,-0.5,0.325203639
11/26/2018,100000,100000,0,-0.5,-0.5,0.210523297
11/27/2018,100000,100000,0,-0.5,-0.5,0.247850512
11/28/2018,100000,100000,0,-0.5,-0.5,0.229666164
11/29/2018,100000,100000,0,1.9,-0.5,0.364475931
11/30/2018,100000,100000,0,1.65,-0.5,0.2782896
12/3/2018,100000,100000,0,0.35,2.15,0.303378321
12/4/2018,100000,100000,0,2.1,-0.5,0.558076962
12/6/2018,100000,100000,0,-0.5,-0.5,0.29098744
12/7/2018,100000,100000,0,2.4,-0.5,0.397994561
12/10/2018,100000,100000,0,-0.5,-0.5,0.22909871
12/11/2018,100000,100000,0,-0.5,-0.5,0.209036576
12/12/2018,100000,100000,0,-0.5,-0.5,0.226773348
12/13/2018,100000,100000,0,-0.5,-0.5,0.222204201
12/14/2018,100000,100000,0,-0.5,-0.5,0.27352259
12/17/2018,100000,100000,0,-0.5,-0.5,0.311917579
12/18/2018,100000,100000,0,-0.5,1.75,0.228599853
12/19/2018,100000,100000,0,-0.5,-0.5,0.354624224
12/20/2018,100000,100000,0,-0.5,-0.5,0.338479005
12/21/2018,100000,100000,0,-0.5,-0.5,0.398267363
12/24/2018,100000,100000,0,2.4,-0.5,0.415003107
