bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,kdj_,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
5.95501708984375,0.006799672167250456,7.1099853515625,0.008197744026445589,1.0,0.6462700661000944,,,,5.95501708984375,,610,True,False,,<Math.KDJ.KDJ_Item object at 0x0000024148E66AB0>,-0.15827348338483746,-0.4829161050545281,-0.6492852433393812,0.007030138416989487,-0.0005531778379825195,41.70377946725631,2025/06/18 19:30,2s,5484.0
7.0050048828125,0.007997128642701853,7.1099853515625,0.008197744026445589,2.0,0.771448192977938,,,,7.0050048828125,,634,True,False,,<Math.KDJ.KDJ_Item object at 0x0000024148E67A70>,-0.2715599897477331,-0.7722614407022093,-1.0014029019089523,0.017141695953206908,-0.0008851305271688067,30.695716718207237,2025/06/18 19:54,2s,14863.0
5.09002685546875,0.0059173285448821155,18.55499267578125,0.020993847591731073,1.0,0.0002697324057170112,5.09002685546875,0.0059173285448821155,0.005282638046319285,5.09002685546875,,687,False,False,<Math.KDJ.KDJ_Item object at 0x00000241493D83B0>,<Math.KDJ.KDJ_Item object at 0x00000241493D83B0>,-1.7419896442908134,-1.4196323788405607,0.6447145309005053,0.007650767298678089,-0.001639742005047631,48.26158953968969,2025/06/20 14:19,"2s,3b",1572.0
7.1700439453125,0.008350271550512376,18.55499267578125,0.020993847591731073,2.0,0.029910692258351013,,,,7.1700439453125,,707,False,False,,<Math.KDJ.KDJ_Item object at 0x00000241493D96D0>,-0.591032933352849,-0.2763461554496871,0.6293735558063238,0.0353995863034188,-0.000319976063694691,43.75850238585923,2025/06/20 14:40,2s,6598.0
4.3599853515625,0.005122644722924398,16.57763671875,0.019849178457493864,1.0,0.30146755618391213,,,,4.3599853515625,,813,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241486E5B50>,0.22766226383895125,-0.13939368362935056,-0.7341118949366037,0.0032703068249869027,-0.0001642261405089782,38.298963352336514,2025/06/20 16:44,2s,741.0
4.149169921875,0.004884081730128835,16.57763671875,0.019849178457493864,2.0,0.3847125268769698,,,,4.149169921875,,827,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241486E48F0>,-0.2732701456295472,-0.5573041977580715,-0.5680681042570486,0.003454047757565571,-0.0006571380335726335,38.387413205274434,2025/06/20 17:07,2s,1257.0
9.05499267578125,0.010674281275589455,16.57763671875,0.019849178457493864,3.0,0.7547899914582781,,,,9.05499267578125,,841,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241486E5EB0>,-1.1034436781080066,-1.6963521636074574,-1.1858169709989017,0.013881553636713383,-0.002006221033291228,26.92441925348615,2025/06/20 17:30,2s,11897.0
6.175048828125,0.007257121838046221,16.57763671875,0.019849178457493864,4.0,0.42452725987452505,,,,6.175048828125,,912,True,False,,<Math.KDJ.KDJ_Item object at 0x0000024149154CB0>,-0.5215483932001683,-0.8334335358373437,-0.6237702852743507,0.005859944571821803,-0.0009826894923919277,27.657965235880184,2025/06/20 19:05,2s,13905.0
2.79998779296875,0.003295382735987296,16.57763671875,0.019849178457493864,5.0,0.29483299460987894,,,,2.79998779296875,,953,True,False,,<Math.KDJ.KDJ_Item object at 0x00000241481BCA70>,-0.04315828820474444,-0.24930874486324228,-0.4123009133169957,0.012622955711079359,-0.00029393187079890216,41.273684996276145,2025/06/20 19:53,2s,6818.0
4.4549560546875,0.005010663878982891,7.84600830078125,0.00889842522606537,1.0,0.6291064107849925,,,,4.4549560546875,,1431,True,False,,<Math.KDJ.KDJ_Item object at 0x0000024148F6DB50>,-0.43071401686837085,-0.6897722666402615,-0.5181164995437813,0.0039111512934162426,-0.0007780052713501176,33.89145704004494,2025/06/24 17:42,2s,1449.0
2.9599609375,0.0033329141074991257,7.84600830078125,0.00889842522606537,2.0,0.5653797384654878,,,,2.9599609375,,1472,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414A694710>,-0.026105021279859263,-0.2923838704567743,-0.53255769835383,0.0028244119106884545,-0.0003298187956254168,35.61231339970746,2025/06/24 18:34,2s,6794.0
1.989990234375,0.002241888830533585,7.84600830078125,0.00889842522606537,3.0,0.5003772880380244,,,,1.989990234375,,1488,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414A696030>,-0.03064090741150081,-0.09345692568274444,-0.12563203654248725,0.0036357145761445686,-0.00010542745825007961,41.45350553768619,2025/06/24 18:55,2s,2900.0
2.5,0.0028125597823452273,7.84600830078125,0.00889842522606537,4.0,0.408614613882644,,,,2.5,,1524,True,False,,<Math.KDJ.KDJ_Item object at 0x000002414A6965D0>,0.05477538327502177,-0.09659671978215556,-0.30274420611435465,0.004106653732063947,-0.00010882759792728447,46.156855411438244,2025/06/24 19:47,2s,6593.0
