bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
2.2599945068359375,0.009041062910747225,14,3.535003662109375,0.014344568332949028,108,0.6393188587214572,,,,,2.2599945068359375,,314,True,False,23.23859895124536,19.731152685222177,22.0694501959043,-0.03028346345437264,-0.19565987102319582,-0.33075281513764637,0.011626456525634623,-0.0007859838433952678,36.660630338450666,2025/05/16 13:40,2,3055.0
1.5399932861328125,0.006194414071646523,16,1.9799957275390625,0.007901335873237634,20,0.7777760652276108,,,,,1.5399932861328125,,360,False,False,68.90085154929042,86.06022902135419,74.62064403997834,0.04730153524620949,0.1120834330210414,0.12956379554966382,0.004237447869106853,0.0004491513827336283,59.656539007387494,2025/05/16 17:40,2,4755.0
1.5,0.005934013795567961,23,4.69000244140625,0.01890443996386947,17,0.3198292578180919,1.5,0.005934013795567961,23,0.0037135295088408355,1.5,,426,True,False,15.811305592841402,23.75478946073085,18.45913354880455,0.12589886823365043,0.020464329677338355,-0.21086907711262415,0.004695988301109201,8.131803353526828e-05,48.024145515059125,2025/05/19 16:40,"2,3b",4142.0
5.2559967041015625,0.021698909791316733,119,11.20599365234375,0.04421731435189612,236,0.4690344173987876,5.2559967041015625,0.021698909791316733,119,0.0038171241108039262,5.2559967041015625,,818,False,False,80.11761190644452,97.00464485501948,85.74662288930284,0.323023137221329,0.35912553293471206,0.07220479142676606,0.0033941989348319356,0.00145780808663885,64.30359923986634,2025/05/27 17:00,"2,3b",1491.0
0.95001220703125,0.0039038922671205366,9,3.415008544921875,0.014233057201619397,23,0.2781873586945837,,,,,0.95001220703125,,1115,True,False,28.284315734376456,-2.280591253550618,18.09601340506743,-0.06214597494165778,-0.08842701593499669,-0.05256208198667782,0.008333351168827049,-0.0003641860384154074,42.685473877162195,2025/06/02 16:25,2,3907.0
0.899993896484375,0.0035949425785603627,7,1.459991455078125,0.005797988440623368,21,0.6164377834911478,,,,,0.899993896484375,,1362,False,False,47.50918431617644,83.32425140918774,59.44754001384687,0.05295702066851791,0.03462755886522473,-0.03665892360658636,0.0034177258240049753,0.00013800720225103726,52.38142370929182,2025/06/05 17:30,2,7447.0
1.3119049072265625,0.005203454735172859,5,2.5619049072265625,0.01026568733887352,19,0.5120818120633484,,,,,1.3119049072265625,,1413,True,False,58.66891909205516,16.902980861008785,44.746939681706365,0.18919942260527117,0.15297131325161217,-0.072456218707318,0.006379355364978362,0.0006087505176994565,49.96868565630111,2025/06/06 15:20,2,4643.0
1.8699951171875,0.007406214410487342,24,2.2599945068359375,0.00887142102781526,35,0.8274334789448454,,,,,1.8699951171875,,1618,False,False,35.68337266940098,30.370798637715268,33.91251465883908,-0.02278849255757159,-0.018879278440493863,0.007818428234155454,0.009199545259772245,-7.459840245942843e-05,60.0487444556781,2025/06/11 13:35,2,2368.0
2.0699920654296875,0.008148612665341592,5,5.8280029296875,0.023480886645322566,94,0.3551803405734872,,,,,2.0699920654296875,,1868,True,False,55.01975776197864,-23.43016542279574,28.869783367053845,0.7261537011457593,0.6075339769427046,-0.23723944840610933,0.0060380497116993715,0.0024088260963129296,47.664174802821734,2025/06/16 15:05,2,4480.0
1.1099853515625,0.004315818426166779,9,3.040008544921875,0.01168200598155295,32,0.36512573407619336,,,,,1.1099853515625,,2386,False,False,79.4319085848735,111.19299468918325,90.01893728631009,-0.19146108254328162,-0.08502370843848439,0.21287474820959446,0.0074719038598180946,-0.0003295170585615758,54.67613909982149,2025/06/25 19:25,2,9278.0
1.19000244140625,0.004651354199656105,12,4.959991455078125,0.019770373718682625,17,0.23992026038430064,,,,,1.19000244140625,,2499,True,False,39.10789714174083,-13.248286923017744,21.655835786821306,0.010066366571036264,-0.02265593571146951,-0.06544460456501155,0.006754373696950915,-8.877496738155704e-05,43.27388308842367,2025/06/27 15:55,2,2851.0
2.3799896240234375,0.009339518922113831,12,3.4099884033203125,0.013204726348639707,11,0.6979465448345915,,,,,2.3799896240234375,,2647,False,False,70.65142528104094,108.32177177522675,83.20820744576955,-0.210997676865055,-0.07219376760423302,0.27760781852164396,0.004043303378148056,-0.0002815950196647956,56.680855386458994,2025/07/01 15:15,2,5937.0
1.510009765625,0.005869586054205176,11,1.5600128173828125,0.006100949691049798,12,0.9679470250496396,,,,,1.510009765625,,2692,True,False,29.721912688380577,39.37900074021813,32.94094203899309,-0.06040580043824797,-0.091820278458556,-0.06282895604061607,0.005939442624327957,-0.00035782818021992457,47.43469855906364,2025/07/01 19:00,2,16041.0
1.5800018310546875,0.006207283227506729,7,2.9400177001953125,0.011418430848021922,6,0.5374123533166906,,,,,1.5800018310546875,,2722,False,False,55.501518966759626,107.33076188486676,72.77793327279534,-0.1888043868871661,-0.14708835451804703,0.08343206473823817,0.005583291828218871,-0.0005744995816714147,50.915188613378724,2025/07/02 15:00,2,3622.0
1.260009765625,0.004895713523448153,8,3.42999267578125,0.013507098695774336,11,0.3673505703151414,,,,,1.260009765625,,2804,True,False,50.19337364155689,-9.014492444856387,30.45741827941913,0.17660734518625806,0.1522158693148299,-0.04878295174285635,0.00886345578495872,0.0005937992380335436,48.536597735812194,2025/07/03 15:25,2,4446.0
