date,equity,cash,pos,buy_th,sell_th,p_day,daily_action,daily_buy_level,daily_sell_level,SPY,Return %,SPY %
3/11/2024,109759.8595,0,1,1.75,1.75,0.141773696,FORCE_BUY,0.2,0.3,511.72,9.76%,7.66%
3/12/2024,110684.7119,0,1,1.35,1.85,0.171749649,FORCE_BUY,0.2,0.3,511.28,10.68%,7.57%
3/13/2024,110586.2323,0,1,1.3,1.15,0.15836854,FORCE_BUY,0.2,0.3,516.78,10.59%,8.72%
3/14/2024,110093.834,0,1,-0.5,1.05,0.190807789,FORCE_BUY,0.2,0.3,515.97,10.09%,8.55%
3/15/2024,109139.0095,0,1,2.45,-0.5,0.16690548,FORCE_BUY,0.2,0.3,514.95,9.14%,8.34%
3/18/2024,109712.7605,0,1,2.45,-0.5,0.18438448,FORCE_BUY,0.2,0.3,509.83,9.71%,7.26%
3/19/2024,110350.7375,0,1,1.55,2.3,0.145283091,FORCE_BUY,0.2,0.3,512.86,10.35%,7.90%
3/20/2024,111727.3974,0,1,0.65,2.45,0.151215026,FORCE_BUY,0.2,0.3,515.71,11.73%,8.50%
3/21/2024,111934.9754,0,1,0.45,1.8,0.178064801,FORCE_BUY,0.2,0.3,520.48,11.93%,9.50%
3/22/2024,111485.3944,0,1,1.5,-0.5,0.16768622,FORCE_BUY,0.2,0.3,522.2,11.49%,9.87%
3/25/2024,111425.4502,0,1,1.65,-0.5,0.161126276,FORCE_BUY,0.2,0.3,521.21,11.43%,9.66%
3/26/2024,111262.7447,0,1,1.95,1.3,0.184524375,FORCE_BUY,0.2,0.3,519.77,11.26%,9.35%
3/27/2024,111845.0592,0,1,1.8,1.65,0.13244812,FORCE_BUY,0.2,0.3,518.81,11.85%,9.15%
3/28/2024,111956.384,0,1,1.6,1.65,0.162377064,FORCE_BUY,0.2,0.3,523.17,11.96%,10.07%
4/1/2024,111682.3537,0,1,1.6,1.65,0.180080592,FORCE_BUY,0.2,0.3,523.07,11.68%,10.05%
4/2/2024,111050.7994,0,1,2.3,1.3,0.138614972,FORCE_BUY,0.2,0.3,522.16,11.05%,9.86%
4/3/2024,111474.6901,0,1,1.35,1.65,0.166669667,FORCE_BUY,0.2,0.3,518.84,11.47%,9.16%
4/4/2024,109907.579,0,1,1.75,-0.5,0.324153255,FORCE_SELL,0.2,0.3,519.41,9.91%,9.28%
4/5/2024,111005.8413,0,1,1.7,-0.5,0.194604043,FORCE_BUY,0.2,0.3,513.07,11.01%,7.94%
4/8/2024,111070.0671,0,1,1.5,1.7,0.15939734,FORCE_BUY,0.2,0.3,518.43,11.07%,9.07%
4/9/2024,111228.4909,0,1,1.55,1.85,0.180172595,FORCE_BUY,0.2,0.3,518.72,11.23%,9.13%
4/10/2024,109871.1843,0,1,1.9,-0.5,0.178670583,FORCE_BUY,0.2,0.3,519.32,9.87%,9.26%
4/11/2024,110950.1788,0,1,2.25,-0.5,0.189050245,FORCE_BUY,0.2,0.3,514.12,10.95%,8.17%
4/12/2024,110465.9779,110465.9779,0,2.15,-0.5,0.222258118,FREE,0.2,0.3,518,10.47%,8.98%
4/15/2024,110097.1615,0,1,2.5,-0.5,0.269269653,FREE,0.2,0.3,510.85,10.10%,7.48%
4/16/2024,110188.82,0,1,2.5,-0.5,0.169512231,FORCE_BUY,0.2,0.3,504.45,10.19%,6.13%
4/17/2024,109348.6169,0,1,1.9,-0.5,0.199158119,FORCE_BUY,0.2,0.3,503.53,9.35%,5.94%
4/18/2024,108829.2186,0,1,1.55,-0.5,0.192498482,FORCE_BUY,0.2,0.3,500.55,8.83%,5.31%
4/19/2024,107962.8273,0,1,1.55,-0.5,0.183812515,FORCE_BUY,0.2,0.3,499.52,7.96%,5.09%
4/22/2024,108975.4357,0,1,0.55,-0.5,0.165281001,FORCE_BUY,0.2,0.3,495.16,8.98%,4.18%
4/23/2024,110520.5365,0,1,0.55,2.25,0.142366695,FORCE_BUY,0.2,0.3,499.72,10.52%,5.14%
4/24/2024,109651.9629,0,1,1.15,1.65,0.150991719,FORCE_BUY,0.2,0.3,505.65,9.65%,6.38%
4/25/2024,110664.5714,0,1,0.75,2.4,0.145802741,FORCE_BUY,0.2,0.3,505.41,10.66%,6.33%
4/26/2024,111013.7467,0,1,-0.5,-0.5,0.145796562,FORCE_BUY,0.2,0.3,503.49,11.01%,5.93%
4/29/2024,111262.5341,0,1,0.65,1.35,0.124513475,FORCE_BUY,0.2,0.3,508.26,11.26%,6.93%
4/30/2024,110075.9608,0,1,1.45,-0.5,0.232696587,FREE,0.2,0.3,510.06,10.08%,7.31%
5/1/2024,109705.4936,0,1,1.85,-0.5,0.241812502,FREE,0.2,0.3,501.98,9.71%,5.61%
5/2/2024,110622.8184,0,1,0.55,2.3,0.164219773,FORCE_BUY,0.2,0.3,500.35,10.62%,5.27%
5/3/2024,111896.1526,0,1,1.1,2.45,0.141393376,FORCE_BUY,0.2,0.3,505.03,11.90%,6.25%
5/6/2024,112798.1887,0,1,-0.5,2,0.121270534,FORCE_BUY,0.2,0.3,511.29,12.80%,7.57%
5/7/2024,112988.206,0,1,-0.5,2,0.144967168,FORCE_BUY,0.2,0.3,516.57,12.99%,8.68%
5/8/2024,112916.1304,0,1,0.3,1.65,0.138318318,FORCE_BUY,0.2,0.3,517.14,12.92%,8.80%
5/9/2024,113695.8565,0,1,1.1,2.1,0.118685745,FORCE_BUY,0.2,0.3,517.19,13.70%,8.81%
5/10/2024,113556.0737,0,1,0.45,2,0.147402535,FORCE_BUY,0.2,0.3,520.17,13.56%,9.44%
5/13/2024,113746.091,0,1,0.45,2,0.153636422,FORCE_BUY,0.2,0.3,520.84,13.75%,9.58%
5/14/2024,114359.8249,0,1,1.15,1.15,0.128112945,FORCE_BUY,0.2,0.3,520.91,14.36%,9.59%
5/15/2024,115796.9671,0,1,1.15,1.15,0.139791547,FORCE_BUY,0.2,0.3,523.3,15.80%,10.10%
5/16/2024,115475.9034,0,1,-0.5,0.95,0.175148778,FORCE_BUY,0.2,0.3,529.78,15.48%,11.46%
5/17/2024,115670.2889,0,1,1.35,0.75,0.125710485,FORCE_BUY,0.2,0.3,528.69,15.67%,11.23%
5/20/2024,115735.8121,0,1,-0.5,1.05,0.151476647,FORCE_BUY,0.2,0.3,529.45,15.74%,11.39%
5/21/2024,116063.4281,0,1,1,0.7,0.136120215,FORCE_BUY,0.2,0.3,530.06,16.06%,11.52%
5/22/2024,115976.0639,0,1,1.25,1.65,0.176951057,FORCE_BUY,0.2,0.3,531.36,15.98%,11.79%
5/23/2024,115400.8208,115400.8208,0,1.2,1.1,0.299601106,FREE,0.2,0.3,529.83,15.40%,11.47%
5/24/2024,115451.0899,0,1,2,1.7,0.154181631,FORCE_BUY,0.2,0.3,525.96,15.45%,10.66%
5/28/2024,115427.1003,0,1,1.1,1,0.15368669,FORCE_BUY,0.2,0.3,529.44,15.43%,11.39%
5/29/2024,114303.9504,0,1,0.95,-0.5,0.157090541,FORCE_BUY,0.2,0.3,529.81,14.30%,11.47%
5/30/2024,114394.7594,114394.7594,0,1.2,1.05,0.219880148,FREE,0.2,0.3,526.1,14.39%,10.69%
5/31/2024,114354.1358,114354.1358,0,0.75,1.3,0.243460689,FREE,0.2,0.3,522.61,14.35%,9.95%
6/3/2024,114105.3894,0,1,0.75,1.3,0.247021696,FREE,0.2,0.3,527.37,14.11%,10.95%
6/4/2024,114198.2544,114198.2544,0,0.85,1.8,0.2064619,FREE,0.2,0.3,527.8,14.20%,11.04%
6/5/2024,114198.2544,114198.2544,0,0.55,2.1,0.219334738,FREE,0.2,0.3,528.39,14.20%,11.17%
6/6/2024,114298.7623,0,1,0.95,1.25,0.189517781,FORCE_BUY,0.2,0.3,534.67,14.30%,12.49%
6/7/2024,114663.4721,114663.4721,0,-0.5,1.05,0.239867994,FREE,0.2,0.3,534.66,14.66%,12.49%
6/10/2024,115151.4934,0,1,-0.5,0.7,0.180157667,FORCE_BUY,0.2,0.3,534.01,15.15%,12.35%
6/11/2024,115556.4348,0,1,-0.5,1.3,0.192419665,FORCE_BUY,0.2,0.3,535.66,15.56%,12.70%
6/12/2024,116675.3763,0,1,1.6,2.4,0.144686577,FORCE_BUY,0.2,0.3,536.95,16.68%,12.97%
6/13/2024,116733.474,0,1,0.55,1.4,0.131841845,FORCE_BUY,0.2,0.3,541.36,16.73%,13.90%
6/14/2024,116808.7859,0,1,0.65,1.55,0.118265649,FORCE_BUY,0.2,0.3,542.45,16.81%,14.13%
6/17/2024,117817.9657,0,1,0.65,1.55,0.146656446,FORCE_BUY,0.2,0.3,542.78,17.82%,14.19%
6/18/2024,118089.0886,0,1,0.65,1.55,0.095189322,FORCE_BUY,0.2,0.3,547.1,18.09%,15.10%
6/20/2024,117738.3502,0,1,0.8,1.05,0.157124428,FORCE_BUY,0.2,0.3,548.49,17.74%,15.40%
6/21/2024,117133.7031,0,1,1.2,0.9,0.136001437,FORCE_BUY,0.2,0.3,547,17.13%,15.08%
6/24/2024,116858.2766,0,1,1.1,-0.5,0.191879197,FORCE_BUY,0.2,0.3,544.51,16.86%,14.56%
6/25/2024,117204.6684,0,1,1.4,0.75,0.121873929,FORCE_BUY,0.2,0.3,542.74,17.20%,14.19%
6/26/2024,117051.9359,0,1,1.4,0.9,0.136702738,FORCE_BUY,0.2,0.3,544.83,17.05%,14.63%
6/27/2024,117718.9843,0,1,1.5,0.85,0.125958304,FORCE_BUY,0.2,0.3,545.51,17.72%,14.77%
6/28/2024,117948.5394,0,1,1.45,0.75,0.213921166,FREE,0.2,0.3,546.37,17.95%,14.95%
7/1/2024,117900.5916,0,1,1,0.65,0.135440084,FORCE_BUY,0.2,0.3,544.22,17.90%,14.50%
7/2/2024,118627.5767,0,1,0.8,0.65,0.137932497,FORCE_BUY,0.2,0.3,545.34,18.63%,14.73%
7/3/2024,119250.747,0,1,0.95,1.05,0.123925274,FORCE_BUY,0.2,0.3,545.73,19.25%,14.82%
7/5/2024,119895.5328,0,1,-0.5,0.95,0.135729174,FORCE_BUY,0.2,0.3,551.46,19.90%,16.02%
7/8/2024,120388.8588,0,1,-0.5,0.95,0.124914383,FORCE_BUY,0.2,0.3,554.64,20.39%,16.69%
7/9/2024,120304.4741,0,1,0.95,-0.5,0.14750562,FORCE_BUY,0.2,0.3,555.28,20.30%,16.82%
7/10/2024,121394.9843,0,1,1.1,1.9,0.147775431,FORCE_BUY,0.2,0.3,555.82,21.39%,16.94%
7/11/2024,120395.3499,0,1,-0.5,0.65,0.219793879,FREE,0.2,0.3,561.32,20.40%,18.10%
7/12/2024,121118.0293,0,1,1,0.8,0.195851041,FORCE_BUY,0.2,0.3,556.48,21.12%,17.08%
7/15/2024,121648.1384,0,1,-0.5,0.8,0.18148452,FORCE_BUY,0.2,0.3,559.99,21.65%,17.82%
7/16/2024,122119.8273,0,1,-0.5,0.85,0.120010203,FORCE_BUY,0.2,0.3,561.53,22.12%,18.14%
7/17/2024,121315.6353,0,1,0.9,-0.5,0.20280527,FREE,0.2,0.3,564.86,21.32%,18.84%
7/18/2024,121276.434,0,1,1.75,1.2,0.25772445,FREE,0.2,0.3,556.94,21.28%,17.17%
7/19/2024,121262.2417,121262.2417,0,1.3,-0.5,0.233766736,FREE,0.2,0.3,552.66,21.26%,16.27%
7/22/2024,121262.2417,121262.2417,0,1.3,-0.5,0.140949356,FORCE_BUY,0.2,0.3,548.99,21.26%,15.50%
7/23/2024,120891.6774,0,1,-0.5,1.2,0.181333074,FORCE_BUY,0.2,0.3,554.65,20.89%,16.69%
7/24/2024,120303.624,0,1,1.3,-0.5,0.24532799,FREE,0.2,0.3,553.78,20.30%,16.51%
7/25/2024,120144.1817,120144.1817,0,1.25,2.15,0.24859589,FREE,0.2,0.3,541.23,20.14%,13.87%
7/26/2024,120580.6266,0,1,1.05,1.35,0.164787512,FORCE_BUY,0.2,0.3,538.41,20.58%,13.28%
7/29/2024,120398.9592,0,1,1,1.35,0.152279556,FORCE_BUY,0.2,0.3,544.44,20.40%,14.54%
7/30/2024,120237.2309,0,1,1,1.25,0.195381831,FORCE_BUY,0.2,0.3,544.76,20.24%,14.61%
7/31/2024,122616.6307,0,1,1,1.25,0.163975703,FORCE_BUY,0.2,0.3,542,22.62%,14.03%
8/1/2024,121756.1748,0,1,1,-0.5,0.258077461,FREE,0.2,0.3,550.81,21.76%,15.88%
8/2/2024,119537.9112,0,1,1.65,-0.5,0.175193644,FORCE_BUY,0.2,0.3,543.01,19.54%,14.24%
8/5/2024,118279.5006,118279.5006,0,1.75,1.9,0.230511463,FREE,0.2,0.3,532.9,18.28%,12.12%
8/6/2024,118302.2536,0,1,1.7,1.8,0.169579071,FORCE_BUY,0.2,0.3,517.38,18.30%,8.85%
8/7/2024,117394.4066,0,1,1.55,1.65,0.19602506,FORCE_BUY,0.2,0.3,522.15,17.39%,9.85%
8/8/2024,120952.985,0,1,1.45,2.45,0.127613086,FORCE_BUY,0.2,0.3,518.66,20.95%,9.12%
8/9/2024,121271.5278,0,1,1.3,2.35,0.11646802,FORCE_BUY,0.2,0.3,530.65,21.27%,11.64%
8/12/2024,121337.5117,0,1,1.3,2.35,0.117615759,FORCE_BUY,0.2,0.3,532.99,21.34%,12.14%
8/13/2024,123307.9266,0,1,1.3,2.35,0.096641338,FORCE_BUY,0.2,0.3,533.27,23.31%,12.19%
8/14/2024,123715.2063,0,1,1.3,2.35,0.094475227,FORCE_BUY,0.2,0.3,542.04,23.72%,14.04%
8/15/2024,125949.5567,0,1,1.3,2.35,0.090837198,FORCE_BUY,0.2,0.3,543.75,25.95%,14.40%
8/16/2024,126029.1924,0,1,-0.5,0.85,0.090712209,FORCE_BUY,0.2,0.3,553.07,26.03%,16.36%
8/19/2024,127260.1329,0,1,-0.5,0.85,0.094861908,FORCE_BUY,0.2,0.3,554.31,27.26%,16.62%
8/20/2024,127084.9343,0,1,-0.5,0.85,0.123130555,FORCE_BUY,0.2,0.3,559.61,27.08%,17.74%
8/21/2024,127683.3398,0,1,-0.5,0.85,0.105571251,FORCE_BUY,0.2,0.3,558.7,27.68%,17.54%
8/22/2024,126773.2174,0,1,1.45,-0.5,0.152646666,FORCE_BUY,0.2,0.3,560.62,26.77%,17.95%
8/23/2024,127938.174,0,1,-0.5,-0.5,0.121455954,FORCE_BUY,0.2,0.3,556.22,27.94%,17.02%
8/26/2024,127483.1128,0,1,1.65,2.1,0.125549527,FORCE_BUY,0.2,0.3,562.13,27.48%,18.27%
8/27/2024,127590.0522,0,1,-0.5,1.55,0.110278232,FORCE_BUY,0.2,0.3,560.79,27.59%,17.98%
8/28/2024,126156.6095,0,1,1.8,-0.5,0.165868149,FORCE_BUY,0.2,0.3,561.56,26.16%,18.15%
8/29/2024,127157.7441,0,1,1.65,2.2,0.173545427,FORCE_BUY,0.2,0.3,558.3,27.16%,17.46%
8/30/2024,128202.1095,0,1,0.8,2,0.116601718,FORCE_BUY,0.2,0.3,558.35,28.20%,17.47%
9/3/2024,125369.3537,0,1,0.8,2,0.257537259,FREE,0.2,0.3,563.68,25.37%,18.59%
9/4/2024,125205.5317,0,1,0.8,2,0.166337808,FORCE_BUY,0.2,0.3,552.08,25.21%,16.15%
9/5/2024,124925.669,0,1,-0.5,-0.5,0.176476839,FORCE_BUY,0.2,0.3,550.95,24.93%,15.91%
9/6/2024,124469.0258,0,1,1.3,-0.5,0.242762825,FREE,0.2,0.3,549.61,24.47%,15.63%
9/9/2024,126393.3521,0,1,0.9,0.95,0.133505868,FORCE_BUY,0.2,0.3,540.36,26.39%,13.69%
9/10/2024,126663.6356,0,1,0.95,1.5,0.122309483,FORCE_BUY,0.2,0.3,546.41,26.66%,14.96%
9/11/2024,128052.015,0,1,1.2,2.45,0.187764962,FORCE_BUY,0.2,0.3,548.79,28.05%,15.46%
9/12/2024,129190.902,0,1,0.85,1.3,0.125477765,FORCE_BUY,0.2,0.3,554.42,29.19%,16.64%
9/13/2024,129747.6398,0,1,0.85,1.3,0.112133311,FORCE_BUY,0.2,0.3,559.09,29.75%,17.63%
9/16/2024,129930.139,0,1,-0.5,1.2,0.092270915,FORCE_BUY,0.2,0.3,562.01,29.93%,18.24%
9/17/2024,130165.7708,0,1,1.2,1.1,0.139866822,FORCE_BUY,0.2,0.3,562.84,30.17%,18.42%
9/18/2024,130521.5286,0,1,-0.5,1,0.171785392,FORCE_BUY,0.2,0.3,563.07,30.52%,18.46%
9/19/2024,131734.3392,0,1,1.45,-0.5,0.117433869,FORCE_BUY,0.2,0.3,561.4,31.73%,18.11%
9/20/2024,131249.215,0,1,-0.5,-0.5,0.121757701,FORCE_BUY,0.2,0.3,570.98,31.25%,20.13%
9/23/2024,131514.8782,0,1,-0.5,-0.5,0.114038473,FORCE_BUY,0.2,0.3,568.25,31.51%,19.55%
9/24/2024,131958.4204,0,1,1.15,0.65,0.109572353,FORCE_BUY,0.2,0.3,569.67,31.96%,19.85%
9/25/2024,131893.7372,0,1,1.15,0.75,0.135540783,FORCE_BUY,0.2,0.3,571.3,31.89%,20.20%
9/26/2024,132231.0141,0,1,0.95,2.45,0.129326196,FORCE_BUY,0.2,0.3,570.04,32.23%,19.93%
9/27/2024,131831.3641,0,1,1.15,1.7,0.164798648,FORCE_BUY,0.2,0.3,572.3,31.83%,20.41%
9/30/2024,132425.0638,0,1,-0.5,1.8,0.137384301,FORCE_BUY,0.2,0.3,571.47,32.43%,20.23%
10/1/2024,131196.1607,0,1,0.8,0.8,0.225691778,FREE,0.2,0.3,573.76,31.20%,20.71%
10/2/2024,131656.0035,0,1,1.05,2.4,0.141623637,FORCE_BUY,0.2,0.3,568.62,31.66%,19.63%
10/3/2024,131205.4269,0,1,1,2.05,0.160747936,FORCE_BUY,0.2,0.3,568.86,31.21%,19.68%
10/4/2024,132247.5601,0,1,0.95,0.95,0.142128399,FORCE_BUY,0.2,0.3,567.82,32.25%,19.46%
10/7/2024,131182.2961,0,1,1.2,-0.5,0.192622055,FORCE_BUY,0.2,0.3,572.98,31.18%,20.55%
10/8/2024,132333.0816,0,1,1,0.9,0.135659295,FORCE_BUY,0.2,0.3,567.8,32.33%,19.46%
10/9/2024,133331.3103,0,1,0.8,2.5,0.134289025,FORCE_BUY,0.2,0.3,573.17,33.33%,20.59%
10/10/2024,133278.1626,0,1,0.6,2.35,0.155588501,FORCE_BUY,0.2,0.3,577.14,33.28%,21.42%
10/11/2024,133703.3439,0,1,1.05,1.9,0.134537205,FORCE_BUY,0.2,0.3,576.13,33.70%,21.21%
10/14/2024,135112.9124,0,1,1.05,1.9,0.130688874,FORCE_BUY,0.2,0.3,579.58,35.11%,21.94%
10/15/2024,133992.1899,0,1,1.7,-0.5,0.218822045,FREE,0.2,0.3,584.32,33.99%,22.93%
10/16/2024,134380.3989,0,1,1.55,-0.5,0.139943289,FORCE_BUY,0.2,0.3,579.78,34.38%,21.98%
10/17/2024,134694.6634,0,1,0.75,0.65,0.172697885,FORCE_BUY,0.2,0.3,582.3,34.69%,22.51%
10/18/2024,135115.2231,0,1,0.7,0.7,0.137763955,FORCE_BUY,0.2,0.3,582.35,35.12%,22.52%
10/21/2024,134858.7279,0,1,1.15,1.65,0.158591053,FORCE_BUY,0.2,0.3,584.59,34.86%,22.99%
10/22/2024,134733.9464,0,1,1,1.6,0.158546188,FORCE_BUY,0.2,0.3,583.63,34.73%,22.79%
10/23/2024,133316.2319,0,1,1.15,0.7,0.21496786,FREE,0.2,0.3,583.32,33.32%,22.72%
10/24/2024,133500.574,0,1,0.95,2,0.147909992,FORCE_BUY,0.2,0.3,577.99,33.50%,21.60%
10/25/2024,133498.7016,0,1,1.25,2.15,0.238298864,FREE,0.2,0.3,579.24,33.50%,21.87%
10/28/2024,134140.8443,0,1,1.25,2.15,0.174136838,FORCE_BUY,0.2,0.3,579.04,34.14%,21.82%
10/29/2024,134676.7332,0,1,1,0.75,0.157584686,FORCE_BUY,0.2,0.3,580.83,34.68%,22.20%
10/30/2024,133487.1523,0,1,1.05,1.4,0.196199471,FORCE_BUY,0.2,0.3,581.77,33.49%,22.40%
10/31/2024,131523.7662,0,1,1.6,-0.5,0.241969557,FREE,0.2,0.3,580.01,31.52%,22.03%
11/1/2024,131962.6408,0,1,1.55,-0.5,0.20726263,FREE,0.2,0.3,568.64,31.96%,19.64%
11/4/2024,131565.3438,0,1,1.55,-0.5,0.173420481,FORCE_BUY,0.2,0.3,571.04,31.57%,20.14%
11/5/2024,133762.0494,0,1,0.85,2.5,0.159505101,FORCE_BUY,0.2,0.3,569.81,33.76%,19.88%
11/6/2024,136388.3439,0,1,0.6,2.5,0.168665335,FORCE_BUY,0.2,0.3,576.7,36.39%,21.33%
11/7/2024,137605.6432,0,1,0.45,1,0.133093546,FORCE_BUY,0.2,0.3,591.04,37.61%,24.35%
11/8/2024,138129.9828,0,1,0.55,1.35,0.138891554,FORCE_BUY,0.2,0.3,595.61,38.13%,25.31%
11/11/2024,138162.3209,0,1,1.15,-0.5,0.131414569,FORCE_BUY,0.2,0.3,598.19,38.16%,25.85%
11/12/2024,137694.6193,0,1,1.2,-0.5,0.16696303,FORCE_BUY,0.2,0.3,598.76,37.69%,25.97%
11/13/2024,137996.0106,0,1,-0.5,1.5,0.153782494,FORCE_BUY,0.2,0.3,596.9,38.00%,25.58%
11/14/2024,136727.8942,0,1,0.75,1.5,0.194828017,FORCE_BUY,0.2,0.3,597.19,36.73%,25.64%
11/15/2024,135404.341,0,1,1.05,-0.5,0.193546624,FORCE_BUY,0.2,0.3,593.35,35.40%,24.83%
11/18/2024,135829.3563,0,1,-0.5,2.5,0.141058225,FORCE_BUY,0.2,0.3,585.75,35.83%,23.24%
11/19/2024,136603.1614,0,1,-0.5,2.5,0.160287123,FORCE_BUY,0.2,0.3,588.15,36.60%,23.74%
11/20/2024,135937.92,0,1,1,2.2,0.143275781,FORCE_BUY,0.2,0.3,590.3,35.94%,24.19%
