date,p_day,buy_level,sell_level,chosen_action,reward_force_buy,reward_free,reward_force_sell,chosen_reward,best_action_ex_post,oracle_equity,close,buy_th_5m,sell_th_5m
2010-01-04,0.22847591649167945,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,113.21,0.3,0.3
2010-01-05,0.27425731769404493,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,113.6,0.3,0.3
2010-01-06,0.29023640055091443,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,113.79,0.3,0.3
2010-01-07,0.28368350153095395,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,114.23,0.3,0.3
2010-01-08,0.262636412037979,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,114.7,0.3,0.3
2010-01-11,0.32272073966027354,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,114.57,0.3,0.3
2010-01-12,0.3055047428629376,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,113.96,0.3,0.3
2010-01-13,0.26343989465079076,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,114.82,0.3,0.3
2010-01-14,0.3001131656310004,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,115.0,0.3,0.3
2010-01-15,0.2666148468452742,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,113.55,0.3,0.3
2010-01-19,0.25848368331041177,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,115.13,0.3,0.3
2010-01-20,0.300335038193107,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,114.08,0.3,0.3
2010-01-21,0.3072598127777207,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,111.53,0.3,0.3
2010-01-22,0.31520812334146114,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,109.27,0.3,0.3
2010-01-25,0.33992571514859843,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,109.86,0.3,0.3
2010-01-26,0.3308235814047533,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,109.51,0.3,0.3
2010-01-27,0.28694549491578486,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,110.11,0.3,0.3
2010-01-28,0.3301118158870617,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,108.11,0.3,0.3
2010-01-29,0.36501766360477844,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,107.35,0.3,0.3
2010-02-01,0.3026420052111492,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,109.17,0.3,0.3
2010-02-02,0.31582323642359705,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,110.21,0.3,0.3
2010-02-03,0.3749088168933579,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,110.05,0.3,0.3
2010-02-04,0.3985185597891845,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,106.73,0.3,0.3
2010-02-05,0.31286901932651556,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,106.64,0.3,0.3
2010-02-08,0.38441193021229125,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,106.02,0.3,0.3
2010-02-09,0.35302661085243264,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,107.29,0.3,0.3
2010-02-10,0.34358693726505124,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,107.2,0.3,0.3
2010-02-11,0.3124750909497285,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,108.09,0.3,0.3
2010-02-12,0.2948385685937224,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,108.32,0.3,0.3
2010-02-16,0.29916969520188413,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,109.95,0.3,0.3
2010-02-17,0.3195343789289629,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,110.2,2.0999999999999996,2.4499999999999993
2010-02-18,0.27839836002164925,0.2,0.3,FREE,0.0010909090909091174,0.0018181419999733044,0.0,0.0018181419999733044,FREE,100181.81419999732,110.12,0.7499999999999998,2.499999999999999
2010-02-19,0.2685730186087525,0.2,0.3,FREE,0.008791806398984884,-0.001444080586456213,-0.0012689205111936753,-0.001444080586456213,FORCE_BUY,101062.59331514277,111.3,0.7499999999999998,-0.5
2010-02-22,0.26503785138903463,0.2,0.3,FREE,0.002254893118066193,0.003607828988905822,0.0,0.003607828988905822,FREE,101427.20986899915,111.12,0.9499999999999997,-0.5
2010-02-23,0.30591510998449856,0.2,0.3,FORCE_SELL,-0.00685549341511831,0.000981568572297553,0.0,0.0,FREE,101526.7676305824,110.1,0.9499999999999997,-0.5
2010-02-24,0.24739115659144773,0.2,0.3,FREE,0.009108297659167453,0.009108297659167453,0.0,0.009108297659167453,FORCE_BUY,102451.50365053487,110.79,1.2499999999999996,1.1999999999999997
2010-02-25,0.21898601397633746,0.2,0.3,FREE,0.0070780399274047445,-0.0020951706287430766,0.00036297640653341776,-0.0020951706287430766,FORCE_BUY,103176.65948399602,110.98,1.1999999999999997,1.1999999999999997
2010-02-26,0.2568619600958479,0.2,0.3,FREE,0.0074329224075416825,0.0033538796229151705,0.0,0.0033538796229151705,FORCE_BUY,103943.56358820992,111.14,1.4999999999999996,-0.5
2010-03-01,0.2592711410847248,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,103943.56358820992,111.92,1.4999999999999996,2.2499999999999996
2010-03-02,0.301239367914291,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,103943.56358820992,112.24,1.4999999999999996,2.2499999999999996
2010-03-03,0.2646965664443586,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,103943.56358820992,112.23,1.4999999999999996,2.2499999999999996
