bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.16500091552734375,0.001960795157877692,0.23000335693359375,0.0027407454951388064,0.717384814409394,,,,0.16500091552734375,,193,True,False,<Math.KDJ.KDJ_Item object at 0x00000241486B7710>,0.010635625200760076,-0.00048294978830654145,-0.022237149978133235,0.00446508301809525,-5.74513121260113e-06,45.29354979998993,2025/06/17 16:45,2,5518.0
0.16500091552734375,0.0019671068303548406,0.48000335693359375,0.005689940178529277,0.3437495032981006,,,,0.16500091552734375,,249,False,False,<Math.KDJ.KDJ_Item object at 0x000002414840E150>,-0.04023802822547561,-0.029001435374212292,0.02247318570252664,0.003212524825375869,-0.0003451958642026573,46.62290915105794,2025/06/17 17:41,2,6919.0
0.154998779296875,0.0018464325434553754,0.27500152587890625,0.003286739953353733,0.5636287973366625,,,,0.154998779296875,,308,True,False,<Math.KDJ.KDJ_Item object at 0x000002414839CDD0>,0.011544347675047431,0.0017248637178539639,-0.019638967914386934,0.005131880898405585,2.056550276153327e-05,40.777203698915095,2025/06/17 18:40,2,4688.0
0.11499786376953125,0.0013681263857237785,0.16500091552734375,0.0019591654373757347,0.6969528829703612,,,,0.11499786376953125,,355,False,False,<Math.KDJ.KDJ_Item object at 0x000002414839F110>,0.019353759078077477,0.01578039325596592,-0.007146731644223116,0.002732514346470782,0.00018762120549480123,52.60737175364785,2025/06/17 19:27,2,5181.0
0.48999786376953125,0.005768073941992889,1.0099945068359375,0.012032338306648934,0.48514903838890483,,,,0.48999786376953125,,503,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148F0A090>,-0.04550734415074973,-0.043168122704713596,0.004678442892072268,0.00544635436252596,-0.0005103914109944294,44.81183180179237,2025/06/18 15:44,2,3336.0
0.40999603271484375,0.004845143221546448,0.43499755859375,0.005114309059232105,0.9425249052897432,,,,0.40999603271484375,,681,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148F2A690>,0.039619712954980534,0.06783580268596268,0.056432179461964285,0.009349619903074476,0.0007995939392813032,70.11999583442487,2025/06/18 18:44,2,6059.0
0.2649993896484375,0.003135530870995843,0.279998779296875,0.0033240194369092957,0.9464305177111717,,,,0.2649993896484375,,755,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148645E50>,-0.0033599853866509224,-0.012111317084887219,-0.017502663396472593,0.013531150025500743,-0.00014351981730497822,39.00327078863932,2025/06/18 19:59,2,237280.0
0.2949981689453125,0.003463842726167672,0.345001220703125,0.004034630009171155,0.8550641309155241,,,,0.2949981689453125,,934,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148642510>,0.023918533506384714,0.03722860692688812,0.02662014684100681,0.002164726896508503,0.0004362180460037726,59.95619672233573,2025/06/20 16:38,2,4835.0
0.20000457763671875,0.0023557664787055873,0.4199981689453125,0.004971569037122223,0.47620345140781106,,,,0.20000457763671875,,1056,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148A94110>,0.019617201242397464,0.0030763273361174015,-0.033081747812560125,0.004368391498386117,3.6275795443302854e-05,40.49076233500054,2025/06/20 18:40,2,6348.0
0.18999481201171875,0.0022237219871571864,0.5124969482421875,0.005962560156847624,0.3707237919433114,,,,0.18999481201171875,,1192,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148AE2750>,-0.022926597350228638,-0.016587426710529485,0.012678341279398306,0.00934246698613959,-0.0001937980608769664,51.752197850116474,2025/06/23 14:28,2,4375.0
0.0854034423828125,0.0010004456156726589,0.9253997802734375,0.010959258094711467,0.09228815934836018,0.0854034423828125,0.0010004456156726589,0.001654643524861402,0.0854034423828125,,1393,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148A13D10>,0.060861164541964066,0.04483998060024419,-0.032042367883439754,0.002110697792592831,0.0005258834041484961,53.44811637104588,2025/06/23 18:05,"2,3b",2503.0
0.49500274658203125,0.00578476975981539,0.5800018310546875,0.0067324645476698995,0.853450317013496,,,,0.49500274658203125,,1545,False,False,<Math.KDJ.KDJ_Item object at 0x000002414899F110>,0.02712928665509732,0.058706538460782554,0.06315450361137047,0.007842944665194891,0.0006839516572910567,62.54052205416807,2025/06/24 14:10,2,4605.0
0.2299957275390625,0.0026859247333431637,0.23999786376953125,0.0028106085664011075,0.9583240614171726,,,,0.2299957275390625,,1613,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149602450>,-0.06335203844682506,-0.061791538995635165,0.0031209989023797957,0.00281027938502793,-0.0007223127972417425,39.10989524358632,2025/06/24 15:28,2,15792.0
