feature,importance
feat_bsp2s_bi_amp_rate,0.079862565
feat_bsp2s_break_bi_klu_cnt,0.072949916
feat_bsp2s_break_bi_amp,0.05385184
feat_bsp2_break_bi_amp_rate,0.038119134
feat_break_bi_klu_cnt,0.036231633
feat_level,0.03547541
feat_break_bi_amp_rate,0.034707922
klu_high,0.034409966
feat_bsp2s_break_bi_amp_rate,0.033292525
klu_low,0.032832194
feat_break_bi_amp,0.028917186
feat_bsp1_bi_amp,0.027748296
feat_divergence_rate,0.027582992
klu_close,0.026438696
feat_bsp2_bi_amp,0.025644856
feat_bsp2_break_bi_bi_klu_cnt,0.02381413
klu_open,0.023286574
feat_zs_cnt,0.020630145
feat_bsp2_break_bi_amp,0.019858498
feat_bsp1_bi_amp_rate,0.017350659
feat_bsp2s_lv,0.0161065
feat_bi_klu_cnt,0.015291913
feat_bi_amp_rate,0.014967098
feat_bsp2s_bi_amp,0.014767694
feat_bsp2_bi_amp_rate,0.014269228
feat_macd_value,0.014242611
feat_volume,0.013843507
feat_bsp1_bi_klu_cnt,0.013452162
feat_bsp2_retrace_rate,0.012628658
upper_shadow,0.0120651545
dmi_minus,0.010983326
feat_ppo,0.010893787
feat_macd_dea,0.010345917
feat_bi_amp,0.010127168
feat_macd_diff,0.009918438
feat_rsi,0.009642348
dmi_adx,0.009146463
dmi_plus,0.009090331
feat_bsp2_bi_klu_cnt,0.0086377105
high_low_spread_pct,0.008622548
feat_bsp3_bi_amp_rate,0.0086188745
feat_kdj_k,0.008606318
feat_bsp3_bi_amp,0.008484985
price_change_pct,0.007726292
feat_kdj_d,0.007644117
feat_kdj_j,0.006018826
feat_bsp2s_retrace_rate,0.0048672375
lower_shadow,0.0048625167
feat_bsp3_bi_klu_cnt,0.0028538145
feat_bsp3_zs_height,0.0027840189
feat_bsp2s_bi_klu_cnt,0.002434688
body_size,0.0020509285
is_bullish_candle,0.0009996764
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
