feature,importance
feat_bsp2s_lv,0.07471747
klu_open,0.06318477
klu_close,0.05333901
klu_high,0.046476115
klu_low,0.046337415
feat_bsp2s_break_bi_klu_cnt,0.045973577
feat_bsp2s_break_bi_amp_rate,0.041605167
feat_zs_cnt,0.03658614
feat_break_bi_amp_rate,0.031383708
feat_bsp2s_break_bi_amp,0.029306013
feat_break_bi_amp,0.025457686
feat_bi_amp_rate,0.02511371
feat_bsp3_bi_klu_cnt,0.023923036
feat_bsp2_break_bi_amp,0.023732794
feat_divergence_rate,0.02191702
feat_bsp2_break_bi_amp_rate,0.019781008
feat_bsp2s_bi_amp,0.019671997
feat_bsp2s_bi_amp_rate,0.019561725
feat_bsp2_break_bi_bi_klu_cnt,0.018059904
feat_bsp3_zs_height,0.017840788
feat_macd_diff,0.016019126
feat_bsp1_bi_amp_rate,0.015530574
feat_bi_klu_cnt,0.015431268
feat_macd_dea,0.014758004
feat_break_bi_klu_cnt,0.013887751
feat_bsp1_bi_amp,0.013704593
feat_level,0.013548089
feat_volume,0.012898035
feat_bsp2s_bi_klu_cnt,0.012685945
feat_bsp2_bi_amp_rate,0.012252826
feat_bi_amp,0.011636467
feat_bsp1_bi_klu_cnt,0.011226912
feat_macd_value,0.010637838
feat_rsi,0.010126257
feat_kdj_d,0.01007846
dmi_plus,0.009690276
price_change_pct,0.009678292
feat_bsp2s_retrace_rate,0.009624967
feat_bsp2_retrace_rate,0.00949587
upper_shadow,0.008930566
feat_kdj_k,0.0084603485
dmi_adx,0.008436348
feat_ppo,0.008247833
dmi_minus,0.007944553
high_low_spread_pct,0.0073152953
feat_bsp2_bi_klu_cnt,0.006799868
feat_bsp3_bi_amp,0.0063249497
feat_bsp2_bi_amp,0.006030325
lower_shadow,0.005877148
feat_kdj_j,0.005044389
body_size,0.0020732852
is_bullish_candle,0.0010590486
feat_bsp3_bi_amp_rate,0.00057540776
feat_bsp_bi_amp,0.0
is_buy,0.0
kdj_k,0.0
is_segbsp,0.0
kdj_d,0.0
kdj_j,0.0
klu_volume,0.0
macd_dif,0.0
macd_dea,0.0
macd_value,0.0
rsi,0.0
