feature,importance
feat_bsp2_break_bi_amp,0.07572285
feat_bsp2s_break_bi_amp_rate,0.05971832
feat_bsp2s_break_bi_klu_cnt,0.04624107
norm_kdj_d,0.038247142
feat_bsp2s_break_bi_amp,0.03807147
klu_close,0.032794833
ma_10,0.032276552
ma_20,0.029933013
feat_bsp2_break_bi_bi_klu_cnt,0.029199159
feat_level,0.028065523
macd_dif,0.026951555
feat_bsp3_bi_amp_rate,0.026706131
klu_low,0.02644846
feat_bsp2_bi_klu_cnt,0.025884625
feat_bsp2_break_bi_amp_rate,0.022110902
feat_bsp3_zs_height,0.021535462
feat_bsp2s_lv,0.021478951
norm_open,0.018193483
norm_macd_dea,0.016731905
norm_macd_dif,0.01611012
norm_close,0.015784075
feat_bsp2s_bi_klu_cnt,0.013329606
ma_5,0.012792024
feat_bsp1_bi_klu_cnt,0.012438137
feat_break_bi_amp,0.01212069
kdj_d,0.012107083
feat_break_bi_amp_rate,0.011938635
norm_high,0.011043934
feat_bsp_bi_amp,0.010530915
feat_bsp2_bi_amp,0.010378251
feat_macd_dea,0.010113235
rel_ma_20,0.009154225
norm_dmi_plus,0.008560393
feat_divergence_rate,0.008341282
feat_break_bi_klu_cnt,0.008318935
feat_bi_klu_cnt,0.00821093
norm_low,0.007579088
feat_kdj_d,0.0073973
feat_macd_diff,0.0071109887
feat_bsp2_bi_amp_rate,0.006904504
norm_dmi_adx,0.0065536546
feat_bsp1_bi_amp_rate,0.006468785
feat_bi_amp_rate,0.006423257
dmi_plus,0.006314556
klu_high,0.005991264
feat_rsi,0.0058473283
price_pattern,0.0057153665
feat_macd_value,0.005609681
feat_bsp2_retrace_rate,0.0052176514
feat_bsp3_bi_amp,0.0052067386
norm_volume,0.005195682
dmi_minus,0.0051209335
feat_bsp2s_bi_amp,0.0049948045
klu_open,0.004952461
norm_dmi_minus,0.0047515607
feat_bsp1_bi_amp,0.004445941
norm_macd,0.0043549323
high_low_spread_pct,0.004325023
rel_ma_5,0.004185839
norm_kdj_k,0.0039484305
upper_shadow,0.0038700893
dmi_adx,0.0037963295
kdj_j,0.003541478
lower_shadow,0.0034463296
log_return,0.0032303086
body_size,0.002980972
feat_bsp2s_retrace_rate,0.0028627187
feat_bsp2s_bi_amp_rate,0.0027852159
norm_kdj_j,0.0027782228
feat_ppo,0.0023953891
is_bullish_candle,0.0020967124
price_change_pct,0.0019888591
klu_volume,0.0019307168
feat_kdj_k,0.0017565344
feat_volume,0.001746086
kdj_k,0.0017427916
pct_change,0.0017427471
rel_ma_10,0.0015651267
feat_bi_amp,0.0015475042
feat_zs_cnt,0.0015086861
rsi,0.001471813
hl_range,0.0013943549
feat_kdj_j,0.0013847128
macd_value,0.0012945837
feat_bsp3_bi_klu_cnt,0.0011517623
macd_dea,0.00088719925
price_pattern_encoded,0.0006105155
trend_strength,0.00023312679
norm_rsi,5.9527993e-05
is_segbsp,0.0
is_buy,0.0
