bsp1_bi_amp,bsp1_bi_amp_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
1.3003997802734375,0.006567012181679297,1.3003997802734375,0.5462962806540053,100,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149F589B0>,0.13556634134731166,0.19501990011059434,0.11890711752656535,0.004667884693028113,0.0009817913568335294,71.31841740611043,2025/06/17 15:11,1,2997.0,1
0.720001220703125,0.003671789658573208,0.720001220703125,0.47333132772197634,338,True,False,<Math.KDJ.KDJ_Item object at 0x000002414968BCB0>,-0.09511623541797819,-0.131949637630413,-0.07366680442486964,0.003122284002646721,-0.0006738994001079441,34.59493033353185,2025/06/17 19:10,1,6381.0,2
0.459991455078125,0.002342950393664008,0.459991455078125,0.5912621497708949,595,False,False,<Math.KDJ.KDJ_Item object at 0x0000024148B83E30>,0.01501989874471923,0.040597763429246925,0.051155729369055394,0.0057421091649738085,0.00020651503122937518,58.982376201532695,2025/06/18 17:19,1,1623.0,2
0.9300079345703125,0.00476804880809732,0.9300079345703125,0.515664098361474,747,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149C5F0B0>,-0.06390013956947398,-0.12426832719577874,-0.12073637525260952,0.01241502020775598,-0.0006382873182597947,30.767357829987972,2025/06/18 19:54,1,22260.0,2
1.95001220703125,0.010029379624999333,1.95001220703125,1.6804010593572316,883,False,False,<Math.KDJ.KDJ_Item object at 0x00000241488C86B0>,0.18456084732337819,0.19259378018463735,0.016065865722518335,0.006543454680511827,0.0009828179008917624,69.10816151437356,2025/06/20 15:49,1,6286.0,1
0.739990234375,0.0037710352672201035,0.739990234375,0.3265967052991874,1014,True,False,<Math.KDJ.KDJ_Item object at 0x000002414869E7B0>,-0.0546587281605934,-0.0699198816260207,-0.030522306930854587,0.005115351025119124,-0.00035719468801569094,37.39684430869476,2025/06/20 18:00,1,11584.0,1
1.19000244140625,0.00607733239489039,1.19000244140625,0.7013336989736885,1137,False,False,<Math.KDJ.KDJ_Item object at 0x000002414A5F8EF0>,0.01760288796597346,0.03638751201080481,0.03756924808966271,0.011167497199198921,0.00018553572633523026,56.775324956638514,2025/06/23 13:34,1,1826.0,1
1.6924896240234375,0.008698504011644745,1.6924896240234375,0.93595799326478,1306,True,False,<Math.KDJ.KDJ_Item object at 0x000002414881AD50>,-0.21399991930909143,-0.2805757509577802,-0.13315166329737754,0.007154653614105171,-0.0014474761916079067,28.73270634187398,2025/06/23 16:37,1,14164.0,1
4.165008544921875,0.021407322148364747,4.165008544921875,2.5135447641068307,1516,False,False,<Math.KDJ.KDJ_Item object at 0x000002414883E330>,0.5279588225749269,0.6617995314770724,0.267681417804291,0.013989174456730306,0.0033556741723825435,69.32373283948382,2025/06/24 13:39,1,8490.0,1
1.4949951171875,0.007557541636056268,1.4949951171875,0.4399044267400953,1749,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149737770>,-0.23414256634153957,-0.22335014932937725,0.02158483402432465,0.0035604617058193873,-0.0011351310110911319,28.256605402084645,2025/06/24 17:45,1,2637.0,1
1.4799957275390625,0.00752374397349217,1.4799957275390625,0.9804973154015283,1873,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149714C50>,0.2059858056543118,0.19289884357002052,-0.026173924168582552,0.0038851822139140692,0.0009751048755800262,69.46136031177883,2025/06/24 19:49,1,6489.0,1
