date,equity,cash,pos,buy_th,sell_th
2018-10-01,100000.0,100000.0,0,0.3,0.3
2018-10-02,100000.0,100000.0,0,0.3,0.3
2018-10-03,100000.0,100000.0,0,0.3,0.3
2018-10-04,100000.0,100000.0,0,0.3,0.3
2018-10-05,100000.0,100000.0,0,0.3,0.3
2018-10-08,100000.0,100000.0,0,0.3,0.3
2018-10-09,100000.0,100000.0,0,0.3,0.3
2018-10-10,100000.0,100000.0,0,0.3,0.3
2018-10-11,100000.0,100000.0,0,0.3,0.3
2018-10-12,100000.0,100000.0,0,0.3,0.3
2018-10-15,100000.0,100000.0,0,0.3,0.3
2018-10-16,100000.0,100000.0,0,0.3,0.3
2018-10-17,100000.0,100000.0,0,0.3,0.3
2018-10-18,100000.0,100000.0,0,0.3,0.3
2018-10-19,100000.0,100000.0,0,0.3,0.3
2018-10-22,100000.0,100000.0,0,0.3,0.3
2018-10-23,100000.0,100000.0,0,0.3,0.3
2018-10-24,100000.0,100000.0,0,0.3,0.3
2018-10-25,100000.0,100000.0,0,0.3,0.3
2018-10-26,100000.0,100000.0,0,0.3,0.3
2018-10-29,100000.0,100000.0,0,1.9499999999999993,-0.5
2018-10-30,100000.0,100000.0,0,1.9499999999999993,-0.5
2018-10-31,100000.0,100000.0,0,1.6499999999999995,-0.5
2018-11-01,100000.0,100000.0,0,1.6499999999999995,-0.5
2018-11-02,100000.0,100000.0,0,0.6999999999999997,-0.5
2018-11-05,100000.0,100000.0,0,0.6999999999999997,-0.5
2018-11-06,100000.0,100000.0,0,-0.5,1.1499999999999997
2018-11-07,100000.0,100000.0,0,-0.5,1.7499999999999996
2018-11-08,100000.0,100000.0,0,2.1999999999999993,1.3499999999999996
2018-11-09,100000.0,100000.0,0,2.2999999999999994,-0.5
2018-11-12,100000.0,100000.0,0,2.2999999999999994,-0.5
2018-11-13,100000.0,100000.0,0,2.2999999999999994,-0.5
2018-11-14,100000.0,100000.0,0,2.4499999999999993,0.5999999999999996
2018-11-15,100000.0,100000.0,0,-0.5,0.9999999999999996
2018-11-16,100000.0,100000.0,0,-0.5,0.7999999999999998
2018-11-19,100000.0,100000.0,0,-0.5,0.7999999999999998
2018-11-20,100000.0,100000.0,0,2.499999999999999,-0.5
2018-11-21,100000.0,100000.0,0,-0.5,-0.5
2018-11-23,100000.0,100000.0,0,-0.5,-0.5
2018-11-26,100000.0,100000.0,0,-0.5,-0.5
2018-11-27,100000.0,100000.0,0,-0.5,-0.5
2018-11-28,100000.0,100000.0,0,-0.5,-0.5
2018-11-29,100000.0,100000.0,0,1.8999999999999995,-0.5
2018-11-30,100000.0,100000.0,0,1.6499999999999995,-0.5
2018-12-03,100000.0,100000.0,0,0.34999999999999987,2.1499999999999995
2018-12-04,100000.0,100000.0,0,2.0999999999999996,-0.5
2018-12-06,100000.0,100000.0,0,-0.5,-0.5
2018-12-07,100000.0,100000.0,0,2.3999999999999995,-0.5
2018-12-10,100000.0,100000.0,0,-0.5,-0.5
2018-12-11,100000.0,100000.0,0,-0.5,-0.5
2018-12-12,100000.0,100000.0,0,-0.5,-0.5
2018-12-13,100000.0,100000.0,0,-0.5,-0.5
2018-12-14,100000.0,100000.0,0,-0.5,-0.5
2018-12-17,100000.0,100000.0,0,-0.5,-0.5
2018-12-18,100000.0,100000.0,0,-0.5,1.7499999999999996
2018-12-19,100000.0,100000.0,0,-0.5,-0.5
2018-12-20,100000.0,100000.0,0,-0.5,-0.5
2018-12-21,100000.0,100000.0,0,-0.5,-0.5
2018-12-24,100000.0,100000.0,0,2.3999999999999995,-0.5
2018-12-26,100000.0,100000.0,0,2.3999999999999995,-0.5
2018-12-27,100000.0,100000.0,0,1.1999999999999997,-0.5
2018-12-28,100000.0,100000.0,0,1.8999999999999995,-0.5
2018-12-31,100000.0,100000.0,0,1.8999999999999995,-0.5
2019-01-02,100525.65095146897,0.0,1,-0.5,-0.5
2019-01-03,99507.90311656841,0.0,1,-0.5,1.6999999999999993
2019-01-04,103226.06817512459,0.0,1,-0.5,2.2999999999999994
2019-01-07,104190.33955294796,0.0,1,1.7999999999999994,-0.5
2019-01-08,104962.5738343404,0.0,1,2.4499999999999993,-0.5
2019-01-09,105134.1814524276,105134.1814524276,0,1.7999999999999994,-0.5
2019-01-10,106214.5241000008,0.0,1,1.7999999999999994,-0.5
2019-01-11,106284.35613425459,0.0,1,1.6999999999999993,-0.5
2019-01-14,106017.35129740188,0.0,1,1.6999999999999993,-0.5
2019-01-15,106041.99789772675,106041.99789772675,0,-0.5,1.0499999999999996
2019-01-16,106041.99789772675,106041.99789772675,0,1.0999999999999996,0.8999999999999997
2019-01-17,107174.76703322312,0.0,1,-0.5,1.0499999999999996
2019-01-18,107716.11530443723,107716.11530443723,0,-0.5,1.0499999999999996
2019-01-22,107716.11530443723,107716.11530443723,0,-0.5,1.0999999999999996
2019-01-23,107619.77658131439,107619.77658131439,0,-0.5,1.2499999999999996
2019-01-24,107619.77658131439,107619.77658131439,0,-0.5,1.5499999999999994
2019-01-25,107619.77658131439,107619.77658131439,0,-0.5,1.5499999999999994
2019-01-28,106842.54750705148,0.0,1,2.1999999999999993,1.1999999999999997
2019-01-29,107306.44339430788,107306.44339430788,0,2.0999999999999996,1.1999999999999997
2019-01-30,107306.44339430788,107306.44339430788,0,1.8499999999999996,2.4499999999999993
2019-01-31,107306.44339430788,107306.44339430788,0,1.6999999999999993,2.499999999999999
2019-02-01,107278.63762308702,0.0,1,-0.5,2.349999999999999
2019-02-04,107822.83628840947,0.0,1,2.3999999999999995,0.44999999999999973
2019-02-05,108269.46646002827,0.0,1,2.4499999999999993,0.7499999999999998
2019-02-06,108604.66033379798,0.0,1,2.499999999999999,0.44999999999999973
2019-02-07,107508.08662283474,107508.08662283474,0,2.4499999999999993,0.3999999999999998
2019-02-08,107963.08817744578,0.0,1,2.4499999999999993,0.3999999999999998
2019-02-11,108218.5276467011,0.0,1,2.2499999999999996,0.9999999999999996
2019-02-12,109535.63741004888,109535.63741004888,0,2.2499999999999996,1.8499999999999996
2019-02-13,109535.63741004888,109535.63741004888,0,0.8999999999999997,1.9499999999999993
2019-02-14,109535.63741004888,109535.63741004888,0,0.6999999999999997,2.349999999999999
2019-02-15,110865.91621240963,110865.91621240963,0,0.5999999999999996,2.3999999999999995
2019-02-19,111234.40119404047,0.0,1,1.5999999999999996,1.5499999999999994
2019-02-20,111494.74384410573,111494.74384410573,0,1.5999999999999996,1.5499999999999994
2019-02-21,111494.74384410573,111494.74384410573,0,1.5999999999999996,1.5499999999999994
2019-02-22,111494.74384410573,111494.74384410573,0,-0.5,1.8999999999999995
2019-02-25,111494.74384410573,111494.74384410573,0,0.7499999999999998,1.3499999999999996
2019-02-26,112259.74946656145,112259.74946656145,0,0.6999999999999997,1.2999999999999996
2019-02-27,112784.83039934305,0.0,1,0.7499999999999998,1.0999999999999996
2019-02-28,112782.74570148195,0.0,1,-0.5,1.1499999999999997
2019-03-01,113238.79240207399,113238.79240207399,0,1.2499999999999996,1.1999999999999997
2019-03-04,113238.79240207399,113238.79240207399,0,1.9499999999999993,1.2999999999999996
2019-03-05,113238.79240207399,113238.79240207399,0,1.9499999999999993,1.3999999999999995
2019-03-06,113238.79240207399,113238.79240207399,0,1.6499999999999995,-0.5
2019-03-07,112712.45009939786,112712.45009939786,0,2.2499999999999996,0.3999999999999998
2019-03-08,113874.77079485332,0.0,1,2.1999999999999993,0.2999999999999998
2019-03-11,114404.78681833397,114404.78681833397,0,2.1999999999999993,0.2999999999999998
2019-03-12,114404.78681833397,114404.78681833397,0,2.1999999999999993,0.2999999999999998
2019-03-13,114404.78681833397,114404.78681833397,0,2.1999999999999993,0.2999999999999998
2019-03-14,114404.78681833397,114404.78681833397,0,1.1499999999999997,-0.5
2019-03-15,114380.37351958553,0.0,1,1.1499999999999997,-0.5
2019-03-18,115019.1881701698,0.0,1,-0.5,0.9999999999999996
2019-03-19,115385.38765139646,115385.38765139646,0,-0.5,0.9999999999999996
2019-03-20,115385.38765139646,0.0,1,1.2499999999999996,-0.5
2019-03-21,116775.4248373888,0.0,1,1.2999999999999996,0.8999999999999997
2019-03-22,116231.5480582816,116231.5480582816,0,1.2499999999999996,0.9499999999999997
2019-03-25,116456.391461296,0.0,1,-0.5,-0.5
2019-03-26,116993.51736849711,0.0,1,-0.5,-0.5
2019-03-27,116323.15092617637,0.0,1,-0.5,1.4499999999999995
2019-03-28,117205.86947134405,0.0,1,1.4999999999999996,1.6999999999999993
2019-03-29,117659.72004409533,0.0,1,1.1999999999999997,1.2499999999999996
2019-04-01,119071.23696301914,0.0,1,1.1999999999999997,1.2499999999999996
2019-04-02,118888.0312272296,0.0,1,1.8999999999999995,1.9499999999999993
2019-04-03,119740.02514345263,0.0,1,1.4499999999999995,2.1999999999999993
2019-04-04,119902.91969419194,0.0,1,1.3999999999999995,-0.5
2019-04-05,120658.91748095644,0.0,1,1.5999999999999996,2.2499999999999996
2019-04-08,120596.26573067211,0.0,1,-0.5,0.5999999999999996
2019-04-09,119923.8036109534,0.0,1,1.2999999999999996,0.5999999999999996
2019-04-10,120583.73538061522,0.0,1,1.3999999999999995,0.6499999999999997
2019-04-11,120475.13901345569,0.0,1,-0.5,-0.5
2019-04-12,120671.44783101333,120671.44783101333,0,-0.5,-0.5
2019-04-15,120792.24007108442,0.0,1,-0.5,-0.5
2019-04-16,120883.64154912665,0.0,1,1.3999999999999995,0.7999999999999998
2019-04-17,120737.75755994594,120737.75755994594,0,2.0499999999999994,-0.5
2019-04-18,120737.75755994594,120737.75755994594,0,1.9499999999999993,0.5499999999999998
2019-04-22,120737.75755994594,120737.75755994594,0,0.5999999999999996,0.7999999999999998
2019-04-23,121234.92037406033,121234.92037406033,0,0.6499999999999997,1.2499999999999996
2019-04-24,121322.0680884389,121322.0680884389,0,-0.5,0.7499999999999998
2019-04-25,121102.80117433947,0.0,1,0.3999999999999998,-0.5
2019-04-26,121586.49983198561,121586.49983198561,0,-0.5,1.0499999999999996
2019-04-29,121876.72613107508,121876.72613107508,0,-0.5,1.0499999999999996
2019-04-30,121938.95046368112,121938.95046368112,0,0.8999999999999997,0.9499999999999997
2019-05-01,121165.02078972217,0.0,1,1.2499999999999996,0.5499999999999998
2019-05-02,121451.94461546488,121451.94461546488,0,1.1499999999999997,0.7499999999999998
2019-05-03,121451.94461546488,121451.94461546488,0,1.0499999999999996,0.9499999999999997
2019-05-06,121347.24668100817,0.0,1,1.1499999999999997,1.5499999999999994
2019-05-07,120001.62869563446,0.0,1,1.1999999999999997,1.5499999999999994
2019-05-08,119864.15069712879,0.0,1,1.1499999999999997,-0.5
2019-05-09,119589.19470011744,0.0,1,1.2999999999999996,0.7999999999999998
2019-05-10,120184.93269364203,0.0,1,1.5999999999999996,-0.5
2019-05-13,116835.46873004924,116835.46873004924,0,2.0499999999999994,-0.5
2019-05-14,116835.46873004924,116835.46873004924,0,2.0499999999999994,-0.5
2019-05-15,116835.46873004924,116835.46873004924,0,1.4999999999999996,-0.5
2019-05-16,116835.46873004924,116835.46873004924,0,0.9999999999999996,-0.5
2019-05-17,117318.38516537518,0.0,1,1.1499999999999997,-0.5
2019-05-20,116695.57172079789,0.0,1,2.2999999999999994,-0.5
2019-05-21,117437.21141466954,0.0,1,2.1999999999999993,2.3999999999999995
2019-05-22,116929.12676251438,0.0,1,1.6999999999999993,1.7999999999999994
2019-05-23,115671.20750274314,0.0,1,2.3999999999999995,1.0499999999999996
2019-05-24,115941.63965630958,0.0,1,2.349999999999999,1.1499999999999997
2019-05-28,114925.47035199928,0.0,1,2.2999999999999994,-0.5
2019-05-29,114024.02984011108,0.0,1,2.3999999999999995,1.3499999999999996
2019-05-30,113384.82656804493,0.0,1,2.499999999999999,1.4999999999999996
2019-05-31,112995.23994666032,0.0,1,2.4499999999999993,1.5999999999999996
2019-06-03,112962.43302499472,0.0,1,2.349999999999999,1.9999999999999996
2019-06-04,115461.3114017554,0.0,1,-0.5,2.499999999999999
2019-06-05,115867.53300980026,0.0,1,-0.5,2.499999999999999
2019-06-06,116823.58992570377,0.0,1,-0.5,2.499999999999999
2019-06-07,118189.97169821824,0.0,1,-0.5,2.499999999999999
2019-06-10,118534.64457777144,0.0,1,-0.5,2.499999999999999
2019-06-11,118501.81858924257,0.0,1,-0.5,0.7999999999999998
2019-06-12,118514.12833494088,0.0,1,0.8999999999999997,-0.5
2019-06-13,118772.63299460578,0.0,1,0.8499999999999996,1.0499999999999996
2019-06-14,118719.29076324636,0.0,1,0.8499999999999996,1.0999999999999996
2019-06-17,118838.28497166354,0.0,1,0.6499999999999997,0.8499999999999996
2019-06-18,120151.32451281858,0.0,1,0.5999999999999996,1.3999999999999995
2019-06-19,120660.12733501616,0.0,1,0.6499999999999997,1.5499999999999994
2019-06-20,121082.76193732543,121082.76193732543,0,-0.5,1.7999999999999994
2019-06-21,120720.3989701265,0.0,1,0.2999999999999998,1.3499999999999996
2019-06-24,120983.9356735439,0.0,1,1.1499999999999997,0.5999999999999996
2019-06-25,119670.36991744777,0.0,1,1.8999999999999995,0.19999999999999984
2019-06-26,119604.48574159341,0.0,1,1.8499999999999996,0.34999999999999987
2019-06-27,120366.27152490936,0.0,1,1.6999999999999993,0.6999999999999997
2019-06-28,121255.70789894312,0.0,1,-0.5,1.0499999999999996
2019-07-01,121564.53997326038,0.0,1,-0.5,1.0499999999999996
2019-07-02,122136.90875099506,0.0,1,-0.5,1.0499999999999996
