side,seen_idx,exec_px,qty,fee,reason,signal_ts,signal_dir,bsp_type,pred_ret,ret_th,bucket,pnl,entry_px,entry_idx
buy,12269,156.17,653.3628912984424,0.0,OPEN_LONG pred_ret=3.04% [bear],2019/01/07 05:35,buy,2s,3.0445988178253174,2.4499999999999993,bear,,,
sell,12287,156.16,653.3628912984424,0.0,CLOSE_LONG pred_ret=5.66% [bear],2019/01/07 07:15,sell,2s,5.659639358520508,-0.5,bear,-6.5336289129784815,156.17,12269.0
buy,12477,159.03,641.5717104015894,0.0,OPEN_LONG pred_ret=3.00% [bear],2019/01/08 07:40,buy,3a,3.0003321170806885,-0.5,bear,,,
sell,12491,159.38,641.5717104015894,0.0,CLOSE_LONG pred_ret=3.96% [bear],2019/01/08 08:50,sell,2,3.955038547515869,-0.5,bear,224.55009864055262,159.03,12477.0
buy,12652,159.87,639.6052993294884,0.0,OPEN_LONG pred_ret=2.69% [bear],2019/01/09 06:30,buy,1p,2.6894474029541016,-0.5,bear,,,
sell,12657,160.04,639.6052993294884,0.0,CLOSE_LONG pred_ret=3.82% [bear],2019/01/09 06:55,sell,2s,3.8235349655151367,-0.5,bear,108.73290088600503,159.87,12652.0
buy,12682,160.08,639.445477915363,0.0,OPEN_LONG pred_ret=2.67% [bear],2019/01/09 09:00,buy,2,2.6733126640319824,-0.5,bear,,,
sell,12821,159.6,639.445477915363,0.0,CLOSE_LONG pred_ret=3.68% [side],2019/01/10 04:40,sell,3a,3.678753614425659,0.3,side,-306.93382939938584,160.08,12682.0
buy,12836,159.5,639.8463841711093,0.0,OPEN_LONG pred_ret=2.78% [side],2019/01/10 05:55,buy,2,2.777517557144165,0.3,side,,,
sell,12861,159.8,639.8463841711093,0.0,CLOSE_LONG pred_ret=3.73% [side],2019/01/10 08:00,sell,1p,3.726489782333374,0.3,side,191.95391525134008,159.5,12836.0
buy,12871,159.6,640.648196682602,0.0,OPEN_LONG pred_ret=2.63% [side],2019/01/10 08:50,buy,2s,2.6339170932769775,0.3,side,,,
sell,12889,159.89,640.648196682602,0.0,CLOSE_LONG pred_ret=3.61% [side],2019/01/10 10:20,sell,2,3.6059796810150146,0.3,side,185.78797703794947,159.6,12871.0
buy,13016,160.71,637.3793800484178,0.0,OPEN_LONG pred_ret=2.34% [side],2019/01/11 05:35,buy,1p,2.3439083099365234,0.3,side,,,
sell,13138,160.77,637.3793800484178,0.0,CLOSE_LONG pred_ret=3.63% [side],2019/01/11 15:55,sell,1p,3.627992630004883,0.3,side,38.24276280290652,160.71,13016.0
buy,13155,160.75,637.4586807488904,0.0,OPEN_LONG pred_ret=2.16% [side],2019/01/11 17:20,buy,2s,2.1578609943389893,0.3,side,,,
sell,13206,158.97,637.4586807488904,0.0,CLOSE_LONG pred_ret=3.55% [side],2019/01/14 06:30,sell,2,3.552687406539917,-0.5,side,-1134.6764517330257,160.75,13155.0
buy,13242,158.73,638.4225192380213,0.0,OPEN_LONG pred_ret=2.94% [side],2019/01/14 09:30,buy,1p,2.9408676624298096,2.499999999999999,side,,,
sell,13251,159.4399,638.4225192380213,0.0,CLOSE_LONG pred_ret=3.40% [side],2019/01/14 10:15,sell,2s,3.4023125171661377,-0.5,side,453.2161464070743,158.73,13242.0
buy,13299,159.44,638.4221188224924,0.0,OPEN_LONG pred_ret=2.53% [side],2019/01/14 14:15,buy,2,2.533616542816162,2.499999999999999,side,,,
sell,13305,159.63,638.4221188224924,0.0,CLOSE_LONG pred_ret=3.09% [side],2019/01/14 14:45,sell,2s,3.0893337726593018,-0.5,side,121.3002025762721,159.44,13299.0
buy,13317,159.37,639.4636558174967,0.0,OPEN_LONG pred_ret=2.81% [side],2019/01/14 15:45,buy,2s,2.8119287490844727,2.499999999999999,side,,,
sell,13352,159.37,639.4636558174967,0.0,CLOSE_LONG pred_ret=3.09% [side],2019/01/14 19:00,sell,2s,3.0939888954162598,-0.5,side,0.0,159.37,13317.0
buy,13373,159.68,638.2222120969092,0.0,OPEN_LONG pred_ret=1.21% [bear],2019/01/15 04:50,buy,2s,1.2083410024642944,-0.5,bear,,,
sell,13382,159.92,638.2222120969092,0.0,CLOSE_LONG pred_ret=0.78% [bear],2019/01/15 05:50,sell,2,0.7783181071281433,-0.5,bear,153.17333090324587,159.68,13373.0
buy,13394,159.78,638.7814254508555,0.0,OPEN_LONG pred_ret=1.11% [bear],2019/01/15 06:50,buy,2s,1.1120333671569824,-0.5,bear,,,
sell,13407,159.57,638.7814254508555,0.0,CLOSE_LONG pred_ret=0.74% [bear],2019/01/15 07:55,sell,2,0.7425692677497864,-0.5,bear,-134.14409934468475,159.78,13394.0
buy,13413,159.77,637.9817992063154,0.0,OPEN_LONG pred_ret=1.17% [bear],2019/01/15 08:25,buy,2s,1.173508644104004,-0.5,bear,,,
sell,13423,159.91,637.9817992063154,0.0,CLOSE_LONG pred_ret=1.20% [bear],2019/01/15 09:15,sell,2,1.2036676406860352,-0.5,bear,89.31745188887545,159.77,13413.0
buy,13467,162.26,628.7419543392203,0.0,OPEN_LONG pred_ret=1.19% [bear],2019/01/15 12:55,buy,3a,1.1925106048583984,-0.5,bear,,,
sell,13472,162.33,628.7419543392203,0.0,CLOSE_LONG pred_ret=0.88% [bear],2019/01/15 13:20,sell,2,0.8799682855606079,-0.5,bear,44.011936803759006,162.26,13467.0
buy,13484,161.99,630.0616176793977,0.0,OPEN_LONG pred_ret=1.34% [bear],2019/01/15 14:20,buy,1p,1.341750144958496,-0.5,bear,,,
sell,13493,162.2,630.0616176793977,0.0,CLOSE_LONG pred_ret=0.71% [bear],2019/01/15 15:05,sell,2s,0.7073006629943848,-0.5,bear,132.31293971266064,161.99,13484.0
buy,13542,162.19,630.100464810397,0.0,OPEN_LONG pred_ret=0.93% [bear],2019/01/15 19:15,buy,2,0.9342632293701172,-0.5,bear,,,
sell,13997,164.71,630.100464810397,0.0,CLOSE_LONG pred_ret=1.85% [side],2019/01/18 10:35,sell,2,1.8501344919204712,0.8999999999999997,side,1587.8531713222071,162.19,13542.0
buy,14109,164.05,632.6354621086284,0.0,OPEN_LONG pred_ret=0.49% [bull],2019/01/22 04:00,buy,1p,0.4874594211578369,0.3,bull,,,
sell,14397,161.24,632.6354621086284,0.0,CLOSE_LONG pred_ret=1.04% [side],2019/01/23 12:50,sell,3a,1.0398406982421875,0.8999999999999997,side,-1777.7056485252474,164.05,14109.0
buy,14419,161.27,632.5177770843632,0.0,OPEN_LONG pred_ret=2.34% [side],2019/01/23 14:40,buy,2,2.339364767074585,-0.5,side,,,
sell,14432,162.05,632.5177770843632,0.0,CLOSE_LONG pred_ret=0.96% [side],2019/01/23 15:45,sell,1p,0.9595677256584167,0.8999999999999997,side,493.363866125804,161.27,14419.0
buy,14891,164.34,623.7039416850496,0.0,OPEN_LONG pred_ret=1.75% [bull],2019/01/28 08:00,buy,1p,1.7478272914886475,0.3,bull,,,
sell,14973,162.9701,623.7039416850496,0.0,CLOSE_LONG pred_ret=0.95% [bull],2019/01/28 14:50,sell,1p,0.9543009996414185,0.3,bull,-854.4120297143502,164.34,14891.0
buy,14983,162.83,624.240580647342,0.0,OPEN_LONG pred_ret=2.02% [bull],2019/01/28 15:40,buy,2s,2.0177481174468994,0.3,bull,,,
sell,14986,163.09,624.240580647342,0.0,CLOSE_LONG pred_ret=1.03% [bull],2019/01/28 15:55,sell,1p,1.0349373817443848,0.3,bull,162.30255096830322,162.83,14983.0
buy,15011,162.79,625.390971790497,0.0,OPEN_LONG pred_ret=1.83% [bull],2019/01/28 18:00,buy,2s,1.8259435892105103,0.3,bull,,,
sell,15290,163.85,625.390971790497,0.0,CLOSE_LONG pred_ret=1.59% [side],2019/01/30 09:35,sell,1,1.5890597105026245,1.4999999999999996,side,662.9144300979283,162.79,15011.0
buy,15610,167.59,611.4345171422694,0.0,OPEN_LONG pred_ret=1.08% [bull],2019/02/01 04:35,buy,2s,1.0845481157302856,0.9999999999999996,bull,,,
sell,15617,167.65,611.4345171422694,0.0,CLOSE_LONG pred_ret=2.99% [bull],2019/02/01 05:10,sell,3a,2.9898369312286377,-0.5,bull,36.686071028537555,167.59,15610.0
buy,15633,167.49,612.0186088656127,0.0,OPEN_LONG pred_ret=1.28% [bull],2019/02/01 06:35,buy,1p,1.2828031778335571,0.9999999999999996,bull,,,
sell,15841,168.08,612.0186088656127,0.0,CLOSE_LONG pred_ret=2.63% [bull],2019/02/04 09:45,sell,1,2.632469654083252,-0.5,bull,361.0909792307136,167.49,15633.0
buy,15911,169.05,608.5068783089748,0.0,OPEN_LONG pred_ret=1.31% [bull],2019/02/04 15:35,buy,1p,1.3131247758865356,1.0999999999999996,bull,,,
sell,16015,170.3,608.5068783089748,0.0,CLOSE_LONG pred_ret=1.00% [bull],2019/02/05 09:30,sell,1p,1.000532865524292,0.9999999999999996,bull,760.6335978862185,169.05,15911.0
buy,16056,170.09,609.2581655360011,0.0,OPEN_LONG pred_ret=2.56% [bull],2019/02/05 12:55,buy,1p,2.5628607273101807,2.0499999999999994,bull,,,
sell,16067,170.3913,609.2581655360011,0.0,CLOSE_LONG pred_ret=1.45% [bull],2019/02/05 13:50,sell,2s,1.4537818431854248,0.9999999999999996,bull,183.56948527599573,170.09,16056.0
buy,16210,169.94,610.8761378209629,0.0,OPEN_LONG pred_ret=2.24% [bull],2019/02/06 10:10,buy,1,2.240635395050049,2.1999999999999993,bull,,,
sell,16586,167.39,610.8761378209629,0.0,CLOSE_LONG pred_ret=1.15% [bull],2019/02/08 10:40,sell,2,1.1462106704711914,-0.5,bull,-1557.7341514434622,169.94,16210.0
buy,16751,168.86,605.5581944205315,0.0,OPEN_LONG pred_ret=2.68% [bull],2019/02/11 09:40,buy,1p,2.6781444549560547,2.4499999999999993,bull,,,
sell,16866,169.62,605.5581944205315,0.0,CLOSE_LONG pred_ret=1.36% [bull],2019/02/12 04:00,sell,1p,1.359825849533081,1.0999999999999996,bull,460.2242277595985,168.86,16751.0
buy,17418,170.51,602.3974015460124,0.0,OPEN_LONG pred_ret=0.29% [bull],2019/02/15 04:00,buy,1p,0.29388830065727234,0.24999999999999978,bull,,,
sell,17463,171.68,602.3974015460124,0.0,CLOSE_LONG pred_ret=2.72% [bull],2019/02/15 08:35,sell,1p,2.720573663711548,2.349999999999999,bull,704.804959808844,170.51,17418.0
buy,17495,171.27,603.8394692439972,0.0,OPEN_LONG pred_ret=0.29% [bull],2019/02/15 11:15,buy,1p,0.2862311005592346,0.24999999999999978,bull,,,
sell,17506,171.63,603.8394692439972,0.0,CLOSE_LONG pred_ret=2.79% [bull],2019/02/15 12:10,sell,2s,2.7852942943573,2.349999999999999,bull,217.38220892783008,171.27,17495.0
buy,17598,171.98,602.6105832442565,0.0,OPEN_LONG pred_ret=0.35% [bull],2019/02/19 04:20,buy,3a,0.3545789122581482,0.24999999999999978,bull,,,
sell,17608,171.97,602.6105832442565,0.0,CLOSE_LONG pred_ret=2.75% [bull],2019/02/19 05:45,sell,2,2.751420736312866,2.349999999999999,bull,-6.026105832437085,171.98,17598.0
buy,17612,171.63,603.8043582154332,0.0,OPEN_LONG pred_ret=0.35% [bull],2019/02/19 06:15,buy,1p,0.35161352157592773,0.24999999999999978,bull,,,
sell,17677,172.59,603.8043582154332,0.0,CLOSE_LONG pred_ret=2.55% [bull],2019/02/19 11:45,sell,1p,2.5536446571350098,2.349999999999999,bull,579.6521838868207,171.63,17612.0
buy,17719,172.59,603.8043582154332,0.0,OPEN_LONG pred_ret=0.42% [bull],2019/02/19 15:15,buy,3a,0.41731640696525574,0.24999999999999978,bull,,,
sell,17759,172.28,603.8043582154332,0.0,CLOSE_LONG pred_ret=2.75% [bull],2019/02/19 19:05,sell,2,2.7525665760040283,2.349999999999999,bull,-187.17935104678568,172.59,17719.0
buy,17852,172.25,603.9095200775317,0.0,OPEN_LONG pred_ret=0.94% [bull],2019/02/20 12:20,buy,2s,0.9358453154563904,0.8499999999999996,bull,,,
sell,17863,172.07,603.9095200775317,0.0,CLOSE_LONG pred_ret=1.08% [bull],2019/02/20 13:15,sell,2,1.0779529809951782,0.5499999999999998,bull,-108.70371361395983,172.25,17852.0
buy,18051,171.4001,606.2698395143344,0.0,OPEN_LONG pred_ret=0.94% [bull],2019/02/21 14:20,buy,2,0.9399535655975342,0.8999999999999997,bull,,,
sell,18177,172.4447,606.2698395143344,0.0,CLOSE_LONG pred_ret=1.12% [bull],2019/02/22 10:00,sell,1,1.1238106489181519,1.0499999999999996,bull,633.3094743566753,171.4001,18051.0
buy,18319,173.83,601.4383052067972,0.0,OPEN_LONG pred_ret=1.14% [bull],2019/02/25 06:50,buy,2,1.1423163414001465,0.8999999999999997,bull,,,
sell,18340,174.01,601.4383052067972,0.0,CLOSE_LONG pred_ret=1.18% [bull],2019/02/25 08:35,sell,1p,1.1769495010375977,1.0499999999999996,bull,108.2588949372105,173.83,18319.0
buy,18385,173.83,602.0610912330137,0.0,OPEN_LONG pred_ret=1.54% [bull],2019/02/25 12:20,buy,2s,1.5353217124938965,0.8999999999999997,bull,,,
sell,18396,173.75,602.0610912330137,0.0,CLOSE_LONG pred_ret=1.30% [bull],2019/02/25 13:15,sell,2,1.296754240989685,1.0499999999999996,bull,-48.16488729864863,173.83,18385.0
buy,18422,173.67,602.3384269115918,0.0,OPEN_LONG pred_ret=1.46% [bull],2019/02/25 15:25,buy,2s,1.4601213932037354,0.8999999999999997,bull,,,
sell,18598,173.8,602.3384269115918,0.0,CLOSE_LONG pred_ret=1.39% [bull],2019/02/26 14:30,sell,2,1.3914830684661865,1.3499999999999996,bull,78.30399549852132,173.67,18422.0
buy,18727,172.8,605.8241816969598,0.0,OPEN_LONG pred_ret=1.18% [bull],2019/02/27 09:55,buy,1p,1.177181601524353,0.9499999999999997,bull,,,
sell,18941,173.76,605.8241816969598,0.0,CLOSE_LONG pred_ret=1.38% [bull],2019/02/28 12:25,sell,2s,1.376485824584961,1.3499999999999996,bull,581.591214429069,172.8,18727.0
buy,19073,174.4299,603.497507088313,0.0,OPEN_LONG pred_ret=1.08% [bull],2019/03/01 08:00,buy,1p,1.084201455116272,1.0499999999999996,bull,,,
sell,19208,175.4,603.497507088313,0.0,CLOSE_LONG pred_ret=1.08% [bull],2019/03/04 04:00,sell,1p,1.084758996963501,-0.5,bull,585.4529316263738,174.4299,19073.0
buy,19293,174.52,606.5405841352859,0.0,OPEN_LONG pred_ret=1.00% [bull],2019/03/04 11:10,buy,2s,1.0034531354904175,0.8999999999999997,bull,,,
sell,19319,173.4,606.5405841352859,0.0,CLOSE_LONG pred_ret=1.19% [bull],2019/03/04 13:20,sell,2,1.1860058307647705,-0.5,bull,-679.325454231523,174.52,19293.0
buy,19566,174.3,603.4087050433653,0.0,OPEN_LONG pred_ret=0.91% [bull],2019/03/05 19:00,buy,1p,0.9091410040855408,0.8999999999999997,bull,,,
sell,19582,174.56,603.4087050433653,0.0,CLOSE_LONG pred_ret=1.18% [bull],2019/03/06 04:20,sell,2s,1.1845654249191284,1.1499999999999997,bull,156.8862633112695,174.3,19566.0
buy,19809,172.37,611.0751496917668,0.0,OPEN_LONG pred_ret=1.49% [bull],2019/03/07 09:40,buy,1,1.4882304668426514,1.3999999999999995,bull,,,
sell,20056,170.91,611.0751496917668,0.0,CLOSE_LONG pred_ret=0.53% [bull],2019/03/08 14:50,sell,1p,0.5273173451423645,-0.5,bull,-892.1697185499844,172.37,19809.0
buy,20900,177.47,588.4873715772799,0.0,OPEN_LONG pred_ret=0.43% [bull],2019/03/15 08:50,buy,3a,0.4325711727142334,0.19999999999999984,bull,,,
sell,20910,177.8119,588.4873715772799,0.0,CLOSE_LONG pred_ret=2.69% [bull],2019/03/15 09:40,sell,1,2.690284013748169,-0.5,bull,201.20383234227765,177.47,20900.0
buy,20949,178.55,586.0546494884466,0.0,OPEN_LONG pred_ret=0.85% [bull],2019/03/15 12:55,buy,3a,0.8505522608757019,0.19999999999999984,bull,,,
sell,20958,178.795,586.0546494884466,0.0,CLOSE_LONG pred_ret=2.93% [bull],2019/03/15 13:40,sell,1p,2.933323860168457,-0.5,bull,143.5833891246554,178.55,20949.0
buy,21438,178.59,586.7273702630987,0.0,OPEN_LONG pred_ret=1.53% [bull],2019/03/20 09:35,buy,1,1.5327563285827637,0.2999999999999998,bull,,,
sell,21444,179.0699,586.7273702630987,0.0,CLOSE_LONG pred_ret=0.25% [bull],2019/03/20 10:05,sell,2s,0.24896222352981567,-0.5,bull,281.57046498925314,178.59,21438.0
buy,21463,178.81,587.5801773965441,0.0,OPEN_LONG pred_ret=1.77% [bull],2019/03/20 11:40,buy,2,1.7674481868743896,0.2999999999999998,bull,,,
sell,21472,178.86,587.5801773965441,0.0,CLOSE_LONG pred_ret=0.30% [bull],2019/03/20 12:25,sell,2s,0.29830649495124817,-0.5,bull,29.379008869833882,178.81,21463.0
buy,21473,178.48,588.8311885317452,0.0,OPEN_LONG pred_ret=1.53% [bull],2019/03/20 12:30,buy,1,1.532964825630188,0.2999999999999998,bull,,,
sell,21490,178.9,588.8311885317452,0.0,CLOSE_LONG pred_ret=0.72% [bull],2019/03/20 13:55,sell,2s,0.7162574529647827,-0.5,bull,247.30909918334234,178.48,21473.0
buy,21504,180.29,584.2914173183716,0.0,OPEN_LONG pred_ret=1.81% [bull],2019/03/20 15:05,buy,2,1.8102774620056152,0.2999999999999998,bull,,,
sell,21631,180.38,584.2914173183716,0.0,CLOSE_LONG pred_ret=1.03% [bull],2019/03/21 09:55,sell,1,1.0331817865371704,0.9999999999999996,bull,52.58622755865544,180.29,21504.0
buy,21662,181.32,581.2623309943077,0.0,OPEN_LONG pred_ret=1.72% [bull],2019/03/21 12:30,buy,3a,1.7158106565475464,-0.5,bull,,,
sell,22080,178.54,581.2623309943077,0.0,CLOSE_LONG pred_ret=0.87% [bull],2019/03/25 16:35,sell,1,0.8741101622581482,-0.5,bull,-1615.9092801641762,181.32,21662.0
buy,22202,179.61,577.7995466606742,0.0,OPEN_LONG pred_ret=1.68% [bull],2019/03/26 11:45,buy,1p,1.6806590557098389,1.6499999999999995,bull,,,
sell,22220,179.57,577.7995466606742,0.0,CLOSE_LONG pred_ret=0.88% [bull],2019/03/26 13:15,sell,2s,0.8849311470985413,0.4999999999999998,bull,-23.111981866438793,179.61,22202.0
buy,22224,178.91,579.9310524501552,0.0,OPEN_LONG pred_ret=1.83% [bull],2019/03/26 13:35,buy,1,1.8256953954696655,1.6499999999999995,bull,,,
sell,22241,178.8,579.9310524501552,0.0,CLOSE_LONG pred_ret=0.82% [bull],2019/03/26 15:00,sell,3a,0.817323625087738,0.4999999999999998,bull,-63.7924157695085,178.91,22224.0
buy,22246,178.33,581.4594974378273,0.0,OPEN_LONG pred_ret=1.83% [bull],2019/03/26 15:25,buy,2,1.8315106630325317,1.6499999999999995,bull,,,
sell,22341,179.06,581.4594974378273,0.0,CLOSE_LONG pred_ret=0.94% [bull],2019/03/27 07:50,sell,2,0.9440197348594666,0.8999999999999997,bull,424.46543312960796,178.33,22246.0
buy,22366,178.82,582.2398926921898,0.0,OPEN_LONG pred_ret=1.64% [bull],2019/03/27 09:55,buy,2s,1.6368778944015503,-0.5,bull,,,
sell,22552,178.9101,582.2398926921898,0.0,CLOSE_LONG pred_ret=1.13% [bull],2019/03/28 10:00,sell,2s,1.127152919769287,0.8499999999999996,bull,52.459814331570215,178.82,22366.0
buy,22564,177.93,585.447071463772,0.0,OPEN_LONG pred_ret=1.86% [bull],2019/03/28 11:00,buy,2s,1.8621703386306763,-0.5,bull,,,
sell,22754,179.58,585.447071463772,0.0,CLOSE_LONG pred_ret=1.12% [bull],2019/03/29 11:35,sell,2s,1.119006633758545,0.9499999999999997,bull,965.9876679152271,177.93,22564.0
buy,22759,179.2897,586.3950081542006,0.0,OPEN_LONG pred_ret=1.68% [bull],2019/03/29 12:00,buy,2,1.6796071529388428,-0.5,bull,,,
sell,22843,181.62,586.3950081542006,0.0,CLOSE_LONG pred_ret=1.03% [bull],2019/04/01 04:00,sell,1,1.0255142450332642,0.9499999999999997,bull,1366.4762875017302,179.2897,22759.0
buy,22855,181.56,586.5887936823415,0.0,OPEN_LONG pred_ret=1.45% [bull],2019/04/01 05:10,buy,3a,1.4519855976104736,-0.5,bull,,,
sell,22886,181.51,586.5887936823415,0.0,CLOSE_LONG pred_ret=1.05% [bull],2019/04/01 08:05,sell,2,1.051760196685791,0.9499999999999997,bull,-29.32943968412374,181.56,22855.0
buy,22910,180.991,588.2708639726935,0.0,OPEN_LONG pred_ret=1.69% [bull],2019/04/01 10:05,buy,1p,1.6941392421722412,-0.5,bull,,,
sell,22942,181.6964,588.2708639726935,0.0,CLOSE_LONG pred_ret=1.02% [bull],2019/04/01 12:45,sell,2s,1.0196880102157593,0.9499999999999997,bull,414.9662674463365,180.991,22910.0
buy,23293,184.6293,578.9259787516289,0.0,OPEN_LONG pred_ret=0.47% [bull],2019/04/03 12:30,buy,3a,0.47169867157936096,-0.5,bull,,,
sell,23316,183.91,578.9259787516289,0.0,CLOSE_LONG pred_ret=2.86% [bull],2019/04/03 14:25,sell,2,2.862746238708496,2.3999999999999995,bull,-416.42145651604903,184.6293,23293.0
buy,23325,183.39,580.5675159616777,0.0,OPEN_LONG pred_ret=0.39% [bull],2019/04/03 15:10,buy,1p,0.38702449202537537,-0.5,bull,,,
sell,23333,183.71,580.5675159616777,0.0,CLOSE_LONG pred_ret=2.53% [bull],2019/04/03 15:50,sell,2s,2.531240701675415,2.3999999999999995,bull,185.7816051077494,183.39,23325.0
buy,23363,183.95,579.8100481506922,0.0,OPEN_LONG pred_ret=0.48% [bull],2019/04/03 18:40,buy,2,0.475197434425354,-0.5,bull,,,
sell,23395,183.8,579.8100481506922,0.0,CLOSE_LONG pred_ret=2.70% [bull],2019/04/04 05:35,sell,2s,2.702101230621338,2.499999999999999,bull,-86.97150722259065,183.95,23363.0
buy,23420,183.85,579.6523625243254,0.0,OPEN_LONG pred_ret=0.55% [bull],2019/04/04 07:40,buy,2s,0.5468221306800842,0.44999999999999973,bull,,,
sell,23430,183.92,579.6523625243254,0.0,CLOSE_LONG pred_ret=2.68% [bull],2019/04/04 08:30,sell,2s,2.6785223484039307,2.499999999999999,bull,40.57566537669883,183.85,23420.0
buy,23451,183.855,579.8572925156996,0.0,OPEN_LONG pred_ret=0.65% [bull],2019/04/04 10:15,buy,2s,0.6535437107086182,0.44999999999999973,bull,,,
sell,23486,183.32,579.8572925156996,0.0,CLOSE_LONG pred_ret=2.83% [bull],2019/04/04 13:10,sell,3a,2.8326361179351807,2.499999999999999,bull,-310.2236514958973,183.855,23451.0
buy,24307,185.29,573.6922600462952,0.0,OPEN_LONG pred_ret=0.74% [bull],2019/04/11 09:45,buy,2s,0.740649402141571,0.5999999999999996,bull,,,
sell,24318,185.4,573.6922600462952,0.0,CLOSE_LONG pred_ret=0.66% [bull],2019/04/11 10:40,sell,2,0.6574347615242004,0.5999999999999996,bull,63.1061486051003,185.29,24307.0
buy,24354,184.92,575.1814028368113,0.0,OPEN_LONG pred_ret=0.67% [bull],2019/04/11 13:40,buy,2s,0.6667208075523376,0.5999999999999996,bull,,,
sell,24381,185.06,575.1814028368113,0.0,CLOSE_LONG pred_ret=0.76% [bull],2019/04/11 15:55,sell,2s,0.7582746148109436,0.5999999999999996,bull,80.52539639716208,184.92,24354.0
buy,24508,185.3,574.4364296221279,0.0,OPEN_LONG pred_ret=0.94% [bull],2019/04/12 11:05,buy,2s,0.938799262046814,-0.5,bull,,,
sell,24522,185.61,574.4364296221279,0.0,CLOSE_LONG pred_ret=0.65% [bull],2019/04/12 12:15,sell,2,0.6544734835624695,0.5499999999999998,bull,178.07529318286095,185.3,24508.0
buy,24538,185.54,574.6531513536875,0.0,OPEN_LONG pred_ret=0.70% [bull],2019/04/12 13:35,buy,2s,0.696984052658081,-0.5,bull,,,
sell,24551,185.76,574.6531513536875,0.0,CLOSE_LONG pred_ret=0.84% [bull],2019/04/12 14:40,sell,2s,0.8378580808639526,0.5499999999999998,bull,126.42369329781059,185.54,24538.0
buy,24635,185.84,574.4057759118649,0.0,OPEN_LONG pred_ret=0.64% [bull],2019/04/15 08:45,buy,1p,0.6372226476669312,0.3999999999999998,bull,,,
sell,24686,185.3843,574.4057759118649,0.0,CLOSE_LONG pred_ret=0.84% [bull],2019/04/15 13:00,sell,1p,0.8419106006622314,0.5499999999999998,bull,-261.75671208304107,185.84,24635.0
