entry_idx,entry_price,exit_idx,exit_price,pnl,return_pct,exit_reason
18109,300.61,18423,294.65,-1982.6353082066635,-1.9826353082066637,STOP(low) dd=-2.02% <= -2.00%
18424,294.34,18785,293.62,-239.7652462393453,-0.24461507100631122,pred=2.22>=th=1.62
18884,294.9,19211,293.94,-318.2994081645593,-0.32553407934892037,pred=1.63>=th=1.62
19253,293.51,19270,293.83,106.25524177018087,0.10902524615856769,pred=1.69>=th=1.62
19302,294.77,19468,295.13,119.15595176069473,0.122129117617134,pred=1.95>=th=1.62
19518,291.53,19524,292.165,212.77327078393137,0.21781634823176088,pred=2.64>=th=1.62
19530,290.595,19538,292.1,507.01393408373406,0.5179029233125063,pred=2.73>=th=1.62
19553,291.85,19772,292.89,350.6619097934454,0.3563474387527754,pred=1.91>=th=1.62
20094,302.59,20095,302.81,71.80057264295465,0.07270564129681675,pred=1.25>=th=-0.38
20137,301.12,20212,301.22,32.819793078597286,0.033209351753469826,pred=0.65>=th=-0.38
20284,297.37,20349,296.58,-262.63317335954343,-0.26566230621783654,pred=-0.04>=th=-0.38
20533,296.44,20541,297.92,492.25400875777996,0.49925785993793015,pred=1.32>=th=-0.38
20824,292.99,20840,294.59,541.1210023370077,0.5460937233352604,pred=0.84>=th=-0.38
20925,287.58,20975,292.68,1766.8671847836958,1.7734195702065525,pred=0.78>=th=-0.38
21029,288.86,21044,288.69,-59.67443140188698,-0.05885203905005663,pred=2.46>=th=-0.38
21108,292.93,21143,291.17,-608.863479098276,-0.600826135936909,pred=0.96>=th=-0.38
21181,291.6,21201,291.93,113.99355659018329,0.11316872427983972,pred=1.94>=th=-0.38
21415,292.84,21451,296.09,1119.1751382485818,1.109821062696356,pred=0.58>=th=-0.38
21457,294.8,21478,296.4962,586.6620732798619,0.5753731343283564,pred=0.43>=th=-0.38
21606,298.39,21681,306.09,2646.28458042859,2.5805154328228026,pred=0.66>=th=-0.38
21779,307.19,21808,306.76,-147.25035282367026,-0.13997851492561483,pred=2.39>=th=2.12
21919,305.75,22165,307.85,721.5051686672086,0.6868356500408952,pred=2.78>=th=2.50
22313,310.1,22332,309.46,-218.29184802366944,-0.20638503708482317,pred=2.69>=th=2.50
22569,309.27,22572,309.92,221.83886115951464,0.21017234131989865,pred=4.39>=th=2.50
22634,308.16,22647,309.35,408.4553320061241,0.38616303219106235,pred=3.73>=th=2.50
22709,309.79,22756,308.31,-507.27335295724333,-0.4777429871848665,pred=4.17>=th=3.12
22785,307.225,22792,308.89,572.6979522549518,0.5419480836520425,pred=3.96>=th=3.12
22860,311.415,22888,310.97,-151.8223552969721,-0.14289613538204296,pred=3.56>=th=3.12
22950,311.475,22974,309.88,-543.2899860023608,-0.5120796211574001,pred=3.27>=th=3.12
22979,308.26,23000,309.38,383.5000356249802,0.36332965678323875,pred=4.55>=th=3.12
23022,309.52,23074,307.88,-561.2996254439931,-0.5298526751098509,pred=3.24>=th=3.12
23082,307.8,23334,311.85,1386.4965394872997,1.3157894736842224,pred=3.14>=th=3.12
23344,310.26,23361,311.705,497.2234173469187,0.4657384129439884,pred=3.35>=th=3.12
23375,312.005,23399,313.08,369.5510207519401,0.34454576048461033,pred=3.15>=th=3.12
23455,313.55,23600,315.78,765.4544021442125,0.7112103332801646,pred=3.20>=th=3.12
23632,315.61,23633,315.7,30.909418631432345,0.028516206710806916,pred=3.61>=th=3.12
23679,315.6,23900,319.58,1367.3162856831186,1.2610899873257218,pred=2.54>=th=2.50
23914,318.71,23962,318.93,75.78661284151895,0.06902827021431047,pred=2.55>=th=2.50
24024,319.59,24443,315.27,-1485.100193044258,-1.3517319065052065,pred=2.51>=th=2.50
24470,313.2,24478,315.09,654.0255358052818,0.6034482758620648,pred=2.86>=th=2.50
24512,317.15,24615,317.9,257.8481791912636,0.23648116033422173,pred=1.23>=th=0.75
24644,316.16,24703,316.72,193.58621901292645,0.17712550607286925,pred=0.94>=th=0.75
24861,316.08,24885,316.29,72.74182242524694,0.06643887623388248,pred=0.82>=th=0.75
24890,315.715,24900,316.45,255.06006541363604,0.23280490315633556,pred=1.67>=th=0.75
24926,316.21,24936,316.05,-55.565421119725215,-0.05059928528507351,pred=1.45>=th=0.75
24950,315.76,24957,316.02,90.37673687438655,0.08234101849505693,pred=1.77>=th=0.75
25030,315.35,25069,315.0831,-92.9723087863531,-0.0846361185983793,pred=0.96>=th=0.75
25171,313.65,25184,314.3,227.45642903524276,0.20723736649132263,pred=1.36>=th=0.75
25372,318.38,25408,318.2,-62.18075167188363,-0.05653621458635275,pred=0.92>=th=0.88
25422,317.47,25425,318.95,512.4395738065359,0.4661857813336638,pred=1.69>=th=0.88
25457,316.78,25549,319.0,773.924815639868,0.7008018182966169,pred=0.45>=th=-0.38
25562,318.5,25579,318.48,-6.983241155452561,-0.006279434850867917,pred=0.17>=th=-0.38
25591,318.47,25673,316.962,-526.552916432629,-0.4735139887587643,pred=1.64>=th=-0.38
25928,317.69,25958,316.47,-425.0149097433168,-0.3840221599672603,pred=1.69>=th=-0.38
25982,316.26,25994,317.19,324.201906121074,0.2940618478467135,pred=0.24>=th=-0.38
26099,317.98,26262,316.3,-584.200035480244,-0.5283351154160559,pred=1.81>=th=1.38
26338,316.04,26359,315.07,-337.5834679714608,-0.3069231742817449,pred=1.82>=th=1.38
26382,314.41,26401,316.37,683.559321148321,0.6233898412900247,pred=1.79>=th=1.38
26440,316.6001,26568,317.53,324.0713460254483,0.29371437343196644,pred=1.44>=th=1.38
26573,316.3818,26603,314.835,-541.0181306629675,-0.48890296470910216,pred=1.52>=th=1.38
26764,313.86,26777,313.72,-49.119363213307224,-0.04460587523099307,pred=1.42>=th=1.38
26785,312.72,27010,312.13,-207.66497437449289,-0.18866717830647237,pred=1.52>=th=1.38
27013,311.84,27075,314.63,982.9221796690399,0.8946895844022676,pred=0.99>=th=0.62
27240,319.87,27255,319.94,24.257139831839595,0.02188389033044747,pred=1.14>=th=0.62
27267,319.5,27299,319.45,-17.350389711165917,-0.015649452269182705,pred=0.96>=th=0.75
27314,319.18,27319,319.6,145.86656038320507,0.13158719217995854,pred=1.35>=th=0.75
27344,321.42,27363,321.105,-108.78045710861625,-0.09800261340301422,pred=1.43>=th=0.75
27419,322.72,27457,322.82,34.36066124435456,0.030986613782832764,pred=1.57>=th=0.75
27503,322.11,27511,322.24,44.76731943055347,0.040358883611178106,pred=1.23>=th=0.75
27527,321.97,27538,322.66,237.81041471089702,0.214305680653479,pred=0.85>=th=0.75
27645,321.75,28102,315.5704,-2135.840010874628,-1.9206216006215933,STOP(low) dd=-2.02% <= -2.00%
28103,315.275,28218,317.52,776.6608696249314,0.7120767583855347,pred=1.10>=th=-0.38
28312,321.2701,28322,321.24,-10.29158706391172,-0.009369063601002606,pred=0.27>=th=-0.38
28323,321.086,28328,321.83,254.50542242378287,0.23171362189568362,pred=0.52>=th=-0.38
28468,321.82,28514,323.55,591.8119115318259,0.5375675843639366,pred=1.07>=th=1.00
28591,322.96,28617,322.39,-195.3462696688366,-0.176492444884815,pred=1.68>=th=1.50
28629,322.19,28711,322.24,17.146274667000398,0.015518793258640492,pred=2.09>=th=1.50
28718,321.57,28840,325.09,1209.612758117859,1.0946294741424742,pred=1.73>=th=1.38
28854,323.37,28894,323.195,-60.4568656742922,-0.054117574295700785,pred=1.42>=th=1.38
28917,325.14,28980,326.38,425.81749066313205,0.38137417727748646,pred=1.77>=th=1.38
28996,326.05,29090,326.04,-3.4374876355432207,-0.0030670142616143004,pred=1.39>=th=1.38
29102,326.21,29191,327.0,271.4200025344617,0.24217528585880294,pred=1.74>=th=1.38
29196,326.73,29221,327.01,96.27899098374473,0.08569767085972668,pred=1.57>=th=1.38
29228,325.595,29240,325.41,-63.889359433116624,-0.056819054346656676,pred=1.42>=th=1.38
29244,324.57,29382,325.87,450.11416167370044,0.40052993190991165,pred=1.48>=th=1.38
29410,324.84,29427,325.75,316.07896596855426,0.2801379140499913,pred=2.22>=th=1.38
29442,325.825,29448,326.395,197.93795531250362,0.17494053556356054,pred=1.80>=th=1.38
29449,326.7315,29450,326.83,34.16983999784861,0.03014707795238639,pred=1.41>=th=1.38
29456,325.8,29560,326.96,403.6784242313588,0.3560466543891853,pred=2.05>=th=1.38
29668,327.325,29790,328.2417,318.6546263934579,0.2800580462842717,pred=1.70>=th=1.38
29814,329.13,29817,329.91,270.4044802116259,0.23698842402698628,pred=1.40>=th=1.38
29838,331.02,29922,331.83,279.86303823132766,0.24469820554650024,pred=1.96>=th=1.38
30022,334.315,30029,334.92,207.479734942317,0.18096705203178043,pred=1.64>=th=1.38
30089,338.21,30169,337.5,-241.1200342644006,-0.20992874249726073,pred=1.43>=th=1.38
30180,336.91,30352,338.2,438.85851956895203,0.3828915734172227,pred=2.35>=th=1.38
30404,337.76,30466,338.55,269.108429684944,0.233893889152065,pred=1.76>=th=1.38
30509,337.33,30612,333.75,-1223.9145259253273,-1.0612753090445408,pred=1.99>=th=1.38
30618,333.36,30796,332.23,-386.77134699713497,-0.3389728821694299,pred=1.61>=th=1.38
30802,331.69,30811,335.2,1203.3429940343776,1.0582170098586012,pred=1.81>=th=1.38
30847,336.42,30865,337.79,467.977623863233,0.4072290589144505,pred=1.47>=th=1.38
31113,343.25,31116,343.92,225.224466107873,0.19519300801165687,pred=1.72>=th=1.38
31234,351.0,31247,352.31,431.481693595284,0.3732193732193769,pred=1.64>=th=1.38
31277,353.17,31283,353.59,138.0007779002044,0.11892289832091754,pred=1.76>=th=1.38
31338,350.23,31359,350.13,-33.17255127429962,-0.028552665391323836,pred=2.21>=th=1.38
31368,350.36,31388,350.27,-29.8356971112662,-0.0256878639114134,pred=1.55>=th=1.38
31395,350.04,31408,350.05,3.317255687332363,0.002856816363839874,pred=1.76>=th=1.38
31434,348.82,31439,349.41,196.40822156927607,0.16914167765610225,pred=1.61>=th=1.50
31451,349.14,31458,349.34,66.63054565893253,0.05728361115884096,pred=1.80>=th=1.50
31466,349.25,31492,349.54,96.63918823111453,0.08303507516106005,pred=1.50>=th=1.50
31499,348.26,31688,348.41,50.16950552347407,0.04307126859243048,pred=1.77>=th=1.50
