bsp1_bi_amp,bsp1_bi_amp_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.8199996948242188,0.00870580394489664,0.8199996948242188,1.5166938400124523,65,False,False,<Math.KDJ.KDJ_Item object at 0x000002414850D910>,0.10949764896790096,0.14954207160718624,0.08008884527857058,0.00952530006261066,0.001580828944612498,71.9071715500412,2025/06/17 14:36,1p,122673.0
0.2899932861328125,0.003119884837589515,0.2899932861328125,0.16376082495645658,298,True,False,<Math.KDJ.KDJ_Item object at 0x00000241484EA990>,-0.05889311965185904,-0.0633938361022075,-0.009001432900696923,0.002374202272976531,-0.0006829332582569235,36.897843884777984,2025/06/17 18:29,1p,14873.0
0.8225021362304688,0.008846962734548281,0.8225021362304688,2.949416171447682,402,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149E63410>,-0.12143668726938887,-0.14358928276342908,-0.04430519098808042,0.0063214333351244755,-0.0015516138823889593,30.1046650510806,2025/06/18 13:43,1p,15149.0
0.5649948120117188,0.006112016411616223,0.5649948120117188,0.6553482276754019,464,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149D3C8F0>,0.06813387028953122,0.06473801453564931,-0.006791711507763809,0.003386859000204342,0.000697498782301619,57.65226459730866,2025/06/18 14:45,1p,28198.0
0.375,0.004033776311215297,0.375,0.7755524268175664,494,True,False,<Math.KDJ.KDJ_Item object at 0x0000024149D3E750>,-0.026750642262325753,-0.050315800322692894,-0.04713031612073428,0.008370251177575132,-0.0005424477485531815,36.6600126782736,2025/06/18 15:22,1p,22207.0
0.904998779296875,0.009766876144285628,0.904998779296875,415440.73273310624,641,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149A1F230>,0.049787944555607686,0.09133201782891831,0.08308814654662125,0.009244968424019012,0.0009810126746328915,76.11834091979613,2025/06/18 18:00,1p,26795.0
1.3699951171875,0.014704251841921104,1.3699951171875,2.4997899349652086,702,True,False,<Math.KDJ.KDJ_Item object at 0x000002414905B9B0>,-0.19571325669144662,-0.25674999298570356,-0.12207347258851386,0.009368198058410576,-0.0027763451600630613,27.90132496681366,2025/06/18 19:01,1p,12357.0
0.5800018310546875,0.006296838858011096,0.5800018310546875,0.49847795387100585,745,False,False,<Math.KDJ.KDJ_Item object at 0x000002414905B170>,0.04460539060160024,0.06786044732844232,0.046510113453684165,0.01035709417614394,0.0007337243968708431,59.595751038061174,2025/06/18 19:44,1p,22789.0
4.55999755859375,0.049398739889460974,4.55999755859375,5.559661185359492,847,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148980770>,-0.827175065014585,-0.9618678166514343,-0.2693855032736985,0.026666624933226496,-0.010689753399982013,17.699342646683462,2025/06/20 14:56,1p,193478.0
0.81500244140625,0.009039512070791572,0.81500244140625,1.0699851285407265,991,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148BC89B0>,-0.07666440586697207,-0.13114553299521958,-0.10896225425649503,0.011136550490716638,-0.0014593281533432356,19.460508697913482,2025/06/20 17:30,1p,26114.0
1.7599945068359375,0.019117907381170064,1.7599945068359375,1.8695764177213772,1313,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148BDB590>,-0.23329678950052743,-0.285858152821703,-0.10512272664235117,0.012217000588553273,-0.0031355407400176284,27.27359695249379,2025/06/23 16:37,1p,40295.0
1.1999969482421875,0.013223106867682508,1.1999969482421875,0.4871174611095616,1382,False,False,<Math.KDJ.KDJ_Item object at 0x000002414A697290>,0.12609765241042398,0.11254438483105389,-0.027106535158740175,0.002718869040753995,0.0012271466050313166,65.77429155508435,2025/06/23 17:47,1p,22352.0
0.37109375,0.00403709010131071,0.37109375,0.498764486839344,1429,True,False,<Math.KDJ.KDJ_Item object at 0x0000024148F6E6F0>,-0.034942621101536474,-0.04897494561214444,-0.02806464902121593,0.0018568887305137937,-0.0005341026457769113,38.46893278462018,2025/06/23 18:34,1p,11550.0
0.350006103515625,0.0038214446720184884,0.350006103515625,2.7320366911133895,1468,False,False,<Math.KDJ.KDJ_Item object at 0x00000241487BF8F0>,0.05420761785034454,0.06065029742725869,0.01288535915382831,0.004840109669431637,0.0006606663359951059,64.78407191824277,2025/06/23 19:13,1p,7841.0
0.26000213623046875,0.002836902693962889,0.26000213623046875,0.2674048244279078,1499,True,False,<Math.KDJ.KDJ_Item object at 0x00000241487BD8B0>,-0.04780603550760959,-0.05162888205411775,-0.007645693093016326,0.03753146217401431,-0.0005637961859827252,38.38712629363437,2025/06/23 19:44,1p,19107.0
0.5,0.005265929605796122,0.5,0.4355316210997805,1656,True,False,<Math.KDJ.KDJ_Item object at 0x000002414877DBB0>,-0.09053554853600058,-0.09834361954325743,-0.015616142014513695,0.003917445828873766,-0.0010389503957512378,32.064215609805274,2025/06/24 16:00,1p,10160.0
0.32999420166015625,0.0034576088979330287,0.32999420166015625,0.630370201913793,1891,False,False,<Math.KDJ.KDJ_Item object at 0x00000241486E5AF0>,0.02608474945114473,0.03930751743105532,0.026445535959821173,,0.00041136943101773504,63.134820737656376,2025/06/24 19:55,1p,139878.0
