bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp3_bi_amp,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume,zs_cnt
5.922713771789834,7.632471508253481,1.0,0.36023968704432496,5.922713771789834,0.04835418370720195,5.922713771789834,,279,False,False,,-0.15677133070003277,0.2256977309052175,0.7649381232105006,0.007158263499818211,62.657308995722985,2001/02/09,"2s,3b",3143600.0,
2.252338985222334,2.97792347617294,1.0,0.19769456090237209,,,2.252338985222334,,402,False,False,,-0.21275142923040816,-0.08229924744438222,0.2609043635720519,-0.0028331108918321995,54.642082111263754,2001/08/07,2s,1409400.0,
1.250675968909018,2.556104193879669,1.0,0.43161249144697933,,,1.250675968909018,,512,False,False,,-0.0898861777262537,-0.11747171481038166,-0.055171074168255924,-0.0038347201310767126,46.12685737867412,2002/01/18,2s,1875000.0,
2.403968143334126,4.970165088601302,1.0,0.06528089734938795,,,2.403968143334126,,624,False,False,,-0.5097883493276184,-0.43714155787040454,0.14529358291442773,-0.015296666066490954,41.86395469663751,2002/07/01,2s,1794400.0,
1.2845745421798611,4.2354303915051155,1.0,0.2745415115164046,,,1.2845745421798611,,951,False,False,,-0.2176797094822819,-0.13433152795535008,0.16669636305386365,-0.004525430449187511,54.745747201577124,2003/10/16,2s,1957100.0,
1.0918197254288593,2.0109223202890085,1.0,0.3098113232513866,,,1.0918197254288593,,1062,False,False,,-0.1992541916989392,-0.1896625616190981,0.01918326015968219,-0.0065240379965573626,49.88336580289601,2004/03/26,2s,1104000.0,
1.9700195232095439,1.5339259993961818,1.0,0.8510952931649098,,,1.9700195232095439,,1158,True,False,,-0.16688264091311117,-0.2578358823997249,-0.18190648297322742,-0.009458873835783437,38.204093659811214,2004/08/13,2s,1085200.0,
4.468980785886451,14.855891672998343,1.0,0.4603548841491927,,,4.468980785886451,,1256,False,False,,0.43119653201051433,0.49223531617480987,0.12207756832859107,0.02481775132034562,69.24779274093741,2005/01/03,2s,6066800.0,
1.5391079332048179,4.79288212766,1.0,0.3693613722384929,,,1.5391079332048179,,1754,True,False,,0.01390827410178258,-0.10759053728277479,-0.24299762276911474,-0.005277400475339985,44.21113136079451,2006/12/22,2s,2972000.0,
2.1622894670231183,4.79288212766,2.0,0.5448660327634421,,,2.1622894670231183,,1807,True,False,,-0.1615644978830463,-0.20006180335480295,-0.07699461094351329,-0.010248525131969952,39.893404841292515,2007/03/14,2s,3120900.0,
1.4985991052671004,4.79288212766,3.0,0.21078154336026791,,,1.4985991052671004,,1851,True,False,,0.23808220257705318,0.09468443814075655,-0.28679552887259324,0.004548199593904918,46.458679047479045,2007/05/16,2s,2843300.0,
2.53433350092428,2.0337464328734285,1.0,0.7194720577571048,,,2.53433350092428,,2061,True,False,,-0.21984630220871618,-0.28086643308107284,-0.12204026174471333,-0.01610491207497612,34.24410450554467,2008/03/17,2s,4899600.0,
2.4494975129520498,2.0337464328734285,2.0,0.13361167932650322,,,2.4494975129520498,,2121,True,False,,-0.13591583015998515,-0.27975255441033653,-0.28767344850070276,-0.015104705587605296,34.67556640227018,2008/06/11,2s,2984100.0,
3.226737039410887,7.050286085146766,1.0,0.1938241191138123,,,3.226737039410887,,2246,False,False,,-0.5368449480866706,-0.3748911234570116,0.32390764925931803,-0.02156552200393581,47.55084244228632,2008/12/08,2s,5360700.0,
2.255917392367074,7.050286085146766,2.0,0.14924432921847844,,,2.255917392367074,,2265,False,False,,-0.21326325315526357,0.008851276363273541,0.4442290590370742,0.000529765801901651,56.77806663493993,2009/01/06,2s,3574500.0,
1.535485150070409,4.130543224462924,1.0,0.7167144949228886,,,1.535485150070409,,2391,True,False,,0.01934268022914577,-0.10743274619970222,-0.25355085285769596,-0.007568748290199256,32.493494985762865,2009/07/08,2s,6958500.0,
3.1041787740235662,1.8671150735331743,1.0,0.34156249961318086,,,3.1041787740235662,,2935,False,False,,-0.12124690391820434,0.06837911309528621,0.3792520340269811,0.003086786125337143,53.20521378973917,2011/09/01,2s,3509200.0,
0.7978446470565146,5.301515926026251,1.0,0.25861665525577743,0.7978446470565146,0.02852222753652532,0.7978446470565146,,3010,True,False,,0.20807664407265172,0.19756666062332684,-0.021019966898649767,0.00845455894775303,51.5360670448062,2011/12/19,"2s,3b",2673000.0,
1.2161391004425646,5.301515926026251,2.0,0.18117854206444697,,,1.2161391004425646,,3023,True,False,,0.2960284333279788,0.20730084179836794,-0.1774551830592217,0.008654754081447185,48.61787550848277,2012/01/09,2s,2817200.0,
2.2376291981317635,3.419322231941372,1.0,0.5245105254666841,,,2.2376291981317635,,3831,True,False,,0.1061041757411004,-0.037378377222992754,-0.2869651059281863,-0.0007877378296713343,41.068129189002015,2015/03/27,2s,1759200.0,
1.4401813350802612,3.419322231941372,2.0,0.31179798947614634,,,1.4401813350802612,,3854,True,False,,0.072377773229366,0.028827747268820758,-0.0871000519210905,0.000604259107588322,44.519852119864176,2015/04/30,2s,3399000.0,
1.2617018097046753,3.0151623116292825,1.0,0.7425988599401845,,,1.2617018097046753,,3924,False,False,,0.056166908231050396,0.07055115646002719,0.028768496457953582,0.0014372015693485533,57.43415521127425,2015/08/10,2s,1157100.0,
2.4500045737510163,2.304570053718251,1.0,0.987982957419898,,,2.4500045737510163,,4207,False,False,,-0.03824987818596377,0.007310213137472488,0.09112018264687252,0.00012592810085099786,58.98017300120952,2016/09/22,2s,1661900.0,
2.601879285711526,6.474210322898173,1.0,0.4059138814831176,,,2.601879285711526,,4284,True,False,,-0.026945931260454616,-0.12787221375784696,-0.2018525649947847,-0.002158528843550373,43.16572630147746,2017/01/12,2s,2110200.0,
4.841815799657084,6.458384875812698,1.0,0.8911426951468537,,,4.841815799657084,,4612,True,False,,-0.05707212408499557,-0.2983031956834026,-0.482462143196814,-0.004060601354880164,41.41805261555306,2018/05/03,2s,2878100.0,
3.2129304681395325,6.458384875812698,2.0,0.9618131288016524,,,3.2129304681395325,,4629,True,False,,-0.23172342539790333,-0.30003842015754856,-0.13662998951929045,-0.004121454848158216,32.18552983554025,2018/05/29,2s,1715200.0,
2.461157967566848,6.458384875812698,3.0,0.7373236260154858,,,2.461157967566848,,4646,True,False,,0.1103374609673607,0.06224207183417718,-0.09619077826636704,0.0008521273633524542,43.57245367393581,2018/06/21,2s,1740900.0,
2.1073640533526827,19.103912255801035,1.0,0.17164946182268256,,,2.1073640533526827,,4835,True,False,,0.891333277085361,0.735151984863009,-0.312362584444704,0.008854845439725558,55.907151212346385,2019/03/25,2s,1217000.0,
2.5427120649622736,19.103912255801035,2.0,0.11075191452295821,,,2.5427120649622736,,4846,True,False,,0.8205091334528396,0.7228698682724968,-0.19527853036068565,0.008579757378620835,52.889863649473725,2019/04/09,2s,1710500.0,
3.7864676736394216,19.103912255801035,3.0,0.13701997429262514,,,3.7864676736394216,,4858,True,False,,0.6519707972845972,0.5123609415730499,-0.27921971142309454,0.006009085879761442,51.56264999648264,2019/04/26,2s,2421500.0,
10.646915724383717,28.838318599051235,1.0,0.16038415595371533,,,10.646915724383717,,5889,True,False,,0.7841758362804494,-0.33375625018294386,-2.2358641729267865,-0.0019507515648241524,41.5399407653555,2023/05/31,2s,5349500.0,
38.08000183105469,34.39790361187147,1.0,0.9044455644142971,,,38.08000183105469,,6362,True,False,,-0.5541657810144767,-2.6935275820719085,-4.278723602114864,-0.011676944590294152,32.25252732816131,2025/04/21,2s,2708600.0,
11.459991455078125,34.39790361187147,2.0,0.6172186161010081,,,11.459991455078125,,6379,True,False,,-1.3307616067167973,-1.0142462619091077,0.6330306896153792,-0.004482702116260872,43.45078097029588,2025/05/14,2s,2335900.0,
15.979995727539062,38.08000183105469,1.0,0.6790966220296353,,,15.979995727539062,,6392,False,False,,0.9600464971452138,1.7376929841086906,1.5552929739269534,0.007568329022595612,61.016495615727585,2025/06/03,2s,1940300.0,
22.05999755859375,34.39790361187147,3.0,0.7939736270940719,,,22.05999755859375,0.7666788988037387,6398,True,False,,0.2885811012828716,-1.3516224484946235,-3.2804070995549903,-0.00593955690035235,33.17464730122035,2025/06/11,"1,2s",1647682.0,1
