bsp2s_bi_amp,bsp2s_break_bi_amp,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume,zs_cnt
,,,,4.045878618892061,0.526091420780157,193,False,False,,0.8510731764276003,0.8399490918728532,-0.02224816910949423,0.023091022986996838,52.62360214739938,2000/10/06,1,2032200.0,2
,,,,6.974981250228627,1.4228670466266644,430,True,False,,-0.9643642018605876,-1.2571280617207634,-0.5855277197203517,-0.047621768233094455,26.048614881208337,2001/09/21,1,4295200.0,1
,,,,3.2587940380514624,0.6838334668928109,519,True,False,,-0.21425158821703755,-0.3788826103340952,-0.3292620442341153,-0.012536847623386796,34.674774441360555,2002/01/30,1,2653200.0,1
,,,,6.234495732847119,0.7707593965405736,640,True,False,,-1.0291134913953564,-1.2218630789175968,-0.38549917504448095,-0.046591133138893855,41.740290826603264,2002/07/24,1,3983200.0,1
,,,,9.348923550987355,1.3845776286991396,714,False,False,,0.6862950568180615,0.874462040966268,0.3763339682964131,0.03168239144052688,63.774020607762864,2002/11/06,1,1941100.0,1
,,,,4.614959287405881,0.8588958516957715,963,True,False,,-0.4782989215739887,-0.6545282214060606,-0.35245859966414383,-0.022857164571300787,41.81445486923104,2003/11/03,1,10872100.0,1
,,,,3.149188693168277,1.254918066441794,1097,True,False,,-0.35957288271449206,-0.46822787051122816,-0.2173099755934722,-0.016898494459216762,27.906311662154337,2004/05/17,1,2310000.0,1
,,,,2.853245265989269,1.105337256838267,1182,False,False,,0.3078027405011321,0.3553981923265148,0.09519090365076543,0.01260880607255574,69.91393400060096,2004/09/17,1,1981000.0,1
,,,,2.2512338457230285,1.381875638877237,1421,True,False,,-0.19276327952552053,-0.17270331432915853,0.04011993039272399,-0.009685907491476305,47.32622859635993,2005/08/29,1,2567900.0,3
,,,,2.267961242494273,0.622285030128569,1870,False,False,,0.12653239749740347,-0.0311574354788533,-0.31537966595251354,-0.0014676868678763363,39.026141301673476,2007/06/13,1,4627200.0,1
,,,,2.291355835847039,0.36715126837042894,1974,True,False,,-0.07382611938232836,-0.1531079437871412,-0.1585636488096257,-0.00887023942225683,38.78260100934062,2007/11/08,1,8669700.0,1
,,,,5.430601865358307,0.5442474557308259,2305,True,False,,-0.5244554925252956,-0.5665168980317041,-0.08412281101281716,-0.041600239649536894,38.158073708464954,2009/03/05,1,7274700.0,1
,,,,1.7647756224006805,1.0999774892461311,2895,False,False,,0.15390083143003472,0.2830618594971419,0.2583220561342144,0.01214441286284449,67.6320673569031,2011/07/07,1,2421600.0,2
,,,,3.5651852410664198,1.3837076266719555,2957,True,False,,-0.3709482380120847,-0.4696492149747513,-0.19740195392533322,-0.022133404175504353,42.355385538982496,2011/10/04,1,5100000.0,1
,,,,6.647290670012957,2.1773507476300207,3934,True,False,,-0.12668130854003054,-0.5311478633740521,-0.808933109668043,-0.010941476373853325,19.341459209286484,2015/08/24,1,5431300.0,1
,,,,4.565115942249946,0.6714473781387102,4150,False,False,,0.4093841535708572,0.49184904534850915,0.16492978355530385,0.008646751168223582,60.75632476164848,2016/07/01,1,3143500.0,1
,,,,4.89900063860393,1.6146048933974972,4230,True,False,,-0.30409027595566096,-0.51743821603349,-0.4266958801556582,-0.009047803535718383,29.383981564906236,2016/10/25,1,5327200.0,1
,,,,9.049195656352794,1.4958170967040227,4509,False,False,,0.1911769486635928,0.4465887377171498,0.510823578107114,0.006043209583087125,68.69972322111403,2017/12/04,1,2477800.0,3
,,,,7.246318016072337,2.099077925337028,4665,False,False,,1.0526680876412404,1.4234920331085021,0.7416478909345234,0.018844165423009082,70.50180148280089,2018/07/19,1,2140100.0,1
,,,,13.819426401253295,1.6144938303539107,4775,True,False,,-1.100763928325745,-1.927635627835386,-1.6537433990192816,-0.02584969851206629,31.309181151806968,2018/12/26,1,1983800.0,1
,,,,8.40815575139402,0.021067073989228375,5201,False,False,,0.5138969788224201,0.5281099911870655,0.028426024729290678,0.004916062486389865,55.47655654426741,2020/09/03,1,3187700.0,3
,,,,17.61498014108244,2.1533057984585384,6267,False,False,,1.003285833931352,2.2469049866455464,2.487238305428389,0.010022412679371871,67.88834555645502,2024/11/29,1,904300.0,4
22.05999755859375,34.39790361187147,3.0,0.7939736270940719,22.05999755859375,0.7666788988037387,6398,True,False,,0.2885811012828716,-1.3516224484946235,-3.2804070995549903,-0.00593955690035235,33.17464730122035,2025/06/11,"1,2s",1647682.0,1
