feature,coef,abs_coef
k_range_over_atr,2.0376748128998576,2.0376748128998576
p,-1.1774794766958192,1.1774794766958192
k_close_pos,-1.0976392861872113,1.0976392861872113
k_slope40,-0.8318804602275487,0.8318804602275487
k_atr_14,0.744721929590277,0.744721929590277
k_vol_5,-0.7397521681104174,0.7397521681104174
k_vol_20,0.6738466169622737,0.6738466169622737
k_vol_z_60,0.6464680549989412,0.6464680549989412
k_above_ma_20,0.6379049316256491,0.6379049316256491
k_ret_5,0.6161270652556101,0.6161270652556101
k_above_ma_100,0.5864909680891078,0.5864909680891078
ctx_days_since_last_buy,0.5538827469457466,0.5538827469457466
dp_minK,0.5025892464847502,0.5025892464847502
ctx_days_since_last_bsp,-0.4329997540751996,0.4329997540751996
k_vol_40,-0.376141189836674,0.376141189836674
k_vol_jump,0.36015079865503274,0.36015079865503274
ctx_last_dir_buy,0.3439120434675961,0.3439120434675961
bd_buy,0.3439120434675961,0.3439120434675961
k_gap,0.32182527777155623,0.32182527777155623
k_ret_20,0.3125384772072053,0.3125384772072053
bd_sell,-0.29764772493634484,0.29764772493634484
ctx_last_dir_sell,-0.29764772493634484,0.29764772493634484
rg_unknown,0.25879338384128625,0.25879338384128625
ctx_density_imb,0.2451610351935075,0.2451610351935075
k_ret1,0.2396945635000137,0.2396945635000137
k_ret_10,-0.21164085457820542,0.21164085457820542
ctx_density_total,-0.19384776655401728,0.19384776655401728
k_ret_40,-0.18976186622860625,0.18976186622860625
rg_up,-0.18348416583131816,0.18348416583131816
k_vol_ratio_5,0.17378819757911596,0.17378819757911596
k_vol_ratio_60,0.17370403834681442,0.17370403834681442
k_vol_10,-0.1693521379758165,0.1693521379758165
k_above_ma_50,-0.160591059329743,0.160591059329743
k_vol_z_20,0.15529061860672366,0.15529061860672366
ctx_density_sell,-0.12399564387800517,0.12399564387800517
ctx_density_buy,-0.10865885749602237,0.10865885749602237
ctx_days_since_last_sell,-0.0771522295819216,0.0771522295819216
dp_maxK,-0.06148094156542326,0.06148094156542326
ctx_has_bsp,0.046264318531240314,0.046264318531240314
rg_down,-0.029044899478730613,0.029044899478730613
k_vol_ratio_20,0.016935414192205112,0.016935414192205112
bd_none,0.0,0.0
