side,signal_idx,exec_idx,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx,entry_signal_idx
buy,59476,59477,59477,406.18,246.1962676645822,0.0,5m BUY signal,2024-01-02 06:25:00,0.21707603567743675,1.5529773235321045,1.5499999999999994,FREE,,,,
sell,59830,59831,59831,399.08,246.1962676645822,0.0,5m SELL signal,2024-01-04 04:05:00,0.22538925823203007,0.5193420648574829,-0.5,FREE,-1747.9935004185393,406.18,59477.0,59476.0
buy,60119,60120,60120,396.56,247.7607587744136,0.0,5m BUY signal,2024-01-05 12:30:00,0.22600954075438037,2.265109062194824,2.1999999999999993,FREE,,,,
sell,60344,60345,60345,404.71,247.7607587744136,0.0,5m SELL signal,2024-01-08 15:40:00,0.22324643441615458,0.98375004529953,0.9499999999999997,FREE,2019.2501840114653,396.56,60120.0,60119.0
buy,60659,60660,60660,405.47,247.29636393220932,0.0,5m BUY signal,2024-01-10 10:00:00,0.21761263433833888,1.2534129619598389,1.2499999999999996,FREE,,,,
sell,60667,60668,60668,407.18,247.29636393220932,0.0,5m SELL signal,2024-01-10 10:40:00,0.21761263433833888,3.1454920768737793,-0.5,FREE,422.87678232407285,405.47,60660.0,60659.0
buy,60836,60837,60837,408.32,246.60593031425597,0.0,5m BUY signal,2024-01-11 08:50:00,0.22717600074337616,1.457392692565918,1.0499999999999996,FREE,,,,
sell,60842,60843,60843,409.48,246.60593031425597,0.0,5m SELL signal,2024-01-11 09:20:00,0.22717600074337616,2.9146196842193604,-0.5,FREE,286.0628791645431,408.32,60837.0,60836.0
buy,60851,60852,60852,406.28,248.5482828223923,0.0,5m BUY signal,2024-01-11 10:05:00,0.22717600074337616,1.3235995769500732,1.0499999999999996,FREE,,,,
sell,60857,60858,60858,407.73,248.5482828223923,0.0,5m SELL signal,2024-01-11 10:35:00,0.22717600074337616,2.9785077571868896,-0.5,FREE,360.39501009248016,406.28,60852.0,60851.0
buy,60976,60977,60977,408.92,247.82498130483717,0.0,5m BUY signal,2024-01-12 04:35:00,0.21759319918935924,1.407541036605835,0.8999999999999997,FREE,,,,
sell,61024,61025,61025,409.45,247.82498130483717,0.0,5m SELL signal,2024-01-12 08:35:00,0.21759319918935924,3.035749673843384,2.499999999999999,FREE,131.34724009155693,408.92,60977.0,60976.0
buy,61044,61045,61045,408.86,248.1826018570307,0.0,5m BUY signal,2024-01-12 10:15:00,0.21759319918935924,1.4715205430984497,0.8999999999999997,FREE,,,,
sell,61055,61056,61056,409.78,248.1826018570307,0.0,5m SELL signal,2024-01-12 11:10:00,0.21759319918935924,2.9797780513763428,2.499999999999999,FREE,228.32799370845808,408.86,61045.0,61044.0
buy,61060,61061,61061,408.9601,248.68016852737964,0.0,5m BUY signal,2024-01-12 11:35:00,0.21759319918935924,1.6049219369888306,0.8999999999999997,FREE,,,,
sell,61069,61070,61070,408.83,248.68016852737964,0.0,5m SELL signal,2024-01-12 12:20:00,0.21759319918935924,2.9427103996276855,2.499999999999999,FREE,-32.353289925418856,408.9601,61061.0,61060.0
buy,61101,61102,61102,408.9089,248.63218506383356,0.0,5m BUY signal,2024-01-12 15:00:00,0.21759319918935924,1.6329357624053955,0.8999999999999997,FREE,,,,
sell,61110,61111,61111,409.55,248.63218506383356,0.0,5m SELL signal,2024-01-12 15:45:00,0.21759319918935924,3.0505309104919434,2.499999999999999,FREE,159.3980938444223,408.9089,61102.0,61101.0
buy,61116,61117,61117,409.26,248.8083648362729,0.0,5m BUY signal,2024-01-12 16:15:00,0.21759319918935924,1.5990415811538696,0.8999999999999997,FREE,,,,
sell,61126,61127,61127,409.201,248.8083648362729,0.0,5m SELL signal,2024-01-12 17:10:00,0.21759319918935924,3.2261204719543457,2.499999999999999,FREE,-14.679693525332407,409.26,61117.0,61116.0
buy,61146,61147,61147,406.42,250.5108796303521,0.0,5m BUY signal,2024-01-12 19:55:00,0.21759319918935924,1.4607057571411133,0.8999999999999997,FREE,,,,
sell,61171,61172,61172,406.77,250.5108796303521,0.0,5m SELL signal,2024-01-16 06:00:00,0.21170529405072638,3.161529302597046,-0.5,FREE,87.67880787061469,406.42,61147.0,61146.0
buy,61210,61211,61211,407.56,250.025298133375,0.0,5m BUY signal,2024-01-16 09:15:00,0.21170529405072638,0.5185878872871399,-0.5,FREE,,,,
sell,61221,61222,61222,408.91,250.025298133375,0.0,5m SELL signal,2024-01-16 10:10:00,0.21170529405072638,3.133227586746216,-0.5,FREE,337.53415248006195,407.56,61211.0,61210.0
buy,61243,61244,61244,408.69,250.15988808074184,0.0,5m BUY signal,2024-01-16 12:00:00,0.21170529405072638,1.0962375402450562,-0.5,FREE,,,,
sell,61261,61262,61262,409.075,250.15988808074184,0.0,5m SELL signal,2024-01-16 13:30:00,0.21170529405072638,2.878525972366333,-0.5,FREE,96.31155691108333,408.69,61244.0,61243.0
buy,61265,61266,61266,407.88,250.89280233556306,0.0,5m BUY signal,2024-01-16 13:50:00,0.21170529405072638,1.5015572309494019,-0.5,FREE,,,,
sell,61275,61276,61276,408.11,250.89280233556306,0.0,5m SELL signal,2024-01-16 14:40:00,0.21170529405072638,2.9913346767425537,-0.5,FREE,57.70534453718407,407.88,61266.0,61265.0
buy,61316,61317,61317,409.69,249.9252155560708,0.0,5m BUY signal,2024-01-16 18:05:00,0.21170529405072638,0.35369789600372314,-0.5,FREE,,,,
sell,61531,61532,61532,408.33,249.9252155560708,0.0,5m SELL signal,2024-01-18 04:00:00,0.21661531548201862,1.931952953338623,-0.5,FREE,-339.89829315625974,409.69,61317.0,61316.0
buy,62105,62106,62106,421.39,242.17936654408126,0.0,5m BUY signal,2024-01-23 04:00:00,0.22175327330786496,2.8721632957458496,1.7499999999999996,FREE,,,,
sell,62130,62131,62131,421.71,242.17936654408126,0.0,5m SELL signal,2024-01-23 06:05:00,0.22175327330786496,3.1333320140838623,2.1499999999999995,FREE,77.49739729410435,421.39,62106.0,62105.0
buy,62165,62166,62166,422.65,241.64074450562998,0.0,5m BUY signal,2024-01-23 09:00:00,0.22175327330786496,2.7178285121917725,1.7499999999999996,FREE,,,,
sell,62234,62235,62235,422.5,241.64074450562998,0.0,5m SELL signal,2024-01-23 14:45:00,0.22175327330786496,3.2506935596466064,2.1499999999999995,FREE,-36.246111675839,422.65,62166.0,62165.0
buy,62381,62382,62382,427.9401,238.56893652552932,0.0,5m BUY signal,2024-01-24 11:05:00,0.2209819487924156,2.9719574451446533,-0.5,FREE,,,,
sell,62388,62389,62389,427.82,238.56893652552932,0.0,5m SELL signal,2024-01-24 11:40:00,0.2209819487924156,3.20656156539917,-0.5,FREE,-28.652129276711168,427.9401,62382.0,62381.0
buy,62588,62589,62589,426.6,239.25120118225962,0.0,5m BUY signal,2024-01-25 12:30:00,0.22615083072720274,3.133781671524048,-0.5,FREE,,,,
sell,62612,62613,62613,424.96,239.25120118225962,0.0,5m SELL signal,2024-01-25 14:30:00,0.22615083072720274,3.200105667114258,-0.5,FREE,-392.3719699389161,426.6,62589.0,62588.0
buy,62640,62641,62641,425.22,239.10491146797665,0.0,5m BUY signal,2024-01-25 16:50:00,0.22615083072720274,2.831019639968872,-0.5,FREE,,,,
sell,62713,62714,62714,424.32,239.10491146797665,0.0,5m SELL signal,2024-01-26 06:55:00,0.21924420995128543,3.257967233657837,-0.5,FREE,-215.19442032118715,425.22,62641.0,62640.0
buy,63084,63085,63085,427.84,237.13770576405165,0.0,5m BUY signal,2024-01-30 06:05:00,0.2191667516761997,1.5091453790664673,-0.5,FREE,,,,
sell,63262,63263,63263,420.37,237.13770576405165,0.0,5m SELL signal,2024-01-31 04:55:00,0.22162072412643444,1.1138935089111328,-0.5,FREE,-1771.4186620574587,427.84,63085.0,63084.0
buy,63328,63329,63329,419.04,237.89036218984913,0.0,5m BUY signal,2024-01-31 10:25:00,0.22162072412643444,2.277900218963623,2.2499999999999996,FREE,,,,
sell,63359,63360,63360,420.32,237.89036218984913,0.0,5m SELL signal,2024-01-31 13:00:00,0.22162072412643444,1.2970138788223267,-0.5,FREE,304.4996636030004,419.04,63329.0,63328.0
buy,63371,63372,63372,419.52,238.34400513834237,0.0,5m BUY signal,2024-01-31 14:00:00,0.22162072412643444,2.3554115295410156,2.2499999999999996,FREE,,,,
sell,63380,63381,63381,421.6105,238.34400513834237,0.0,5m SELL signal,2024-01-31 14:45:00,0.22162072412643444,1.3731305599212646,-0.5,FREE,498.2581427417095,419.52,63372.0,63371.0
