bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume,zs_cnt
9.0,0.08525149214754846,16,9.0,3.094847725350018,417,True,False,26.253196838875557,7.238228850790243,19.91487417618045,-0.053663576217244824,-0.8262204211149822,-1.5451136897954747,0.06917262427550576,-0.008021104103650565,21.342060630874897,2025/06/26 14:00,1,382533.0,1
