bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.7349853515625,0.0013507035166522832,3.219970703125,0.005882621867929809,0.22825839714913942,0.7349853515625,0.0013507035166522832,0.001784819625283969,0.7349853515625,,614,False,False,<Math.KDJ.KDJ_Item object at 0x0000024149619C70>,-0.33790870695607617,-0.20557233879685555,0.26467273631844124,0.006175597004994513,-0.00037731949847613644,50.88878851878095,2025/06/20 18:23,"2,3b",514.0
