bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp2s_bi_amp,bsp2s_bi_amp_rate,bsp2s_bi_klu_cnt,bsp2s_break_bi_amp,bsp2s_break_bi_amp_rate,bsp2s_break_bi_klu_cnt,bsp2s_lv,bsp2s_retrace_rate,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,divergence_rate,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
,,,0.279998779296875,0.0036481925641286645,10,1.029998779296875,0.013215277739710204,10,1.0,0.1165002518443898,0.279998779296875,2s,8,2s,sell,,False,0,False,69.52757946639264,106.83177267703834,81.96231053660787,77.0250015258789,132,-0.06818114112168623,-0.04157273101975534,0.05321682020386179,0.229507,,200,0,-0.000539960984263999,52.269753942488805,2025/07/15 18:00,6033.0
,,,0.31500244140625,0.004104266337540716,11,1.029998779296875,0.013215277739710204,10,1.0,0.15048443009096027,0.31500244140625,2s,8,2s,sell,,False,0,False,75.67667754128573,112.57126599064424,87.9748736910719,77.06500244140625,133,-0.06041720955076239,-0.029361483267067,0.06211145256739077,0.258198,,200,1,-0.00038133033662674046,55.143724334077206,2025/07/15 18:05,325.0
,,,0.3600006103515625,0.004690561698391694,12,1.029998779296875,0.013215277739710204,10,1.0,0.19417202453260643,0.3600006103515625,2s,8,2s,sell,,False,0,False,79.9583464714762,105.64836005261901,88.52168433185714,77.08300018310547,134,-0.05193855669708018,-0.018023945282351406,0.06782922282945755,0.295082,,200,2,-0.00023406555383882668,56.41533765487735,2025/07/15 18:10,2005.0
,,,0.410003662109375,0.005342067258754072,13,1.029998779296875,0.013215277739710204,10,1.0,0.24271873425972565,0.410003662109375,2s,8,2s,sell,,False,0,False,80.86226617108058,86.28578436870689,82.67010557028935,77.06999969482422,135,-0.043545432103561356,-0.009972933729486044,0.06714499674815062,0.336068,,200,3,-0.0001295039269362877,55.19808096860795,2025/07/15 18:15,3917.0
,,,0.45999908447265625,0.005993473413324512,16,1.029998779296875,0.013215277739710204,10,1.0,0.29125803679890966,0.45999908447265625,2s,8,2s,sell,,False,0,False,78.87792167065692,85.1153626760375,80.95706867245045,77.19999694824219,138,-0.01984989323567233,0.014488215081300382,0.06867621663394542,0.377048,,200,4,0.000188086507742824,63.60651016719214,2025/07/15 18:30,6173.0
,,,0.48000335693359375,0.006254115399786238,17,1.029998779296875,0.013215277739710204,10,1.0,0.3106796835649314,0.48000335693359375,2s,8,2s,sell,,False,0,False,77.82861206363381,71.53275442149533,75.72999284958765,77.12930297851562,139,-0.011836225436968212,0.020218445757848258,0.06410934238963294,0.393445,,200,5,0.000262451378811334,57.0955394426284,2025/07/15 18:35,17132.0
,,,0.48999786376953125,0.006384336987225163,18,1.029998779296875,0.013215277739710204,10,1.0,0.3203830997600071,0.48999786376953125,2s,8,2s,sell,,False,0,False,78.67636489821969,83.76288190573504,80.37187056739147,77.20999908447266,140,-0.003286014491557983,0.030914829290082935,0.06840168756328184,0.401637,,200,6,0.0004012321025823344,61.890963669839365,2025/07/15 18:40,4164.0
,,,0.48999786376953125,0.006384336987225163,20,1.029998779296875,0.013215277739710204,10,1.0,0.3203830997600071,0.48999786376953125,2s,8,2s,sell,,False,0,False,82.18220790872411,95.83132375259385,86.73191319001401,77.2300033569336,142,0.013404742492516764,0.04638465402639724,0.06595982306776096,0.401637,,200,7,0.0006018190700740944,63.07743169723499,2025/07/15 18:50,4017.0
,,,0.25,0.0032594525416826566,10,1.029998779296875,0.013215277739710204,10,3.0,0.03882847915617315,0.25,2s,8,2s,sell,,False,0,False,74.12070727757073,93.78369643197865,80.6750369957067,76.93499755859375,221,0.06252513837129843,0.06215356746473333,-0.0007431418131302048,0.204918,,200,8,0.0008092785000697027,59.7550267438008,2025/07/16 18:55,3473.0
,,,1.220001220703125,0.016105626675948843,20,1.029998779296875,0.013215277739710204,10,2.0,0.0582501259221949,1.220001220703125,2s,8,2s,sell,,False,1,False,80.69545210680383,104.11858005012607,88.50316142124458,76.91999816894531,200,0.01888648368648543,0.0819696206815479,0.12616627399012492,1,0.0035079156577733387,,9,0.0010700960453286798,65.05615565586831,2025/07/16 17:10,3275.0
